[00:00:01.690 --> 00:00:02.850]  We've got it.
[00:00:02.990 --> 00:00:08.733]  This transmission is coming to you.
[00:00:08.833 --> 00:00:12.155]  Waging war on corruption.
[00:00:13.215 --> 00:00:18.858]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:34.793 --> 00:00:39.037]  Ladies and gentlemen it is Sunday the 19th day of May 2013.
[00:00:40.218 --> 00:00:47.225]  I am your host Alex Jones and we're going to be here for the next two hours as we are every Sunday 4 to 6 p.m.
[00:00:47.265 --> 00:00:48.366]  Central Standard Time.
[00:00:50.791 --> 00:01:01.658]  Okay, obviously there's a lot of new developments in the last day and a half since Friday on the whole IRS scandal, Benghazigate, that IRS is serving as a distraction from.
[00:01:02.178 --> 00:01:03.439]  More and more, that's clear.
[00:01:03.499 --> 00:01:06.841]  The White House even basically admits that in their own arrogant way.
[00:01:07.622 --> 00:01:13.565]  We've got the spying on the reporters illegally and on the congressional cloakroom.
[00:01:13.585 --> 00:01:17.428]  I mean, it's all of this directly out of an authoritarian nightmare.
[00:01:18.919 --> 00:01:24.484]  And then I've also got some points I want to make about Angelina Jolie having a double mastectomy.
[00:01:25.405 --> 00:01:34.754]  I don't believe her herself is consciously involved in big pharma trying to get $4,000 per woman through Obamacare to have this gene typing done.
[00:01:35.254 --> 00:01:37.396]  But the big companies are certainly using it now.
[00:01:37.416 --> 00:01:38.758]  A bunch of women are lining up.
[00:01:39.378 --> 00:01:45.662]  Sympathetically, out of fear or out of rock stardom, to mutilate themselves like this.
[00:01:46.082 --> 00:02:01.612]  I know it's a tough decision for anybody, beyond tough, but this is becoming just a systematic idea that, hey, we're not going to ask why breast cancer is skyrocketing.
[00:02:02.172 --> 00:02:05.674]  We're just going to say, hey, let's have women, all women remove their breasts.
[00:02:06.434 --> 00:02:08.396]  It'd be like saying people are having brain cancer.
[00:02:09.215 --> 00:02:12.918]  So let's just remove everybody's brain preemptively, or colon cancer skyrocketing.
[00:02:13.279 --> 00:02:15.321]  Let's remove colons preemptively.
[00:02:16.462 --> 00:02:17.863]  Everyone has genetic markers.
[00:02:17.903 --> 00:02:19.765]  Some are more predisposed, that's true.
[00:02:21.166 --> 00:02:26.011]  But it's predisposed genetically in certain chemical and biological environments.
[00:02:26.831 --> 00:02:30.915]  We all have the same genetic lines have already always been there.
[00:02:31.816 --> 00:02:34.659]  They vary person to person, family to family, group to group.
[00:02:36.055 --> 00:02:43.099]  You know, sub-race, but there's really just one human race, but you know, sub-derivations, Anglo, Asian, the list goes on and on.
[00:02:44.059 --> 00:02:45.700]  Different groups are more predisposed.
[00:02:46.400 --> 00:02:54.265]  Native American groups, which are really land bridge crossing Asian groups, are more predisposed for pancreas type issues.
[00:02:54.785 --> 00:03:02.629]  But the issue here is this is being driven by the environment, not by the
[00:03:05.640 --> 00:03:06.040]  Nature.
[00:03:06.920 --> 00:03:10.241]  It's being done by the nurture, or the anti-nurture.
[00:03:10.981 --> 00:03:23.824]  Because the same genetic lines were there, the same pre-distribute, the same genetic lines were there, the same pre-markers were there, but why is it now all increasing?
[00:03:24.244 --> 00:03:24.764]  Well, we know.
[00:03:25.544 --> 00:03:30.645]  It's the cocktail of chemicals and biologicals that we are hammered with.
[00:03:31.505 --> 00:03:34.746]  And they're going to have a job on their hands, regardless of what happens to me.
[00:03:38.148 --> 00:03:46.734]  They're going to have a job on their hands because of myself and millions of others that understand the eugenics agenda as we go from 1 in 25,000 with autism to 1 in 50-something.
[00:03:47.334 --> 00:03:52.137]  As we go from 1 out of a couple hundred with some type of psychological disorder to now 1 out of 5.
[00:03:52.217 --> 00:03:54.298]  We have statistics on that today.
[00:03:55.259 --> 00:04:03.825]  As we go from diabetes being 1 in maybe a hundred 50-something years ago to now 3 out of 10.
[00:04:07.389 --> 00:04:11.770]  Or pre-diabetic being 5 out of 10 in some Hispanic communities.
[00:04:12.831 --> 00:04:18.992]  Ladies and gentlemen, there is a holocaust going on and the system knows what's happening.
[00:04:19.272 --> 00:04:21.433]  Even if they're not behind it, which they're behind a lot of it.
[00:04:22.293 --> 00:04:23.153]  They write books about it.
[00:04:24.294 --> 00:04:29.515]  Bragging about spiking our water with things and sterilizing us and how we're useless eaters.
[00:04:29.795 --> 00:04:31.656]  So that's going on, but regardless, they know.
[00:04:32.622 --> 00:04:39.428]  They know, and they're taking precautions of purifying water, non-GMO, not taking vaccines, and that comes out in the news.
[00:04:40.389 --> 00:04:43.191]  The establishment globalists are staying off all this stuff.
[00:04:43.692 --> 00:04:44.853]  So that's coming up as well.
[00:04:44.933 --> 00:04:46.074]  We've got David Knight in here.
[00:04:46.094 --> 00:04:49.777]  We're going to go over some clips of the Friday hearings with the IRS.
[00:04:49.817 --> 00:04:50.598]  It's a bombshell.
[00:04:52.139 --> 00:04:57.744]  And we're going to get into Michael Moore and others basically saying it's treason to question government.
[00:04:57.784 --> 00:04:59.305]  It's all coming up today.
[00:04:59.325 --> 00:04:59.746]  Stay with us.
[00:05:01.072 --> 00:05:12.399]  With health threats on the rise such as West Nile Virus, MRSA, CRE, and now the new bird flu recently discovered in China, there has never been a more crucial time to support your immune system.
[00:05:12.699 --> 00:05:25.586]  Supernatural Silver is a revolutionary new silver solution that is clinically shown to be several hundred times more effective than colloidal or ionic silver, and is powerful enough to help protect you and your family.
[00:05:25.927 --> 00:05:29.909]  Supernatural Silver is scientifically supported, highly effective,
[00:05:30.129 --> 00:05:33.471]  And perfect for everyday use inside the body as well as out.
[00:05:33.631 --> 00:05:35.252]  The Science Digest Journal says,
[00:06:08.334 --> 00:06:19.247]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:06:23.432 --> 00:06:26.076]  You're listening to the Alex Jones Show.
[00:06:34.011 --> 00:06:36.293]  Monday through Friday from 11 a.m.
[00:06:36.333 --> 00:06:37.293]  until 2 p.m.
[00:06:38.334 --> 00:06:40.095]  Central Standard Time.
[00:06:41.316 --> 00:06:44.158]  We are here live, ladies and gentlemen.
[00:06:44.618 --> 00:06:48.601]  And then, of course, we come back Sundays, and we are live right now, 4 to 6 p.m.
[00:06:48.681 --> 00:06:49.842]  Central Standard Time.
[00:06:50.562 --> 00:06:55.966]  It is 4.06 and 27 seconds on the 19th day of May 2013.
[00:06:56.386 --> 00:06:59.428]  I am your host, Alex Jones.
[00:07:00.829 --> 00:07:02.791]  All right, here's what's coming up today.
[00:07:03.700 --> 00:07:20.815]  We've got InfoWars Nightly News and InfoWars Radio reporter David Knight coming in with a bunch of clips, really powerful stuff and heartening information from the IRS hearings on Friday where some Congress people are actually doing their jobs and saying, look,
[00:07:21.596 --> 00:07:23.017]  Don't tell us these are mistakes.
[00:07:23.057 --> 00:07:24.058]  You did this on purpose.
[00:07:24.619 --> 00:07:30.865]  And you go around without due process taking people's bank accounts and their homes if they, quote, make mistakes.
[00:07:31.545 --> 00:07:32.326]  It's not mistakes.
