[00:00:07.389 --> 00:00:07.691]  Yeah.
[00:00:43.906 --> 00:00:45.647]  Welcome to the Info Wars Nightly News.
[00:00:45.707 --> 00:00:46.988]  I'm your host, Jakari Jackson.
[00:00:47.288 --> 00:00:51.811]  Here's what we have in store for you for this Friday, May 17th, 2013 edition.
[00:00:53.712 --> 00:00:54.112]  Tonight.
[00:00:56.293 --> 00:00:59.796]  And you are about to see the first ever real laser battle.
[00:01:00.496 --> 00:01:01.437]  Right here, between...
[00:01:05.147 --> 00:01:07.781]  All that and more on the InfoWars Nightly News.
[00:01:13.837 --> 00:01:14.598]  And welcome back.
[00:01:14.998 --> 00:01:16.280]  Top story headline.
[00:01:16.700 --> 00:01:22.045]  Military says no presidential authorization needed to quell, quote, civil disturbances.
[00:01:22.085 --> 00:01:33.277]  Now, just to put this in context, a civil disturbance can be something like peaceful protesters occupy Wall Street, anti-abortionists, people such as that, and they can call the military to do those kind of things.
[00:01:33.337 --> 00:01:34.138]  Now, will they?
[00:01:34.198 --> 00:01:36.961]  I'm not saying they will, but they can under this new
[00:01:37.601 --> 00:01:38.482]  Under this new document.
[00:01:38.502 --> 00:01:39.702]  So let's take a look at the document here.
[00:01:40.122 --> 00:01:43.464]  A recent Department of Defense instruction alters the U.S.
[00:01:43.504 --> 00:01:48.067]  code applying to the military's involvement in domestic law enforcement by allowing U.S.
[00:01:48.107 --> 00:01:52.949]  troops to quell civil disturbances domestically without presidential authorization.
[00:01:53.270 --> 00:01:56.711]  Now, if we can pull up the actual document itself, I want people to see this.
[00:01:57.012 --> 00:02:01.194]  If you go to the document and go down to page 16, you'll find the text that's here.
[00:02:01.594 --> 00:02:04.536]  Paul Joseph Watson also provided it in his article.
[00:02:05.276 --> 00:02:26.167]  An extraordinary emergency circumstances where prior authorization by the president is impossible, meaning they call the president, the phone rang one time, they hung it back up, and duly constituted local authorities are unable to control the situation to engage temporarily in activities that are necessary to quell large-scale unexpected civil disturbances.
[00:02:26.527 --> 00:02:32.891]  Now I'm pretty sure everybody's seen those movies, you know, the Situation Room movies, and the president is sitting in there with a general,
[00:02:33.251 --> 00:02:36.852]  And the General's like, hey, we gotta go bomb this country, we gotta launch our nukes or whatever.
[00:02:36.872 --> 00:02:42.614]  The President's like, oh no, well under this, you know, the General will come and smack the President out of the way, hey, we're launching our nukes.
[00:02:42.894 --> 00:03:00.039]  And that's pretty much what we're looking at, just the complete unaccountability of this administration, and not just Obama, because I'm not blaming everything on him, but just think about this, that, you know, the military can bypass the President and just do whatever they want, just like Obama can do anything he wants to do with
[00:03:00.379 --> 00:03:00.899]  We're good to go.
[00:03:22.950 --> 00:03:24.071]  Serious situation.
[00:03:24.351 --> 00:03:24.872]  Moving on.
[00:03:25.472 --> 00:03:27.174]  Ways and Means Committee Chairman.
[00:03:27.534 --> 00:03:27.794]  U.S.
[00:03:27.874 --> 00:03:29.896]  tax system rotten at core.
[00:03:30.016 --> 00:03:32.558]  I'm pretty sure he was just saying what everybody was thinking.
[00:03:33.099 --> 00:03:47.311]  In an opening statement on Friday during a hearing into IRS persecution of Tea Party and Constitutionalist groups, Ways and Means Committee Chairman Dave Camp said, trimming a few branches will not solve the problem when the roots of the tree have gone rotten.
[00:03:47.831 --> 00:03:53.697]  Under this administration, the IRS has abused its power to tax and destroy the faith of the American people.
[00:03:54.498 --> 00:03:58.141]  The scale of it and the length of time, this was a pattern.
[00:03:58.661 --> 00:04:05.888]  This was a culture of discrimination where it was okay to go after conservative groups, Kemp told CNBC.
[00:04:06.149 --> 00:04:10.332]  Now this just goes into a larger block of IRS news that we have and we do have plenty.
[00:04:10.352 --> 00:04:11.594]  Let's take a look at our next article.
[00:04:12.094 --> 00:04:17.676]  Second top IRS official resigns over scandal one month before scheduled to retire.
[00:04:18.176 --> 00:04:21.597]  Now, I just want to point out, this is the same IRS.
[00:04:22.137 --> 00:04:32.261]  We've seen recently the lady who was in charge of the IRS at the time that they were going out to these tea parties and so forth, she moved on to a different cabinet, I guess you would say, within the IRS.
[00:04:32.601 --> 00:04:35.462]  And now you have the other guy who came and stepped down and you got this guy.
[00:04:35.482 --> 00:04:37.563]  Everybody's retiring.
[00:04:37.603 --> 00:04:39.043]  Nobody wants to be held accountable.
[00:04:39.063 --> 00:04:41.144]  You know, the lady who was there, she's gone on now.
[00:04:41.784 --> 00:04:47.891]  Now she has her deputy taking the fall just like Eric Holder has his deputy taking the fall in the AP scandal.
[00:04:47.911 --> 00:04:53.257]  I think they need to just stop calling it the deputy and just call him the fall guy because that's what you're going to be if you're the deputy.
[00:04:53.277 --> 00:04:54.338]  That's what everybody's doing.
[00:04:54.619 --> 00:04:56.160]  But going back to the article, let's take a look.
[00:04:56.661 --> 00:04:57.282]  Joseph Grant
[00:04:57.702 --> 00:05:04.868]  Head of the Tax Exempt and Government Entities Division of the IRS said on Thursday he was leaving the agency immediately.
[00:05:05.308 --> 00:05:10.912]  Grant's resignation came just one day after acting IRS Commissioner Steve Miller stepped down.
[00:05:11.293 --> 00:05:17.137]  Also on Thursday, President Obama appointed a new acting commissioner for the IRS, Daniel Welfare.
[00:05:19.479 --> 00:05:31.744]  As Acting Commissioner, Mr. Werfel will lead the efforts to ensure the IRS implements new safeguards to restore the public trust and administers the tax code with fairness and integrity.
[00:05:31.764 --> 00:05:35.306]  Well, I might as well call the guy welfare because that's pretty much what everybody's going to end up on.
[00:05:35.986 --> 00:05:36.447]  We're good to go.
[00:06:06.587 --> 00:06:15.038]  I don't know why these people stay in the positions that they're in when they can't be held accountable and when you question on anything they just say I don't know and that's perfectly acceptable.
[00:06:15.298 --> 00:06:21.946]  People need to at very least be removed from their positions, no pension pays, no nothing, if not go to prison.
[00:06:22.327 --> 00:06:23.568]  So let's go on to our next one.
[00:06:24.505 --> 00:06:29.887]  Now this is something, one of our, one of the latest additions to this nightly news broadcast.
[00:06:29.927 --> 00:06:32.088]  David Knight said, hey, have you seen this?
[00:06:32.508 --> 00:06:40.350]  This congressman is asking IRS why pro-life groups were questioned about the content of their prayers.
[00:06:40.410 --> 00:06:41.631]  And here's this guy's answer.
[00:06:42.051 --> 00:06:51.394]  Their question specifically asked from the IRS to the Coalition for Life of Iowa, quote, please detail the content of the members of your organization's prayers.
[00:06:52.679 --> 00:06:55.762]  Would that be an appropriate question to a 501c3 applicant?
