[00:00:19.710 --> 00:00:21.832]  Welcome to the InfoWars Nightly News.
[00:00:21.952 --> 00:00:23.813]  It is Wednesday, October 2nd, 2013.
[00:00:24.334 --> 00:00:27.777]  I'm your host, Leanne McAdoo, and here is what's coming up tonight.
[00:00:30.159 --> 00:00:34.602]  Tonight, veterans are denied access to their own memorial park.
[00:00:35.283 --> 00:00:38.886]  Then, can Obamacare fines be seized from your bank account?
[00:00:39.426 --> 00:00:42.869]  And is the President visiting Asia to push the TPP?
[00:00:43.349 --> 00:00:46.091]  That's next on the InfoWars Nightly News.
[00:00:46.792 --> 00:00:47.512]  Don't listen to him!
[00:00:47.672 --> 00:00:48.773]  Listen, he's the kook shanger.
[00:00:48.793 --> 00:00:50.273]  The government can't be trusted.
[00:00:50.353 --> 00:00:51.634]  He's the kook shanger.
[00:00:51.894 --> 00:00:56.835]  He's the kook shanger buying billions of bullets from armored vehicles and preparing an illegal war.
[00:00:57.115 --> 00:00:58.376]  Tonight's top story.
[00:00:58.816 --> 00:01:05.398]  World War II veterans were threatened with arrest if they chose to visit the World War II Memorial in D.C.
[00:01:05.798 --> 00:01:07.019]  during the government shutdown.
[00:01:07.779 --> 00:01:10.100]  Veterans make the expense-paid trek to D.C.
[00:01:10.160 --> 00:01:11.820]  via the Honor Flight program.
[00:01:12.200 --> 00:01:21.202]  But when Honor Flight of Northwest Ohio's President Lee Armstrong contacted Park Services to find out if they'd be let in, he was told they'd be arrested.
[00:01:21.222 --> 00:01:22.903]  I said, are you kidding me?
[00:01:22.943 --> 00:01:26.283]  You're going to arrest a 90- or 91-year-old World War II veteran from seeing his memorial?
[00:01:26.523 --> 00:01:27.804]  If it wasn't for them, they wouldn't be there.
[00:01:28.164 --> 00:01:29.044]  She said, that's correct, sir.
[00:01:30.051 --> 00:01:41.423]  Well, in spite of that threat, today many elderly veterans, some of them in wheelchairs, broke through the barriers set up around the memorial as police, Park Service employees and tourists looked on.
[00:01:42.384 --> 00:01:45.567]  Armstrong said, the Germans and the Japanese couldn't contain us.
[00:01:45.887 --> 00:01:48.330]  They weren't going to let barriers contain them today.
[00:01:48.710 --> 00:01:50.772]  They wanted to see their memorial.
[00:01:51.693 --> 00:02:01.099]  Now this happened one day after 200 members of the Greatest Generation refused to let the government shutdown keep them from visiting the memorial in their honor.
[00:02:01.680 --> 00:02:03.561]  Now nobody was arrested as a result.
[00:02:03.961 --> 00:02:04.842]  But can you believe this?
[00:02:05.482 --> 00:02:13.307]  Our veterans were threatened with arrest for fulfilling a dream of visiting a memorial that is meant to honor them.
[00:02:13.848 --> 00:02:20.192]  But it turns out Obama only honors veterans when it serves his purpose of sending us to war with Syria.
[00:02:27.383 --> 00:02:33.589]  Ty said he was hoping to take his children around Washington to show them the sights and the history.
[00:02:34.870 --> 00:02:43.939]  But, Jaden, Madison, if you want to know what makes our country truly great, if you want to know what a true American hero looks like, then you don't have to look too far.
[00:02:44.760 --> 00:02:45.701]  You just have to look at your dad.
[00:02:47.011 --> 00:02:49.312]  Because today, he's the site we've come to see.
[00:02:50.592 --> 00:02:54.334]  Your dad inspires us, just like all those big monuments and memorials do.
[00:02:54.534 --> 00:02:55.354]  Are you kidding me?
[00:02:55.394 --> 00:02:58.716]  You're going to arrest a 90 or 91-year-old World War II veteran for seeing his memorial?
[00:02:58.956 --> 00:03:00.256]  If it wasn't for them, they wouldn't be there.
[00:03:00.617 --> 00:03:01.537]  She said, that's correct, sir.
[00:03:02.177 --> 00:03:08.440]  Well, it turns out Obama knew about the veteran's request to visit the memorial during the budget battle, but he rejected it.
[00:03:10.831 --> 00:03:20.540]  The White House and the Department of the Interior rejected a request from Representative Stephen Palazzo's office to have World War II veterans visit the World War II Memorial in Washington.
[00:03:21.141 --> 00:03:32.131]  So, Palazzo helped the veterans commit an act of civil disobedience against the Park Service on Tuesday, when he accompanied the heroes as they stormed through barricades around the closed memorial.
[00:03:33.092 --> 00:03:41.878]  It probably costs more to put up the barricades around the park to keep the veterans out than it would have cost the government to just leave it open.
[00:03:42.318 --> 00:03:52.085]  But because Congress ruined Obama's plans to go to war with Syria, he is playing hardball with them when it comes to his New World Order-backed Obamacare plan.
