[00:00:00.009 --> 00:00:00.550]  We're good to go.
[00:00:22.335 --> 00:00:26.498]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:27.158 --> 00:00:27.978]  You want answers?
[00:00:28.759 --> 00:00:29.659]  Well, so does he.
[00:00:30.300 --> 00:00:33.922]  He's Alex Jones on the GCN Radio Network.
[00:00:34.482 --> 00:00:38.545]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.856 --> 00:00:50.206]  Welcome to the Alex Jones Show on this Friday, November 29th, 2013, the Friday after Thanksgiving, or as it's now being called, Gray Thursday or Black Thursday.
[00:00:50.926 --> 00:00:52.949]  There's a lot of craziness going on out there.
[00:00:52.989 --> 00:00:59.015]  As you know, if you're driving around, if you're looking at any of these shopping centers, we're going to be talking to several people today about that.
[00:00:59.355 --> 00:01:02.396]  We're going to have Alex Jones at the bottom of the hour breaking this down for us.
[00:01:02.837 --> 00:01:06.558]  We're also going to be talking to Anthony Gucciardi and taking your calls in the second hour.
[00:01:07.039 --> 00:01:08.959]  We've got Mark Dice coming on the show later.
[00:01:09.019 --> 00:01:13.762]  He's got a video right now that's top-linked on Drudge and is on Infowars.com.
[00:01:13.822 --> 00:01:17.403]  Santa with a megaphone shames Thanksgiving parasite shoppers.
[00:01:18.003 --> 00:01:19.244]  That's a pretty funny video.
[00:01:19.584 --> 00:01:23.126]  We've got a video from Paul Joseph Watson that we're going to be playing in the next segment.
[00:01:23.846 --> 00:01:34.976]  And it's a real interesting video because what he's got mixed in there is scenes of people shopping on Black Friday, on Black Thursday, otherwise known as Thanksgiving, formerly known as Thanksgiving.
[00:01:35.696 --> 00:01:40.180]  He's got these scenes mixed in with zombie movies and it's pretty indistinguishable.
[00:01:40.200 --> 00:01:40.861]  Take a look at it.
[00:01:40.921 --> 00:01:42.842]  So if you're listening to us on
[00:01:43.843 --> 00:01:44.384]  On radio.
[00:01:44.704 --> 00:01:49.307]  I'm going to describe some of that for you, but if you're watching, stay tuned for that because that's really funny.
[00:01:49.868 --> 00:01:53.170]  And then we're going to have Paul Watson in the third hour.
[00:01:53.230 --> 00:01:58.254]  So there's a lot of news here, but we've got some updates to some stories that have been happening in just the last week.
[00:01:58.274 --> 00:02:02.277]  You know, this is a constant trend of the government going through and looking at our data.
[00:02:02.317 --> 00:02:08.542]  We've heard so much about the NSA from Ed Snowden's leaks, but it's not just the federal government that's doing it.
[00:02:09.202 --> 00:02:14.364]  And of course, the federal government is training local law enforcement and state law enforcement to act the way that they act.
[00:02:14.424 --> 00:02:16.926]  Now we have a report here that's also on Drudge.
[00:02:17.326 --> 00:02:21.227]  This is from Mikael Phelan, and it's on InfoWars.com.
[00:02:21.287 --> 00:02:25.329]  South Carolina police grab innocent cell users' data through tower dumps.
[00:02:25.389 --> 00:02:26.910]  That's what they call it, a tower dump.
[00:02:27.975 --> 00:02:34.999]  Allows them to grab all calls, all text, all data transmissions from any specific time from a cell towers provider.
[00:02:35.459 --> 00:02:38.901]  And this is being done by the Richland County Sheriff's Office.
[00:02:39.641 --> 00:02:46.805]  And they're turning over everybody's telephone data to the police, unrelated any suspicion of crime, according to a First Amendment attorney, Jay Bender.
[00:02:47.085 --> 00:02:50.747]  He says, I think that's an unreasonable search and seizure.
[00:02:50.767 --> 00:02:51.968]  Well, absolutely.
[00:02:51.988 --> 00:02:53.789]  What they're doing is they're grabbing metadata.
[00:02:54.750 --> 00:02:55.951]  And that's important.
[00:02:55.991 --> 00:02:57.252]  You can tell what people are doing.
[00:02:57.272 --> 00:02:58.412]  You can track their movements.
