[00:00:19.762 --> 00:00:21.423]  We're good to go.
[00:00:51.707 --> 00:00:54.628]  Welcome, ladies and gentlemen, to the InfoWars Nightly News.
[00:00:54.689 --> 00:00:58.050]  Today is Tuesday, February 5th, 2013.
[00:00:58.490 --> 00:00:59.831]  I'm your host, Aaron Dykes.
[00:00:59.891 --> 00:01:06.474]  Now, coming up tonight, we're going to analyze the Super Bowl and the blatant Illuminati messages that were hidden within.
[00:01:06.815 --> 00:01:13.138]  We're going to break down the continued assault on our Bill of Rights and the undermining of everything America stands for.
[00:01:13.458 --> 00:01:17.400]  But first, let's talk about the ongoing assault against the Second Amendment
[00:01:17.960 --> 00:01:23.685]  One of the most important rights of Americans cherished, treasured, and must be defended.
[00:01:24.066 --> 00:01:37.017]  Now, there's been significant pushback over the weeks and months since the Sandy Hook Massacre, and of course the Batman Colorado Massacre, and the other events that they've tied into the attempt to assault the Second Amendment.
[00:01:37.337 --> 00:01:40.340]  You saw Obama posing with the shotgun last week,
[00:01:40.720 --> 00:01:44.363]  Trying to show he's hip with the gun culture and not coming after the guns.
[00:01:44.783 --> 00:01:52.610]  Now, Piers Morgan from CNN is following suit after he's used almost every moment of airtime to try to undermine the Second Amendment.
[00:01:52.950 --> 00:02:06.661]  He went down to just outside of Houston, Texas yesterday to tactical firearms to shoot some weapons and try to convince people that he's not so against their culture and maybe they should just listen to his quote, reasonable approaches.
[00:02:06.961 --> 00:02:09.343]  Let's roll that clip now of him firing weapons
[00:02:09.343 --> 00:02:11.465]  I want to salute all of you for coming out here!
[00:02:19.941 --> 00:02:26.886]  Letting that usurper redcoat scum know that they will not get our firearms, ever!
[00:02:26.926 --> 00:02:33.992]  We're here to let them know they will never tread on us, ever!
[00:02:34.212 --> 00:02:46.802]  Let me tell you something, Obama's up there with a shotgun doing photo ops now, and here's Morgan doing photo ops with guns trying to trick us because the data mining companies released the data this week.
[00:02:47.082 --> 00:02:49.584]  We are kicking the gun grabber's asses!
[00:02:49.684 --> 00:02:50.235]  We're good!
[00:03:30.089 --> 00:03:30.989]  Hey, how are you, mate?
[00:03:31.009 --> 00:03:31.590]  Good to see you, man.
[00:03:31.670 --> 00:03:32.210]  Good to see you.
[00:03:32.690 --> 00:03:32.970]  You good?
[00:03:32.990 --> 00:03:34.371]  Yeah, I hope you had your back on.
[00:03:34.391 --> 00:03:35.711]  I hear you're a big customer here.
[00:03:36.352 --> 00:03:38.673]  Oh, no, but some of my listeners are.
[00:03:38.693 --> 00:03:39.633]  They say it's the best around here.
[00:03:39.653 --> 00:03:39.853]  Yeah.
[00:03:39.873 --> 00:03:42.394]  Are you good at enjoying global fame?
[00:03:43.215 --> 00:03:45.916]  Oh, well, I already had quite a few listeners, but no, it certainly went viral.
[00:03:46.136 --> 00:03:46.456]  Yeah, yeah.
[00:03:46.616 --> 00:03:47.637]  That's why we should do another interview.
[00:03:48.157 --> 00:03:48.497]  Yeah, I do.
[00:03:50.513 --> 00:03:52.314]  My ears haven't recovered yet.
[00:03:52.474 --> 00:03:53.514]  My ears haven't recovered.
[00:03:54.114 --> 00:03:57.375]  Well, it was good that I had a fever and was actually sick, that's why I was sweating.
[00:03:58.275 --> 00:04:02.476]  I almost didn't come because of that, but I said I'd do it.
[00:04:02.616 --> 00:04:03.637]  I didn't blow up on purpose.
[00:04:03.737 --> 00:04:07.278]  I thought it turned out good for people to think about the debate.
[00:04:07.298 --> 00:04:08.338]  Sure, no, everyone's talking.
[00:04:08.418 --> 00:04:09.358]  No problem with that.
[00:04:10.438 --> 00:04:11.519]  Are you guys going live tonight?
[00:04:12.399 --> 00:04:12.979]  Most of it, yeah.
[00:04:13.179 --> 00:04:15.120]  Only a couple of pre-records, but most of it's live.
[00:04:15.140 --> 00:04:16.700]  Are you going to have me back on?
