[00:00:19.409 --> 00:00:21.151]  Welcome to the Info Wars Nightly News.
[00:00:21.252 --> 00:00:25.597]  It's Tuesday, December 31st, 2013, and I'm Leanne McAdoo.
[00:00:25.938 --> 00:00:28.241]  Welcome to our last show of the year.
[00:00:28.261 --> 00:00:36.411]  And New Year's Eve celebrations are kicking off around the globe, but it's not just you and me who are going to be champagne toasting to dominating in 2014.
[00:00:37.873 --> 00:00:44.995]  The globalists are also celebrating the coming New Year and the Illuminati was on full display.
[00:00:45.415 --> 00:00:48.096]  They blatantly displayed themselves in Australia.
[00:00:48.536 --> 00:00:55.978]  The all-seeing eye was the official theme for the Sydney, Australia New Year's Eve celebration.
[00:00:56.678 --> 00:01:08.044]  You can see that there, and I wonder if the revelers there knew that they were worshipping and celebrating the occult symbolism that's used by the banksters that rule the world.
[00:01:08.244 --> 00:01:10.786]  I wonder what their big plans are for 2014.
[00:01:11.586 --> 00:01:14.548]  But even Google is getting in on that all-seeing-eye action.
[00:01:15.128 --> 00:01:19.991]  Their homepage today features the all-seeing-eye in the pyramid.
[00:01:20.791 --> 00:01:22.592]  Hidden there in the disco ball.
[00:01:23.412 --> 00:01:29.636]  And as 2013 comes to an end, gun owners in Connecticut aren't really getting ready for their New Year's Eve celebrations.
[00:01:30.056 --> 00:01:42.103]  They're actually lining up to register their guns to make sure that they're going to be legal and compliant with that new kind of overreaching gun law that was passed in April as a result of the Sandy Hook shootings.
[00:01:42.643 --> 00:01:52.109]  Now, anything that the state considers to be an assault weapon or magazine holding more than 10 rounds needs to be registered by Wednesday or it will be illegal in the new year.
[00:01:52.670 --> 00:02:02.636]  Gun owners also have to include a receipt or a sworn affidavit proving that their assault weapon or high-capacity magazine was bought before the law passed in April.
[00:02:03.777 --> 00:02:04.718]  Well, let's be clear here.
[00:02:04.938 --> 00:02:12.682]  All of those people that are lining up outside that building, standing in the cold, those are law-abiding citizens that are going to register their guns.
[00:02:13.222 --> 00:02:18.005]  All the criminals are at home, hiding their guns in their closet.
[00:02:18.525 --> 00:02:22.027]  Passing these strict gun laws isn't going to stop gun violence in the country.
[00:02:22.087 --> 00:02:26.370]  It's just going to stop these law-abiding citizens from being able to protect themselves.
[00:02:26.750 --> 00:02:29.972]  Because criminals don't obey the laws.
[00:02:30.692 --> 00:02:31.852]  Let's take New Jersey.
[00:02:31.912 --> 00:02:34.754]  It has some of the strictest gun laws in the nation.
[00:02:35.234 --> 00:02:40.856]  But mothers there in Newark are fed up with the violence as the murder victim rate there has climbed.
[00:02:40.896 --> 00:02:45.077]  It's actually the highest that it's been in 20 years.
[00:02:45.578 --> 00:02:49.339]  Sidewalk memorials for murder victims there in Newark are a common theme.
[00:02:50.200 --> 00:02:53.282]  The death rate, the death total now for just 2013 is at 110.
[00:02:53.323 --> 00:02:57.046]  And that's the highest it's been since 1990.
[00:02:57.867 --> 00:02:58.668]  And it's not just there.
[00:02:58.708 --> 00:03:00.249]  It's in Washington, D.C.
[00:03:00.329 --> 00:03:02.491]  as well, which has very strict gun laws.
[00:03:02.852 --> 00:03:10.299]  Just this weekend, a drive-by shooting riddled buildings that were across the street from the White House with bullets.
[00:03:10.839 --> 00:03:12.360]  There's no rhyme or reason.
[00:03:12.380 --> 00:03:14.482]  It was, you know, usually it's a safe place.
[00:03:14.502 --> 00:03:16.203]  It's crawling with Secret Service.
[00:03:16.263 --> 00:03:17.585]  But at 2.30 a.m.
[00:03:17.645 --> 00:03:24.910]  on Saturday, a car was just driving down the street, shooting with a 9mm handgun at random businesses.
[00:03:24.970 --> 00:03:30.015]  There's no motive, no suspects, just random drive-by shooting.
[00:03:30.035 --> 00:03:33.637]  And they weren't going after the president, of course, because he is still on vacation.
[00:03:34.418 --> 00:03:35.259]  In Hawaii.
[00:03:35.579 --> 00:03:42.863]  But this just goes to show that even if you pass very strict gun laws, it's not going to stop criminals from terrorizing the streets.
[00:03:42.923 --> 00:03:44.524]  They're going to get their hands on their guns.
[00:03:44.904 --> 00:03:46.505]  They're not going to register them.
[00:03:46.946 --> 00:03:56.911]  So basically these gun laws are just stopping law-abiding citizens from having guns and being able to protect themselves from these gangs and thugs that are just going to terrorize the streets.
[00:03:56.971 --> 00:04:02.315]  They shot buildings across the street from the White House, which should be one of the
[00:04:03.015 --> 00:04:08.179]  Safest places in the country and at least the most protected and the highest surveillance.
[00:04:08.619 --> 00:04:17.326]  But while these new laws are keeping guns out of your hands and out of my hands, the government is putting guns right into the hands of criminals.
[00:04:17.906 --> 00:04:24.872]  Of course, I am talking about the Justice Department's flawed gun trafficking debacle Operation Fast and Furious.
[00:04:25.532 --> 00:04:34.938]  Well, now a special agent with the Bureau of Alcohol, Tobacco, Firearms and Explosives says that the FBI was a key player in the death of U.S.
[00:04:35.038 --> 00:04:37.639]  Border Patrol agent Brian Terry.
[00:04:38.100 --> 00:04:39.440]  The covert factions of the U.S.
[00:04:39.480 --> 00:04:41.782]  government have got their hands in everything.
[00:04:41.922 --> 00:04:45.964]  The recent bombings in Russia, for instance, that are leading up to the Olympic Games.
[00:04:46.365 --> 00:04:51.468]  Well, the Chechen rebels who've claimed responsibility for those attacks are CIA assets.
[00:04:52.128 --> 00:04:57.372]  As we've previously noted, the insurgency in Chechnya was largely a covert CIA initiative.
[00:04:57.793 --> 00:05:04.038]  Rebel leaders were trained and indoctrinated in CIA-sponsored camps in Afghanistan and Pakistan.
