[00:00:17.802 --> 00:00:20.525]  It's time for humanity to stand up in the info war.
[00:00:20.545 --> 00:00:21.526]  Do you wanna fight?
[00:00:44.632 --> 00:00:46.053]  It's Wednesday, April 3rd.
[00:00:46.113 --> 00:00:47.974]  This is InfoWars Nightly News.
[00:00:48.034 --> 00:00:49.555]  I'm your host, Paul Joseph Watson.
[00:00:49.975 --> 00:00:52.157]  Let's take a look at what's coming up on the show tonight.
[00:00:55.364 --> 00:00:57.346]  More evidence of Fukushima reaching the U.S.
[00:00:58.166 --> 00:01:03.790]  And yet another celebrity jumps on the gun control bandwagon, but this one's been arrested for gun crimes.
[00:01:04.351 --> 00:01:09.794]  Then, Russia's Drug Control Service says Afghanistan opium production soared after U.S.
[00:01:09.814 --> 00:01:13.777]  took control of the country and is now 90% of the world's supply.
[00:01:14.377 --> 00:01:17.660]  All that and more on tonight's InfoWars Nightly News.
[00:01:23.513 --> 00:01:28.454]  Top story tonight, gun criminal Snoop Dogg releases anti-gun song.
[00:01:28.954 --> 00:01:30.635]  This is an Infowars.com story.
[00:01:31.055 --> 00:01:43.518]  The latest hypocritical celebrity to jump on the anti-Second Amendment gun control bandwagon for no purpose other than increased notoriety is rapper Snoop Dogg, who of course now calls himself Snoop Lion.
[00:01:44.378 --> 00:01:56.768]  In a new video for the song No Guns Allowed, featuring Drake and Corey B, Snoot Lion interjects anti-gun lyrics with footage of mass school shootings and newspaper headlines regarding the tragedies.
[00:01:58.024 --> 00:02:05.387]  The video opens up with President Obama speaking during the memorial for the children killed in the Sandy Hook Elementary School shootings.
[00:02:06.148 --> 00:02:14.191]  So, basically, Snoop Dogg is now the poster child for the Obama administration's gun control agenda.
[00:02:14.671 --> 00:02:23.175]  This is a wannabe gangster who himself has been arrested on numerous charges of carrying illegal guns.
[00:02:23.835 --> 00:02:26.837]  He's the new guy to speak out against gun violence.
[00:02:27.637 --> 00:02:47.805]  And when we put this article together earlier today, myself and my brother, I searched for Snoop Dogg talking about guns in his lyrics, and I think we included five songs in this actual article, but we probably could have included about 50, because every single song I came across was about our Snoop Dogg.
[00:02:48.445 --> 00:02:56.708]  In his lyrics, likes to glorify gun violence, likes to glorify an imaginary version of himself, gunning down victims.
[00:02:57.288 --> 00:03:02.169]  So this is just a sample, and there's literally about 10-15 examples in the article.
[00:03:02.990 --> 00:03:05.851]  If you see me on the solo moves, best believe that I'm strapped.
[00:03:05.871 --> 00:03:08.351]  4-4-3-8 or AK-47.
[00:03:08.672 --> 00:03:11.212]  Cause slowly but surely send you on a stairway to heaven.
