[00:00:09.693 --> 00:00:10.633]  We're good.
[00:00:42.282 --> 00:00:44.043]  Welcome to the InfoWars Nightly News.
[00:00:44.123 --> 00:00:47.305]  I'm your host, Melissa Melton, and it's Thursday, February 21st, 2013.
[00:00:47.765 --> 00:00:53.709]  And first up, NASA is actually reporting a massive sunspot is rapidly forming.
[00:00:53.729 --> 00:00:59.873]  A giant sunspot that's at least six times the diameter of Earth has formed on the sun in less than 48 hours.
[00:01:01.614 --> 00:01:05.595]  And we know that these kinds of things lead to potential solar storms.
[00:01:06.215 --> 00:01:11.496]  And our power framework in this country was not built to even see the 21st century.
[00:01:11.956 --> 00:01:16.958]  And now we have 30 million spent fuel rods just sitting around in spent fuel pools.
[00:01:17.678 --> 00:01:21.479]  And these storms are more worrisome than just knocking out cell phone coverage.
[00:01:21.979 --> 00:01:24.459]  If the power grid goes down, there's a lot more to worry about.
[00:01:24.499 --> 00:01:26.980]  So we definitely need to keep an eye on that.
[00:01:27.720 --> 00:01:34.822]  And in other news, the TSA is apologizing now for harassing yet another wheelchair-bound toddler.
[00:01:35.442 --> 00:01:51.688]  Three-year-old Lucy, who has spina bifida and was in a wheelchair, went with her parents to go to Disney World and basically screeners told her mother that it was illegal for them to film as they molested her child, pulled her wheelchair aside to
[00:01:53.468 --> 00:02:00.752]  Swab it for bomb residue, and they even took away this little girl's stuffed doll, her stuffed lamb doll, I guess because it was a terrorist weapon, not sure.
[00:02:00.772 --> 00:02:04.374]  And basically, my question is, how many more videos of this are we going to see?
[00:02:04.414 --> 00:02:10.257]  This little girl was crying in the video, she's weeping, she was saying, I don't want to go to Disney World anymore, and bawling.
[00:02:10.497 --> 00:02:19.663]  And I just want to know, how many more videos like this are we going to see of the TSA harassing little three-year-olds when they come through there, taking off diapers of old ladies, taking out their
[00:02:20.743 --> 00:02:24.649]  Colossomy bags and and how is this keeping any of us safer from terrorists?
[00:02:24.730 --> 00:02:29.998]  I mean really in the end of the day all they're doing is scaring elderly people, scaring children, making people cry.
[00:02:30.038 --> 00:02:35.566]  They've never stopped a single terrorist and this is going to continue until American people stand up and put a stop to this.
[00:02:36.707 --> 00:02:41.752]  And another news switching gears, reaping the whirlwind, the Colorado model and gun control.
[00:02:41.772 --> 00:02:52.723]  Apparently on February 18th, the Democrat-controlled Colorado House of Representatives passed all four gun control bills that were set to go in that state, and they're now headed to the Senate.
[00:02:53.992 --> 00:02:58.416]  And basically this is a shift in that region of their politics to the left.
