[00:00:02.805 --> 00:00:04.687]  Waging war on corruption.
[00:00:05.168 --> 00:00:07.671]  Alex Jones on the GCN Radio Network.
[00:00:10.053 --> 00:00:15.619]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:00:16.080 --> 00:00:18.643]  You're listening to the Alex Jones Show!
[00:00:20.771 --> 00:00:32.098]  Yes, my friends, you are listening to this on the 26th day of May, 2013, and you're going to hear a Best of Encore presentation.
[00:00:32.138 --> 00:00:44.065]  Yes, I'm taping this on Friday evening here in Austin, Texas, but we, because I'll be listening as well, and you, all of us together, are listening on this Sunday edition, the day before Memorial Day.
[00:00:44.085 --> 00:00:46.207]  I want to thank you all for tuning in.
[00:00:46.227 --> 00:00:47.508]  I'm going to hit a few pieces of news.
[00:00:48.428 --> 00:01:04.541]  Uh, right now, and then after the break, we are going to air in its entirety, I still haven't aired all of this on radio yet, uh, the Mike Judge exclusive interview, really slash documentary, uh, that, uh, we shot a few weeks ago that aired earlier in the week.
[00:01:05.081 --> 00:01:08.744]  And if you're a radio listener, you can go to InfoWars.com and PrisonPlanet.com.
[00:01:09.084 --> 00:01:15.709]  I'm gonna ask the guys on Sunday to repost it, uh, to the front page, because the video is even that much stronger, so.
[00:01:17.128 --> 00:01:22.374]  That's going to premiere in full, because some of it hasn't aired yet, coming up in this hour.
[00:01:22.814 --> 00:01:29.261]  And then we're going to re-air the John B. Wells interview that I thought was really informative, or some clips of it, and some more stuff.
[00:01:29.821 --> 00:01:32.264]  And plus we're going to premiere a special report on...
[00:01:33.598 --> 00:01:38.360]  What's happening with Monsanto and more that Leanne McAdoo did at the start of the next hour.
[00:01:38.440 --> 00:01:43.402]  So that is what is coming up today on this Sunday Worldwide Transmission.
[00:01:43.422 --> 00:01:45.803]  I want to thank all of you for tuning in.
[00:01:46.043 --> 00:01:47.803]  Here's a story I barely mentioned on Friday.
[00:01:47.823 --> 00:01:49.184]  I want to spend a little bit more time on right now.
[00:01:49.204 --> 00:01:51.605]  It's out of Market Watch, Wall Street Journal.
[00:01:52.965 --> 00:01:53.906]  And it's scary.
[00:01:53.966 --> 00:01:56.187]  Bernanke out by August.
[00:01:56.367 --> 00:01:59.068]  QE, or quantitative easing, ends.
[00:01:59.328 --> 00:02:00.128]  Rates up.
[00:02:00.768 --> 00:02:01.809]  And then a crash.
[00:02:03.001 --> 00:02:06.182]  Prepare now, because easy money will dry up.
[00:02:07.302 --> 00:02:08.903]  The Dr. Boom scenario.
[00:02:08.983 --> 00:02:11.244]  America is about to unleash a spending spree.
[00:02:11.724 --> 00:02:21.647]  Years of self-denial give way to pent-up demand, predicts UBS economist Mari Harris in USA Today's bold lead story.
[00:02:21.707 --> 00:02:22.227]  His clue?
[00:02:22.668 --> 00:02:23.488]  Consumer sentiment.
[00:02:23.948 --> 00:02:34.331]  Harris estimates that in the next five years, ketchup consumption will boost annual consumer spending growth by half a point to above 3% from about 2%.
[00:02:34.771 --> 00:02:35.291]  Reassuring?
[00:02:35.351 --> 00:02:35.591]  No.
[00:02:35.971 --> 00:02:36.631]  Wishful thinking.
[00:02:36.851 --> 00:02:37.652]  Be very skeptical.
[00:02:38.112 --> 00:02:49.795]  As Robert Kuttner, author of The New Debtor's Prison, The Politics of Austerity vs. Prosperity, once wrote in Businessweek, what do you call an economist with a prediction?
[00:02:50.095 --> 00:02:50.455]  Wrong.
[00:02:51.442 --> 00:02:53.944]  Well, here's what I know, ladies and gentlemen, then it goes into more detail.
[00:02:54.925 --> 00:02:57.728]  If they quit QE, it will stall the economy.
[00:02:58.288 --> 00:03:01.591]  If they continue QE, it will cause inflation, which is already happening.
[00:03:02.291 --> 00:03:06.835]  And either way, we're in deep trouble because we live in a fiat fraudulent economy.
[00:03:07.776 --> 00:03:09.097]  And that's the fact.
[00:03:10.209 --> 00:03:15.890]  And, uh, no spending spree is what Obama's new Fed Chair has to raise rates.
