[00:00:04.946 --> 00:00:06.247]  Big Brother.
[00:00:06.247 --> 00:00:08.008]  Mainstream media.
[00:00:08.008 --> 00:00:09.769]  Government cover-ups.
[00:00:09.769 --> 00:00:11.370]  You want answers?
[00:00:11.370 --> 00:00:12.911]  Well, so does he.
[00:00:12.911 --> 00:00:17.113]  He's Alex Jones on the GCN Radio Network.
[00:00:17.113 --> 00:00:30.361]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.361 --> 00:00:31.482]  I have never seen
[00:00:32.722 --> 00:00:40.972]  Such a concerted rollout of basically military martial law acclimation conditioning drills going on.
[00:00:40.972 --> 00:00:44.055]  Atterbury, Indiana.
[00:00:44.055 --> 00:00:52.445]  They're all over the news showing burning vehicles and terrorists attacking, but it's all simulated to create the perception of fear in the general public.
[00:00:53.798 --> 00:00:53.958]  U.S.
[00:00:53.958 --> 00:00:57.761]  Army conducts military occupation drill in small-town Wisconsin.
[00:00:57.761 --> 00:00:59.462]  Kit Daniels has an article on that.
[00:00:59.462 --> 00:01:04.206]  Operation Trigger emulates military control of local elected officials.
[00:01:04.206 --> 00:01:05.066]  That's on record.
[00:01:05.066 --> 00:01:08.829]  The Army PSYOPS is running that operation.
[00:01:08.829 --> 00:01:15.354]  And then you've got, of course, the fake terror drills, which they told police were real, this week in Austin, Texas.
[00:01:15.354 --> 00:01:16.855]  It just goes on and on.
[00:01:16.855 --> 00:01:21.499]  That is just some of what we're going to be breaking down and covering today.
[00:01:22.299 --> 00:01:27.364]  And again, when you go and read what the PSYOP groups are admitting, this is for America.
[00:01:27.364 --> 00:01:31.128]  This is Brigade Homeland that the Pentagon's been talking about for five years.
[00:01:31.128 --> 00:01:34.631]  And they're taught their enemy is not Al-Qaeda.
[00:01:34.631 --> 00:01:38.015]  This is even in the Washington Times Associated Press.
[00:01:38.015 --> 00:01:45.883]  Their enemy will be the Tea Party they believe that will attack their loving leaders, their loving foreign bankers that have taken over.
[00:01:46.786 --> 00:02:04.170]  Their only problem is most of the military is waking up to the fact that the command structure is under a corporate foreign coup d'etat, which is French for coup d'etat, to quote the great philosopher Carlos from the movie Hop.
[00:02:04.170 --> 00:02:13.613]  But ladies and gentlemen, to get serious here, we haven't had an article on this yet, but kiosks and libraries everywhere were being sent the videos
[00:02:14.679 --> 00:02:16.740]  are saying you can't get to InfoWars.com.
[00:02:16.740 --> 00:02:35.906]  People are shooting video of this because it's quote racist and also British Library Network blocks Hamlet for violent content so this is the new they can teach five-year-olds in the UK and the US how to do things that I didn't know about till I was 20.
[00:02:35.906 --> 00:02:38.367]  Things I can't even say on adult radio.
[00:02:38.367 --> 00:02:40.307]  You know what they teach them.
[00:02:40.307 --> 00:02:41.688]  But you can't have Hamlet
[00:02:43.117 --> 00:02:45.098]  Because it's got some sword fights in it, and that's violent.
[00:02:45.098 --> 00:02:46.980]  You've got to learn how to be a minion.
[00:02:46.980 --> 00:02:51.063]  Plus it makes government, you know, out as corrupt and very thought-provoking.
[00:02:51.063 --> 00:02:54.545]  To be or not to be, that is the question.
[00:02:54.545 --> 00:02:56.306]  Is it nobler?
[00:02:56.306 --> 00:03:00.469]  The point is, is that that's being banned, don't worry, and InfoWars.com.
[00:03:00.469 --> 00:03:01.170]  Thank goodness.
[00:03:01.170 --> 00:03:06.934]  And I mentioned this briefly yesterday, but after the show I noticed he'd been banned from the radio circuit.
[00:03:06.934 --> 00:03:10.477]  Blacklisted.
[00:03:10.477 --> 00:03:11.637]  From the rodeo.
[00:03:12.671 --> 00:03:15.452]  Circuit.
[00:03:15.452 --> 00:03:20.474]  And they've got representatives saying it's the ugly face of intolerance and racism.
[00:03:20.474 --> 00:03:23.956]  A rodeo clown dressed up like Obama as part of a skit.
[00:03:23.956 --> 00:03:26.537]  And don't worry, he'll never work again.
[00:03:26.537 --> 00:03:29.898]  You don't make fun of Kim Jong-un, Kim Jong-il.
[00:03:29.898 --> 00:03:33.079]  In Nazi Germany, you don't make fun of Adolf Hitler.
[00:03:33.079 --> 00:03:36.060]  In Communist China, you don't make fun of Mao Zedong.
[00:03:36.060 --> 00:03:38.461]  And you don't make fun of Obama.
[00:03:38.461 --> 00:03:39.062]  Well, guess what?
[00:03:39.062 --> 00:03:39.982]  I'm gonna do it today.
[00:03:41.579 --> 00:03:43.520]  I'm so... Atlanta, the free home of the brave.
[00:03:43.520 --> 00:03:47.921]  And the worst part was that they made a joke about the clown being chased by the bull.
[00:03:47.921 --> 00:03:51.922]  That's what the rodeo clowns do for folks that have never been to a rodeo.
[00:03:51.922 --> 00:03:56.083]  They're saying that's the threat on the president now.
[00:03:56.083 --> 00:03:57.803]  That the bull chased him around.
[00:03:57.803 --> 00:03:59.024]  That's what the clowns do.
[00:04:00.031 --> 00:04:06.594]  And by the way, I've read about rodeos where they did jokes of Nixon, Reagan, and others.
[00:04:06.594 --> 00:04:07.615]  That's part of the deal.
[00:04:07.615 --> 00:04:11.097]  And I'm sure it was playing to an anti-Obama sentiment.
[00:04:11.097 --> 00:04:15.939]  But I can tell you this is the type of stuff that goes on at rodeos.
[00:04:15.939 --> 00:04:17.800]  So I'm going to commit a thought crime.
[00:04:17.800 --> 00:04:20.761]  I'm going to destroy the image of our leader today on air.
[00:04:20.761 --> 00:04:24.003]  I don't wish our dear leader, puppet leader, any harm.
[00:04:24.003 --> 00:04:26.544]  The last thing I want is that he turn into a martyr.
[00:04:26.544 --> 00:04:28.025]  But I will commit the thought crime.
[00:04:28.025 --> 00:04:29.386]  I mean, will the Secret Service come?
[00:04:30.131 --> 00:04:35.073]  I'm going to smash this mask on air of our Fuhrer, our leader, our commander.
[00:04:35.073 --> 00:04:39.255]  I'm going to play Obama, a child praying to Obama while I do it.
[00:04:39.255 --> 00:04:48.498]  We've got a big broadcast lined up, Staff Sergeant Joe Briggs in studio, Dan Dixon in studio, and Dr. Seth Farber as well.
[00:04:48.498 --> 00:04:52.720]  All this and more, Super Friends, as Aquaman saves the day.
[00:04:52.720 --> 00:04:54.720]  Stay with us, we'll be right back.
[00:04:54.720 --> 00:04:55.781]  Seriously, we'll be right back.
[00:05:00.658 --> 00:05:14.406]  With over 3,000 years of historic use, PureSilver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens, and parasites.
[00:05:14.406 --> 00:05:24.733]  At Silverlungs, we have developed a reliable and easy-to-use full production system for creating endless PureNanoSilver solutions right from the convenience and comfort of your home.
[00:05:25.353 --> 00:05:30.018]  Your self-produced nano-silver solutions can be applied topically to the skin.
[00:05:30.018 --> 00:05:46.076]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays, our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[00:05:46.877 --> 00:05:49.978]  It's hurricane and wildfire season again.
