[00:00:08.814 --> 00:00:09.174]  We're good.
[00:00:41.297 --> 00:00:43.118]  Welcome to the InfoWars Nightly News.
[00:00:43.198 --> 00:00:44.259]  It is July 3rd, 2013.
[00:00:44.399 --> 00:00:49.343]  We've got a lot of breaking news, including news right here in Austin, so let's get right to it.
[00:00:49.683 --> 00:00:54.206]  Top story headline, mysterious low-flying plane buzzes Austin.
[00:00:54.746 --> 00:00:57.528]  Now, if we can go to some of that footage, guys, so people can see this plane.
[00:00:57.548 --> 00:00:58.369]  Yeah, you can see it right there.
[00:00:59.551 --> 00:01:05.236]  We were out and about, Alex was out and about in Austin today, and we saw this here in the studio as well, right outside.
[00:01:05.917 --> 00:01:09.800]  You know, there's this plane, you can see it right there on your screen, flying very, very low.
[00:01:09.820 --> 00:01:14.764]  You know, I don't know the exact height, but it is flying much lower than what you would think would be necessary.
[00:01:14.864 --> 00:01:18.748]  And for more on this, we have Alex Jones, who actually interviewed one of the witnesses of this event.
[00:01:21.109 --> 00:01:23.871]  Ma'am, you just heard me talking on the phone and you said you saw it.
[00:01:24.392 --> 00:01:25.132]  Tell us what you saw.
[00:01:25.533 --> 00:01:30.036]  I saw a large airplane fly in between the buildings in Austin.
[00:01:30.477 --> 00:01:32.699]  This morning at 10 a.m., it was terrifying.
[00:01:32.719 --> 00:01:33.960]  I had no idea what it was.
[00:01:34.969 --> 00:01:35.970]  I was out driving.
[00:01:36.250 --> 00:01:37.211]  Yeah, I was driving too.
[00:01:37.231 --> 00:01:40.193]  And I looked up and it filled the entire screen of my car.
[00:01:40.493 --> 00:01:40.733]  Yeah.
[00:01:40.913 --> 00:01:43.215]  I mean, I thought it was 9-11.
[00:01:43.415 --> 00:01:44.876]  That's what I thought.
[00:01:44.896 --> 00:01:45.837]  That's exactly what I thought.
[00:01:45.857 --> 00:01:47.738]  But then I was like, why don't they do it in Austin?
[00:01:48.038 --> 00:01:49.640]  Did you see it do it two more times?
[00:01:49.980 --> 00:01:50.720]  No, I lost it.
[00:01:52.034 --> 00:01:53.255]  Exactly, because it was so low.
[00:01:53.275 --> 00:01:56.136]  I was looking up too high then.
[00:01:56.156 --> 00:01:57.696]  Well, no, I mean it just comes by quick.
[00:01:58.157 --> 00:01:59.097]  That's crazy.
[00:01:59.897 --> 00:02:01.198]  I saw it go between buildings.
[00:02:01.238 --> 00:02:01.758]  What did you see?
[00:02:02.178 --> 00:02:04.499]  I saw it going towards the buildings.
[00:02:05.140 --> 00:02:06.940]  And then I saw it go in between buildings.
[00:02:06.980 --> 00:02:07.541]  Yeah, no, no.
[00:02:07.561 --> 00:02:08.781]  And then I couldn't see it anymore.
[00:02:08.801 --> 00:02:10.162]  When I saw it, I couldn't even believe it.
[00:02:10.182 --> 00:02:10.822]  I couldn't either.
[00:02:10.862 --> 00:02:11.822]  And that's, I thought, 9-11.
[00:02:13.323 --> 00:02:13.764]  Absolutely.
[00:02:14.024 --> 00:02:16.445]  That's what everybody I talk to, and I've talked to people on the street that saw it.
[00:02:16.566 --> 00:02:17.066]  Oh, great!
[00:02:17.086 --> 00:02:17.626]  So I'm not the only one.
[00:02:17.646 --> 00:02:18.147]  I thought it was great.
[00:02:18.167 --> 00:02:18.547]  No, no, no, no.
[00:02:18.587 --> 00:02:19.728]  This was a national news story.
[00:02:19.848 --> 00:02:20.208]  Really?
[00:02:20.348 --> 00:02:22.450]  They did this a few years ago in New York and terrified everybody.
[00:02:22.750 --> 00:02:23.030]  Great.
[00:02:23.230 --> 00:02:23.611]  Perfect.
[00:02:23.831 --> 00:02:24.131]  Thanks.
[00:02:25.872 --> 00:02:28.534]  Why do you... It turns out it's called the Doomsday Plane.
[00:02:28.574 --> 00:02:30.796]  It's like a shadow government and there's a nuclear warplane.
[00:02:32.057 --> 00:02:32.397]  What?
[00:02:32.717 --> 00:02:33.478]  It's called the Doomsday Plane.
[00:02:33.498 --> 00:02:35.219]  Is it like government?
[00:02:35.239 --> 00:02:36.920]  Yeah, it's a secret government program.
[00:02:36.940 --> 00:02:39.002]  Secret government... They've got like six of them.
[00:02:39.802 --> 00:02:40.103]  Great.
[00:02:41.215 --> 00:02:42.237]  So why did they do it?
[00:02:42.517 --> 00:02:44.441]  What is it?
[00:02:45.362 --> 00:02:47.887]  No, I was just wondering, did they let people know beforehand?
[00:02:47.967 --> 00:02:48.909]  No, no, they didn't.
[00:02:49.069 --> 00:02:49.369]  No, no.
[00:02:49.610 --> 00:02:51.012]  They terrorized New York three years ago.
[00:02:52.284 --> 00:02:52.764]  Perfect!
[00:02:52.784 --> 00:02:56.367]  But listen, I'm only talking to her because we got footage at our office in South Austin.
[00:02:56.647 --> 00:03:01.871]  I was downtown and I'm driving and all of a sudden, it was like... And I was like, what?
[00:03:01.992 --> 00:03:02.892]  I thought I was crazy.
[00:03:02.932 --> 00:03:03.973]  Yeah, I did too.
[00:03:04.013 --> 00:03:05.835]  I thought I was crazy because I couldn't find it anymore.
[00:03:05.855 --> 00:03:08.637]  Like, after we moved the buildings, I couldn't... Well, see, that's the thing.
[00:03:08.657 --> 00:03:10.278]  When they're that low, that's how it is.
[00:03:10.898 --> 00:03:13.761]  When they're that low, you're like, did I just see a giant aircraft fly by?
[00:03:14.541 --> 00:03:16.223]  Did you see giant aircraft fly right by me?
[00:03:16.243 --> 00:03:17.445]  That's exactly what I was thinking.
[00:03:17.505 --> 00:03:18.826]  Well listen, thanks for talking to us.
[00:03:18.886 --> 00:03:19.507]  Yeah, absolutely.
[00:03:19.527 --> 00:03:25.233]  Alright folks, Alex Jones signing off for M4Warriors.com and we will continue to scan the skies.
[00:03:25.634 --> 00:03:26.775]  This is a huge sign off.
[00:03:26.795 --> 00:03:28.457]  The condition is for military occupation.
[00:03:30.711 --> 00:03:32.772]  Yeah, like I said, we saw this here at the studio as well.
[00:03:32.812 --> 00:03:42.498]  Everybody went outside with their cameras, with their phones, with their iPads, and we're just shooting this thing that's, you know, and people say, well, what if it's, you know, a plane just taxiing or a plane that's, you know, coming in to land?
[00:03:42.538 --> 00:03:44.799]  It wasn't that, because you can see it right there.
[00:03:44.819 --> 00:03:49.581]  This thing is flying at a very low height all through the city, flying through downtown, through other areas.
[00:03:49.601 --> 00:03:53.964]  You know, we saw it here at the office, and it was a, it's a very dangerous thing, because Alex points out
[00:03:54.324 --> 00:03:58.226]  This thing was flying low enough it could have easily hit a building if it had any type of malfunction.
[00:03:58.346 --> 00:03:59.327]  Any type of malfunction.
[00:03:59.647 --> 00:04:01.628]  And actually I want to go to this, our next article.
[00:04:02.068 --> 00:04:05.150]  Flying low, buzzing jet, just a training exercise.
[00:04:05.190 --> 00:04:08.812]  Now this is something I have an affiliate here in Austin, Texas.
[00:04:09.112 --> 00:04:10.693]  And you can see it right there, KXAN.
[00:04:11.053 --> 00:04:13.955]  Now we have our own footage of this, but you can see the image right there.
[00:04:14.355 --> 00:04:22.061]  From the images that we have ourselves, we can see that it does bear at least a resemblance to the emblems on the bottom side of the wings and so forth.
[00:04:22.101 --> 00:04:24.243]  That is apparent in our footage as well.
[00:04:24.263 --> 00:04:25.924]  But there's one thing I want to point out to you guys.
[00:04:26.164 --> 00:04:29.767]  If we can scroll down a little bit on the image, and we can get the timestamp right there.
[00:04:29.847 --> 00:04:30.127]  Zoom in.
[00:04:32.637 --> 00:04:35.538]  703-2013 isn't so much my issue.
[00:04:35.898 --> 00:04:37.479]  You see how it's all pixelated there?
[00:04:37.859 --> 00:04:42.600]  And I'm looking at this, and you know, sitting there with our producer Rob Dew, and we're like, why does it look like that?
[00:04:42.700 --> 00:04:45.901]  Why is it so pixelated on that one particular image?
[00:04:45.942 --> 00:04:55.224]  Now, I do believe that to be an accurate representation of the aircraft, but my question is, why does it look so much, so pixelated on that timestamp?
[00:04:55.244 --> 00:04:59.746]  You know, that's, you know, nothing I've had a chance to get to the bottom of, but just something to you, the viewer, to point out.
[00:05:00.206 --> 00:05:03.891]  Now, I want to go to one more article pertaining to this, Obama.
[00:05:04.051 --> 00:05:05.953]  New York City flyover was a mistake.
[00:05:06.334 --> 00:05:15.365]  Now, this is something that Alex was talking about earlier today on the Day Show, and he was saying, you know, this reminds me of 2009 when this thing was flying real low through New York City.
[00:05:15.966 --> 00:05:17.588]  And, you know, they said it was just a photo op.
[00:05:17.628 --> 00:05:18.489]  You know, it's a photo op.
[00:05:18.849 --> 00:05:20.690]  A lot of people were scared stiff.
[00:05:20.750 --> 00:05:25.751]  You can see the plane right there flying very low, very similar to what happened today in Austin.
[00:05:26.091 --> 00:05:29.372]  Very low through the buildings and many people thought it was a new 9-11.
[00:05:29.672 --> 00:05:35.633]  But no, it's just the President, you know, using your tax dollars to scare New Yorkers by having planes fly through buildings.
[00:05:36.034 --> 00:05:37.994]  Now, we're going to go to this clip now of CNN.
[00:05:38.034 --> 00:05:44.836]  Now, this isn't that particular video, but this is a clip by CNN pointing out how these low-flying airplanes are affecting people.
[00:05:45.276 --> 00:05:49.321]  Carnage of 9-11, a mysterious plane was seen flying right over the president's residence.
[00:05:49.722 --> 00:05:51.123]  Even some CNN staffers saw it.
[00:05:51.143 --> 00:05:53.326]  To this day, it has never been officially explained.
[00:05:54.187 --> 00:05:55.709]  The details are classified.
[00:05:56.230 --> 00:06:03.779]  This comparison of the CNN video and an official Air Force photo suggests the mystery plane is among the military's most sensitive aircraft.
[00:06:04.159 --> 00:06:05.580]  An Air Force E-4B.
[00:06:06.101 --> 00:06:08.142]  The average military person isn't involved.
[00:06:08.282 --> 00:06:10.203]  Even the average FBI person isn't involved.
[00:06:10.464 --> 00:06:12.305]  They'll just be told, oh, it was some drill.
[00:06:12.885 --> 00:06:18.549]  And it gets you used to just having a giant, secret, shadow government aircraft almost run into buildings.
[00:06:20.210 --> 00:06:24.353]  And for more on this, we're going to go to an Air Force veteran, Mr. John Major.
[00:06:24.433 --> 00:06:25.474]  Thank you for joining us, John.
[00:06:26.294 --> 00:06:27.915]  No problem.
[00:06:28.295 --> 00:06:28.695]  Thank you, sir.
[00:06:28.715 --> 00:06:30.616]  If we could put those videos back up for our viewers.
[00:06:30.957 --> 00:06:33.098]  Now, John, I believe you saw this footage earlier today.
[00:06:33.138 --> 00:06:34.558]  These are low-flying planes.
[00:06:34.578 --> 00:06:35.759]  You can see it right there on your screen.
[00:06:36.139 --> 00:06:37.380]  Flying low through Austin.
[00:06:37.400 --> 00:06:38.961]  Alex was in downtown Austin.
[00:06:38.981 --> 00:06:42.963]  Said those things were flying not too much higher than the skyscrapers in downtown Austin.
[00:06:43.643 --> 00:06:43.843]  Yeah.
[00:06:45.384 --> 00:06:52.648]  And if you notice about the bulkhead, that's slightly behind where the pilots would be
[00:06:54.744 --> 00:07:03.174]  driving the plane, you see that on top there are sensors up there which are indicative of the E-4B.
