[00:00:19.443 --> 00:00:21.105]  Welcome to the Infowars Nightly News.
[00:00:21.185 --> 00:00:21.826]  I'm David Knight.
[00:00:21.866 --> 00:00:23.788]  It's Monday, November 11, 2013, and here are our top stories.
[00:00:23.808 --> 00:00:24.008]  Tonight...
[00:00:29.656 --> 00:00:32.717]  How the Feds are tapping much more than your phone.
[00:00:33.697 --> 00:00:37.298]  Then, InfoWars pays homage to our veterans.
[00:00:38.258 --> 00:00:41.738]  And even John McCain has issues with the NSA.
[00:00:42.379 --> 00:00:45.439]  That's next on the InfoWars Nightly News.
[00:00:46.059 --> 00:00:47.460]  We don't need you anymore!
[00:00:47.840 --> 00:00:54.221]  The robots and combat droids and autonomous drones, land, sea, and air, and under the water are all going online!
[00:00:55.390 --> 00:01:03.673]  On this Veterans Day, we need to remember that Forbes has reported that a million veterans from the Iraq and Afghanistan war are injured.
[00:01:04.053 --> 00:01:16.157]  All that can be said with certainty is that as of last December, more than 900,000 servicemen and women had been treated at the Department of Veterans Affairs hospitals and clinics since returning from war zones in Iraq and Afghanistan.
[00:01:16.617 --> 00:01:20.578]  And the monthly rate of new patients being added as of the end of 2012 was around 10,000 per month.
[00:01:22.779 --> 00:01:27.642]  But then in March, the VA abruptly stopped releasing statistics on war casualties.
[00:01:27.702 --> 00:01:33.166]  However, experts say there is no reason to suspect that the monthly rate of new patients has changed.
[00:01:33.886 --> 00:01:42.312]  So, before we commit to future wars, let's remember how we were lied to to get into these wars, and let's remember the real cost of these wars.
[00:01:42.812 --> 00:01:43.313]  Now, the U.S.
[00:01:43.353 --> 00:01:46.635]  military is being used in other ways in the Philippines.
[00:01:46.655 --> 00:01:52.479]  They're being used to provide relief after a record typhoon hits that area this weekend.
[00:01:53.420 --> 00:02:00.485]  It's reported that the typhoon is unofficially the strongest recorded tropical cyclone to hit land with speeds up to 195 miles per hour.
[00:02:01.146 --> 00:02:04.228]  And we're getting various reports from the number of deaths ranging anywhere from 1,000 to 10,000.
[00:02:04.288 --> 00:02:10.653]  There's a lot of reports that it's 10,000, but nothing is certain yet except it's absolute total chaos.
[00:02:11.034 --> 00:02:12.535]  The infrastructure has been wiped out.
[00:02:13.135 --> 00:02:17.837]  And we should remember that even though we're able to provide relief now, and even though the U.S.
[00:02:17.877 --> 00:02:29.441]  military is able to provide some relief, historically what we've seen increasingly in the United States is that when we have a large disaster, FEMA doesn't do a very good job of getting the relief there.
[00:02:30.129 --> 00:02:38.821]  They tend to be a bottleneck more than a facilitator because you've got to remember that FEMA's primary responsibility is continuance of government.
[00:02:39.301 --> 00:02:41.444]  COG is what they're mainly concerned with.
[00:02:41.484 --> 00:02:44.148]  So when you look at this devastation in the Philippines...
[00:02:45.109 --> 00:03:03.347]  You should think about what you have done to provide for food for your family whenever we have an interruption of our fragile infrastructure, our fragile grid, and to think about the fact that not only can you set aside things to prepare for your family, but you can also set aside things to help other people who are less fortunate than you are in these situations.
[00:03:04.268 --> 00:03:12.133]  Now, it may be very hard in the Philippines right now, and in the U.S., people on Main Street are struggling, but not the people on Wall Street.
[00:03:12.753 --> 00:03:24.481]  The Standard & Poor's 500 Index has climbed 108% since Obama became President, adding more than $10 trillion in equity market value, and 24% just this year.
[00:03:25.141 --> 00:03:27.863]  But we need to understand that this is another stock market bubble.
[00:03:28.323 --> 00:03:32.006]  And we need to understand that this is not something that is helping people on Main Street.
[00:03:32.386 --> 00:03:34.948]  People are still losing their jobs, they're still losing their homes.
[00:03:35.289 --> 00:03:50.020]  This is something that is helping Wall Street and it's a big boom to K Street, to the lobbyists, to the Washington politicians who are getting paid by the big corporations, by the big banks, who are giving a pass on legislation that would have curbed the abuses that led to the crash in 2008.
[00:03:50.501 --> 00:03:55.365]  And we saw earlier this year, back in the spring, we saw that the Stock Act
[00:03:55.925 --> 00:04:01.029]  That Congress passed a lot of fanfare that was going to reign in insider trading in Washington.
[00:04:01.309 --> 00:04:07.313]  It was going to provide transparency as to which stocks congressmen and their staff were buying.
[00:04:07.774 --> 00:04:10.235]  That was all quietly taken away this spring.
[00:04:10.676 --> 00:04:21.263]  And now we see that just 12 days ago, Congress got rid of another piece of legislation that was going to reign in the abuses of prior to 2008 and the last bubble that we saw.
[00:04:22.404 --> 00:04:33.014]  As part of the Dodd-Frank bill, they had prohibited only about 10% of the derivative trading that had happened prior to 2008, but now even that is gone.
[00:04:33.655 --> 00:04:43.043]  House Bill 922 passed with 70 Democrats and all the Republican congressmen except Walter Jones, John Duncan, and Tom Massey.
[00:04:43.624 --> 00:04:47.668]  They all voted to allow the banks to wildly speculate yet again.
