[00:00:07.270 --> 00:00:11.651]  Waging war on corruption.
[00:00:11.651 --> 00:00:19.033]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:19.033 --> 00:00:20.353]  It is March 10th.
[00:00:24.635 --> 00:00:24.655]  2013.
[00:00:24.655 --> 00:00:28.598]  I'm Alex Jones, your host.
[00:00:28.598 --> 00:00:31.760]  I've been chomping at the bit to be back on the air the last four or five days.
[00:00:31.760 --> 00:00:40.687]  I have not taken off seven shows in a row in about five years, best we can tell.
[00:00:40.687 --> 00:00:44.970]  But I took off Friday before last, right through to today.
[00:00:48.223 --> 00:01:09.006]  Now, I was obviously working while I was on the road with my family, and I probably filed, I don't know, something like eight or nine video reports on the road, wrote a news article with Paul Watson as well, and worked on some other things behind the scenes, but I have not been here in the last seven broadcasts.
[00:01:11.597 --> 00:01:20.294]  And I've had a really good chance to have some retrospective time to sit back and look at the state of the world, but also the state of this broadcast.
[00:01:21.975 --> 00:01:25.117]  Uh, and it's always restive and important to take off.
[00:01:25.117 --> 00:01:26.999]  So again, thank you for joining us.
[00:01:26.999 --> 00:01:48.758]  I'd like to thank the crew for doing a great job while I was gone, and Mike Adams sitting in, Aaron Dykes, the rest of the reporters who also filled in with him on, uh, what was it, Thursday, and Katherine Albrecht, Dr. Katherine Albrecht, who did three of the broadcasts while I was gone, and Chris Alanese that did that best of for you last Sunday, and again, just the entire crew, John Bowne, CJ, everybody.
[00:01:49.611 --> 00:01:53.314]  Okay, that said, wow!
[00:01:53.314 --> 00:02:01.660]  There are just some huge news items that are hiding in plain view that we're going to be covering.
[00:02:01.660 --> 00:02:13.388]  And after I get into the latest attacks on the Second Amendment, the latest attacks on our economy to consolidate things for the globalist, a lot of really important tech news, some important TSA news,
[00:02:14.808 --> 00:02:33.287]  Some extremely important geopolitical news as well, with riots going on all over the world, being funded and controlled by the globalists, mainly in Muslim-controlled areas.
[00:02:33.287 --> 00:02:34.508]  After I get into all that,
[00:02:35.595 --> 00:02:37.357]  I'm going to break down in the second hour.
[00:02:37.357 --> 00:02:45.564]  I think it's important to cover our biggest news story in the second hour, because I always tend to put a lot of the most important news right up front, but then not cover it in detail.
[00:02:45.564 --> 00:02:50.809]  So I'm going to switch things around today and cover our top story.
[00:02:52.189 --> 00:02:58.314]  That intersects, though, everything intersects to understand how the globalists operate.
[00:02:58.314 --> 00:03:06.541]  Everything has a linkage in the philosophy, in the mindset, and if you really want to know how these people operate, this is going to be the broadcast for you.
[00:03:07.699 --> 00:03:33.633]  And I know I move quick because even the English language, though it's the most widely used and also probably the deepest language out there, because it adopts other languages, it falls short when my little humble brain is trying to assemble a very complex situation.
[00:03:35.154 --> 00:03:38.116]  And I've likened it many times to describing a beautiful woman.
[00:03:38.116 --> 00:03:39.516]  Somebody says, well, what does she look like?
[00:03:39.516 --> 00:03:41.157]  Oh, she had electricity in her eyes.
[00:03:41.157 --> 00:03:49.762]  Her hair was, you know, dark black and flowing and just her curves and her spirit and the smell.
[00:03:49.762 --> 00:03:50.682]  Well, tell me more.
[00:03:50.682 --> 00:03:53.604]  You know, show me a picture.
[00:03:53.604 --> 00:03:57.266]  Be like someone trying to describe the Grand Canyon who's never seen it.
[00:03:57.266 --> 00:03:59.327]  Or seeing a photo of it versus being there.
[00:04:00.396 --> 00:04:08.923]  Okay, it's a big wide canyon with scrub brush and trees growing on its edge and miles across and it makes you catch your breath.
[00:04:08.923 --> 00:04:11.285]  Well, describe more.
[00:04:11.285 --> 00:04:16.189]  Now those are good things we're trying to describe.
[00:04:16.189 --> 00:04:29.020]  Bad things, wicked things that have built up over thousands of years and been honed and been turned into scientific algorithms.
[00:04:31.687 --> 00:04:39.893]  One can grasp it, just as you can grasp the first time you fell in love.
[00:04:39.893 --> 00:04:42.715]  You know what it was like, other people don't.
[00:04:42.715 --> 00:04:45.817]  You have to experience the Matrix to know what it's like.
[00:04:45.817 --> 00:04:52.841]  But there's been some major cracks in the Matrix, and we're going to break those down when we come back.
[00:04:52.841 --> 00:04:56.384]  It's now coming out that Al Qaeda publicly works for the government.
[00:05:01.204 --> 00:05:09.311]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:05:09.311 --> 00:05:13.394]  Alex and his staff have used these pure soap products for years.
[00:05:13.394 --> 00:05:20.701]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:05:20.701 --> 00:05:23.503]  See them on the web at 5starsoap.com.
[00:05:23.723 --> 00:05:28.546]  Or call 800-340-7091 for a free catalog.
[00:05:28.546 --> 00:05:34.490]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:05:34.490 --> 00:05:39.894]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:05:39.894 --> 00:05:41.875]  This is an amazing deal.
[00:05:41.875 --> 00:05:47.119]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:05:47.119 --> 00:05:50.261]  See them on the web at 5starsoap.com or call
[00:05:50.521 --> 00:06:11.693]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:06:11.693 --> 00:06:13.254]  Thomas Jefferson.
[00:06:13.254 --> 00:06:16.936]  It's Alex Jones on the GCN Radio Network.
[00:06:24.665 --> 00:06:27.306]  Ladies and gentlemen, we are live!
[00:06:27.306 --> 00:06:36.371]  Thank you so much for joining us on this live 10th of March 2013 worldwide broadcast.
[00:06:36.371 --> 00:06:44.035]  I am your host, Alex Jones, and we are here every Sunday 4 to 6 p.m.
[00:06:44.035 --> 00:06:46.376]  Central, back weekdays.
[00:06:47.516 --> 00:06:47.916]  11 a.m.
[00:06:47.916 --> 00:06:48.537]  to 2 p.m.
[00:06:48.537 --> 00:06:49.477]  Central.
[00:06:49.477 --> 00:06:52.579]  Blasting out on over 150 AM and FM affiliates.
[00:06:52.579 --> 00:06:55.641]  Time will catch on XM-166 on the weekday show.
[00:06:55.641 --> 00:06:57.242]  They have not yet picked up the Sunday.
[00:06:57.242 --> 00:06:57.902]  Give them a call.
