[00:00:19.693 --> 00:00:21.554]  In the info war, you wanna fight?
[00:00:21.574 --> 00:00:22.755]  You better believe you've got one!
[00:00:44.821 --> 00:00:45.884]  It's Friday, May 3rd.
[00:00:45.944 --> 00:00:47.067]  I'm Paul Joseph Watson.
[00:00:47.107 --> 00:00:49.053]  This is InfoWars Nightly News.
[00:00:49.173 --> 00:00:52.802]  Coming up tonight... Tonight!
[00:00:53.641 --> 00:00:55.902]  Watertown under martial law.
[00:00:56.303 --> 00:00:57.803]  Residents speak out.
[00:00:58.304 --> 00:01:05.047]  Plus, a man drinking iced tea in a parking lot gets arrested by an overzealous wannabe cop.
[00:01:05.448 --> 00:01:06.648]  Put your hands up against the car now.
[00:01:06.668 --> 00:01:07.869]  I ain't doing nothing, man.
[00:01:08.049 --> 00:01:08.249]  Sir?
[00:01:08.369 --> 00:01:08.429]  Yo.
[00:01:08.449 --> 00:01:08.509]  Yo.
[00:01:08.549 --> 00:01:10.591]  Put your hands up against the car.
[00:01:10.611 --> 00:01:11.551]  You're under arrest.
[00:01:11.571 --> 00:01:12.211]  Yo, for what?
[00:01:12.311 --> 00:01:12.852]  I'm about to go.
[00:01:12.892 --> 00:01:13.832]  Yo, you want a drink, dude?
[00:01:13.872 --> 00:01:14.633]  You're under arrest.
[00:01:14.673 --> 00:01:15.573]  For what?
[00:01:15.713 --> 00:01:16.634]  I ain't doing nothing, man.
[00:01:16.654 --> 00:01:17.254]  Cause I said trespassing.
[00:01:17.614 --> 00:01:18.435]  I'm about to go.
[00:01:18.455 --> 00:01:18.495]  Yo.
[00:01:20.623 --> 00:01:20.883]  Yeah.
[00:01:21.324 --> 00:01:22.285]  Yeah.
[00:01:22.325 --> 00:01:26.189]  David Knight gets the full story from the man behind the camera.
[00:01:26.610 --> 00:01:34.899]  And the DHS continues its arms buildup, this time asking for two million more rounds of ammunition.
[00:01:35.139 --> 00:01:39.143]  That's coming up next on the InfoWars Nightly News.
[00:01:42.284 --> 00:01:46.507]  Top story tonight, DHS seeks millions more rounds of ammunition.
[00:01:47.127 --> 00:01:54.452]  That's right, the conspiracy theory that doesn't exist, according to the media, just keeps on popping back like whack-a-mole.
[00:01:54.853 --> 00:02:10.504]  The Department of Homeland Security has released a market survey asking companies if they are able to provide two million rounds of ammunition within a short time period, increasing concerns that the federal agency is continuing its arms build-up in preparation for domestic unrest.
[00:02:11.144 --> 00:02:23.171]  And you can visit the link from the article which takes you to the official Fed BizOps website to see more DHS bullet purchases that, according to leftist blogs and the mainstream media, don't exist.
[00:02:24.011 --> 00:02:25.612]  And this is key in this article.
[00:02:25.632 --> 00:02:32.516]  They're actually asking companies if they can provide 2 million bullets within a 30 to 60 day period.
[00:02:32.856 --> 00:02:35.638]  They want as quick a turnaround as possible.
[00:02:36.977 --> 00:03:00.523]  And this actually ties into a previous report that we had which was an ammunitions manufacturer who called into the Michael Savage Show to make the point, and he was selling the bullets to the government, that the DHS is attempting to exhaust ammunition supplies to corner the market as an end run around the Second Amendment by forcing companies via contract to reserve bullets for the federal agency.
[00:03:00.943 --> 00:03:02.203]  Then of course they're not available
[00:03:02.603 --> 00:03:05.907]  To the general public, which is why people are struggling to get them.
[00:03:06.288 --> 00:03:11.774]  But these are the questions the DHS is asking ammunition manufacturers in this article.
[00:03:12.375 --> 00:03:19.784]  Are you capable of producing large quantity orders of any training calibre specified within a short turnaround time of 30 to 60 days?
[00:03:21.286 --> 00:03:27.248]  What would be your lead time for an order of 2 million rounds of a single type of bullet?
[00:03:27.808 --> 00:03:33.449]  So they're asking companies, basically, can you give us 2 million bullets within 30 to 60 days?
[00:03:34.389 --> 00:03:40.811]  Seems like they're starting to panic with the Congressional investigation of the 2 billion bullet buys.
[00:03:41.471 --> 00:03:52.793]  And they're trying to make sure that in future they can get these bullets as quickly as possible without having to kind of rely on those five-year contracts that they've committed to up until this point.
[00:03:53.880 --> 00:04:01.746]  And in addition, the document talks about bullets that fragment safely when striking an armour steel plate.
[00:04:02.686 --> 00:04:13.494]  And, you know, I asked the question, is that normal for so-called training bullets that they would be interested in whether or not they fragment safely if fired against an armour steel plate?
[00:04:13.834 --> 00:04:17.137]  Certainly some of the commenters on InfoWars were concerned about that.
[00:04:17.797 --> 00:04:24.804]  One of them wrote, this is expensive killing ammo, of course put the label training on there for the sheep to graze at ease.
[00:04:25.104 --> 00:04:35.835]  So people are concerned at why they're not only buying bullets in such huge quantities but also testing them on whether they fracture safely or not when fired against armor steel plating.
[00:04:35.915 --> 00:04:39.598]  Why would they need to do that if it was only for training purposes?
[00:04:40.459 --> 00:04:40.619]  So...
[00:04:41.829 --> 00:04:46.732]  It's not going to do anything to dampen fears that the DHS is preparing for domestic unrest.
[00:04:47.272 --> 00:04:52.656]  But, you know, if you listen to the leftist blogs and the mainstream media, it's safe to stick your head in the sand.
[00:04:53.116 --> 00:04:57.279]  Everything will be hunky-dory if you just pretend that it doesn't exist.
[00:04:57.619 --> 00:04:59.060]  They're not buying any bullets.
[00:04:59.120 --> 00:05:00.581]  They're for training purposes only.
[00:05:00.601 --> 00:05:07.405]  It's completely normal, even though they now appear to be engaged in a kind of panic-buying process.
[00:05:09.130 --> 00:05:23.529]  In regard to the DHS now, we're going to go to a report by Jakari Jackson about a letter from Attorney General Eric Holder threatening Kansas Governor Sam Brownback, who is trying to enforce a pro-Second Amendment law in his state.
[00:05:23.589 --> 00:05:24.651]  Let's go to that report now.
[00:05:28.271 --> 00:05:30.752]  I'm Jakari Jackson with an InfoWars news bulletin.
[00:05:31.072 --> 00:05:39.175]  The article on InfoWars.com comes to us from the 10th Amendment Center and reads, Eric Holder threatens Kansas in letter on gun control nullification.
[00:05:39.795 --> 00:05:51.880]  On Thursday, Kansas Governor Sam Brownback received a letter from Attorney General Eric Holder threatening action against the state should it enforce SB102, which Brownback signed into law last month.
[00:05:52.850 --> 00:06:05.098]  The letter reads, in purporting to override federal law and to criminalize the official acts of federal officers, SB-102 directly conflicts with the federal law and is therefore unconstitutional.
[00:06:06.010 --> 00:06:11.894]  Never mind that quote reasonable gun control very much violates the constitutional concept of shall not be infringed.
[00:06:12.394 --> 00:06:20.519]  We saw a similar situation in Texas when the House voted that they no longer desired to be molested at the airport even if the molester wore blue gloves.
[00:06:21.019 --> 00:06:26.482]  And just in case you've forgotten, this is the same Eric Holder who wants to brainwash you about firearms.
[00:06:26.862 --> 00:06:29.324]  I'm Ja'Kari Jackson with an InfoWars News Bulletin.
[00:06:29.881 --> 00:06:35.003]  And what we need to do is change the way in which people think about guns, especially young people.
[00:06:35.164 --> 00:06:40.926]  One thing that I think is clear with young people and with adults as well is that we just have to be repetitive about this.
[00:06:40.966 --> 00:06:45.608]  It's not enough to simply have a catchy ad on a Monday and then only do it every Monday.
[00:06:45.669 --> 00:06:52.552]  We need to do this every day of the week and just really brainwash people into thinking about guns in a vastly different way.
[00:06:53.112 --> 00:06:57.382]  And don't forget to pick up the new InfoWars magazine with three free stickers.
[00:06:57.663 --> 00:06:59.988]  You can get it all at the InfoWarsShop.com.
[00:07:00.168 --> 00:07:02.754]  Get them now in bulk at InfoWarsStore.com.
[00:07:07.253 --> 00:07:13.355]  Next story tonight, Rush Limbaugh to be sent to mental hospital under Stasi snitch program?
[00:07:13.895 --> 00:07:30.441]  Given the fact that Palm Beach County Sheriff Rick Bradshaw is set to launch a $1 million program which will encourage Floridians to report on people who quote, hate government, how long before Palm Beach resident Rush Limbaugh is sent to a Soviet-style mental hospital?
[00:07:31.181 --> 00:07:33.483]  And this is, of course, the story we covered yesterday.
[00:07:33.783 --> 00:07:45.973]  They're preparing this Stasi-style campaign in Florida, Palm Beach County, directly encouraging people to report on their neighbours if they spout, quote, anti-government rhetoric.
[00:07:46.734 --> 00:07:48.595]  And this is the quote from the Sheriff.
[00:07:48.976 --> 00:07:54.160]  We want people to call us if the guy down the street says he hates the government.
[00:07:55.836 --> 00:08:00.159]  What does it hurt to have somebody knock on a door and ask, hey, is everything okay?
[00:08:00.699 --> 00:08:01.140]  Exactly!
