[00:00:22.699 --> 00:00:24.340]  Welcome to the InfoWars Nightly News.
[00:00:24.420 --> 00:00:25.161]  I'm David Knight.
[00:00:25.341 --> 00:00:26.962]  It's Thursday, June the 13th, 2013.
[00:00:27.622 --> 00:00:29.603]  And here are our top stories.
[00:00:31.345 --> 00:00:34.186]  Tonight on the InfoWars Nightly News.
[00:00:34.747 --> 00:00:35.627]  What a surprise!
[00:00:35.847 --> 00:00:39.110]  The State Department hired agents with criminal records.
[00:00:39.610 --> 00:00:42.932]  And the Supreme Court strikes down patents on human genes.
[00:00:43.352 --> 00:00:51.758]  And Gigi Ornetta interviews Mike Freeman, Weld County Commissioner of Northern Colorado, who talks about forming their own state.
[00:00:52.699 --> 00:00:56.109]  All this and more on tonight's InfoWars Nightly News.
[00:01:00.759 --> 00:01:08.124]  Well, we know recently there was a court case in Connecticut where a police officer sued because he was not being hired because his IQ was too high.
[00:01:08.685 --> 00:01:14.329]  They were looking for people that had a more average IQ, around 100, and his IQ was 125.
[00:01:14.429 --> 00:01:28.980]  We also know that TSA agents have been caught in numerous criminal activity, and we even had the famous ad in Craigslist out of Ann Arbor, Michigan, that encouraged applicants to, quote, be part of an imperious security team.
[00:01:29.440 --> 00:01:33.123]  Protecting airports and skies as you proudly establish your future.
[00:01:33.983 --> 00:01:34.484]  Sieg Heil.
[00:01:35.124 --> 00:01:42.650]  Well, it turns out now that the State Department has been hiring criminals in large numbers, as a matter of fact.
[00:01:43.270 --> 00:01:50.536]  In a New York Post article, it says the State Department is hiring an alarming number of law enforcement agents with criminal or checkered backgrounds.
[00:01:51.116 --> 00:01:54.058]  The memo said, hiring practices for D.S.
[00:01:54.118 --> 00:02:05.585]  agents and I.M.ers, the department intakes of new officers since the hiring surge a decade ago, have reportedly been flawed with mitigation of troubling histories including criminal matters.
[00:02:06.425 --> 00:02:20.616]  Too many people entering the Diplomatic Security and Information Management communities end up as subjects of Special Investigation Division investigations and HR adjudications, and become Giglio-impaired, and can play only limited roles thereafter.
[00:02:20.676 --> 00:02:30.203]  Now, to say that somebody is Giglio-impaired is kind of bureaucracy-speak, refers back to a Supreme Court decision involving a person by the name of Giglio.
[00:02:31.437 --> 00:02:39.484]  And in that case, they had jury notification had been made that witnesses had made deals with the government to induce testimony.
[00:02:39.904 --> 00:02:42.606]  In other words, they were kind of cooking the books.
[00:02:43.206 --> 00:02:45.328]  And that's the situation we've got at the State Department.
[00:02:45.949 --> 00:02:49.111]  Can it be, I mean, can the State Department be filled with criminals?
[00:02:49.411 --> 00:02:51.213]  The same people that did Benghazi?
[00:03:05.541 --> 00:03:09.407]  Mohammed is Allah's messenger, and the Quran is our constitution!
[00:03:11.801 --> 00:03:17.106]  Again, we were misled that there were supposedly protests and then something sprang out of that, an assault sprang out of that.
[00:03:17.626 --> 00:03:21.330]  And that was easily ascertained that that was not the fact.
[00:03:21.670 --> 00:03:23.732]  And the American people could have known that within days.
[00:03:23.832 --> 00:03:24.853]  And they didn't know that.
[00:03:24.873 --> 00:03:28.616]  With all due respect, the fact is we had four dead Americans.
[00:03:28.636 --> 00:03:33.861]  Was it because of a protest or was it because of guys out for a walk one night who decided they'd go kill some Americans?
[00:03:34.421 --> 00:03:36.944]  What difference, at this point, does it make?
[00:03:37.305 --> 00:03:43.752]  It is our job to figure out what happened and do everything we can to prevent it from ever happening again, Senator.
[00:03:43.832 --> 00:03:51.281]  Now... We shall loot the goods, the camels, any animals and anything else about... Were they denied request for help during the attack?
[00:03:52.887 --> 00:03:56.089]  Well, we are finding out exactly what happened.
[00:03:56.129 --> 00:04:05.613]  I can tell you, as I've said over the last couple of months since this happened, that the minute I found out what was going on, I gave three very clear directives.
[00:04:05.733 --> 00:04:09.996]  Number one, make sure that we are securing our personnel and doing whatever we need to.
[00:04:10.276 --> 00:04:13.437]  Number two, we're going to investigate exactly what happened to make sure it doesn't happen again.
[00:04:13.958 --> 00:04:16.859]  Number three, find out who did this so we can bring him to justice.
[00:04:18.200 --> 00:04:22.182]  What God is this that is such an oppressor?
[00:04:23.487 --> 00:04:26.128]  And so unfair to the people.
[00:04:29.689 --> 00:04:32.470]  And last quick question I have for you, Congresswoman.
[00:04:32.970 --> 00:04:42.592]  Because you have been an ambassador, you have been overseas with similar responsibilities and similar missions, who gives such an order to stand down?
[00:04:42.992 --> 00:04:44.053]  Where does that come from?
[00:04:44.073 --> 00:04:46.013]  The President of the United States.
[00:04:46.033 --> 00:04:48.494]  That is what we saw play out in the last two weeks.
[00:04:49.667 --> 00:04:54.290]  There's a crude and disgusting video that sparked outrage throughout the Muslim world.
[00:04:57.311 --> 00:05:00.934]  Now, I have made it clear that the United States government had nothing to do with this video.
[00:05:02.134 --> 00:05:06.577]  And I believe its message must be rejected by all who respect our common humanity.
[00:05:08.138 --> 00:05:11.560]  It is an insult not only to Muslims, but to America as well.
[00:05:12.839 --> 00:05:18.841]  And let me be very clear, it's very rare for a group of rioters to gather in hours of darkness.
[00:05:18.861 --> 00:05:21.762]  It kind of prevents the whole idea of seeing the protest.
[00:05:21.862 --> 00:05:24.303]  So that was right off the bat peculiar.
[00:05:24.803 --> 00:05:27.444]  And yeah, these feeds are being seen globally.
[00:05:27.564 --> 00:05:35.186]  Everybody who has a top secret SCI feed, this is the highest level of system, can dial into this.
[00:05:35.686 --> 00:05:38.508]  And when the attack is ongoing Alex, everybody tunes in.
[00:05:38.948 --> 00:05:48.513]  In this case, a DoD drone was loaned to CIA, put under CIA control, and from that point on, I'd estimate probably about 10 o'clock, everything was being seen in real time.
[00:05:48.913 --> 00:05:56.177]  So everybody here, and keep in mind that 10 o'clock there is about 8 hours later here.
[00:05:56.577 --> 00:06:03.861]  So we're talking about essentially all of this happening during the beginning of and throughout the process of a business day.
[00:06:04.488 --> 00:06:13.659]  Would a highly decorated career diplomat have told you or Washington had there been a demonstration outside his facility that day?
[00:06:14.710 --> 00:06:15.690]  Yes, sir, he would have.
[00:06:15.930 --> 00:06:19.452]  Did he mention one word about a protest or a demonstration?
[00:06:19.712 --> 00:06:20.512]  No, sir, he did not.
[00:06:20.912 --> 00:06:23.333]  First of all, let's be clear about what transpired here.
[00:06:24.353 --> 00:06:36.477]  What happened this week in Cairo, in Benghazi, was a result, a direct result of a heinous and offensive video that was widely disseminated that the U.S.
[00:06:36.497 --> 00:06:38.018]  government had nothing to do with.
[00:06:38.198 --> 00:06:40.799]  What was your reaction to that?
[00:06:42.139 --> 00:06:42.719]  I was stunned.
