[00:00:04.912 --> 00:00:06.213]  Big Brother.
[00:00:06.213 --> 00:00:07.974]  Mainstream media.
[00:00:07.974 --> 00:00:09.755]  Government cover-ups.
[00:00:09.755 --> 00:00:11.336]  You want answers?
[00:00:11.336 --> 00:00:12.877]  Well, so does he.
[00:00:12.877 --> 00:00:17.080]  He's Alex Jones on the GCN Radio Network.
[00:00:17.080 --> 00:00:21.183]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.826 --> 00:00:38.567]  Ladies and gentlemen, thank you for joining us on this Monday edition, the 9th day of December, 2013.
[00:00:38.567 --> 00:00:50.570]  We've got Dr. Jerome Corsi on the fact that Obama is trying to become a dictator and that that's now becoming mainstream news, finally, and what he thinks Obama's going to pull.
[00:00:50.570 --> 00:00:55.151]  Joining us for 30 minutes at the bottom of the next hour, I will open the phones up in this hour into the next hour.
[00:00:56.073 --> 00:01:03.239]  For first-time callers, long-time callers, people that agree, disagree, have a question, have a comment, we'll open the phones up, we'll give the number out in the next segment.
[00:01:03.239 --> 00:01:05.481]  There's obviously a ton of important news.
[00:01:05.481 --> 00:01:06.782]  By the way, you know that Lt.
[00:01:06.782 --> 00:01:07.182]  Col.
[00:01:07.182 --> 00:01:13.988]  Bateman, who wrote an article for Esquire magazine, saying, we will take it from your cold, dead hands, your guns.
[00:01:13.988 --> 00:01:19.493]  We will confiscate everything but smooth-bore muskets, black powder guns for hunting.
[00:01:22.250 --> 00:01:34.238]  Turns out he does work for Homeland Security, and it turns out that he actually called up a friend of mine who's an Army, formerly an Army officer, who works in a local business.
[00:01:34.238 --> 00:01:35.259]  I'm not going to say his name.
[00:01:35.259 --> 00:01:39.942]  In fact, Matt hasn't even, there's his first name, said that I couldn't talk about it.
[00:01:39.942 --> 00:01:41.563]  In fact, he wants to come on the show, but I'm going to wait.
[00:01:43.769 --> 00:01:55.118]  And the point is he sent Bateman a email saying, how dare you be an army officer and talk about taking guns and what are you doing in photos wearing some royal medal around your neck?
[00:01:55.118 --> 00:01:56.319]  I dare you to call me.
[00:01:56.319 --> 00:02:00.081]  Bateman called him yesterday from England.
[00:02:00.081 --> 00:02:01.162]  He lives in England.
[00:02:01.162 --> 00:02:06.146]  So I made these Benedict Arnold jokes of him being looking like a red coat in the photos.
[00:02:06.146 --> 00:02:08.408]  That's because we think those are British medals.
[00:02:09.406 --> 00:02:15.430]  And the point is, is I had Nico this morning call the number and he's at work.
[00:02:15.430 --> 00:02:18.292]  And his wife works for the State Department.
[00:02:18.292 --> 00:02:22.454]  By the way, he told Matt all this in like a long conversation.
[00:02:22.454 --> 00:02:28.038]  In fact, I'll just call Matt up right now.
[00:02:28.038 --> 00:02:28.879]  What did I do with my phone?
[00:02:28.879 --> 00:02:33.021]  I actually had my cell phone just a minute ago in my hand.
[00:02:33.021 --> 00:02:35.163]  I can't keep track of everything anymore, ladies and gentlemen.
[00:02:36.192 --> 00:02:37.173]  In this crazy office.
[00:03:06.463 --> 00:03:10.727]  I really want to get this guy on the air and I'm going to be nice and let him talk.
[00:03:10.727 --> 00:03:14.571]  But the big thing is it looks like he responds to being taunted.
[00:03:14.571 --> 00:03:19.115]  So if Bateman doesn't come on the show, he's a chicken.
[00:03:19.115 --> 00:03:19.956]  So there you go.
[00:03:19.956 --> 00:03:23.459]  He needs to come on and say all this stuff.
[00:03:23.459 --> 00:03:27.163]  And reportedly, I saw comments on InfoWars that he's been contacting other people.
[00:03:28.018 --> 00:03:29.539]  The email and Facebook and stuff.
[00:03:29.539 --> 00:03:32.041]  So he's apparently a busy beaver.
[00:03:32.041 --> 00:03:32.542]  Scroll down.
[00:03:32.542 --> 00:03:35.144]  He's got some British royalty thing around his neck.
[00:03:35.144 --> 00:03:37.826]  I mean, this is getting really weird.
[00:03:37.826 --> 00:03:40.448]  And so I was saying, you know, moved to another country.
[00:03:40.448 --> 00:03:44.070]  I guess he has.
[00:03:44.070 --> 00:03:46.192]  At least he lives in England.
[00:03:46.192 --> 00:03:49.875]  And he's over there, I guess, promoting King George the 18th or something.
[00:03:49.875 --> 00:03:54.759]  So that's just some of the news that we have.
[00:03:55.953 --> 00:03:59.734]  that we have on that front today.
[00:03:59.734 --> 00:04:06.435]  Guys, I think I may have left my phone in McBrain's office on his desk, because I was in there talking to him about 30 minutes ago.
[00:04:06.435 --> 00:04:07.835]  I don't know.
[00:04:07.835 --> 00:04:10.376]  Let's just call my phone and walk around the office until we find it.
[00:04:10.376 --> 00:04:11.416]  Please.
[00:04:11.416 --> 00:04:12.536]  It's not really a phone.
[00:04:12.536 --> 00:04:18.797]  It's a government-issued Trojan horse, slave tracker, microwave oven to fry my brain.
[00:04:18.797 --> 00:04:20.957]  But it has a lot of uses.
[00:04:20.957 --> 00:04:23.198]  So I've accepted the gift
[00:04:25.851 --> 00:04:28.113]  Made by slaves.
[00:04:28.113 --> 00:04:30.614]  Forged in pain and evil.
[00:04:30.614 --> 00:04:35.417]  The satanic palace of communist Chinese slaved-ins.
[00:04:35.417 --> 00:04:43.203]  And I do attempt to use the evil ring of Mordor as a tool against Mordor, but we all know how that ends.
[00:04:44.397 --> 00:04:49.281]  Ladies and gentlemen, we'll be right back with all the big news and more.
[00:04:49.281 --> 00:04:53.905]  And maybe, Lieutenant Colonel, we're going to get your guns Bateman.
[00:04:53.905 --> 00:04:56.787]  And I want to reach out to all these colonels teaching gun confiscation.
[00:04:56.787 --> 00:04:58.309]  I want them on the broadcast.
[00:05:00.839 --> 00:05:06.301]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:05:06.301 --> 00:05:15.183]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:05:15.183 --> 00:05:23.006]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:05:23.006 --> 00:05:30.408]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:05:30.908 --> 00:05:34.869]  I personally store and use their high-quality products.
[00:05:34.869 --> 00:05:39.050]  It tastes great, and it's easy to store for up to 25 years.
[00:05:39.050 --> 00:05:46.212]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:05:46.212 --> 00:05:53.414]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[00:05:53.414 --> 00:05:57.455]  It is essential to prepare with My Patriot Supply today.
[00:06:00.197 --> 00:06:03.659]  Alex Jones here with a very important announcement for truth seekers.
[00:06:03.659 --> 00:06:09.603]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:06:09.603 --> 00:06:16.208]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:06:16.208 --> 00:06:21.891]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:06:21.891 --> 00:06:25.534]  This film exposes the fraud that Obama is like nothing I've seen.
[00:06:25.714 --> 00:06:29.518]  If you want to know who Obama's real daddy is, this is the film for you.
[00:06:29.518 --> 00:06:34.123]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:06:34.123 --> 00:06:36.625]  You'll also find it at infowarshop.com.
[00:06:36.625 --> 00:06:38.928]  None Dare Call a Conspiracy by Gary Allen.
[00:06:38.928 --> 00:06:40.490]  The book that woke me up.
[00:06:40.490 --> 00:06:42.772]  We're also carrying Behind the Green Mask.
[00:06:42.772 --> 00:06:44.914]  UN Agenda 21 by Rosa Corey.
[00:06:44.914 --> 00:06:47.557]  This book is coffin nails to the globalist takeover.
[00:06:47.857 --> 00:06:54.687]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:06:54.687 --> 00:06:58.992]  These titles and a lot more are all available at Infowarshop.com.
[00:07:00.490 --> 00:07:01.571]  I had tried everything.
[00:07:01.571 --> 00:07:03.913]  I'd cut back the amount of food I was eating.
[00:07:03.913 --> 00:07:07.055]  I was lifting weights and jogging, but nothing was working.
[00:07:07.055 --> 00:07:11.878]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:07:11.878 --> 00:07:18.263]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:07:18.743 --> 00:07:29.948]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:07:29.948 --> 00:07:34.430]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:07:34.430 --> 00:07:40.692]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[00:07:40.692 --> 00:07:41.833]  Now that's results.
[00:07:42.253 --> 00:07:54.764]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:07:54.764 --> 00:07:57.326]  Start your journey to health and wellness today.
[00:07:57.326 --> 00:07:58.928]  InfoWarsTeam.com
[00:08:00.442 --> 00:08:05.285]  You are listening to an InfoWars.com Frontline Report.
[00:08:05.285 --> 00:08:06.946]  It's Alex Jones.
[00:08:34.326 --> 00:08:41.989]  We are live and we are broadcasting worldwide on this 9th day of December, 2013.
[00:08:41.989 --> 00:08:47.371]  The year is extremely long in the tooth as they say.
[00:08:47.371 --> 00:08:53.193]  Well, I'm looking at DrudgeReport.com, the top story, Putin dissolves state media.
[00:08:54.204 --> 00:09:03.290]  One of the biggest state-run media outlets in Russia has been dissolved by Harry Putin, he says, I guess to save money and other things.
[00:09:03.290 --> 00:09:09.615]  Kind of like they're cutting back on the state-run media here that claims it's not state-run, but is state-run.
[00:09:09.615 --> 00:09:15.539]  And now Obama isn't letting them into press conferences and is just having his own media corps put out info.
[00:09:15.539 --> 00:09:18.341]  And CNN is basically collapsing into entertainment.
[00:09:20.734 --> 00:09:22.195]  It's the same deal all over the world.
[00:09:22.195 --> 00:09:33.903]  Japan basically declared martial law last Thursday, declaring anything they want secret and the government can basically do whatever it wants in the middle of their 20-year depression.
[00:09:33.903 --> 00:09:41.247]  China is going into a depression and seeing a stock market as well as a real estate bubble implode right now.
[00:09:41.247 --> 00:09:44.149]  And what happens when that happens all over the world?
[00:09:44.149 --> 00:09:46.791]  What happened before World War I and World War II?
[00:09:46.791 --> 00:09:49.333]  What happened before other big regional wars every time?
[00:09:50.922 --> 00:09:54.805]  If an economy's bad in one country, they don't tend to start a war.
