[00:00:04.171 --> 00:00:11.915]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:00:35.345 --> 00:00:38.189]  My friends, it is the 30th day of June 2013.
[00:00:39.490 --> 00:00:50.824]  I am your host, Alex Jones, and we are going to be live here for the next two hours, as we are, every single Sunday, 4 to 6 p.m.
[00:00:50.924 --> 00:00:53.627]  Central, back weekdays, 11 a.m.
[00:00:53.728 --> 00:00:54.188]  to 2 p.m.
[00:00:54.228 --> 00:00:54.549]  Central.
[00:00:55.970 --> 00:01:00.632]  Wayne Madsen is going to be joining us in the second hour for three of the segments.
[00:01:01.773 --> 00:01:03.954]  Wayne did work at the National Security Agency.
[00:01:04.014 --> 00:01:08.916]  He's testified to Congress before about illegal spying over a decade ago.
[00:01:10.257 --> 00:01:22.063]  And Wayne was in a big London Guardian article yesterday that got pulled from The Guardian and The Observer, one of the biggest group of publications in the UK.
[00:01:23.543 --> 00:01:24.424]  It got pulled
[00:01:26.275 --> 00:01:38.143]  And then at the same time, they even went into the Google system, which I've never seen before, and took it out of the Google Wayback Machine.
[00:01:39.163 --> 00:01:41.305]  In fact, if we punch up my middle computer,
[00:01:42.590 --> 00:01:47.916]  Folks can see it there if you're watching on PrisonPlanet.tv or InfoWars.com forward slash show.
[00:01:48.276 --> 00:01:53.942]  We now offer the radio show free, everybody, while we can pay for the bandwidth and subscribers get the nightly news and all the films, the rest of it.
[00:01:53.982 --> 00:01:56.164]  Our goal is just to get the word out, period.
[00:01:56.845 --> 00:01:59.888]  That's why we're putting that out so people can actually see it if you're a radio listener.
[00:02:00.669 --> 00:02:01.509]  But shocking
[00:02:03.132 --> 00:02:05.974]  NSA scoop on Saturday.
[00:02:06.974 --> 00:02:12.057]  The Guardian revealed a major NSA scoop, then deleted it from their website.
[00:02:12.097 --> 00:02:16.460]  I saw this in the Business Insider this morning, posted up on Infowars.com, so I called Wayne.
[00:02:17.900 --> 00:02:20.842]  And on his site, he has it archived, but other than that, it's gone.
[00:02:21.402 --> 00:02:28.887]  You click on the Google Wayback Machine, and I actually searched the article headline in a fresh search on their site.
[00:02:29.307 --> 00:02:31.088]  I clicked on this this morning and it was there.
[00:02:32.697 --> 00:02:34.779]  It's now gone, ladies and gentlemen.
[00:02:36.641 --> 00:02:38.724]  That's the type of stuff that is going on.
[00:02:41.907 --> 00:02:45.111]  Now, continuing here, look at it.
[00:02:45.131 --> 00:02:50.396]  There's the Wayne Madsen right there, revealed secret European deals to hand over private data to America.
[00:02:50.897 --> 00:02:52.398]  This has been known forever.
[00:02:53.079 --> 00:02:54.541]  Like, this has been declassified.
[00:02:56.701 --> 00:03:05.789]  Over and over again that is called InfoPoll 9 basically over Europe and it's the same grid and they all share and Europeans can then listen to us.
[00:03:06.250 --> 00:03:10.654]  So see the Europeans are out in the press going out Dara Monica we would never put up with this.
[00:03:11.034 --> 00:03:22.004]  I saw an article two years ago where a guy was in France and he said man this is the bomb going to this sporting event and he was arrested.
[00:03:23.814 --> 00:03:31.542]  And then you've seen examples of Europeans coming over here and others saying, man, we're coming to America to tear the place down.
[00:03:31.562 --> 00:03:33.024]  And here comes the FBI.
[00:03:33.765 --> 00:03:36.648]  They're reading the emails, the text, listening.
[00:03:37.449 --> 00:03:38.350]  That is on record.
[00:03:38.670 --> 00:03:42.735]  They're only going after Snowden and people because they're saying it's morally wrong.
[00:03:44.790 --> 00:03:46.452]  So they're really going after their free speech.
[00:03:47.032 --> 00:03:53.158]  They're going after Greenwald's speech, interviewing somebody like Snowden and having David Gregory on NBC say arresting.
[00:03:53.618 --> 00:03:54.639]  And it is disgusting.
[00:03:55.079 --> 00:04:00.264]  So there it is, revealed secret European deals to hand over private data to America.
[00:04:00.284 --> 00:04:01.665]  That's up on Infowars.com.
