[00:00:43.919 --> 00:00:45.801]  Welcome to the InfoWars Nightly News.
[00:00:45.941 --> 00:00:46.622]  I'm David Knight.
[00:00:46.842 --> 00:00:48.904]  It's Tuesday, February 26, 2013, and here are our top stories.
[00:00:53.906 --> 00:00:56.948]  Tonight, on the Info Wars Nightly News.
[00:00:57.629 --> 00:01:02.573]  The Euro debt crisis looms again, as Italians defy EU austerity demands.
[00:01:03.173 --> 00:01:05.155]  Then, the new Bin Laden film.
[00:01:05.655 --> 00:01:08.297]  How Osama's death is already being rebooted.
[00:01:08.797 --> 00:01:11.800]  And yes, Hitler and Stalin did take the guns.
[00:01:12.320 --> 00:01:15.643]  All that and more, coming up on the Info Wars Nightly News.
[00:01:20.629 --> 00:01:26.152]  Well, there was an important election last night in Italy that has kind of thrown the European Union into chaos.
[00:01:26.212 --> 00:01:30.194]  It's kind of thrown a spanner into the Goldman Sachs machine, if you will.
[00:01:30.734 --> 00:01:39.859]  Now, as a little bit of background, you may remember that about 15 months ago, Mario Monti was put in the place of Silvia Berlusconi, the elected representative.
[00:01:40.259 --> 00:01:47.123]  And people like Nigel Farage have talked about how we've essentially had technocrats put in the place of elected officials.
[00:01:47.754 --> 00:01:51.197]  And it's not just in Italy, where there was a lot of corruption from Berlusconi.
[00:01:51.237 --> 00:01:53.499]  This also happened in Greece and other places.
[00:01:54.059 --> 00:02:02.146]  But in the election last night, as The Telegraph reports, the Euro debt crisis looms again as Italians defy EU austerity demands.
[00:02:02.926 --> 00:02:10.833]  In an earthquake result, the five-star protest movement of comedian Beppe Grillo looked likely to emerge as the biggest single party in the lower house.
[00:02:11.453 --> 00:02:17.258]  The scourge of bankers and corrupt elites, Mr. Grillo has campaigned for a return to the lira.
[00:02:17.975 --> 00:02:21.876]  And a restructuring of Italy's 1.9 trillion euro public debt.
[00:02:22.557 --> 00:02:28.899]  Now, the center left is kind of complicated in Italy because they've got so many parties.
[00:02:28.999 --> 00:02:35.861]  It's not a very simple situation like the American elections where everything is done, all the coalition building is done before the election.
[00:02:36.522 --> 00:02:42.724]  In parliamentary, multiple party countries like you have throughout Europe, typically there's coalition building afterwards.
[00:02:43.351 --> 00:02:48.596]  But what happened is the center-left Democrats of Pier Luigi Bersani got the most votes.
[00:02:49.097 --> 00:03:00.388]  However, they cannot really accomplish their agenda without controlling both houses, and the lower house is controlled by this party that has repudiated the austerity measures that are trying to be imposed by the banks on them.
[00:03:03.314 --> 00:03:17.448]  The austerity measures that Monti put in, actually this is what it says in the article, he pushed through draconian fiscal tightening, mostly tax increases, to comply with EU demands, even though Italy's primary budget was already near balance.
[00:03:17.969 --> 00:03:21.853]  Critics say this tipped the economy into a needlessly deep recession.
[00:03:22.373 --> 00:03:26.197]  Of course, Goldman Sachs wouldn't really deliberately sabotage the economy, would they?
[00:03:27.121 --> 00:03:31.366]  But they've imposed these tremendous, draconian efforts on them.
[00:03:31.466 --> 00:03:35.790]  And the question is, will the Italians throw themselves under the bus to save the bankers from their speculation?
[00:03:36.511 --> 00:03:40.892]  It looks like they may be waking up and they may take the route that those in Iceland did.
[00:03:40.932 --> 00:03:45.653]  So basically, in the elections last night, to recap, there's two parties.
[00:03:45.853 --> 00:03:58.756]  Berlusconi's party, which is also repudiating the debts, but also the party by the comedian Beppe Grillo, which is repudiating a lot of these austerity measures.
[00:03:59.457 --> 00:04:08.268]  And so it remains to be seen exactly what's going to happen, but right now their near depression ratio, as far as youth unemployment goes, is at 37 percent.
[00:04:09.029 --> 00:04:12.013]  Of course, our youth unemployment here in America is quite high as well.
[00:04:13.648 --> 00:04:18.110]  Now, the question is, is naive social engineering going to get any more bizarre?
[00:04:18.451 --> 00:04:20.792]  We have a pastor in St.
[00:04:20.832 --> 00:04:26.835]  Louis who is now calling for a gun buyback program, but a gun buyback program of toy guns.
[00:04:27.295 --> 00:04:27.975]  Yes, that's right.
[00:04:28.035 --> 00:04:30.617]  Let's model tyranny for little children while they're young.
[00:04:31.297 --> 00:04:38.561]  Now, I don't know if this is a young pastor or not, but as someone who has had children, I can say this is just an effort in futility.
[00:04:39.541 --> 00:04:40.302]  Here's a quote from him.
[00:04:40.342 --> 00:04:42.743]  He says, we want to engage the culture of violence.
[00:04:43.436 --> 00:04:52.361]  And one of the strategies that we thought we might be able to use is to educate parents about the danger of allowing kids to continue this access to toy guns and playing with toy guns.
[00:04:53.081 --> 00:04:55.703]  Well, here's the truth, Pastor.
[00:04:55.843 --> 00:04:59.325]  This is Pastor Rodney Francis of the Washington Tabernacle Baptist Church.
[00:04:59.945 --> 00:05:06.369]  Truth is, I've got a couple of sons and we had a friend who decided that she did not want her child to play with guns.
[00:05:06.449 --> 00:05:08.310]  She thought guns were inherently evil.
[00:05:09.182 --> 00:05:11.142]  And so she withheld them from him.
[00:05:11.402 --> 00:05:16.223]  What she noticed was that he was grabbing sticks and shooting his friends when they were playing with sticks.
[00:05:16.283 --> 00:05:18.884]  And they were grabbing sticks and using them as swords.
[00:05:19.464 --> 00:05:22.425]  And after a while she realized it was just in his nature.
[00:05:23.005 --> 00:05:27.546]  And she wasn't going to be able to do anything other than probably make him a gun nut when he grew up.
[00:05:28.406 --> 00:05:31.607]  We tried to get guns for our children at Toys R Us when they were small.
