[00:00:02.304 --> 00:00:02.865]  We've got it.
[00:00:02.885 --> 00:00:09.334]  The transmission is coming to you.
[00:00:09.414 --> 00:00:13.559]  Waging war on corruption.
[00:00:13.820 --> 00:00:19.527]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:23.206 --> 00:00:33.874]  Ladies and gentlemen, it is the fourth day of August 2013.
[00:00:34.755 --> 00:00:39.198]  On this live Sunday edition, I am your host Alex Jones.
[00:00:39.218 --> 00:00:41.580]  We're going to be here as we are every Sunday, 4 to 6 p.m.
[00:00:41.600 --> 00:00:43.342]  Central, for the next two hours.
[00:00:47.369 --> 00:01:03.902]  This happens more and more when I'm about to start a broadcast that I just try to focus as much as I can to cover every bit of news and information we have and to try to lay it all out as best we can understand exactly what's happening.
[00:01:05.023 --> 00:01:15.511]  I got here three hours before the show today and I prepared for the broadcast basically for about four hours before that at home.
[00:01:17.281 --> 00:01:23.984]  And I think I'm almost like a race car driver or something that goes out and does a bunch of laps and almost practices too much beforehand.
[00:01:25.665 --> 00:01:31.408]  Now, you know, some days I come in here 30 minutes before the show and don't do a lot of preparation because I already know what I want to talk about.
[00:01:32.449 --> 00:01:44.955]  But when it gets into a subject like Benghazi, or it gets into a subject like the NSA, or a subject like Obamacare, or a subject like immigration reform,
[00:01:45.811 --> 00:01:54.056]  I start studying the subject, and then get so much knowledge, it's hard to put it all out there.
[00:01:54.436 --> 00:01:57.078]  But I'm going to try to go over it all today.
[00:01:58.679 --> 00:02:07.484]  I think the most amazing facet of it, and what kind of dumbfounds me personally, is that it's 100%
[00:02:09.844 --> 00:02:18.895]  Fact that the White House, Obama, the State Department, the CIA, the Pentagon, ordered a stand down.
[00:02:20.072 --> 00:02:31.834]  And sat there and waited 14 hours to get people on the ground, and it took him over six hours to overrun the embassy substation arms cache and kill the people inside.
[00:02:32.254 --> 00:02:46.637]  It was the front office of a large warehouse complex out back with thousands of heat-seeking missiles, anti-aircraft guns, rocket launchers, so both small, medium, and some heavy arms.
[00:02:48.018 --> 00:03:07.911]  And I've spent the last day going back and digging up the Colonel Schaeffer interviews, the Wayne Madsen interviews, the Dr. Steve Pachenik interviews, where they all laid out in the days, weeks, and months after
[00:03:11.772 --> 00:03:36.093]  Going back ten months ago to September 11th, last year, within just a few days and then weeks and months, they laid it all out that their sources said there was a stand-down ordered by Obama, that there was a giant arms cache there with the ambassador from Turkey being there, and that it was being transferred to Syria, and that the Benghazi security force
[00:03:37.037 --> 00:03:44.062]  Had been ordered to basically go over and kill the ambassador and everybody inside by an unnamed group.
[00:03:44.442 --> 00:03:45.362]  Who do you think pays them?
[00:03:45.402 --> 00:03:45.983]  The White House.
[00:03:47.216 --> 00:03:58.764]  To get rid of witnesses so they could basically have plausible deniability later and say, oh my gosh, Al Qaeda got all these missiles, we've got to take your rights away.
[00:03:59.285 --> 00:04:02.727]  They've got thousands of missiles crippling Europe and the U.S.
[00:04:03.027 --> 00:04:12.174]  We've got to set checkpoints up everywhere and take all your rights and have the TSA, you know, stick their hands down your pants everywhere because of Al Qaeda.
[00:04:12.934 --> 00:04:16.277]  We laid all that out with our guests and our sources.
[00:04:17.315 --> 00:04:26.425]  Who weren't speculating, they were told this by their CIA, FBI, Defense Department, State Department sources.
[00:04:27.526 --> 00:04:31.129]  And then I went back last night, this morning, today, and I watched.
[00:04:31.823 --> 00:04:39.605]  These hour-long interviews with Wayne Madsen, Colonel Schaffer's, Pachinick, Dr. Pachinick, and it was all exactly accurate.
[00:04:40.205 --> 00:04:46.967]  Then I even found Kudlow Reports a month after we broke it with their witnesses saying the same thing on CNBC.
[00:04:47.407 --> 00:04:55.709]  So all this big news coming out, because now CNN's reporting the same thing we've been saying the last few days, is that we've caught them red-handed.
[00:04:56.129 --> 00:04:57.869]  There's no mystery to Benghazi.
[00:04:58.330 --> 00:04:59.850]  We're gonna break all that down when we come back.
[00:05:01.308 --> 00:05:04.070]  Protecting your home with a security system is a must.
[00:05:04.290 --> 00:05:10.335]  But when it comes to protecting your family, your home and belongings, there's no need to sign a long-term contract.
[00:05:10.675 --> 00:05:17.100]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:17.480 --> 00:05:19.422]  Not with SimpliSafe Home Security.
[00:05:19.762 --> 00:05:20.823]  They're the good guys.
[00:05:21.123 --> 00:05:23.765]  You can trust SimpliSafe to protect your family.
[00:05:24.165 --> 00:05:28.468]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[00:05:28.668 --> 00:05:31.949]  You'll get 24-hour protection for just $14.99 a month.
[00:05:32.210 --> 00:05:34.951]  There are no hidden fees and no contracts.
[00:05:35.151 --> 00:05:36.112]  You'll save thousands.
[00:05:36.372 --> 00:05:39.434]  Plus, you're protected by their 100% money-back guarantee.
[00:05:39.754 --> 00:05:42.816]  Protect yourself against home invasions and break-ins.
[00:05:43.196 --> 00:05:47.118]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:47.398 --> 00:05:49.319]  A $25 gift, free.
[00:05:49.739 --> 00:05:52.361]  So don't waste your time dealing with scum.
[00:05:52.721 --> 00:05:54.943]  Visit GetSimplySafe.com.
[00:05:55.263 --> 00:05:57.304]  GetSimplySafe.com.
[00:05:57.524 --> 00:05:59.525]  GetSimplySafe.com.
[00:06:07.130 --> 00:06:12.693]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:06:13.173 --> 00:06:15.735]  You're listening to the Alex Jones Show.
[00:06:31.926 --> 00:06:37.491]  Welcome ladies and gentlemen I am your host Alex Jones and we are here six days a week live.
[00:06:38.112 --> 00:06:42.936]  You have just now tuned into the Sunday edition 4 to 6 p.m.
[00:06:43.196 --> 00:06:45.558]  every single Sunday Central Time.
[00:06:46.199 --> 00:06:48.421]  It is the fourth day of August 2013.
[00:06:51.824 --> 00:06:58.230]  Ladies and gentlemen we have solved the Benghazi mystery and we solved it
[00:07:00.066 --> 00:07:16.247]  We solved it nine months ago, just a few weeks after the September 11th attack on the embassy substation that killed Ambassador Stevens and other CIA State Department personnel.
[00:07:18.115 --> 00:07:35.762]  And we on record with an NSA whistleblower, Wayne Madsen, with the former head of State Department Psychological Warfare, Dr. Steve Pachinik, with the former head of Major Operations in Black Ops, Colonel Tony Schaffer, and other guests we had on.
