[00:00:00.526 --> 00:00:03.429]  Coming to a mailbox near you, the IRS.
[00:00:03.629 --> 00:00:04.570]  I know you can't wait.
[00:00:04.970 --> 00:00:10.835]  Yes, Obamacare goes into play soon, so be prepared for the tax man to bring a bill.
[00:00:11.215 --> 00:00:11.476]  Yay.
[00:00:11.516 --> 00:00:13.257]  We're going to talk to Mike Villardi today.
[00:00:13.317 --> 00:00:17.000]  He worked for the IRS for 22 years as a criminal investigator.
[00:00:17.381 --> 00:00:21.044]  He's going to share with us what exactly is happening with Obamacare today.
[00:00:21.604 --> 00:00:26.589]  And of course, we all pray that it will be repealed so that we can have a good health care plan put together.
[00:00:28.641 --> 00:00:30.102]  Mike, thank you so much for being here.
[00:00:30.122 --> 00:00:31.963]  Hey, thank you for having me, Gigi.
[00:00:32.003 --> 00:00:32.583]  Appreciate it.
[00:00:33.144 --> 00:00:37.526]  So we're talking about Obamacare and the IRS, and they're just not ready, are they?
[00:00:38.347 --> 00:00:38.987]  No, they're not.
[00:00:39.227 --> 00:00:39.808]  They're not ready.
[00:00:40.528 --> 00:00:41.769]  Look, two things have happened.
[00:00:42.029 --> 00:00:43.430]  One is funding has dried up.
[00:00:43.930 --> 00:00:46.352]  So there is a hiring freeze now at the IRS.
[00:00:46.812 --> 00:00:50.514]  And in order to implement Obamacare, they're going to need some additional personnel.
[00:00:50.975 --> 00:00:52.876]  Because what's going to have to happen is this.
[00:00:53.536 --> 00:01:00.543]  They're going to have to send out letters to everybody that does not have health insurance starting in 2014.
[00:01:01.084 --> 00:01:02.786]  Now that's going to be done via your computer.
[00:01:02.806 --> 00:01:10.754]  What they're going to do is they're going to require on your W-2s that it shows whether you are covered by health insurance or not.
[00:01:10.774 --> 00:01:13.637]  In other words, if your employer is providing health insurance for you or not.
[00:01:14.458 --> 00:01:26.900]  Now, if you don't have health insurance, you will get a letter generated by the computer stating that because the IRS has found that you don't have health insurance, you're going to be hit with a bill, and they're going to send you a tax bill.
[00:01:27.380 --> 00:01:42.083]  But you have 30 days to either get the health insurance or supply proof that you have some sort of other insurance that would be okay with them so that you wouldn't have to pay this Obamacare tax.
