[00:00:21.849 --> 00:00:23.551]  Welcome to the Info Wars Nightly News.
[00:00:23.631 --> 00:00:24.873]  I'm your host, Jakari Jackson.
[00:00:25.193 --> 00:00:27.196]  Here's what we have in store for you on this August 26, 2013 edition.
[00:00:31.476 --> 00:00:34.657]  Tonight, is Syria déjà vu all over again?
[00:00:34.677 --> 00:00:36.617]  He's invoking the dead children.
[00:00:36.677 --> 00:00:37.938]  It is really hard to express in words.
[00:00:37.998 --> 00:00:38.558]  Unbelievable!
[00:00:38.778 --> 00:00:39.358]  Look at the dead!
[00:00:39.378 --> 00:00:40.738]  The human suffering that they lay out before us.
[00:00:40.758 --> 00:00:41.678]  Just like the baby incubators.
[00:00:42.219 --> 00:00:48.540]  And, the Defense Department says the founding fathers were extremists that wouldn't be welcome in today's military.
[00:00:49.040 --> 00:00:52.421]  All that and more on tonight's InfoWars Nightly News.
[00:00:53.141 --> 00:00:57.742]  Claim that an attack of this staggering scale could be contrived or fabricated.
[00:00:58.142 --> 00:00:58.242]  Ah!
[00:00:58.402 --> 00:00:59.923]  Needs to check their conscience.
[00:01:00.303 --> 00:01:00.343]  Oh!
[00:01:01.246 --> 00:01:01.927]  And welcome back.
[00:01:02.167 --> 00:01:05.750]  Top story headline, McCain urges very serious U.S.
[00:01:05.910 --> 00:01:07.111]  action on Syria.
[00:01:07.591 --> 00:01:15.357]  McCain, who has long argued for military aid of the Syrian opposition to tip the balance in the conflict, said he was skeptical that the U.N.
[00:01:15.397 --> 00:01:17.999]  team would be able to complete a thorough probe.
[00:01:18.740 --> 00:01:19.300]  Horrific.
[00:01:19.921 --> 00:01:20.441]  Horrific.
[00:01:21.802 --> 00:01:30.249]  And if the United States stands by and doesn't take very serious action, not just launching some cruise missiles,
[00:01:31.553 --> 00:01:38.274]  Then again, our credibility in the world is diminished even more if there's any left.
[00:01:38.686 --> 00:01:47.132]  And I dare say it's because of guys like John McCain who hang out with Syrian Al Qaeda rebels on their summer vacation that we have diminished credibility to begin with.
[00:01:47.512 --> 00:02:01.642]  Now, this whole situation, those comments were based on the red line being crossed, that being chemical weapons being used in Syria, even though in a clip we'll show you a little bit later on Alex Jones's breakdown of the John Kerry speech, John Kerry admits in his speech
[00:02:02.222 --> 00:02:02.602]  That's right.
[00:02:19.795 --> 00:02:24.197]  Let's do a little bit of a rundown, a little bit of breakdown of the history of these type of events.
[00:02:24.217 --> 00:02:27.059]  We have this article, Colin Powell, no good Samaritan.
[00:02:27.499 --> 00:02:41.247]  Now you can see Colin Powell right there dangling his bottle of anthrax and we'll scroll down a little bit to the part it says, at the Memorial Day event, Powell hailed our wounded warriors from Iraq and Afghanistan as the cameras cut to several severely damaged veterans.
[00:02:41.747 --> 00:02:51.771]  Now, this is very similar to what happened today with the John Kerry speech, because right before John Kerry, I mean right before John Kerry came on, they had a Medal of Honor ceremony.
[00:02:51.811 --> 00:02:57.593]  I'm sure very much well-deserved for the soldier, but they had a Medal of Honor ceremony just like with this Colin Powell issue.
[00:02:57.893 --> 00:03:00.534]  They had, you know, cameras showing all the wounded warriors, you know.
[00:03:00.554 --> 00:03:10.258]  So, before we send you over here to die in this pre-emptive conflict, we're just going to get you hyped up and hooped up so you can go over there and die happy and, you know, not make any big fuss about it.
[00:03:10.498 --> 00:03:12.200]  And that's the situation that's going on in here.
[00:03:12.460 --> 00:03:18.745]  And you'll see a whole big breakdown of this and many other things in the Alex Jones breakdown of the John Kerry speech coming up a little bit later.
[00:03:19.086 --> 00:03:23.229]  But let's go to this evident U.S.-bribed Muslim Brotherhood officials.
[00:03:23.269 --> 00:03:24.450]  And don't take my word for it.
[00:03:24.791 --> 00:03:25.812]  Here's Jerome Corsi.
[00:03:26.232 --> 00:03:29.955]  She said further that the Obama administration knows they've supported terrorism.
[00:03:30.436 --> 00:03:39.303]  We're going to open these files so the nations know the truth and the Obama administration is exposed that they have collaborated with terrorists.
[00:03:40.004 --> 00:03:42.426]  And it's this reason that the administration fights us.
[00:03:43.347 --> 00:03:52.735]  So this is a clear attempt by the Egyptian government to out and embarrass the Obama administration for supporting the Egyptian Brotherhood in Egypt.
[00:03:54.261 --> 00:03:56.163]  You know, I'm speechless here.
[00:03:56.183 --> 00:03:57.884]  We have a long 18-minute segment coming up.
[00:03:57.924 --> 00:04:03.189]  I want to give you the floor as best we can to lay all this out, but I don't just believe what they say.
[00:04:03.769 --> 00:04:05.470]  I've done so much research like you have.
[00:04:05.971 --> 00:04:09.614]  I know his cousin Odinga was the treasurer for the Brotherhood.
[00:04:09.674 --> 00:04:10.995]  They burned half the country down.
[00:04:11.516 --> 00:04:13.537]  Obama advised him in emails, as you know.
[00:04:13.557 --> 00:04:14.898]  I want you to give people some history.
[00:04:15.299 --> 00:04:16.260]  So this all fits.
[00:04:17.100 --> 00:04:24.261]  He and his family would become like the offshore dictators of the Middle East, with the Muslim Brotherhood funneling them all the money.
[00:04:24.921 --> 00:04:25.922]  My gosh!
[00:04:26.022 --> 00:04:27.082]  Now it makes sense!
[00:04:27.742 --> 00:04:31.122]  And also, Alex, there's a couple more things about this Malik Obama.
[00:04:31.262 --> 00:04:36.663]  One is, he is also running money for the Sudanese terrorists.
[00:04:36.743 --> 00:04:45.245]  We have him attending a meeting with the President of Sudan, who is wanted by the International Criminal Court for genocide.
[00:04:46.185 --> 00:04:55.015]  Sudan is a terrorist nation, according to the State Department, and Malik is running the money for this organization in Sudan.
[00:04:55.816 --> 00:05:08.349]  Also, Malik Obama has a foundation in the United States, but one C3, that has operated illegally for two years until Lois Lerner retroactively made it all okay at the IRS.
[00:05:08.769 --> 00:05:12.811]  And I definitely encourage you to go to the archives at PrisonPlanet.tv to see that full interview.
[00:05:12.851 --> 00:05:19.174]  It's very informative and you see it's not just Obama, well not just President Obama, there's many Obamas involved in this scandal.
[00:05:19.794 --> 00:05:21.035]  DOD training manual.
[00:05:21.155 --> 00:05:24.656]  Extremist founding fathers would not be welcome in today's military.
[00:05:24.997 --> 00:05:25.857]  I don't doubt that at all.
[00:05:25.877 --> 00:05:29.579]  They don't want people who honor the Constitution and actually abide by their oath.
[00:05:30.259 --> 00:05:40.625]  Judicial Watch recently obtained a Department of Defense training manual, which lists people who embrace individual liberties and honor states' rights, among other characteristics, as potential terrorists.
[00:05:41.065 --> 00:05:49.990]  The manual goes on to bar military personnel from actively participating in such extremist organization activities as publicly demonstrating, rallying,
[00:05:50.390 --> 00:05:52.211]  Fundraising and organizing.
[00:05:52.611 --> 00:05:58.092]  Basically denying active-duty military from exercising the rights they fought so ardently to defend.
[00:05:58.493 --> 00:06:11.677]  So if you want to be active-duty military, and not just active-duty military, it says here, the extremist ideologies described in the American colonists is also referenced as a potential terrorist marker.
[00:06:11.697 --> 00:06:15.578]  So, you know, the people who don't want to be suppressed by tyranny and such
[00:06:16.038 --> 00:06:23.001]  You know, people like George Washington, those are your real extremists, not, you know, the people running guns into Mexico and preemptive wars and all that.
[00:06:23.041 --> 00:06:28.184]  No, if you abide by the Constitution and abide by your oath, then you're the real extremist.
[00:06:28.464 --> 00:06:31.485]  And preparing to defend, to fight these extremists, we have this.
[00:06:31.885 --> 00:06:35.027]  Pentagon prepping for large-scale economic breakdown.
[00:06:35.047 --> 00:06:37.508]  It's a fiscal cliff, and you can see it right there.
[00:06:38.208 --> 00:06:52.325]  You see, the Pentagon and agencies like the Department of Defense, a lot of DOD in the news today, are in full-scale emergency readiness, in their own words, for cataclysmic events that are believed to ultimately ignite riots in the face of chaos and economic collapse.
[00:06:53.840 --> 00:07:03.087]  And it's one of the reasons why we're seeing such a massive amount of spying on activists of all kinds, alternative news writers and personalities, and basically anyone preparing themselves.
