[00:00:21.559 --> 00:00:24.220]  It's Friday, October 11th, 2013.
[00:00:24.360 --> 00:00:31.203]  I'm Alex Jones, and this is an extremely important edition of InfoWars Nightly News.
[00:00:33.564 --> 00:00:37.986]  Tonight, the Obamacare website may be a joke, but don't laugh at the TSA.
[00:00:42.147 --> 00:00:46.049]  And, it was unprecedented when a nuke deputy commander was relieved for cause.
[00:00:46.529 --> 00:00:48.890]  Now, the top nuke commander has been fired.
[00:00:49.330 --> 00:00:50.111]  What's going on?
[00:00:50.851 --> 00:00:54.092]  All that and more on tonight's InfoWars Nightly News.
[00:00:54.112 --> 00:01:01.954]  First off tonight, two separate top nuke commanders have been removed from command in the last month following our internal sources telling us that nukes
[00:01:14.497 --> 00:01:14.757]  We're good.
[00:01:31.671 --> 00:01:47.496]  A Lieutenant General Kerry was removed today, but get this, the Associated Press leaked the information out to the rest of the press, and their reporters said that everyone's scared in government to even talk about the purge of generals that is going on right now.
[00:01:47.576 --> 00:01:49.536]  Normally it'd be big news, you'd know why.
[00:01:49.896 --> 00:01:52.457]  This is getting extremely, extremely suspicious.
[00:01:52.497 --> 00:01:58.039]  And after the first break, Anthony Gucciardi, InfoWars.com and StoryLeaked.com reporter,
[00:01:58.519 --> 00:02:02.320]  You are also reminded that any inappropriate remarks or jokes concerning security may result in your arrest.
[00:02:02.340 --> 00:02:04.821]  We appreciate your cooperation while these measures are in effect.
[00:02:25.868 --> 00:02:26.188]  That's right.
[00:02:26.208 --> 00:02:29.311]  If you go to InfoWars.com, you can read the story by Paul Joseph Watson.
[00:02:29.351 --> 00:02:33.114]  TSA loudspeakers threatens travelers with arrest for joking.
[00:02:33.675 --> 00:02:38.739]  So if you criticize them or if you say, hey, don't touch my junk, there's no reason to arrest you.
[00:02:38.759 --> 00:02:43.683]  They're going to claim disorderly conduct or that you basically pose a security threat.
[00:02:44.284 --> 00:02:45.605]  And it's all pure intimidation.
[00:02:45.645 --> 00:02:47.106]  Law states they can do nothing to you.
[00:02:47.547 --> 00:02:51.029]  The problem is behind closed doors, they may beat your brains out.
[00:02:51.730 --> 00:03:01.662]  It's on record that a lot of airports, folks that have been handed over to the police, have ended up hanging themselves when their handcuffs were cuffed behind their back.
[00:03:02.082 --> 00:03:03.944]  So it's a very, very serious situation.
[00:03:04.425 --> 00:03:06.728]  And it just shows how, hey, your First Amendment's dead.
[00:03:07.088 --> 00:03:09.871]  So now they have TSA checkpoints on the highways.
[00:03:10.572 --> 00:03:12.495]  If I criticize those, will I be arrested?
[00:03:12.515 --> 00:03:15.939]  Because we're such a land of the free, home of the brave.
[00:03:15.979 --> 00:03:20.025]  But hey, at least in the new land of the free, home of the brave, I have Obamacare.
[00:03:20.746 --> 00:03:27.394]  And John Rutherford wrote a really good article, 4infowars.com, where he asks, what's the crash really all about?
[00:03:27.995 --> 00:03:28.596]  And he's right.
[00:03:28.656 --> 00:03:30.737]  Reading his article, it really clicks with all my research.
[00:03:31.338 --> 00:03:34.100]  They knew months ago that the Obamacare exchange wasn't working.
[00:03:34.120 --> 00:03:35.541]  It's just an NSA data hub.
[00:03:35.921 --> 00:03:38.063]  Mike Adams, the programmer, has researched it as well.
[00:03:38.483 --> 00:03:41.265]  Mainstream media has admitted that none of it really works.
[00:03:41.325 --> 00:03:41.866]  It's a fraud.
