[00:00:05.356 --> 00:00:10.182]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.182 --> 00:00:11.784]  You want answers?
[00:00:11.784 --> 00:00:13.326]  Well, so does he.
[00:00:13.326 --> 00:00:17.512]  He's Alex Jones on the GCN Radio Network.
[00:00:17.512 --> 00:00:21.597]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.083 --> 00:00:26.804]  Welcome to the Alex Jones Show!
[00:00:26.804 --> 00:00:31.747]  On this Thursday, December the 5th, 2013, I'm David Knight, and I'll be filling in for Alex today.
[00:00:31.747 --> 00:00:34.228]  We have a packed show.
[00:00:34.228 --> 00:00:40.652]  Alex is going to be joining us later in the show, but we're also going to be joined by Anthony Gucciardi, Leanne McAdoo, and Gigi Ornetta.
[00:00:41.132 --> 00:00:43.855]  We're going to be talking about a lot of breaking news today.
[00:00:43.855 --> 00:00:58.512]  You know it's pretty appropriate that we have the Empire Strikes Back as our theme song as we open up this hour because the top story at InfoWars.com right now is that Chinese state media is bragging of plans to establish a Death Star moon base.
[00:00:59.113 --> 00:01:00.014]  That's right.
[00:01:00.014 --> 00:01:04.638]  As Paul Watson says, it sounds like it's something out of the onion, but they're actually serious about it.
[00:01:04.638 --> 00:01:10.542]  And it's the Chinese official state media that actually draws the analogy.
[00:01:10.542 --> 00:01:18.289]  They say that the experts in China are wargaming how the moon can be transformed into a deadly weapon like the Death Star in Star Wars.
[00:01:18.769 --> 00:01:25.278]  And the moon could hypothetically be used as a military battle station and ballistic missiles could be launched against any military target on Earth.
[00:01:25.278 --> 00:01:31.245]  You know, we need to have Alex here so he could do a spot-on Darth Vader impression that he's able to do.
[00:01:31.245 --> 00:01:34.510]  But he will be with us later, but we're going to be talking about something else once he gets on.
[00:01:35.814 --> 00:01:43.397]  This is set against really the larger rise of Chinese military aggression that we've been seeing over these islands and other places.
[00:01:43.397 --> 00:01:49.660]  Every government wants to build up its importance and the Chinese government is no different from the American government.
[00:01:49.660 --> 00:01:54.863]  They want to make themselves larger and bigger in the eyes of their people.
[00:01:54.863 --> 00:01:56.383]  And they'll go to war if they have to.
[00:01:56.383 --> 00:01:58.124]  They'll create a war if they have to.
[00:01:58.124 --> 00:02:03.427]  And that's something that we have to be on guard against our very own government as well as other governments.
[00:02:04.167 --> 00:02:06.930]  But there's also a big story today about Obama.
[00:02:06.930 --> 00:02:11.435]  And, you know, he's trying to pretend that he is the friend of the working man, friend of the working poor.
[00:02:11.435 --> 00:02:15.779]  We've got this breaking agenda this week of the minimum wage fight.
[00:02:15.779 --> 00:02:19.183]  And we've got fast food workers who are striking for increased wages.
