[00:00:23.027 --> 00:00:24.888]  Welcome to the InfoWars Nightly News.
[00:00:24.968 --> 00:00:26.229]  I'm your host, Jakari Jackson.
[00:00:26.569 --> 00:00:30.572]  Here's what we have in store for you for this December 4th, 2013 edition.
[00:00:32.954 --> 00:00:41.299]  Tonight, the house trembles in fear at plastic guns, while Florida cops fear the dreaded Guy Fawkes Mass.
[00:00:42.320 --> 00:00:46.242]  Could it be because our money is about to vaporize like Detroit pensions?
[00:00:47.143 --> 00:00:50.385]  All that and more on tonight's InfoWars Nightly News.
[00:00:56.892 --> 00:00:57.533]  And welcome back.
[00:00:57.973 --> 00:01:03.277]  Top story headline, mother of Sandy Hook victim, background checks wouldn't have prevented tragedy.
[00:01:03.337 --> 00:01:19.271]  And she's telling the Lord's truth right there, because as we all know, regardless of what you think about the official story of Sandy Hook, Adam Lanza supposedly stole his firearm from somebody who was a legal gun owner, killed them, murdered them for the firearm, and then went and committed his massacre.
[00:01:19.731 --> 00:01:22.874]  So, she is telling the truth that, you know, he stole it from a legal gun owner.
[00:01:22.914 --> 00:01:26.578]  So, Howard, a background check, have prevented this very unfortunate tragedy.
[00:01:26.898 --> 00:01:27.799]  And I definitely respect her.
[00:01:27.839 --> 00:01:31.502]  I'm pretty sure she's caught a lot of flack from the people in the anti-gun movement.
[00:01:31.522 --> 00:01:35.386]  But thank you, Nicole Hockley, for your bravery in speaking out on this issue.
[00:01:35.847 --> 00:01:39.330]  Now, just like this brave woman spoke out, we need to speak out because now we have this.
[00:01:39.750 --> 00:01:42.313]  The House is really worried about 3D printed guns.
[00:01:42.713 --> 00:01:44.375]  So much, it voted to ban them.
[00:01:44.875 --> 00:01:53.719]  Now, this is an extension of the Undetectable Firearms Act, which coincides with the National Firearm Act that the ATF is trying to push, and this is coming up on December 9th.
[00:01:54.039 --> 00:02:01.523]  And later on in the show, we'll be talking to printable gun pioneer Cody Wilson, who's going to tell you about all this stuff, so be sure that you do not miss that interview.
[00:02:02.283 --> 00:02:04.024]  And moving on to more police state measures.
[00:02:04.424 --> 00:02:08.286]  Florida cop arrested for wearing Guy Fawkes mask at Obamacare rally.
[00:02:08.567 --> 00:02:11.088]  You can't have somebody actually having freedom in this country.
[00:02:11.408 --> 00:02:13.829]  And this is the story of Erickson Harrell, age 39.
[00:02:13.869 --> 00:02:14.750]  He's a police officer.
[00:02:15.150 --> 00:02:18.652]  He was protesting Obamacare and he had an upside down flag.
[00:02:19.032 --> 00:02:22.254]  And he was asked by the police to remove his mask and identify himself.
[00:02:22.634 --> 00:02:25.155]  He refused multiple times and was arrested.
[00:02:25.555 --> 00:02:32.137]  I'm not exactly sure what the laws are in Florida, but in the state of Oklahoma, if you're asked to identify yourself by an officer, you're supposed to do it.
[00:02:32.677 --> 00:02:42.039]  If the officer has reasonable cause to come and suspect that you have some wrongdoing, wearing a mask or holding a sign and being at an anti-Obamacare rally is not a crime.
[00:02:42.059 --> 00:02:43.640]  And you can see this footage that we shot.
[00:02:43.880 --> 00:02:45.240]  Now, this isn't that particular rally.
[00:02:45.280 --> 00:02:47.101]  This is some stock B-roll footage that we had.
[00:02:47.381 --> 00:02:51.782]  But a guy was wearing a mask just like this, peaceably assembling, just like you see these guys doing here.
[00:02:52.182 --> 00:02:55.544]  And the police came up and said, hey, you're going to tell us who you are or you're going to jail.
[00:02:55.564 --> 00:02:56.805]  And the guy said, fine, I'll go to jail.
[00:02:57.125 --> 00:02:58.285]  And this is what we're talking about.
[00:02:58.565 --> 00:03:01.407]  When we talk about police, military, you're not immune to this.
[00:03:01.767 --> 00:03:07.890]  Just like every week I go out to the state capitol building and see DPS arresting lawful legal gun owners.
[00:03:08.150 --> 00:03:16.215]  Just like when the guys went to Dallas for the JFK memorial service and people were arrested out there, people were harassed, physically assaulted by the Dallas Sheriff's Department.
[00:03:16.815 --> 00:03:17.675]  And this is what happens.
[00:03:17.775 --> 00:03:21.796]  So keep in mind, when we say you're not immune from this, police, military, remember this.
[00:03:22.076 --> 00:03:27.578]  Keep this in mind because it could be you very well someday when you stop going along with this police state propaganda.
[00:03:28.478 --> 00:03:29.118]  Vaporized.
[00:03:29.358 --> 00:03:31.179]  Detroit obliterates retirement funds.
[00:03:31.619 --> 00:03:32.999]  80% cuts to pensioners.
[00:03:33.359 --> 00:03:35.240]  This is going to affect everyone.
[00:03:35.580 --> 00:03:41.281]  So my question to the city of Detroit, the mayor, the city council, are you guys taking any pay cuts up there?
[00:03:41.662 --> 00:03:43.222]  Because I've seen situations like this.
[00:03:43.522 --> 00:03:51.466]  Back before I worked here at Infowars, I was working for Tulsa County, and the lady said, the HR lady said, excuse me son, do you want to sign up for the retirement plan?
[00:03:51.506 --> 00:04:04.974]  I was like, no, I don't want to sign up for a retirement plan, because even at that time, Mainstream Media, I believe it was on 60 Minutes, did a story about a gentleman who worked as a firefighter and then he had to go back after his retirement and become a mall cop because there's no money to pay him his pension.
[00:04:04.994 --> 00:04:09.516]  So I knew that, well maybe that lady will get her retirement fund someday, but I knew I wouldn't get mine.
[00:04:09.556 --> 00:04:12.818]  So if you're in that kind of situation, I suggest you hold on to your money and
[00:04:13.138 --> 00:04:20.585]  Invested in something worthwhile and also I guess just not be a sucker to the system because it will burn you in the end.
[00:04:21.146 --> 00:04:25.850]  And speaking of getting burned, IRS vulnerable to fraud with Obamacare health subsidies.
[00:04:26.190 --> 00:04:32.857]  And we've seen Obama lie about this again and again and again, but now people are saying it's okay if he lies as long as he has a good heart.
[00:04:33.470 --> 00:04:35.431]  All Americans know politicians lie.
[00:04:35.651 --> 00:04:37.933]  The question is, which lies can you live with?
