[00:00:21.357 --> 00:00:22.979]  Welcome to the Infowars Nightly News.
[00:00:23.059 --> 00:00:26.784]  It's Monday, December 2nd, 2013, and here are our top stories.
[00:00:28.786 --> 00:00:35.274]  Tonight, mainstream media admits Obama is the most hostile president in history towards journalists.
[00:00:36.455 --> 00:00:40.039]  Then, is DHS Googling you before you travel?
[00:00:41.300 --> 00:00:44.383]  And are you ready for Amazon's drone delivery system?
[00:00:44.963 --> 00:00:47.866]  That's next on the Info Wars Nightly News.
[00:00:58.493 --> 00:01:06.057]  Well, as we pointed out last week, in desperation, many retailers, many big box retailers, were opening on Thanksgiving and not waiting until Black Friday.
[00:01:06.077 --> 00:01:07.098]  But as Yahoo!
[00:01:07.138 --> 00:01:11.301]  reports, despite record crowds, spending has actually declined.
[00:01:11.681 --> 00:01:16.984]  They say this is a record number of shoppers, but they spent less for the first time in history.
[00:01:17.784 --> 00:01:21.627]  While the stock market is ballooning with infused cash from the Federal Reserve,
[00:01:22.307 --> 00:01:29.475]  What this is reflecting is the reality that for the middle class, for the lower income people, we actually see jobs declining.
[00:01:29.515 --> 00:01:31.197]  We see things getting much tougher.
[00:01:31.357 --> 00:01:32.118]  Everybody knows that.
[00:01:32.198 --> 00:01:32.919]  Retailers knew that.
[00:01:32.939 --> 00:01:34.901]  That's one of the reasons why they opened up on Thursday.
[00:01:35.562 --> 00:01:38.025]  People are suffering because of the employment situation.
[00:01:38.345 --> 00:01:40.548]  Companies are afraid to hire new people.
[00:01:40.988 --> 00:01:47.353]  They're even converting full-time employees to part-time employees because they're concerned about the rising cost of health care.
[00:01:47.653 --> 00:01:55.559]  Well, in a story from Paul Joseph Watson that was picked up by the Drudge Report today, the DHS is Googling travelers before they enter the U.S.
[00:01:56.440 --> 00:02:10.907]  We see that 50-year-old Ellen Richardson, a Canadian citizen, was told by a DHS official at Toronto's Pearson Airport that she would be refused entry because, quote, I had a hospitalization in the summer of 2012 for clinical depression.
[00:02:11.627 --> 00:02:18.774]  They said you'd be required to undergo medical evaluation by DHS-approved doctors before being accepted into the United States.
[00:02:19.554 --> 00:02:23.598]  And of course, some Canadian MPs got involved in that and looked to see if this is happening elsewhere.
[00:02:23.618 --> 00:02:30.424]  They found other cases where this is happening, as well as a lawyer, Barry Swarden, who said many people have had a similar problem.
[00:02:30.845 --> 00:02:34.048]  And it appears that the Canadian police are turning their database
[00:02:34.588 --> 00:02:35.208]  We're good to go.
[00:02:58.274 --> 00:03:02.658]  It's not just that they can't manage anything, it's that they want to micromanage our lives.
[00:03:02.919 --> 00:03:07.263]  And they're also paranoid and intrusive in the way that they look at our medical histories.
[00:03:07.663 --> 00:03:10.706]  Take a look at what's being used against various families here.
[00:03:10.726 --> 00:03:12.948]  There's a couple of stories that illustrate this.
[00:03:12.988 --> 00:03:21.316]  We've got an Ohio Amish girl, and a chemo case is now doing well, even though the government was trying to mandate that she take chemotherapy.
[00:03:21.856 --> 00:03:34.100]  A relative says that an Ohio Amish girl who was diagnosed with leukemia is continuing her natural treatments while in hiding with her parents because of a legal case over whether she'll be forced to resume chemotherapy.
[00:03:34.761 --> 00:03:43.644]  Now, the attorney for the hospital that demanded that she be given chemotherapy said, the undisputed testimony was that without treatment she would die within six months to a year.
[00:03:44.144 --> 00:03:45.944]  She was last treated in June.
[00:03:46.305 --> 00:03:50.086]  We don't know where she is, what her condition is, or whether she's receiving treatment.
[00:03:50.666 --> 00:03:53.312]  Well, we do know where she is and we do know what her condition is.
[00:03:53.372 --> 00:03:57.582]  She's thriving with natural treatment that she had to go out of the country to get.
[00:03:58.379 --> 00:04:00.160]  But maybe you don't believe in natural therapy.
[00:04:00.180 --> 00:04:02.562]  Maybe you believe that everyone should have chemotherapy.
[00:04:02.602 --> 00:04:07.004]  Maybe you think the doctors should be able to override the family's wishes in this.
[00:04:07.544 --> 00:04:10.326]  Well, if you accept that principle, this is where it leads.
[00:04:10.846 --> 00:04:16.910]  We now see parents receiving threatening letters regarding mandatory medical and dental exams for their children.
[00:04:16.930 --> 00:04:18.391]  This is from Police State USA.
[00:04:18.731 --> 00:04:23.614]  Now in this article we see two letters, one from New York and another one from a Chippewa Indian Reservation.
[00:04:23.914 --> 00:04:24.775]  Now the one from New York
[00:04:25.515 --> 00:04:30.018]  Demands that they take their kids in for a medical exam, for dental exams, and it cites a law.
[00:04:30.058 --> 00:04:32.500]  It doesn't tell them that there is a religious exemption.
