[00:00:22.228 --> 00:00:24.109]  Welcome to the InfoWars Nightly News.
[00:00:24.189 --> 00:00:25.469]  I'm your host, Jakari Jackson.
[00:00:25.730 --> 00:00:29.631]  Here's what we have in store for you on this September 19th, 2013 edition.
[00:00:30.852 --> 00:00:38.855]  Tonight, on the InfoWars Nightly News, a large-scale martial law drill is making last-minute preparations for November.
[00:00:39.475 --> 00:00:40.176]  Are you ready?
[00:00:40.696 --> 00:00:46.198]  Plus, confirmed, Navy Yard Shooter was on antidepressant Trazodone.
[00:00:46.759 --> 00:00:49.560]  All that and more on the InfoWars Nightly News.
[00:00:54.912 --> 00:00:59.933]  Top story tonight, confirmed Navy Yard shooter was on antidepressant Trazodone.
[00:01:00.193 --> 00:01:01.474]  This is by Paul Joseph Watson.
[00:01:02.034 --> 00:01:13.016]  It's been confirmed that the Navy Yard gunman, Aaron Alexis, was on the antidepressant drug Trazodone, providing yet another example of a connection between psychiatric drugs and mass shootings.
[00:01:13.357 --> 00:01:18.978]  Despite the Washington Post attempts to portray the drug as being safe, it is linked to a whole host of side effects.
[00:01:19.298 --> 00:01:22.542]  Including suicidal tendencies, panic attacks, and other things.
[00:01:22.923 --> 00:01:30.231]  And just one example right here, we have eight people were killed and one wounded during a mass shooting in a beauty parlor in Seal Beach, California in 2011.
[00:01:30.412 --> 00:01:35.578]  The killer, Scott Evan Dekarai, was on the same drug as Alexis.
[00:01:35.598 --> 00:01:38.782]  I'm sure this is no surprise to anybody who follows these mass shootings.
[00:01:39.102 --> 00:01:40.763]  Now we have two breaking news stories.
[00:01:40.783 --> 00:01:42.724]  We'll start with this one out of Fukushima.
[00:01:42.764 --> 00:01:46.627]  There's been an earthquake at the Fukushima plant or near the Fukushima plant.
[00:01:46.867 --> 00:01:54.212]  Now this is a very serious situation because people understand the Fukushima plant has been responsible for dumping a good amount of radiation.
[00:01:54.472 --> 00:01:58.314]  They're also dumping radioactive water back into the ocean and so forth.
[00:01:58.635 --> 00:02:02.337]  So a damaged plant with these rods that are pretty much exposed
[00:02:02.757 --> 00:02:02.957]  I think?
[00:02:21.035 --> 00:02:25.119]  FBI, Chicago passes New York as murder capital of the United States.
[00:02:25.479 --> 00:02:34.167]  And keep in mind, Chicago has some of the strictest gun laws in the country, in the United States of America, but it's still the murder capital of the country.
[00:02:34.187 --> 00:02:41.894]  And you would think that a city that has such strict gun control would have an easier job of keeping their crime down, their violent crime down, but no.
[00:02:42.194 --> 00:02:43.576]  Now let's take a look at these numbers here.
[00:02:43.596 --> 00:02:44.757]  You can see it right there on Fox.
[00:02:46.062 --> 00:02:47.523]  And let's take a look at all the cities right here.
[00:02:47.583 --> 00:02:51.466]  I see Dallas at 154, Memphis 133, Oakland 126, and Chicago, New York, Detroit 386.
[00:02:58.519 --> 00:03:05.382]  Wow, that's a very hefty number right there, and you see Indianapolis rounding out the bottom at 101.
[00:03:05.462 --> 00:03:17.387]  And, you know, we say these things, this is gallus humor, of course I'm not happy that anybody in these cities were murdered, but it just goes to show that gun control doesn't work, especially when these people do not have the proper means to defend themselves.
[00:03:18.147 --> 00:03:21.049]  Matt Drudge and Alex Jones, 17-year-old bloggers.
[00:03:21.109 --> 00:03:25.913]  Now, you'll be able to see Matt Drudge's tweet calling Mrs. Feinstein a fascist.
[00:03:25.933 --> 00:03:27.154]  Senator Feinstein, that is.
[00:03:27.695 --> 00:03:35.681]  And the article goes on to say, Senator Feinstein and another Democrat, New York Senator Chuck Schumer, are pushing a bill that claims to shield journalists from the government.
[00:03:36.141 --> 00:03:45.632]  Fine Stein and Schumer like to pretend the proposed laws offer legal protections to journalists engaged in news gathering activities, protections already afforded by the First Amendment.
[00:03:45.952 --> 00:03:51.538]  If the government decides, however, it has reasonable exceptions under national security, it will allow
[00:03:52.119 --> 00:03:56.582]  Federal law enforcement to compel information that would mitigate terrorist activities.
[00:03:57.063 --> 00:04:17.037]  So, in short, this is going to say that if you're a real journalist and you go out there and you have sources and you have people who contact you with information, if the government decides that this person is a terrorist or if you yourself are engaged in any type of terrorist activity, you will be forced to give up your sources and I guess give up yourself as a thing may go on to be.
[00:04:17.057 --> 00:04:20.420]  And remind, just remind yourself that Senator Feinstein
[00:04:20.520 --> 00:04:25.561]  Mrs. Feinstein has said that you're not a real journalist unless you meet her definition of what a real journalist is.
[00:04:25.601 --> 00:04:41.666]  Somebody who earns a salary, and I assure you I meet many people when I go out in the streets, people who make little to no money doing this journalism, doing their activism and so forth, are just as good as anybody else you see on the major networks, and their opinions and insights are just as valid.
[00:04:42.066 --> 00:04:43.846]  So keep that in mind, Mrs. Feinstein.
[00:04:43.866 --> 00:04:48.108]  Quit trying to tell us how to do our job until you can learn how to do yours by reading the Constitution.
[00:04:48.568 --> 00:04:49.368]  We'll move to this now.
[00:04:49.768 --> 00:05:00.303]  We'll be uploading our entire minds to computers by 2045, Google expert claims, and of course this expert is one Mr. Ray Kurzweil, Director of Engineering at Google.
[00:05:00.603 --> 00:05:06.771]  He also claims that the biological parts of our body will be replaced with mechanical parts, and this could happen as early as...
[00:05:07.372 --> 00:05:07.732]  The year 2100.
[00:05:09.053 --> 00:05:15.876]  Kurzweil made the claims during his conference speech at the Global Futures 2045 International Congress in New York.
[00:05:16.236 --> 00:05:16.876]  Kurzweil said,
[00:05:28.410 --> 00:05:30.331]  Now this all goes into the singularity.
[00:05:30.611 --> 00:05:43.155]  And what the singularity is, it's basically the merging of yourself with a machine, giving yourself digital immortality, similar to what you see in the Superman movies, where Superman's father lives on forever in the Fortress of Solitude and so forth.
[00:05:43.375 --> 00:05:44.735]  So this is what Kurzweil wants to do.
[00:05:44.775 --> 00:05:48.276]  He wants to become a real cyborg, Terminator, Iron Man.
[00:05:48.836 --> 00:05:53.698]  And he says he doesn't believe in God, but he'll believe in God once he becomes the singularity.
[00:05:54.338 --> 00:06:01.213]  Coming up after the break, we'll have an in-depth report on the Rothschild family and the occult symbolism they use to celebrate their evil.
[00:06:01.553 --> 00:06:05.441]  And also stick around after that, I'll be talking to David Seaman of the Rise Morning Show.
[00:06:31.431 --> 00:06:34.792]  The Alex Jones Channel is the official page of The Info War.
[00:06:35.192 --> 00:06:37.513]  But don't miss what's happening on our other channels.
[00:06:38.213 --> 00:06:41.133]  The Info Warrior, with the week's best videos.
[00:06:41.714 --> 00:06:45.875]  Prison Planet Live, where Paul Joseph Watson gives his expert analysis.
[00:06:46.615 --> 00:06:50.116]  And keep up with the rest of The Info War's crew on our other pages.
[00:06:51.036 --> 00:06:54.597]  All of our videos are available to repost for educational purposes.
[00:06:56.420 --> 00:07:00.042]  See the sidebar of the Alex Jones channel for the subscription links.
[00:07:00.342 --> 00:07:05.745]  And remember, you can always find our videos in the highest quality by becoming a member of PrisonPlanet.tv
[00:07:11.317 --> 00:07:12.958]  Introducing Pro-1.
[00:07:13.198 --> 00:07:16.720]  All of your filtration in one system, portable, on-the-go.
[00:07:16.860 --> 00:07:21.242]  No more do you have two or three filters to just reduce sodium fluoride.
[00:07:21.382 --> 00:07:27.365]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:07:27.485 --> 00:07:38.250]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:07:38.490 --> 00:07:44.792]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:07:44.972 --> 00:08:01.957]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:08:02.277 --> 00:08:07.358]  Get your Pro-Pure with the new Pro-1 filter today at InfoWarsTore.com or by call
[00:08:14.961 --> 00:08:15.642]  And welcome back.
[00:08:16.122 --> 00:08:20.123]  We see the strange symbolism in the Super Bowl in our films and TV shows.
[00:08:21.064 --> 00:08:23.025]  What is it and how did it grow to predominance?
[00:08:23.465 --> 00:08:25.946]  InfoWars.com has a special investigative report.
[00:08:30.509 --> 00:08:37.257]  Did you know Stanley Kubrick filmed his famous movie Eyes Wide Shut inside the Rothschild family's country estate?
[00:08:49.226 --> 00:08:55.430]  Theories swirl that Kubrick made his movie about the real-life Ultra Elite and their secret occultic gatherings.
[00:08:55.890 --> 00:09:01.354]  Well, take a look at these pictures that show an actual Rothschild event from 1972.
[00:09:01.854 --> 00:09:07.298]  On the surface, it looks like a pretty magnificent surrealist ball, but there are clear occult references.
[00:09:07.958 --> 00:09:14.602]  Much like the film Eyes Wide Shut, occult imagery is hidden throughout the night, starting with the invitations, which were written backwards.
[00:09:14.802 --> 00:09:19.565]  Reversal or inversion of sacred objects is typical of black magic and satanic rituals.
[00:09:19.866 --> 00:09:26.230]  The exterior of the Chateau de Ferrier is lit up in a moving orange light, giving it the appearance of a fiery inferno.
[00:09:26.670 --> 00:09:28.371]  Here's some MK Ultra programming.
[00:09:28.931 --> 00:09:31.413]  Many guests are wearing masks with multiple faces.
[00:09:31.673 --> 00:09:45.989]  Victims of MK-ALTER programming report systematic and ritualized pedophilia, drug and sexual abuse, and torture designed to deliberately shatter the minds of victims into multiple personalities called ALTERs, which can be molded and manipulated at will.
[00:09:46.630 --> 00:09:52.912]  This hat, designed by Dali, also has hidden symbolism of androgyny by having half of Mona Lisa's face.
[00:09:53.212 --> 00:09:57.673]  Harnessing the male and female power is important to practitioners of the left-hand path.
[00:09:58.113 --> 00:10:09.876]  And although Dali traditionally paints ants and grasshoppers in his paintings to evoke death, decay, and trauma, this work of art has scarab beetles, which symbolize the Egyptian mysticism of Osiris, the Sun King.
[00:10:10.296 --> 00:10:16.000]  Bird cages weren't just a popular costume, but they also symbolize physical and psychological bondage.
[00:10:16.320 --> 00:10:20.403]  This guest's costume resembles the famous painting, Son of Man, by Magritte.
[00:10:20.623 --> 00:10:26.287]  Both the apple and the eye of Horus symbolize the forbidden knowledge of Lucifer in the Garden of Eden.
