[00:00:06.345 --> 00:00:07.005]  We're good to go.
[00:00:39.563 --> 00:00:41.364]  Welcome to the InfoWars Nightly News.
[00:00:41.564 --> 00:00:43.845]  I'm David Knight, and it's Thursday, February the 7th, 2013.
[00:00:43.985 --> 00:00:48.107]  Now we have some breaking news out of Los Angeles.
[00:00:48.127 --> 00:00:51.029]  We don't have all the facts, but it's going to be developing.
[00:00:51.049 --> 00:00:55.011]  We'll be covering it at InfoWars.com, but it appears that a former L.A.
[00:00:55.071 --> 00:01:02.274]  police officer has allegedly shot three other police officers, I believe one of whom has died, and there is a double homicide.
[00:01:02.914 --> 00:01:05.655]  Now, there's a couple of aspects of the story that are kind of interesting.
[00:01:06.015 --> 00:01:09.015]  One is that in the zeal to try to find this guy, the L.A.
[00:01:09.075 --> 00:01:14.036]  police have shot up two vehicles that match the description of his car.
[00:01:14.516 --> 00:01:17.517]  In one of these incidences, two women were shot.
[00:01:18.597 --> 00:01:31.539]  And he published a manifesto sent to the press saying that in August of 07, he reported an officer for kicking a suspect using excessive use of force while assigned as a patrol officer in L.A.
[00:01:32.399 --> 00:01:39.182]  And he claims that he has broken the supposed blue line, and because of that, the other officers are out to get him.
[00:01:39.642 --> 00:01:40.822]  We don't know if that's true.
[00:01:41.703 --> 00:01:43.424]  As we said, this is just still breaking.
[00:01:43.904 --> 00:01:50.967]  It is something that sounds kind of like things that have happened before with Serpico, but it just may be a deranged officer.
[00:01:51.027 --> 00:02:01.771]  But at this moment, we've had two incidences where cars matching the description of his vehicle have been shot by the police in essentially what is a reckless manhunt.
[00:02:03.106 --> 00:02:07.868]  Now in other news today, we've had confirmation hearings begin on John Brennan.
[00:02:08.909 --> 00:02:12.911]  Now, he's the Deputy Director for Counterterrorism in the Obama Administration.
[00:02:12.951 --> 00:02:16.552]  He's President Obama's pick for the new Director of the CIA.
[00:02:17.092 --> 00:02:21.414]  Now, leading up to this, we've had a lot of memos be leaked this week.
