[00:00:00.543 --> 00:00:04.526]  President Trump just confirmed what Rudolph Giuliani has been laying out.
[00:00:05.186 --> 00:00:12.731]  They are set to release, what we broke two weeks ago, evidence of Hunter Biden engaged in sex acts with underage minors.
[00:00:12.971 --> 00:00:14.472]  And it's all breaking right now.
[00:00:15.192 --> 00:00:18.715]  And we have what's called the laptop from hell.
[00:00:19.675 --> 00:00:20.596]  The laptop from hell.
[00:00:21.482 --> 00:00:24.944]  From what I've understood, you only have seen a tiny portion of it.
[00:00:25.584 --> 00:00:27.285]  But you know what the press is now doing?
[00:00:27.345 --> 00:00:29.006]  They're blaming Russia!
[00:00:29.606 --> 00:00:30.847]  It's Russia that did it!
[00:00:31.467 --> 00:00:34.109]  Russia's the one that created the laptop!
[00:00:35.229 --> 00:00:37.090]  I told you there are underage girls there.
[00:00:37.270 --> 00:00:37.731]  There are.
[00:00:38.271 --> 00:00:41.733]  I told you there are documents that show that he's getting 10%.
[00:00:42.673 --> 00:00:43.074]  There are.
[00:00:43.514 --> 00:00:46.715]  There are documents that show that he's getting half of what Hunter gets.
[00:00:46.856 --> 00:00:47.276]  There are.
[00:00:54.352 --> 00:00:56.593]  You can say what you want about Rudolph Giuliani.
[00:00:57.454 --> 00:00:59.495]  He was pro-war when I wasn't pro-war.
[00:01:00.176 --> 00:01:05.979]  But no one can deny that he is a former respected federal prosecutor that brought down the mob in New York.
[00:01:06.679 --> 00:01:13.824]  He is not the Steele dossier that the Clintons paid for that was proven to be fake day one and never showed one real piece of evidence.
[00:01:14.664 --> 00:01:16.786]  So when Giuliani came out two weeks ago,
[00:01:17.751 --> 00:01:27.238]  With Chinese dissidents who had seen the laptop and reported that it showed pedophilia, showed illegal acts with Hunter Biden and others, you knew it was accurate.
[00:01:27.799 --> 00:01:30.180]  He's never put out defamation like that.
[00:01:30.220 --> 00:01:32.362]  That would destroy his name forever.
[00:01:32.982 --> 00:01:35.444]  Then the media tried to claim, oh, it's Russian disinfo.
[00:01:35.684 --> 00:01:36.005]  But U.S.
[00:01:36.045 --> 00:01:39.768]  intelligence came out and said, no, it's real from this laptop shop in Delaware.
[00:01:40.268 --> 00:01:43.831]  And so now, two weeks later, they don't deny that the laptop is real.
[00:01:44.511 --> 00:01:45.752]  They just hope you forget about it.
[00:01:46.312 --> 00:01:47.452]  But it's not just a laptop.
[00:01:47.512 --> 00:01:59.197]  In a moment, we're going to play the audio that came out over a week ago with no coverage, which is confirmed, the Biden's haven't denied it, of Hunter Biden talking about getting a million bucks from the head of Chinese intelligence.
[00:01:59.777 --> 00:02:05.920]  He talks about how the Southern District of New York is investigating him in a criminal case and how scared he is.
[00:02:07.398 --> 00:02:08.819]  All of this is happening.
[00:02:08.879 --> 00:02:21.631]  And then on top of it, National File came out over a week ago, they've confirmed this is accurate as well, with Joe Biden's daughter talking about sexual abuse and other bizarre behavior, drug abuse, you name it.
[00:02:22.612 --> 00:02:29.999]  This is a family of very degenerate, insane drug addicts who are clearly mentally ill.
[00:02:30.399 --> 00:02:32.681]  And that's why they're the perfect group for corrupt
[00:02:33.746 --> 00:02:34.506]  We're good to go.
[00:02:53.473 --> 00:03:00.859]  And she was trying to say, again, he's like the Steele dossier that's been proven to be total fraud, when what he's laid out has been proven to be real.
[00:03:01.279 --> 00:03:13.828]  Because the media can't deny this information, they can just try to call it disinformation without ever actually addressing it, because this information will bring down not just the Bidens, but the entire deep state.
[00:03:14.589 --> 00:03:19.993]  And when you look at these photographs that are disgusting and horrible, the Chinese have every single one of them.
[00:03:21.175 --> 00:03:23.956]  Chinese have every single one, probably 10 times more.
[00:03:25.136 --> 00:03:32.018]  Because what the Chinese government has been doing, and a country was totally undefended against this, is setting Biden up.
[00:03:33.118 --> 00:03:35.179]  Putting him in a position where he's totally compromised.
[00:03:36.079 --> 00:03:39.180]  They've now given him so much money, he's totally compromised.
[00:03:39.620 --> 00:03:41.681]  They now have pictures of his son doing things that
[00:03:43.925 --> 00:03:45.207]  Doing things that I can't describe.
[00:03:45.747 --> 00:03:46.668]  Some of which are illegal.
[00:03:47.009 --> 00:03:49.872]  And some could say that you were acting like Christopher Steele.
[00:03:49.892 --> 00:03:50.093]  Kennedy?
[00:03:50.373 --> 00:03:54.718]  That you were abstracting information and because... You've got to be kidding me.
[00:03:54.939 --> 00:03:57.242]  I was acting like Christopher Steele?
[00:03:57.262 --> 00:04:01.226]  That's what it sounds like when you look at the people... You better apologize for that.
[00:04:02.330 --> 00:04:08.555]  I mean, I've been a United States Attorney, Associate Attorney General, Mayor of New York City, and a member of the Bar for 50 years.
[00:04:08.876 --> 00:04:12.339]  I've never been accused of anything, and you're accusing me of being Christopher Steele?
[00:04:12.739 --> 00:04:22.467]  I'm accusing you of acting in a capacity similar to Christopher Steele, and that you were going back and forth between Ukraine and the United States.
[00:04:22.607 --> 00:04:27.371]  What you are saying is an outrageous defamation of me!
[00:04:28.450 --> 00:04:29.450]  Of my reputation.
[00:04:30.411 --> 00:04:31.971]  Every single thing is here.
[00:04:32.572 --> 00:04:34.973]  And I want you to look at it, and then you apologize to me.
[00:04:34.993 --> 00:04:35.733]  I would gladly look at it.
[00:04:37.414 --> 00:04:45.077]  Well, you can come to my office, and you can look at it, and tomorrow night you can apologize to me for standing on my Christmas deal.
[00:04:45.797 --> 00:04:47.638]  I told you there are underage girls there.
[00:04:47.858 --> 00:04:48.298]  There are.
[00:04:48.838 --> 00:04:52.280]  I told you there are documents that show that he's getting 10%.
[00:04:52.900 --> 00:04:53.660]  There are.
[00:04:54.080 --> 00:04:57.262]  There are documents that show that he's getting half of what Hunter gets.
[00:04:57.422 --> 00:04:57.842]  There are.
[00:04:58.823 --> 00:05:03.209]  And when they're there, I want you to apologize to me, because you just defamed me!
[00:05:03.230 --> 00:05:05.793]  And that's outrageous, because you have no basis for that!
[00:05:06.494 --> 00:05:13.064]  I came on your show in good faith to give you evidence that is being withheld from the American people, and I get defamed!
[00:05:13.925 --> 00:05:14.706]  That's outrageous!
[00:05:15.455 --> 00:05:17.577]  We're only a few days away from the election.
[00:05:18.198 --> 00:05:29.649]  And my White House sources, as well as Fox News sources, tell me that by tomorrow, more information is about to break concerning the Hunter Biden laptop that dwarfs anything that's been released so far.
[00:05:30.610 --> 00:05:34.054]  And we have what's called the laptop from hell.
[00:05:35.140 --> 00:05:36.221]  A laptop from hell.
[00:05:36.881 --> 00:05:40.363]  From what I've understood, you only have seen a tiny portion of it.
