[00:00:15.505 --> 00:00:16.270]  InfoWars.
[00:00:16.632 --> 00:00:17.518]  Tomorrow's news.
[00:00:17.820 --> 00:00:18.162]  Today.
[00:00:35.274 --> 00:00:37.695]  Lights out, ladies and gentlemen, lights out.
[00:00:38.015 --> 00:00:40.676]  The curfew is going into place.
[00:00:41.537 --> 00:00:42.937]  Incremental martial law.
[00:00:43.698 --> 00:00:46.479]  But in a true authoritarian state, we don't tell you it's martial law.
[00:00:47.339 --> 00:00:52.101]  We just tell you we'll lock you up for six months unless you've got the proper pass to be out after dark.
[00:00:52.842 --> 00:00:57.444]  And then, at nine o'clock every night, lights out, lights out, lights out.
[00:00:57.464 --> 00:01:02.086]  Conserve energy here in the fatherland, here in the homeland.
[00:01:03.305 --> 00:01:08.625]  They've announced in Europe last week that they're going to order Netflix and YouTube and Google and others.
[00:01:09.821 --> 00:01:14.143]  To only put out less than HD because it might hurt the bandwidth of others.
[00:01:14.204 --> 00:01:15.384]  That's just a test of power.
[00:01:15.925 --> 00:01:21.548]  And now they're announcing here in the United States, don't play video games during peak times in the morning or the afternoon or night.
[00:01:21.988 --> 00:01:26.591]  Other people need their internet while they're locked up in their houses, video gamers.
[00:01:27.051 --> 00:01:28.712]  You're bad as well.
[00:01:29.412 --> 00:01:33.755]  The state is going to tell you what you can do.
[00:01:35.725 --> 00:01:43.970]  You know, you read about martial law and tyranny in Ceausescu's Romania, where they told people lights out at nine o'clock at night, and then a few years later, he just took electricity away from them altogether.
[00:01:45.270 --> 00:01:48.272]  And so you get it two hours a day if you behave yourselves.
[00:01:48.952 --> 00:01:51.934]  It's all about power and all about control.
[00:01:51.954 --> 00:01:57.617]  But in the central city of the Romanian dictator's palace, it was lit up like a Christmas tree.
[00:01:57.637 --> 00:02:02.740]  And he'd stare down when the sun set at night and everything was darkness.
[00:02:04.198 --> 00:02:08.543]  And the people in the Communist country didn't even have money for candles.
[00:02:09.304 --> 00:02:15.450]  And if they saw light coming from your house at night, you might get a... Why do you have a light?
[00:02:16.552 --> 00:02:19.715]  You're not allowed to... Seriously, look at the history books.
[00:02:20.636 --> 00:02:23.940]  And so you're all learning right now, aren't you?
[00:02:25.359 --> 00:02:29.320]  Trump, seven weeks ago, did not want to have the big crackdown, said everything was OK.
[00:02:29.620 --> 00:02:31.861]  The media said that he was bad and going to make it worse.
[00:02:32.561 --> 00:02:34.422]  Then he said, OK, I'll block Chinese flights.
[00:02:34.622 --> 00:02:39.784]  He was bad then, even though the left now is saying he hasn't done enough.
[00:02:41.041 --> 00:02:49.744]  I got a call from a TxDOT source today, and someone well known to me, and he was saying that they've been told that they're going to start having nighttime curfews.
[00:02:49.804 --> 00:03:00.588]  I know other states have been announcing those, but Governor Abbott said that 200 plus Texas counties, we have so many counties here, the most finished state, big state, second largest state in the country after Alaska,
[00:03:01.408 --> 00:03:14.271]  That is, geographically, the amount of square miles that he wants the big cities like Houston, Dallas, San Antonio, Austin to lock down and shelter in place, but not the rest of the state until there's cases there.
[00:03:14.311 --> 00:03:16.071]  So I guess he isn't around to that yet.
[00:03:17.051 --> 00:03:19.051]  Senator Rand Paul has tested positive for the virus.
[00:03:19.091 --> 00:03:19.852]  He's feeling fine.
[00:03:21.512 --> 00:03:24.633]  And so we're going to be laying all of this out and more.
[00:03:24.793 --> 00:03:26.833]  And step aside Bernie Sanders.
[00:03:28.203 --> 00:03:30.484]  With the guaranteed personal income and all the rest of it.
[00:03:30.504 --> 00:03:33.104]  All the free money that leaves the Zimbabwe and Weimar Republic.
[00:03:33.565 --> 00:03:34.065]  Inflation.
[00:03:34.645 --> 00:03:37.546]  Trump first was going to have a trillion dollar stimulus five days ago.
[00:03:38.066 --> 00:03:40.007]  And two thousand dollars per family.
[00:03:40.347 --> 00:03:43.147]  But the stock market plunge is so great with the media hysteria.
[00:03:43.528 --> 00:03:46.228]  He's now saying four trillion dollars into the economy.
[00:03:46.529 --> 00:03:49.469]  Directly to big corporations and individuals.
[00:03:49.489 --> 00:03:51.130]  But you know the big corporations get the lion's share.
[00:03:52.452 --> 00:03:55.415]  And that $3,000 for a family of four.
[00:03:56.256 --> 00:03:58.658]  If that doesn't create inflation, I don't know what will.
[00:03:58.698 --> 00:04:07.706]  But the media, and the chi-coms, and the EU, and everyone hyping up that it's the end of the world... Do you want the Depression to just absolutely be a certainty?
[00:04:08.467 --> 00:04:09.028]  I'll say this...
[00:04:10.250 --> 00:04:12.711]  We passed the point of fiscal responsibility a long time ago.
[00:04:13.552 --> 00:04:15.413]  They're devaluing currencies worldwide.
[00:04:15.433 --> 00:04:17.153]  There's now a race of devaluation.
[00:04:17.413 --> 00:04:20.975]  And all that matters is whose currency is left standing at the end.
[00:04:21.135 --> 00:04:24.817]  It's the last currency standing, the last man standing scenario.
[00:04:24.877 --> 00:04:27.278]  But we are in the new world order right now.
[00:04:27.718 --> 00:04:38.904]  And all these different factions of the globalists are pushing to set up a surveillance grid, legitimize the surveillance grid, get rid of cash, break up the family, forced inoculation, medical tyranny.
[00:04:40.677 --> 00:04:44.480]  The list goes on and on, and the Justice Department, it turns out, I looked into it, it's true.
[00:04:45.060 --> 00:04:47.142]  I just believe something's in political Rolling Stone.
[00:04:47.923 --> 00:04:54.107]  Quietly went to Congress and said, we want to suspend habeas corpus and access the courts and have citizens disappear for a year!
[00:04:54.508 --> 00:04:56.169]  Not just for Corona, but for anything!
[00:04:56.830 --> 00:04:57.530]  Yes.
[00:04:58.371 --> 00:04:59.331]  Dangerous times.
[00:05:04.836 --> 00:05:08.779]  You are listening to an InfoWars.com Frontline Report.
[00:05:11.380 --> 00:05:15.501]  If you are receiving this transmission, you are the resistance.
[00:05:22.903 --> 00:05:31.486]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:05:32.066 --> 00:05:37.468]  And here we are, my friends, broadcasting worldwide with the biggest audiences we've ever had.
[00:05:37.488 --> 00:05:38.168]  And you know why?
[00:05:39.289 --> 00:05:44.167]  It's because everything we've talked about is happening just exactly as we laid it out.
[00:05:45.595 --> 00:05:46.135]  How do we do it?
[00:05:46.295 --> 00:05:51.779]  Well, I'll lay it out today and tell you what's coming next if the Globalists continue on their path.
[00:05:52.520 --> 00:06:08.750]  You know, if I was a person and found a sea captain's chart planning his next voyage across the ocean that he, say, left at a bar or left at a library, and I looked at it, I would know his next mission that he was getting ready for the next week.
[00:06:08.850 --> 00:06:12.533]  And if I wanted to get a ship and follow him, I would know where he was going.
[00:06:14.226 --> 00:06:15.347]  That's how I knew all this.
[00:06:16.567 --> 00:06:18.088]  Because the globalists are very arrogant.
[00:06:18.929 --> 00:06:21.090]  And they're in our face and think we're stupid.
[00:06:21.110 --> 00:06:24.532]  I think we won't actually read their white papers and battle plans.
[00:06:25.092 --> 00:06:28.494]  What the Council on Foreign Relations of the UN, the IMF and World Bank say.
[00:06:28.814 --> 00:06:31.396]  But I do read what they say.
[00:06:32.096 --> 00:06:32.937]  Five years ago...
[00:06:34.039 --> 00:06:43.163]  At Davos, up on a mountaintop in Switzerland, the public Bilderberg group, Davos group met, and the headlines were, world technocrats to rule the planet.
[00:06:44.023 --> 00:06:47.504]  New world order, world government to replace national governments.
[00:06:49.145 --> 00:07:01.390]  Technocrats who are unelected will soon control the planet using economic crises, migrant flows, and wait for it,
[00:07:03.456 --> 00:07:11.662]  A disease X outbreak, probably a respiratory disease, probably out of China.
[00:07:14.284 --> 00:07:21.029]  Those criminals love to brag, the globalist up there, the George Soros's, the Herman Van Rompuy.
[00:07:26.494 --> 00:07:29.216]  All of them, they love
[00:07:32.657 --> 00:07:36.079]  The head of the EU and all of them to get up there and just tell you what they're gonna do years later.
[00:07:36.559 --> 00:07:39.301]  So then about a year and a half ago, UN says disease X coming.
[00:07:39.961 --> 00:07:42.683]  It's gonna come out of China, probably respiratory, probably coronavirus.
[00:07:43.023 --> 00:07:48.906]  It's gonna kill 65 to 100 million people worldwide and you will accept world government out of it.
[00:07:49.587 --> 00:07:54.830]  And then in November, five months ago, Bill Gates
[00:07:56.311 --> 00:08:02.892]  Came out and had his tabletop exercise, 2-0-1, where 65 million die from a coronavirus.
[00:08:03.933 --> 00:08:04.833]  Event 2-0-1.
[00:08:06.593 --> 00:08:09.854]  And he had a vaccine ingredient, I mean, it's ready.
[00:08:11.574 --> 00:08:15.255]  The coded virus of COVID-19, the QICOM attack weapon.
[00:08:17.796 --> 00:08:21.817]  And they incubated it in China, and they had the big freakout, and it's been scanned by major universities.
[00:08:22.097 --> 00:08:22.837]  It's man-made.
[00:08:24.574 --> 00:08:32.725]  We first told you that eight weeks ago, and now you see the Communist Chinese are saying on their official national TV that it's Trump's fault, ladies and gentlemen.
[00:08:33.906 --> 00:08:37.150]  That it's all President Trump's fault.
[00:08:39.714 --> 00:08:41.256]  And that the US government launched it.
[00:08:43.823 --> 00:08:45.644]  And the media is actually trying to agree with it.
[00:08:46.145 --> 00:08:50.187]  But when I said it was the Chai Kams and the Globalist Deep State, oh, I was bad.
[00:08:50.688 --> 00:08:52.529]  That's just crazy that Jones is saying that.
[00:08:52.729 --> 00:09:03.696]  Go back eight weeks ago, seven weeks ago, six weeks ago, there's all these London Guardian and New York Times and others have articles saying this evil Jones is saying it's man-made with no evidence.
[00:09:03.816 --> 00:09:10.081]  Oh, no, just major universities in the United States, in Europe, in India, scanning it.
[00:09:10.101 --> 00:09:12.162]  And the author of the U.S.
[00:09:12.202 --> 00:09:13.563]  biological weapons law
[00:09:15.724 --> 00:09:25.251]  That then became world law, Dr. Francis Boyle, and all these people are saying the same thing, but I'm just up here, you know, seven weeks ago, eight weeks ago, telling you this before anybody else.
[00:09:26.212 --> 00:09:34.478]  And it's not about me sitting up here saying, oh, look, I told you over and over again, it's about understanding the reality of what we're facing.
[00:09:36.599 --> 00:09:38.440]  Whether this virus kills 200,000 people or 30,000 people,
[00:09:41.021 --> 00:09:43.203]  We're told 4,000 died in China.
[00:09:43.543 --> 00:09:45.425]  Over 4,000 have now died in Italy.
[00:09:50.550 --> 00:09:51.851]  We're told it peaked in China.
[00:09:52.411 --> 00:09:54.633]  The flu kills 35,000 every year in the U.S.
[00:09:54.693 --> 00:09:55.014]  alone.
[00:09:55.694 --> 00:09:56.915]  Why are we panicking then?
[00:10:00.038 --> 00:10:07.265]  Because it's the response and the hysteria and the lockdowns that are already causing us to go into a depression.
[00:10:08.547 --> 00:10:14.671]  And now Trump is saying four or five days ago they're gonna inject one trillion into the economy and give each family $2,000.
[00:10:15.051 --> 00:10:18.553]  Now it's four trillion and it's...
[00:10:21.636 --> 00:10:22.357]  3,000 per family.
[00:10:22.397 --> 00:10:25.079]  Will that stop the stock market sliding tomorrow?
[00:10:25.340 --> 00:10:28.022]  Is there no end to what we've gotten into?
[00:10:28.823 --> 00:10:42.015]  You watch the press briefings, and the press is frothing like pit bulls, starving to death, trying to snap at the president like he's a giant side of beef that's been rotisseried on a spit.
[00:10:44.028 --> 00:10:45.590]  And you did a terrible job.
[00:10:45.650 --> 00:10:46.811]  China's done a great job.
[00:10:46.851 --> 00:10:48.073]  You're a horrible person.
[00:10:48.753 --> 00:10:50.355]  You need to declare martial law.
[00:10:50.415 --> 00:10:51.316]  You need to do more.
[00:10:52.397 --> 00:10:54.780]  Knowing that'll take the economy.
[00:10:55.861 --> 00:10:57.663]  The Chinese PSYOP weapon cripples U.S.
[00:10:57.703 --> 00:10:58.124]  economy.
[00:10:58.544 --> 00:11:01.107]  Panic Trump injects $4 trillion to the U.S.
[00:11:01.367 --> 00:11:02.028]  They say in the next 90 days.
[00:11:04.264 --> 00:11:17.694]  And the media that said Xi Jinping did a wonderful job lines up against our president and our country because they're enemies of the nation who hate the country's existence and who said they wanted to see the president and America fail because they're globalists.
[00:11:18.354 --> 00:11:22.137]  And the fact that they even operate and the fact that their sponsors operate.
