[00:00:15.524 --> 00:00:16.265]  InfoWars.
[00:00:16.625 --> 00:00:17.486]  Tomorrow's news.
[00:00:17.806 --> 00:00:18.106]  Today.
[00:00:28.584 --> 00:00:36.446]  We have comments from Washington Post and other people trying to link the people who are showing up to redress their grievances with the Democrat majority.
[00:00:36.466 --> 00:00:43.048]  You know, this is the first time they've had a Democrat majority since 1994-95 in Virginia.
[00:00:43.428 --> 00:00:48.150]  And folks, this is not the Democrat Party of 25 years ago.
[00:00:48.970 --> 00:00:51.711]  They have become radical authoritarians.
[00:00:52.583 --> 00:00:55.404]  And so we're going to be talking to Alex later in the program.
[00:00:56.145 --> 00:00:57.225]  He's there in the area.
[00:00:57.265 --> 00:00:58.546]  He'll be giving us an update.
[00:00:58.626 --> 00:01:00.867]  Of course, we do have an update at Infowars.com.
[00:01:00.907 --> 00:01:02.148]  Scenes from the Virginia Capitol.
[00:01:02.788 --> 00:01:06.550]  We have militarized police arriving in Richmond.
[00:01:07.429 --> 00:01:12.773]  As I point out, take a look at this picture of this armored vehicle.
[00:01:12.893 --> 00:01:21.118]  It looks like it's a bulldozer with an armored outhouse in front of it.
[00:01:21.318 --> 00:01:22.139]  But they call it a Rook.
[00:01:22.559 --> 00:01:24.460]  A Rook armored SWAT carrier.
[00:01:24.480 --> 00:01:27.542]  So I guess it's a Rook to take out all the pawns.
[00:01:27.602 --> 00:01:30.964]  Or maybe it's a Rook to assault your castle with.
[00:01:30.984 --> 00:01:31.985]  Because that is your home.
[00:01:32.765 --> 00:01:33.266]  Your castle.
[00:01:34.231 --> 00:01:38.792]  They are assaulting your very rights and it's not just the guns.
[00:01:39.472 --> 00:01:47.054]  I mean that is very important what they're doing but we have to understand the Democrats have a very wide agenda that's not being talked about.
[00:01:47.595 --> 00:01:58.437]  We've got two bills that have been introduced to inject mandatory vaccines into education and into everything else in people's lives.
[00:01:58.557 --> 00:02:00.038]  We have bills that have been put up
[00:02:00.782 --> 00:02:05.024]  To change the way the Electoral College works there in Virginia.
[00:02:05.084 --> 00:02:08.646]  To allow the governor of Virginia to serve two terms instead of one.
[00:02:09.546 --> 00:02:16.410]  Virginia is the only state, I believe, that allows the governor to only serve one term.
[00:02:16.550 --> 00:02:17.570]  I think that's a good idea.
[00:02:18.271 --> 00:02:19.351]  And they want Ralph Northam.
[00:02:19.972 --> 00:02:20.972]  Governor Coonman.
[00:02:21.712 --> 00:02:24.854]  The guy who dressed up in blackface and he didn't do it.
[00:02:25.664 --> 00:02:28.327]  As a joke, he didn't do it to honor anybody.
[00:02:28.948 --> 00:02:30.990]  It was perhaps the most racist.
[00:02:31.010 --> 00:02:36.797]  We've had a lot of people who I think have been mischaracterized because they dress in a Halloween costume.
[00:02:36.897 --> 00:02:38.879]  I don't think that was a mischaracterization of Coon Man.
[00:02:39.159 --> 00:02:40.181]  But nothing the guy does.
[00:02:40.201 --> 00:02:42.043]  Whether he talks about killing kids.
[00:02:42.683 --> 00:02:47.744]  By setting them aside over, you know, just comfort care is what they call it.
[00:02:48.265 --> 00:03:05.789]  And of course, what people did not realize until the governor of Virginia mentioned it was that that has been a standard of quote-unquote care for children that they tried to abort and then managed to survive the attempt to murder them, tear them apart limb by limb.
[00:03:05.809 --> 00:03:08.830]  They stick them over on the side and then let them die.
[00:03:10.057 --> 00:03:11.257]  And they call that comfort care.
[00:03:11.297 --> 00:03:13.698]  Now, that was something that came out during the Gosnell trial.
[00:03:14.198 --> 00:03:18.420]  The jury that was selected for the Gosnell trial was absolutely stunned.
[00:03:18.560 --> 00:03:25.042]  Even though they were pro-abortion, they had to support Roe v. Wade in order to be selected as a juror.
[00:03:25.722 --> 00:03:33.445]  And so, in the same way as Ralph Northam explained to the rest of America what standard practice was in many states already,
[00:03:34.162 --> 00:03:34.863]  People couldn't believe it.
[00:03:34.903 --> 00:03:36.504]  They thought this was something new in Virginia.
[00:03:37.365 --> 00:03:40.227]  What is going on in Virginia is not just about Virginia.
[00:03:40.247 --> 00:03:42.589]  It'd be bad enough if it was limited to that.
[00:03:43.690 --> 00:03:53.978]  But the mandatory vaccinations, the messing with the Electoral College, legalizing voter fraud, all these different aspects are happening now in Virginia.
[00:03:54.418 --> 00:03:55.599]  And they're coming from the Democrats.
[00:03:57.020 --> 00:04:02.805]  Last week, we had Roger Scruton, a conservative out of the UK, passed away.
[00:04:02.825 --> 00:04:04.827]  A lot of people are looking at a lot of his work.
[00:04:04.867 --> 00:04:08.930]  I'm not that familiar with his work, but I saw one thing where he was spot on.
[00:04:09.811 --> 00:04:17.517]  And what he said was, totalitarianism, we're not talking just about authoritarianism here, we're talking about totalitarianism.
[00:04:18.017 --> 00:04:25.424]  It means that there's no restrictions on the central government's powers and everything, everything, every detail of your life,
[00:04:26.069 --> 00:04:26.850]  We'll be right back.
[00:04:26.870 --> 00:04:28.070]  Stay with us.
[00:04:45.430 --> 00:04:50.717]  And now this has become a national emergency, a declared state of emergency in Virginia.
[00:04:51.238 --> 00:05:00.531]  And we had the group that Virginia Citizens Defense League and Gun Owners of America filed an appeal that went all the way to the Supreme Court.
[00:05:01.425 --> 00:05:07.731]  Trying to say the governor of Virginia is trying to create an emergency out of nothing.
[00:05:07.911 --> 00:05:16.118]  And many people, including state representatives, are worried that there is a false flag that is being set up here as well.
[00:05:16.158 --> 00:05:18.921]  But let's talk about what happened at the Supreme Court.
[00:05:19.947 --> 00:05:32.555]  Uh, when the governor issued his order on Wednesday, as Gun Owners of America says, the unconstitutional order, and I think that it was, I think what he's trying to do is to shut down the First Amendment as well.
[00:05:33.175 --> 00:05:38.339]  You know, Democrats, uh, everywhere, in every aspect of our life,
[00:05:39.059 --> 00:05:44.608]  They will tell you what you can say, what you can do, and this is just another example of it.
[00:05:44.649 --> 00:05:49.897]  They said, remarkably, the Virginia Supreme Court did not reject our arguments on their merits.
[00:05:51.059 --> 00:05:52.401]  But they declined to rule.
[00:05:53.297 --> 00:05:58.879]  Asserting that there was insufficient evidence to determine whether the circuit court had abused its discretion.
[00:05:58.919 --> 00:06:10.344]  So what they're saying is, we're not going to hear this because, you know, regardless of the merits that you've got here, we're not going to talk about judicial supremacy.
[00:06:10.464 --> 00:06:12.125]  And that is the key issue here, folks.
[00:06:12.865 --> 00:06:18.808]  We have got to stop appealing to the judiciary for everything.
[00:06:19.813 --> 00:06:20.153]  Everything.
[00:06:20.193 --> 00:06:24.095]  I talk about this frequently on my show here in the mornings.
[00:06:24.135 --> 00:06:27.917]  Just like Cato the Elder said after every speech, regardless of what the topic was.
[00:06:28.577 --> 00:06:29.578]  Oh, and one more thing.
[00:06:30.999 --> 00:06:32.179]  Carthage must be destroyed.
[00:06:32.219 --> 00:06:36.001]  Well, the enemy of the American Republic is not some foreign enemy.
[00:06:36.962 --> 00:06:47.727]  It is the federal judiciary and the idea that judges will set in judgment of everything that people do in their own private lives, every detail of our lives.
[00:06:48.479 --> 00:06:59.843]  That they will define when life begins, they will define what marriage is, they will tell the president whether or not he can overthrow or overturn an executive order from the previous president.
[00:06:59.903 --> 00:07:05.925]  I mean, if Obama's got the authority to put in an executive order saying he's not going to enforce immigration law.
[00:07:06.892 --> 00:07:11.895]  Why is it that Trump is not allowed to say, well, that was what he said with his executive order.
[00:07:11.955 --> 00:07:15.537]  Now I'm going to have an executive order saying we are going to enforce immigration law.
[00:07:15.777 --> 00:07:22.522]  You have one federal judge out of hundreds or thousands that will come in and say, well, you can't do that.
[00:07:23.542 --> 00:07:25.303]  And then everything stops for years.
[00:07:26.524 --> 00:07:28.185]  This is judicial tyranny.
[00:07:28.225 --> 00:07:30.807]  And it comes from the idea of judicial supremacy.
[00:07:30.907 --> 00:07:36.330]  And here again, in this order, coming from the Virginia State, well, we're not going to say the circuit court.
[00:07:37.319 --> 00:07:38.241]  Doesn't have authority here.
[00:07:38.261 --> 00:07:39.202]  Of course they have authority.
[00:07:39.222 --> 00:07:43.247]  They're never going to challenge anything that any judge ever says.
[00:07:44.369 --> 00:07:46.492]  And there are ways that we can do this peacefully.
[00:07:47.742 --> 00:07:49.643]  We can challenge them with nullification.
[00:07:49.783 --> 00:07:52.244]  We can challenge them with state nullification.
[00:07:52.604 --> 00:07:54.005]  We can do it at the county levels.
[00:07:54.025 --> 00:07:57.026]  That's what all of this sanctuary city stuff is about.
[00:07:57.127 --> 00:08:00.188]  I think that is a very, very positive outcome.
[00:08:00.828 --> 00:08:05.691]  We have sanctuary cities for the Second Amendment that have sprung up all over Virginia.
[00:08:05.711 --> 00:08:07.732]  A lot of different jurisdictions.
[00:08:07.752 --> 00:08:11.834]  And of course, even here in Texas now, we have three cities
[00:08:12.725 --> 00:08:32.717]  That have declared themselves sanctuary cities for life, saying we are not going to, because the Supreme Court at one point in time decided, well, okay, you can kill, if you want to, any baby in the first trimester, and we're not going to allow you to protect that baby's life.
[00:08:32.857 --> 00:08:35.599]  You can protect it in the second and third trimester if you want, but not in the first.
[00:08:36.786 --> 00:08:39.508]  Just arbitrarily cutting the baby in thirds like that.
[00:08:39.828 --> 00:08:44.732]  And so you've got three areas here in Texas saying we're going to be sanctuary cities for that.
[00:08:44.772 --> 00:08:45.372]  That's the way you do it.
[00:08:45.572 --> 00:08:54.778]  You nullify, based on the 9th and 10th Amendment, you nullify these power usurpations by the federal government.
[00:08:54.839 --> 00:08:56.500]  And it's typically the judiciary.
[00:08:57.520 --> 00:09:00.783]  The federal government is not above the state and local governments.
[00:09:01.775 --> 00:09:04.819]  And the judiciary is not above the other branches of the government.
[00:09:05.380 --> 00:09:08.323]  We have to understand that or we're going to continue to lose ground.
[00:09:08.363 --> 00:09:11.427]  As a matter of fact, we talk about nullification in Virginia.
[00:09:11.527 --> 00:09:17.194]  We now have, as of just the last day, and this has happened since November the 6th,
[00:09:18.305 --> 00:09:27.893]  We've had 136 counties, towns, and cities declare themselves to be Second Amendment sanctuary counties in Virginia.
[00:09:27.913 --> 00:09:27.893]  136.
[00:09:28.133 --> 00:09:30.875]  That's called nullification.
[00:09:31.395 --> 00:09:32.636]  Peaceful nullification.
[00:09:33.217 --> 00:09:35.479]  You have sheriffs saying we're not going to arrest people.
[00:09:35.519 --> 00:09:42.824]  As a matter of fact, if need be, I'll do a background check on these people and I will make them deputies so that you can't take their guns away.
[00:09:43.945 --> 00:09:45.306]  So that is the important thing.
[00:09:46.567 --> 00:09:47.908]  Where is this going to end?
[00:09:48.168 --> 00:09:57.791]  As we see, I talked about it in the last segment, the story that we have at InfoWarsStore.com showing the military equipment that's moving in in a lot of places.
[00:09:57.831 --> 00:10:01.092]  We also have the stories that you'll find at InfoWars.com.
[00:10:01.913 --> 00:10:05.914]  Pictures of what they're doing in terms of adding chain link fences.
