[00:00:15.504 --> 00:00:16.265]  InfoWars.
[00:00:16.625 --> 00:00:18.246]  Tomorrow's news today.
[00:00:26.653 --> 00:00:35.200]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the InfoWars.
[00:00:38.562 --> 00:00:40.303]  It is Sunday, May 24th.
[00:00:40.363 --> 00:00:40.823]  The year is 2020.
[00:00:41.263 --> 00:00:47.565]  We are 162 days out from this historic election.
[00:00:47.585 --> 00:00:53.487]  162 days out from this historic election.
[00:00:54.707 --> 00:01:05.751]  If you are a TV viewer or radio listener, you have to understand that when I say that you are the Paul Reveres in this fight, that is not to patronize you or pat you on the head and make you feel important.
[00:01:06.593 --> 00:01:19.238]  It is because obviously you are extremely important with 162 days left till this ultimately important election.
[00:01:20.379 --> 00:01:34.225]  Now, I'm going to cover news coming up at the start of the next segment that is very important information that if it gets out to other people, we will be able to really turn a lot of things around.
[00:01:38.072 --> 00:02:02.306]  And of course I'm talking about all the real numbers and real actuaries coming out of big banks and insurance companies in the United States, South Africa, Japan, Europe, showing that the lockdowns are a hoax and that COVID-19 is a hoax and that everyone dying of other diseases is counted as COVID-19 and is the biggest fraud the planet has ever seen.
[00:02:04.388 --> 00:02:04.888]  Daily Mail.
[00:02:06.291 --> 00:02:10.874]  Lockdowns fail to alter the course of pandemic, JP Morgan's study claims.
[00:02:11.774 --> 00:02:13.055]  Well, they don't claim that.
[00:02:14.036 --> 00:02:16.597]  And then it ties in to all the real numbers.
[00:02:16.657 --> 00:02:26.583]  But the neuroses and the mental illness that it's manifested is going to take generations to go away unless we all start speaking out against the hoax.
[00:02:27.824 --> 00:02:31.286]  Now, there is a real virus that came out of a weapons lab.
[00:02:32.065 --> 00:02:34.267]  And it has great gain of function, so a lot of people get it.
[00:02:35.067 --> 00:02:37.029]  So you can all be suspect.
[00:02:38.450 --> 00:02:45.715]  And so that in test it will match regular coronaviruses, one of the most common forms of death, so they can create fear.
[00:02:47.396 --> 00:02:50.138]  It is a fear weapon.
[00:02:51.659 --> 00:02:55.762]  Period.
[00:02:55.782 --> 00:02:59.125]  97,000 deaths in the United States, and almost all of those
[00:03:00.742 --> 00:03:06.426]  Were individuals that were over 85 years of age and had up to three pre-existing conditions, and most of the tests were fake.
[00:03:06.466 --> 00:03:08.068]  And that's all in the details.
[00:03:09.249 --> 00:03:18.295]  And when medical doctors and scientists, epidemiologists and virologists all go public, they get silenced.
[00:03:20.877 --> 00:03:27.402]  We have a guest joining us who's gone viral, coming up in the second hour, who's a medical worker.
[00:03:28.663 --> 00:03:36.068]  And of course their videos have been getting sidelined and blacklisted as well because the system is desperate to keep this hoax going.
[00:03:36.949 --> 00:03:44.634]  So we're going to expose it all here today, but I cannot relay to you enough how important it is
[00:03:48.680 --> 00:03:52.341]  That you understand how powerful you are when you are silent.
[00:03:52.761 --> 00:03:56.562]  You give total acquiescence to the enemy and let them take over our lives.
[00:03:56.642 --> 00:04:01.803]  When you speak up and say no, you are powerful for all of us and for a pro-human future.
[00:04:02.803 --> 00:04:03.744]  So that's coming up as well.
[00:04:03.764 --> 00:04:04.964]  We have a lot of really good news.
[00:04:07.404 --> 00:04:14.326]  Judge blasts Governor's stay-at-home order, overrides it, says Americans don't get ruled.
[00:04:15.967 --> 00:04:17.167]  That's coming up also.
[00:04:18.137 --> 00:04:43.596]  The Supreme Court of Brazil has ordered a Bolsonaro video to be released from a private cabinet meeting he was having, and it shows that he's just as real as we all knew he was, talking about how the communist cities within the country are locking things down to create a depression and martial law, and how they're a bunch of pieces of garbage, and a bunch of MFers, and a bunch of criminals that must be stopped.
[00:04:44.781 --> 00:04:45.742]  So that's all coming up.
[00:04:45.762 --> 00:04:54.533]  Speaking of that, in Communist China, they're using the fear of COVID-19 to openly talk about a military invasion of Hong Kong.
[00:04:56.297 --> 00:05:05.941]  So it is all coming up on this live May 24th, 2020 Sunday transmission with only 162 days left.
[00:05:06.481 --> 00:05:16.865]  Please tell everyone you know about the local AM and FM stations you're listening to, the little TV stations you're watching, and Band.Video, and the live feeds, as well as the easy place to find the feeds, InfoWars.com, Ford's live show.
[00:05:44.634 --> 00:05:49.835]  Ladies and gentlemen, we are live on this May 24th, 2020 Sunday transmission.
[00:05:50.395 --> 00:05:54.956]  Only 162 days left until this incredibly important election.
[00:05:55.456 --> 00:06:13.079]  I am here on this Sunday, the day before Memorial Day, because I really value the fact that there are people, even on a day when a lot of people are out barbecuing and having fun, that are so concerned about the country and the world that you're tuning in to try to get the latest information and analysis, and I will do my best to not let you down.
[00:06:14.241 --> 00:06:15.243]  Well here's the good news.
[00:06:16.304 --> 00:06:24.877]  We have judges in Illinois moving to override the unconstitutional continued lockdown order of the bureaucrats.
[00:06:25.919 --> 00:06:38.185]  We have Trump coming out on Friday and saying that he is saying the states are open and that religious services are essential or he will override the governors and that is a federal issue because it is the First Amendment.
[00:06:38.205 --> 00:06:39.665]  That's how the First Amendment begins.
[00:06:39.725 --> 00:06:52.992]  For those that don't know, Congress shall make no law respecting an established religion or prohibiting the free exercise thereof or abridging the freedom of speech or the press or the right of the people peaceably to assemble and petition the government for redress of grievances.
[00:06:53.999 --> 00:07:06.526]  And so Trump said that on Friday, the Brazilian counterpart to Trump, who's even more hardcore than Trump, has come out and said, this is communist martial law.
[00:07:06.546 --> 00:07:17.313]  And he's going against the very same blue cities that we have here, the same types that are using it as a permanent lockdown to bankrupt the economy and make people dependent.
[00:07:17.613 --> 00:07:20.154]  We're going to play that clip in a moment from Bolsonaro.
[00:07:20.174 --> 00:07:22.136]  But first, this is what President
[00:07:23.007 --> 00:07:28.029]  Trump had to say on Friday that has the left freaking out so bad.
[00:07:28.049 --> 00:07:29.890]  Let's watch.
[00:07:29.910 --> 00:07:30.790]  Thank you very much.
[00:07:31.570 --> 00:07:39.754]  At my direction, the Centers for Disease Control and Prevention is issuing guidance for communities of faith.
[00:07:40.914 --> 00:07:51.999]  I want to thank Dr. Redfield and the CDC for their work on this matter and all the other work they've been doing over the past what now seems like a long period of time.
[00:07:53.203 --> 00:08:07.530]  Today I'm identifying houses of worship, churches, synagogues, and mosques as essential places that provide essential services.
[00:08:08.550 --> 00:08:16.474]  Some governors have deemed liquor stores and abortion clinics as essential, but have left out churches and other houses of worship.
[00:08:17.035 --> 00:08:17.595]  It's not right.
[00:08:18.775 --> 00:08:24.478]  So I'm correcting this injustice and calling houses of worship essential.
[00:08:25.719 --> 00:08:30.842]  I call upon governors to allow our churches and places of worship to open right now.
[00:08:33.003 --> 00:08:38.967]  If there's any question, they're going to have to call me, but they're not going to be successful in that call.
[00:08:40.247 --> 00:08:44.390]  These are places that hold our society together and keep our people united.
[00:08:45.711 --> 00:08:50.574]  The people are demanding to go to church and synagogue, go to their mosque.
[00:08:51.575 --> 00:08:56.258]  Many millions of Americans embrace worship as an essential part of life.
[00:08:58.119 --> 00:09:09.086]  The ministers, pastors, rabbis, imams, and other faith leaders will make sure that their congregations are safe as they gather and pray.
[00:09:10.507 --> 00:09:11.287]  I know them well.
[00:09:12.068 --> 00:09:13.769]  They love their congregations.
[00:09:15.094 --> 00:09:16.075]  They love their people.
[00:09:16.515 --> 00:09:19.637]  They don't want anything bad to happen to them or to anybody else.
