[00:00:15.504 --> 00:00:16.267]  InfoWars.
[00:00:16.628 --> 00:00:17.511]  Tomorrow's news.
[00:00:17.812 --> 00:00:18.154]  Today.
[00:00:30.120 --> 00:00:35.744]  The date is January 26th on this live Sunday broadcast.
[00:00:36.265 --> 00:00:39.507]  And I almost forgot to add, the year is 2020.
[00:00:40.048 --> 00:00:42.029]  We're here.
[00:00:43.290 --> 00:00:47.113]  The age of the foretold Buck Rogers and George Jetson.
[00:00:48.254 --> 00:00:51.296]  But it's not how Hollywood told us it would be.
[00:00:52.337 --> 00:00:56.800]  Because the future, technology,
[00:00:59.102 --> 00:01:01.264]  Is not evenly distributed.
[00:01:03.886 --> 00:01:05.327]  All right, thank you for joining us.
[00:01:05.507 --> 00:01:10.552]  To say that we've reached information overload is nothing but a redundancy.
[00:01:11.953 --> 00:01:19.259]  Every day I come back to sit in this chair after doing enormous amounts of research.
[00:01:22.076 --> 00:01:31.965]  There is a sense of dread, a sense of fear, a sense of panic, a sense of concern, but also a sense of exhilaration and empowerment.
[00:01:33.126 --> 00:01:42.214]  And that great times of change after great decades of stagnation are here and that good exists just like evil.
[00:01:43.475 --> 00:01:49.140]  And if we have faith in that, that humanity has more than a chance.
[00:01:52.076 --> 00:01:54.757]  But this is the Animating Contest of Liberty.
[00:01:58.978 --> 00:02:00.959]  And I'm gonna attempt to cover the news.
[00:02:01.139 --> 00:02:03.760]  It's all completely over the top.
[00:02:04.560 --> 00:02:19.305]  I could easily talk for 10 hours about Kobe Bryant and how much it's really freaked people out that he was announced dead just a few hours ago with at least one of his young daughters in a helicopter crash in Calabasas, California.
[00:02:21.241 --> 00:02:37.054]  And the psychology of how people are so upset because he was a smart, likable guy, he was a great basketball player, he was a handsome guy, well-spoken, a father figure, and he'd been falsely accused before and been through the ringer.
[00:02:37.735 --> 00:02:43.460]  And there's nothing like somebody who you know is innocent being persecuted that makes you endear someone.
[00:02:51.178 --> 00:02:57.520]  It was Stalin that said, one man dies, it's a tragedy, 10,000 die, it's a statistic.
[00:02:58.161 --> 00:03:07.484]  So, I could talk all day about Kobe Bryant, and I've shot a six and a half minute video that just went live on Infowars.com if you want to know what I think about it and the different facets to it.
[00:03:09.265 --> 00:03:14.927]  I made a couple calls to two different helicopter pilots I know, one's a military helicopter pilot, one's a private helicopter pilot.
[00:03:16.081 --> 00:03:23.846]  And they basically said the same thing, that that helicopter he was on was very new, very high-tech, and they would never fly into fog.
[00:03:24.387 --> 00:03:27.228]  It has FLIR, so you can see where you're going.
[00:03:27.589 --> 00:03:32.352]  So how they flew into the side of a mountain, there's the wreckage right there for TV viewers.
[00:03:32.872 --> 00:03:33.453]  Very tragic.
[00:03:33.493 --> 00:03:34.874]  That's his helicopter.
[00:03:35.274 --> 00:03:37.655]  His big, high-tech, fancy helicopter.
[00:03:38.856 --> 00:03:41.718]  So somebody wasn't paying attention or something malfunctioned.
[00:03:42.739 --> 00:03:45.321]  But why are you flying into a bank of fog when you've got FLIR?
[00:03:46.523 --> 00:03:48.164]  And all sorts of other technology on those things.
[00:03:48.204 --> 00:03:51.065]  I mean, you can fly in pitch black, rain, fog.
[00:03:51.605 --> 00:03:52.866]  It sees right through all of it.
[00:03:54.807 --> 00:03:57.148]  So, maybe the flare was out that day.
[00:03:59.889 --> 00:04:04.071]  But that said, I'm done talking about it.
[00:04:06.192 --> 00:04:09.393]  Because if you want to join Kobe Bryant,
[00:04:13.251 --> 00:04:14.612]  Well, we all will join Kobe Bryant.
[00:04:14.632 --> 00:04:15.633]  We're all going to meet our maker.
[00:04:15.713 --> 00:04:16.734]  Death's the great equalizer.
[00:04:17.475 --> 00:04:35.270]  But we could all join him a lot faster with this virus outbreak that's now a pandemic, headed towards a global pandemic, with the cover-up unraveling, Xi Jinping admitting it's a crisis, troops and armored vehicles and checkpoints and millions trying to flee Wuhan.
[00:04:35.370 --> 00:04:35.950]  I mean, this is
[00:04:37.506 --> 00:04:38.266]  Total breakdown.
[00:04:38.787 --> 00:04:40.468]  And the fifth case has popped up in the U.S.
[00:04:40.528 --> 00:04:48.512]  and we have exclusive, horrifying intel that's so intense, I was planning to go on vacation in six days.
[00:04:49.113 --> 00:04:50.133]  I never go on vacation.
[00:04:50.213 --> 00:04:50.793]  I need to do it.
[00:04:51.634 --> 00:04:54.315]  And for just four or five days, I'm probably going to cancel that.
[00:04:55.356 --> 00:04:57.197]  Because it's just, it's just that intense.
[00:04:57.918 --> 00:04:59.939]  It's all coming up and that's just the tip of the iceberg.
[00:04:59.959 --> 00:05:01.119]  You've got the trial of the president.
[00:05:01.159 --> 00:05:02.880]  You've got, it just goes on and on.
[00:05:02.940 --> 00:05:03.561]  It's all coming up.
[00:05:03.581 --> 00:05:03.881]  Stay with us.
[00:05:23.676 --> 00:05:27.579]  If you are receiving this transmission, you are the resistance.
[00:05:29.180 --> 00:05:33.904]  Live from the InfoWars.com studios, it's Alex Jones.
[00:05:35.205 --> 00:05:36.086]  And yes it is.
[00:05:37.727 --> 00:05:46.054]  The only way InfoWars has any power, the only way we break through the globalist propaganda Berlin Wall,
[00:05:47.622 --> 00:05:49.623]  That electronic iron curtain is you.
[00:05:49.783 --> 00:05:52.404]  Your will, your human intelligence, your action.
[00:05:52.964 --> 00:05:59.707]  Spreading the live links at Band.Video, InfoWars.com forward slash show, NewsWars.com forward slash show.
[00:06:00.167 --> 00:06:03.289]  And yes, the site Band.Video is exploding.
[00:06:06.530 --> 00:06:07.210]  But it's not enough.
[00:06:08.811 --> 00:06:12.913]  We need to be reaching hundreds of millions of people a day, not tens of millions.
[00:06:13.956 --> 00:06:27.502]  We need to absolutely blow through the enemy, blockade their attempt to shadow ban us, the Phantom Zone, because this transmission is critical, is vital to the future of humanity.
[00:06:28.342 --> 00:06:29.963]  We are fighting for the pro-human future.
[00:06:30.583 --> 00:06:31.883]  We've cracked the globalist code.
[00:06:32.564 --> 00:06:33.604]  We know who runs it.
[00:06:33.824 --> 00:06:34.584]  We know how to stop them.
[00:06:35.765 --> 00:06:40.167]  And the enemy's fear of this operation has been their undoing.
[00:06:41.468 --> 00:06:43.789]  I can tell you what's the positive news.
[00:06:43.809 --> 00:06:45.409]  We're getting the really serious bad news.
[00:06:45.789 --> 00:06:49.430]  But knowing the bad news is half the battle, so we can deal with it.
[00:06:51.331 --> 00:06:55.212]  I got a lot of phone calls in the last 24 hours by a lot of high-powered people.
[00:06:55.232 --> 00:06:56.633]  And I'll just leave it at that.
[00:06:58.653 --> 00:07:07.876]  Let's just say, folks up at the top of the food chain, in media and in government, literally asking me my opinion on the world and what I thought.
[00:07:08.436 --> 00:07:10.937]  And I said the same thing to at least three of them.
[00:07:12.523 --> 00:07:17.690]  I said, well, you can tune in to the show any day and see what I'm saying.
[00:07:17.710 --> 00:07:25.600]  And they said, Alex, the strangest thing was several of them said, Alex, we need you to condense it down.
[00:07:26.892 --> 00:07:31.235]  Because you just go for hours and hours and no one can digest that.
[00:07:31.275 --> 00:07:32.656]  Can you put out a daily briefing?
[00:07:33.196 --> 00:07:35.438]  Can you put out like a two-minute report?
[00:07:36.399 --> 00:07:43.624]  It was crazy because it's weird how the ether works, how Sixth Sense works, how everybody's psychic to a certain extent.
[00:07:44.164 --> 00:07:53.491]  Because I've got all these phone calls by high-powered people this weekend, Friday and Saturday, and they were all basically asking what I think is about to happen.
[00:07:54.712 --> 00:07:55.873]  And I was saying to them,
[00:07:58.905 --> 00:08:00.406]  I'll be honest with you, I don't know.
[00:08:03.929 --> 00:08:06.431]  Because I don't think anybody knows what's about to happen.
[00:08:07.052 --> 00:08:15.698]  You can see out into the future if you've done the research and you've done the work and you are focused on it and you are lined up with God.
[00:08:16.979 --> 00:08:18.861]  But you see, God gives us free will.
[00:08:20.422 --> 00:08:27.308]  So the decisions we make and what we do is what is going to have a large effect on the steerage
[00:08:28.766 --> 00:08:28.946]  I think?
[00:08:52.043 --> 00:08:55.564]  Yes, you've been hearing more and more frequently on the show because he's so smart, so aware of what's happening.
[00:08:55.904 --> 00:09:04.767]  Mike Adams, and he's married to a lady from China, Hong Kong, Taiwan, whole region, and he's got businesses over there.
[00:09:04.947 --> 00:09:07.588]  And he's an engineer, and he's a scientist, and he has a lot of contacts.
[00:09:08.108 --> 00:09:09.628]  And I don't just believe Mike Adams.
[00:09:10.188 --> 00:09:21.532]  I've been reading stuff he's been writing about at naturalnews.com and noticing three, four days later with this whole coronavirus Wuhan situation, it's exactly what he said, but three or four days later.
[00:09:22.759 --> 00:09:26.220]  So we've got his story posted as well up on Infowars.com and Newswars.com.
[00:09:28.960 --> 00:09:41.583]  And at the bottom of the hour, he's going to join us and we're going to lay out how serious this is on so many fronts.
[00:09:43.044 --> 00:09:48.365]  But before that, I'm going to hit a bunch of other news and then after he leaves us, I'll get into the other pieces to this.
[00:09:50.982 --> 00:09:52.123]  2020 is already shaping up.
[00:09:52.844 --> 00:09:58.009]  Only 26 days into it to be one hell of a year like so many people at a gut level thought it would be.
