[00:00:00.009 --> 00:00:00.225]  We're good.
[00:00:29.693 --> 00:00:33.656]  It was eight months ago that I began to start each day's broadcast with air raid sirens.
[00:00:35.717 --> 00:00:37.998]  Because that's where we are.
[00:00:38.319 --> 00:00:42.641]  We are under military, cultural, economic, spiritual attack.
[00:00:44.182 --> 00:00:45.663]  This is the Globalist Takeover.
[00:00:45.683 --> 00:00:49.486]  The headline of the live show today says it all.
[00:00:51.287 --> 00:00:59.012]  The Democrats are instituting permanent martial law and a civilization-ending event.
[00:01:00.270 --> 00:01:02.611]  Civilization will be ended for the general public.
[00:01:03.732 --> 00:01:18.499]  We will live in a post-industrial, post-agrarian, hunter-gatherer system, just like you see in the Hunger Games, where there is only one powerful megacity with high-tech science and medicine.
[00:01:18.559 --> 00:01:20.640]  Everywhere else is rotting, falling buildings.
[00:01:22.221 --> 00:01:25.063]  Ninety-plus percent of the population is dead from starvation and war.
[00:01:26.380 --> 00:01:26.960]  And you have U.N.
[00:01:27.000 --> 00:01:31.083]  peacekeepers that land and routinely execute locals who don't submit properly.
[00:01:33.804 --> 00:01:35.525]  This is all preconditioning.
[00:01:38.007 --> 00:01:41.569]  Ted Turner, Prince Philip, Prince Charles have all said it's their plan.
[00:01:42.209 --> 00:01:43.530]  Bill Gates has said it's his plan.
[00:01:44.150 --> 00:01:48.533]  Bill Gates' father headed up what is now known as the Good Club.
[00:01:50.703 --> 00:01:53.064]  of the Astors and the Rockefellers and the rest of them.
[00:01:53.965 --> 00:02:07.252]  I showed you a educational cartoon produced by the UN, the Rockefeller Foundation, in 2011, where robots tell you everything to do.
[00:02:07.793 --> 00:02:09.173]  The population's been reduced by 90%.
[00:02:09.494 --> 00:02:13.216]  You don't have cars and you don't get meat.
[00:02:15.717 --> 00:02:18.539]  And the state raises your children and tells them what they're going to be.
[00:02:19.585 --> 00:02:23.148]  Those that don't submit live in starvation, concentration camp ghettos.
[00:02:25.650 --> 00:02:28.133]  This was not the Rockefeller Foundation producing something.
[00:02:29.514 --> 00:02:30.254]  It's dystopic.
[00:02:30.315 --> 00:02:39.563]  This is a sweet liberal woman who's a doctor helping carry all this out and she talks about how much fun it is and how good it is.
[00:02:43.160 --> 00:02:44.922]  So, here's a little secret.
[00:02:45.462 --> 00:02:52.849]  All these leftists that are getting two, three degrees in psychology and the rest of it, they think they're going to have a job in this.
[00:02:53.149 --> 00:02:53.629]  You're not.
[00:02:54.951 --> 00:02:56.972]  You're going to get poisoned and you're going to die too.
[00:02:58.374 --> 00:02:59.675]  And you're rat-like children are.
[00:03:00.315 --> 00:03:01.356]  They come from you, rats.
[00:03:03.358 --> 00:03:07.482]  So, anybody lying to themselves that they're going to escape this is a fool.
[00:03:11.064 --> 00:03:13.425]  So people keep asking how the hell I knew all this would happen.
[00:03:13.505 --> 00:03:14.225]  I just showed you.
[00:03:14.305 --> 00:03:23.529]  They write textbooks, they write white papers, they produce films, and they have been telling elementary students for 20 years you're going to take brain chips.
[00:03:25.930 --> 00:03:28.551]  And now Klaus Schwab comes out and says you will take brain chips.
[00:03:30.672 --> 00:03:33.553]  He says you're going to have to be brain scanned and have a chip to be able to travel.
[00:03:34.013 --> 00:03:37.655]  First they're going to make you take inoculations and these new things they call inoculations that are
[00:03:38.672 --> 00:03:40.934]  Engineered viruses that actually change your DNA.
[00:03:41.034 --> 00:03:47.138]  I mean, this is just leap forward into the center of a nightmare science fiction movie like that.
[00:03:49.640 --> 00:03:52.022]  And they've been preparing for it the entire time.
[00:03:54.604 --> 00:03:55.244]  And now we're here.
[00:03:56.865 --> 00:04:00.088]  They are producing the destabilization.
[00:04:00.128 --> 00:04:02.149]  They know exactly how they do it.
[00:04:04.030 --> 00:04:05.712]  They are bringing you into a dystopia.
[00:04:06.505 --> 00:04:11.429]  And now you're locked in your house and not allowed to leave your house except when you're told you can, but it's okay.
[00:04:11.789 --> 00:04:16.513]  You don't get to see your sister anymore or travel, but you get to talk to her over a hologram.
[00:04:18.915 --> 00:04:25.240]  And of course, the system gets to monitor and record everything you ever say and ever do in the machine learning system.
[00:04:25.300 --> 00:04:27.642]  You're being plugged into a pod.
[00:04:28.843 --> 00:04:31.766]  As I told you years ago, it was declassified.
[00:04:31.806 --> 00:04:33.167]  I wrote about it in my book, The Sin of Tyranny.
[00:04:35.984 --> 00:04:52.233]  The Pentagon had a secret report in the 70s, which they classified in 2000, of how they would end war by having us born in tanks and put in tanks, that would then power as batteries the machines, and that we would live in a matrix system, and then made a movie out of it.
[00:04:52.813 --> 00:04:56.835]  So you're now being inserted into your house, your VR, they're preparing the pods.
[00:05:02.398 --> 00:05:05.360]  Remember, don't worry, be happy, everything's gonna be alright.
[00:05:06.463 --> 00:05:09.865]  Over and over, you know, we were told, let the technocracy spy on you.
[00:05:09.905 --> 00:05:12.286]  Let big tech control what you do.
[00:05:12.686 --> 00:05:14.427]  They will never abuse their power.
[00:05:14.467 --> 00:05:15.387]  They will never hurt you.
[00:05:16.268 --> 00:05:24.952]  And just as soon as they got their global AI grid in, they used Communist China as the beta test to sell the world on a dystopic martial law lockdown.
[00:05:25.572 --> 00:05:28.573]  When it all started eight, nine months ago, I told you it's never going to end.
[00:05:28.933 --> 00:05:30.254]  They're never going to turn loose this power.
[00:05:30.274 --> 00:05:33.776]  They're going to make you have internal passports on your phones.
[00:05:34.736 --> 00:05:36.677]  To leave your house, to have a job, to travel.
[00:05:37.117 --> 00:05:41.339]  They're gonna add more and more restrictions on of how you get that travel pass.
[00:05:41.439 --> 00:05:43.340]  Remember The Running Man?
[00:05:43.881 --> 00:05:47.802]  Schwarzenegger movie in the mid-80s written by Stephen King about a future police state?
[00:05:48.323 --> 00:05:50.284]  Watch that movie and then compare it to today.
[00:05:50.824 --> 00:05:59.128]  We are in the absolute brand, the absolute mold of a classic authoritarian dystopic nightmare.
[00:05:59.148 --> 00:06:00.969]  We've got to reject this now before it's cemented.
[00:06:12.571 --> 00:06:16.453]  When I grow up, I want a pro-human future and to defeat the technocrats.
[00:06:16.493 --> 00:06:23.177]  And we're already in position to do it, thanks to our mission and God's light shining through us.
[00:06:23.257 --> 00:06:23.657]  Initiate.
[00:06:24.117 --> 00:06:24.678]  Operation.
[00:06:24.918 --> 00:06:30.561]  Destroy the New World Order.
[00:06:30.601 --> 00:06:36.564]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:06:36.964 --> 00:06:39.026]  You're listening to Alex Jones.
