[00:00:15.505 --> 00:00:16.268]  InfoWars.
[00:00:16.629 --> 00:00:17.493]  Tomorrow's news.
[00:00:17.815 --> 00:00:18.156]  Today.
[00:00:35.734 --> 00:00:41.655]  We are live, we are broadcasting worldwide on this Sunday, June 7th, 2020 transmission.
[00:00:41.876 --> 00:00:46.597]  I am your host, Alex Jones, and we have a very important broadcast lined up for you today.
[00:00:46.617 --> 00:00:56.259]  I came in yesterday and I spent four hours preparing and researching to put together the report that we're going to be airing coming up at the start of the next segment.
[00:00:56.299 --> 00:00:59.880]  That will take approximately a segment and a half to get through.
[00:01:01.440 --> 00:01:03.681]  And then I am going to lay out
[00:01:05.413 --> 00:01:09.075]  For you, who is behind this cultural revolution?
[00:01:10.095 --> 00:01:13.156]  Who is behind this Maoist-style takeover?
[00:01:13.737 --> 00:01:17.398]  From the words of David Rockefeller himself in the New York Times.
[00:01:18.098 --> 00:01:22.940]  This whole thing is a Rockefeller-UN globalist experiment in China.
[00:01:23.721 --> 00:01:25.061]  They believe it's been successful.
[00:01:25.141 --> 00:01:26.662]  They're taking the planet over.
[00:01:28.183 --> 00:01:29.443]  And that is the ideology.
[00:01:29.503 --> 00:01:33.705]  That is what this entire system is, ladies and gentlemen.
[00:01:37.065 --> 00:01:51.869]  And so, if you want to know who wants to own you, who wants to run you, who controls this entire thing, we are going to be laying it out coming up here on the broadcast on this Sunday Worldwide Transmission.
[00:01:52.809 --> 00:01:57.570]  Now, if you want to see the report we're about to air and share it, because that's how it gets legs, that's how we crush the enemy.
[00:01:58.720 --> 00:02:03.663]  It's posted on Infowars.com and Newswars.com.
[00:02:04.363 --> 00:02:06.464]  And of course you'll be punished by Big Tech for sharing it.
[00:02:06.744 --> 00:02:07.304]  Screw them!
[00:02:07.504 --> 00:02:09.005]  They're a bunch of authoritarian trash.
[00:02:09.285 --> 00:02:10.106]  Share it by email.
[00:02:10.386 --> 00:02:11.426]  Share it by word of mouth.
[00:02:11.647 --> 00:02:13.407]  Share it by text messages while you still can.
[00:02:13.748 --> 00:02:15.428]  It's titled, Tucker Carlson is right.
[00:02:15.829 --> 00:02:18.150]  The Cultural Revolution has come to America.
