[00:00:02.844 --> 00:00:02.924]  Yeah.
[00:00:10.103 --> 00:00:26.894]  I told you eight weeks ago that they were going to mimic globally what the Communist Chinese had done with the lockdowns and that it would be a permanent state of emergency because if there's one death, the global nanny state says that they must stop it.
[00:00:26.894 --> 00:00:32.558]  And that's the talking point from the presidents, the governors, the so-called World Health Organization leaders.
[00:00:32.558 --> 00:00:39.243]  And now Fauci last night in that chilling press conference said, we will get rid of the social distancing and the lockdown.
[00:00:40.363 --> 00:00:43.484]  And then he talked to other world leaders.
[00:00:43.484 --> 00:00:52.626]  Once there are no more deaths, and once no one has the cold virus that's been souped up.
[00:00:52.626 --> 00:00:53.786]  Yes, this is it.
[00:00:53.786 --> 00:01:02.869]  The world government bio-attack we always knew was coming from the very medical tyranny, deep state mad scientist led by Dr. Faust.
[00:01:05.242 --> 00:01:12.808]  Are we looking at living with some sort of social distancing guidelines, essentially until there's treatment or a vaccine?
[00:01:12.808 --> 00:01:18.452]  For example, people looking forward to the summer talk about, you know, going to baseball games, going to concerts.
[00:01:18.452 --> 00:01:20.714]  We have political conventions over the summer.
[00:01:20.714 --> 00:01:25.217]  Are things like that possible or safe without a vaccine or a treatment in place?
[00:01:25.217 --> 00:01:28.240]  Yeah, I think if we get to the part of the curve that
[00:01:29.335 --> 00:01:42.140]  Dr. Burke showed yesterday when it goes down to essentially no new cases, no deaths at a period of time, I think it makes sense that you're going to have to relax social distancing.
[00:01:42.140 --> 00:01:54.945]  The one thing we hopefully would have in place, and I believe we will have in place, is a much more robust system to be able to identify someone who's infected, isolate them, and then do contact tracing.
[00:01:54.945 --> 00:01:56.326]  Because if you have a really good
[00:01:56.906 --> 00:01:57.166]  I think?
[00:02:17.018 --> 00:02:27.002]  In fact, I was on the weekly conference call with the WHO-sponsored group of all the health leaders in the world who are dealing with this.
[00:02:27.002 --> 00:02:32.003]  And we all came to the agreement that we may have cycling with another season.
[00:02:32.003 --> 00:02:33.424]  We'll be much better prepared.
[00:02:33.424 --> 00:02:35.625]  We likely will have interventions.
[00:02:35.625 --> 00:02:44.748]  But the ultimate game changer in this will be a vaccine, the same way a vaccine for other diseases that were scourges in the past that now we don't even worry about.
[00:02:45.595 --> 00:02:55.122]  That is a one minute, 21 second clip that you're going to hear me play probably 10 more times a day on air because we're going to analyze every facet of that.
[00:02:55.122 --> 00:03:02.748]  That is the final confirmation that it's all absolutely staged with a real virus and it's the globalist takeover.
[00:03:02.748 --> 00:03:13.075]  Because now they're doing exactly what we said years ago and what I made films about and what they said they do in white papers like Lockstep and the Club of Rome documents that are public and State Department Random 200
[00:03:15.336 --> 00:03:16.897]  To depopulate.
[00:03:16.897 --> 00:03:21.699]  And now we've got to surveil you, we've got to watch you, we've got to control you.
[00:03:21.699 --> 00:03:24.540]  We can't let anyone have the flu or a cold.
[00:03:24.540 --> 00:03:25.820]  No one can die ever again.
[00:03:25.820 --> 00:03:27.901]  But don't have nutrition.
[00:03:27.901 --> 00:03:31.523]  And we've got to control your life and lock you up.
[00:03:31.523 --> 00:03:32.883]  We've got to have forced inoculations.
[00:03:32.883 --> 00:03:36.185]  And of course, the coronavirus mutates more than flu viruses.
[00:03:36.185 --> 00:03:38.185]  You have to get the exact mutation.
[00:03:38.185 --> 00:03:40.746]  So it'll be a yearly injection, of course.
[00:03:45.790 --> 00:03:48.552]  Ah, oh, and all the social distancing.
[00:03:48.552 --> 00:03:52.014]  You haven't had your yearly or monthly shot.
[00:03:52.014 --> 00:03:53.795]  Well, and you criticize it anyway.
