[00:00:15.504 --> 00:00:16.267]  InfoWars.
[00:00:16.628 --> 00:00:17.490]  Tomorrow's news.
[00:00:17.811 --> 00:00:18.152]  Today.
[00:00:20.953 --> 00:00:26.237]  From the front lines of the Information War, it's Alex Jones!
[00:00:51.590 --> 00:00:52.972]  So you saw what's happening in New York.
[00:00:52.992 --> 00:00:56.576]  The question is, why is the outbreak so especially devastating there?
[00:00:56.596 --> 00:00:59.919]  New York City is the densest metro area in the country.
[00:00:59.939 --> 00:01:02.542]  That's the most obvious answer, probably the biggest problem.
[00:01:02.582 --> 00:01:08.368]  The city also has an awful lot of people traveling to and from other infected countries, and that's significant too.
[00:01:08.969 --> 00:01:10.130]  But it's not the whole story.
[00:01:10.951 --> 00:01:25.331]  As this deadly virus emerged from eastern China and began to spread inexorably across the globe, clearly headed here, leaders in New York not only failed to shield their citizens from it, they took affirmative and aggressive steps to increase the risk to their population.
[00:01:26.317 --> 00:01:27.258]  Why would they do that?
[00:01:27.838 --> 00:01:32.502]  Well, because they were worried far more about being called racist than protecting human lives.
[00:01:32.522 --> 00:01:33.583]  That's not an overstatement.
[00:01:33.663 --> 00:01:34.544]  That's not hyperbole.
[00:01:35.245 --> 00:01:42.871]  Watch the city's health commissioner, Cyrus Barbet, urge New Yorkers to spend as much time as possible in crowded public places.
[00:01:43.571 --> 00:01:46.674]  Keep in mind, this video was from February 2nd of this year.
[00:01:47.054 --> 00:01:52.279]  That was long after the threat from the Chinese coronavirus was obvious to anyone who was paying attention.
[00:01:53.393 --> 00:02:02.635]  The risk to New Yorkers for coronavirus is low and that our preparedness as a city is very high.
[00:02:02.815 --> 00:02:14.258]  There is no reason not to take the subway, not to take the bus, not to go out to your favorite restaurant, and certainly not to miss the parade next Sunday.
[00:02:18.659 --> 00:02:19.540]  Take the subway!
[00:02:19.620 --> 00:02:20.220]  Go to dinner!
[00:02:20.300 --> 00:02:20.920]  People cheer.
[00:02:22.398 --> 00:02:23.619]  They feel good about themselves.
[00:02:23.999 --> 00:02:28.423]  Future generations, though, are going to watch that video with their jaws open in disbelief.
[00:02:29.003 --> 00:02:32.866]  How could someone charged with protecting public health so recklessly endanger it?
[00:02:33.507 --> 00:02:36.369]  They'll watch this performance from State Senator John Lew, too.
[00:02:37.009 --> 00:02:45.416]  Lew suggested that people who might be concerned in any way about contracting a deadly disease, or who might be interested in where it came from, must be, and you guessed it, bigots.
[00:02:46.837 --> 00:02:53.062]  But there's really no need to panic and to avoid activities that we always do as New Yorkers.
[00:02:53.122 --> 00:02:54.403]  We are a hearty people.
[00:02:55.024 --> 00:03:03.671]  As an Asian American, I've been somewhat disturbed, if not outright appalled, at some of the comments or gestures that I have seen.
[00:03:03.991 --> 00:03:09.256]  Diseases originate from anywhere or from particular places in the world.
[00:03:12.210 --> 00:03:18.393]  In other words, as a member of a protected interest group, I'm ordering you to ignore this threat to your family on moral grounds.
[00:03:19.114 --> 00:03:20.595]  Go to the parade, or else.
[00:03:21.495 --> 00:03:22.456]  That's what Lou was saying.
[00:03:23.236 --> 00:03:32.421]  Let's hope that in the wake of this disaster, after John Lou has lost his job and we can all think clearly again, people will stop talking this way in public for good.
[00:03:32.441 --> 00:03:37.684]  It was always the most brutal form of social control, masquerading as sensitivity and caring.
[00:03:38.204 --> 00:03:40.446]  Now we know it was infecting the public with disease.
[00:03:41.266 --> 00:03:44.929]  But at the time, sentiments like this were universal among big city public officials.
[00:03:45.509 --> 00:03:55.577]  State Senator Brian Kavanaugh, for example, decided to embark on a crusade against what he called misinformation, a euphemism, as it so often is, for accurate information.
[00:03:56.478 --> 00:03:59.200]  Kavanaugh encouraged people to head to Chinatown for a festival.
[00:04:00.282 --> 00:04:23.682]  It's very important that we recognize that this holiday and this festival is of tremendous significance for many communities in our state and it is very important that we ensure that we don't have misinformation and many in the media have been covering this issue as if it's a terrible plague that people have to avoid.
[00:04:27.119 --> 00:04:31.863]  If you don't go to a crowded public place immediately, you're a racist.
[00:04:31.883 --> 00:04:40.250]  Look at those people telling you that, demanding that you do that, hectoring you, badgering you, exerting moral blackmail on you to expose yourself.
[00:04:41.231 --> 00:04:50.619]  By early March, coronavirus was clearly becoming a major problem in the United States, but for elected officials in New York, the only problem was their constituents' racist worries about staying alive.
[00:04:51.420 --> 00:04:51.840]  On March 2nd,
[00:04:53.326 --> 00:05:00.570]  This March 2nd, Mayor Bill de Blasio tweeted this, quote, since I'm encouraging New Yorkers to go on with your lives, plus get out on the town.
[00:05:00.590 --> 00:05:01.871]  Folks, we're live.
[00:05:02.512 --> 00:05:03.552]  Sunday Transmission.
[00:05:03.572 --> 00:05:04.373]  We'll be right back.
[00:05:19.483 --> 00:05:25.508]  From the front lines of the information war, it's Alex Jones.
[00:05:29.010 --> 00:05:34.474]  We have been at the very tip of the spear in the last nine weeks chronicling what began to unfold in
[00:05:37.716 --> 00:05:42.738]  Late December, early January in Wuhan province.
[00:05:42.798 --> 00:05:48.880]  And there have been a lot of different puzzle pieces to this entire structure.
[00:05:51.141 --> 00:06:04.105]  But now that we have been able to look at all of those different pieces and study them, we're getting a very, very, very clear picture
[00:06:05.794 --> 00:06:10.058]  Of exactly what is going on and what is unfolding.
[00:06:11.880 --> 00:06:22.450]  And so I'm going to do my best today here on this live March 29th, 2020 Sunday transmission to do that.
[00:06:23.731 --> 00:06:29.857]  I also intend to open the phones up for all of you.
[00:06:34.838 --> 00:06:35.618]  In the second hour.
[00:06:38.919 --> 00:06:58.004]  But right now I think it's just best if I go over some of these headlines for you and then at the bottom of the hour I'll tell you currently what the best thinking is from yours truly on what I see unfolding and what I see taking place.
[00:07:00.284 --> 00:07:02.325]  But a lot of the things I'm going to cover here
[00:07:04.451 --> 00:07:06.712]  Really speak for themselves.
[00:07:09.153 --> 00:07:14.956]  And so I'm just going to play these clips back to back here for you.
[00:07:17.117 --> 00:07:23.119]  This is Fauci at the NIH warns 100 or 200,000 Americans could die from coronavirus.
