[00:00:20.165 --> 00:00:20.946]  Good evening, everyone.
[00:00:20.986 --> 00:00:23.008]  Welcome to the Infowars Nightly News.
[00:00:23.148 --> 00:00:24.069]  I'm Darren McBreen.
[00:00:24.109 --> 00:00:26.751]  It is October 20th, 2016.
[00:00:26.831 --> 00:00:28.473]  Here's a quick look at what's coming up.
[00:00:31.535 --> 00:00:40.544]  Tonight, Hillary Clinton accuses Russia of espionage, claiming they are attempting to rig the election for Donald Trump.
[00:00:41.502 --> 00:00:51.526]  Meanwhile, the Obama administration has threatened cyber attacks on Russia, and Clinton has said she would respond to a Russian computer act with military action.
[00:00:51.546 --> 00:00:56.147]  The United States will treat cyber attacks just like any other attack.
[00:00:56.708 --> 00:01:01.889]  We will be ready with serious political, economic, and military responses.
[00:01:01.909 --> 00:01:03.270]  Also, caught in the act,
[00:01:03.550 --> 00:01:10.773]  The Democratic Party and Clinton campaign exposed on camera conspiring to commit mass voter fraud.
[00:01:11.033 --> 00:01:11.853]  Caught again!
[00:01:12.213 --> 00:01:15.674]  The Clinton Foundation has stolen millions of dollars from Haiti.
[00:01:16.275 --> 00:01:21.156]  New scathing documentation have the Clinton Foundation caught dead to rights.
[00:01:21.817 --> 00:01:25.218]  All that and more on the InfoWars Nightly News.
[00:01:30.398 --> 00:01:33.042]  Look, I'm not going to sit here and say, see I told you so.
[00:01:33.283 --> 00:01:36.327]  That communist Chinese style net censorship is coming to the web.
[00:01:36.347 --> 00:01:37.449]  Because it's already here.
[00:01:37.829 --> 00:01:38.490]  It's being announced.
[00:01:38.851 --> 00:01:42.316]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.776 --> 00:01:43.998]  You don't let them break your will.
[00:01:44.679 --> 00:01:56.747]  Go to InfoWars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.027 --> 00:02:00.029]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.530 --> 00:02:01.110]  Take action!
[00:02:04.833 --> 00:02:06.714]  I train two, three times a day.
[00:02:07.534 --> 00:02:08.115]  They're brutal.
[00:02:09.620 --> 00:02:11.821]  Agonizing, painful training sessions.
[00:02:16.744 --> 00:02:18.185]  I have to have the edge over my opponents.
[00:02:19.025 --> 00:02:24.188]  I believe that Influoresce products, Super Male Vitality, you know, that gives me the edge.
[00:02:26.029 --> 00:02:27.070]  You have to know where you break.
[00:02:27.410 --> 00:02:30.752]  You know, ultimately, like, you don't push yourself to know where that breaking point is.
[00:02:30.972 --> 00:02:33.433]  You're always going to be falling short of what your potential is.
[00:02:33.934 --> 00:02:35.795]  So it's really just about finding
[00:02:38.925 --> 00:02:39.706]  How far you can go.
[00:02:55.540 --> 00:02:57.902]  There's a lot of different things out there.
[00:02:59.003 --> 00:02:59.884]  I only use the best.
[00:03:05.236 --> 00:03:12.606]  The bottom line on nuclear weapons is that when the president gives the order, it must be followed.
[00:03:13.127 --> 00:03:20.718]  There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
[00:03:23.615 --> 00:03:39.654]  Hillary Clinton, during the final presidential debate with Donald Trump, accused the Russians of espionage and said Vladimir Putin is hacking American websites to influence the election in favor of Donald Trump.
[00:03:40.555 --> 00:03:46.216]  The Russian government has engaged in espionage against Americans.
[00:03:46.796 --> 00:03:54.138]  They have hacked American websites, American accounts of private people, of institutions.
[00:03:54.538 --> 00:04:01.000]  Then they have given that information to WikiLeaks for the purpose of putting it on the Internet.
[00:04:01.380 --> 00:04:06.921]  This has come from the highest levels of the Russian government, clearly from Putin himself, in an effort
[00:04:07.461 --> 00:04:13.246]  As 17 of our intelligence agencies have confirmed to influence our election.
[00:04:13.666 --> 00:04:26.297]  Meanwhile, the Obama administration is contemplating a cyber attack against Russia in retaliation for what they say is Russian interference in our election process.
[00:04:26.957 --> 00:04:27.597]  I don't buy it.
[00:04:27.937 --> 00:04:39.680]  And don't forget, it was Hillary Clinton during a recent campaign stop who said that she would respond to any cyber attacks by Russia with military action.
[00:04:40.220 --> 00:04:41.320]  You've seen reports.
[00:04:42.541 --> 00:04:44.241]  Russia's hacked into a lot of things.
[00:04:44.381 --> 00:04:45.901]  China's hacked into a lot of things.
[00:04:45.961 --> 00:04:48.522]  Russia even hacked into the Democratic National Committee.
[00:04:49.813 --> 00:04:52.774]  Maybe even some state election systems.
[00:04:53.794 --> 00:04:55.495]  So we've got to step up our game.
[00:04:56.175 --> 00:05:00.356]  Make sure we are well defended and able to take the fight to those who go after us.
[00:05:01.436 --> 00:05:09.138]  As President, I will make it clear that the United States will treat cyber attacks just like any other attack.
[00:05:09.718 --> 00:05:15.000]  We will be ready with serious political, economic, and military responses.
[00:05:16.172 --> 00:05:20.354]  Donald Trump says getting along with Putin would be a good thing.
[00:05:20.594 --> 00:05:23.235]  I mean, who the hell would want to risk nuclear war, right?
[00:05:23.835 --> 00:05:39.261]  Let me tell you something, Hillary Clinton and Barack Obama better be very, very careful right now, because all this talk about war with Russia is extremely dangerous, and it puts all of our lives at serious risk.
[00:05:40.640 --> 00:05:47.881]  One of Vladimir Putin's most powerful supporters, a man who just won big in a parliamentary election in Russia, makes a menacing prediction.
[00:05:48.341 --> 00:05:55.523]  Vladimir Zhirinovsky, an ultra-nationalist firebrand who now leads Russia's third biggest party, warns Americans about their votes.
[00:05:56.003 --> 00:06:00.123]  They're voting for peace on planet Earth if they vote for Trump.
[00:06:00.624 --> 00:06:03.304]  But if they vote for Hillary, it's war.
[00:06:04.084 --> 00:06:07.585]  If Hillary Clinton wins, it will be the last U.S.
[00:06:07.665 --> 00:06:08.585]  president ever.
[00:06:09.085 --> 00:06:15.552]  Look, Putin, from everything I see, has no respect for this person.
[00:06:15.873 --> 00:06:19.517]  Well, that's because he'd rather have a puppet as President of the United States.
[00:06:19.577 --> 00:06:20.678]  No puppet!
[00:06:20.698 --> 00:06:20.938]  No puppet!
[00:06:20.978 --> 00:06:21.839]  You're the puppet!
[00:06:21.919 --> 00:06:29.968]  It's pretty clear you won't admit that the Russians have engaged in cyber attacks against the United States of America, that you encouraged
[00:06:30.749 --> 00:06:33.610]  Look, she's been proven to be a liar on so many different ways.
[00:06:34.050 --> 00:06:34.850]  This is just another lie.
[00:06:57.304 --> 00:07:11.633]  Now, I want to make it perfectly clear, there is zero evidence that Russia is planning to steal the election for Donald Trump by launching a cyber attack against the United States.
[00:07:11.713 --> 00:07:14.955]  I mean, that is absolutely ridiculous and it's not going to happen.
[00:07:15.495 --> 00:07:32.712]  Barack Hussein Obama and Hillary Clinton, well they have formally accused the Russian government of trying to influence our elections by teaming up with Julian Assange and WikiLeaks and releasing to the public private stolen emails from the Hillary campaign
[00:07:33.433 --> 00:07:41.920]  That exposes Hillary for the evil, dishonest, corrupt, two-faced criminal liar that she truly is.
[00:07:42.361 --> 00:07:49.207]  WikiLeaks also exposes election fraud, but not by the Russians, by the Clinton campaign.
[00:07:49.847 --> 00:07:55.051]  Oh, and by the way, it's not a conspiracy theory when you have proof.
[00:07:55.531 --> 00:08:07.661]  And the only way Hillary can respond to the avalanche of evidence that's against her right now is to accuse Russia and Donald Trump for the very same crimes she is committing herself.
[00:08:08.141 --> 00:08:18.849]  So, she pretends to be mad at Russia and says they are trying to manipulate our elections because WikiLeaks has exposed that she is trying to rig the election.
[00:08:19.290 --> 00:08:23.533]  I mean, it is straight out of the Saul Alinsky handbook.
[00:08:23.933 --> 00:08:27.556]  Blame your enemy for the crimes that you commit yourself.
[00:08:27.916 --> 00:08:31.139]  And now we have even more evidence.
[00:08:31.639 --> 00:08:36.943]  Of widespread planning and scheming for voter fraud by the Clinton campaign.
[00:08:37.343 --> 00:08:45.308]  And this time, rather than stolen emails, we have hidden camera footage from the heroes at Project Veritas.
[00:08:45.889 --> 00:08:53.434]  The Clinton campaign caught in the act, discussing ways to commit voter fraud on a massive scale.
[00:08:53.734 --> 00:08:56.236]  Hillary, you are busted.
[00:08:57.941 --> 00:09:06.227]  Last night, when we were brought up by Donald Trump at the debates, it was one small step for my team and one giant leap for citizen journalism.
[00:09:06.687 --> 00:09:13.152]  I mean, what you saw in the last 48 hours... Twitter, by the way, removed me, then reinstated me.
[00:09:14.152 --> 00:09:15.153]  We were trending on Twitter.
[00:09:15.193 --> 00:09:17.655]  We're the number one trending video on YouTube worldwide.
[00:09:18.075 --> 00:09:20.097]  We're the number one trending thing on Facebook.
[00:09:21.018 --> 00:09:21.499]  We're good to go.
[00:09:36.954 --> 00:09:38.856]  And we have inundated their inboxes.
[00:09:39.176 --> 00:09:40.678]  The New York Times is now forced to cover it.
[00:09:40.698 --> 00:09:42.260]  The Washington Post was forced to cover it.
[00:09:42.640 --> 00:09:48.106]  We are the barbarians at the gates and we have flooded the mainstream media with interest and attention.
[00:09:48.486 --> 00:09:51.169]  And we have become more powerful than the mainstream media.
[00:09:51.229 --> 00:09:52.490]  It's truly historical.
[00:09:53.251 --> 00:09:55.873]  I've talked about this before, but I've never actually seen it.
[00:09:56.153 --> 00:10:06.622]  Last night, Alex, when I was at the debate, and I walked into the press pool, and there were 5,000 reporters, almost like a red carpet at the Oscars.
[00:10:07.102 --> 00:10:08.663]  And they all knew who I was.
[00:10:09.184 --> 00:10:10.525]  And they all knew about the story.
[00:10:11.045 --> 00:10:14.228]  And not one of them wanted to talk to me or talk about it.
[00:10:14.268 --> 00:10:16.489]  Because they weren't reporters, they were repeaters.
[00:10:16.570 --> 00:10:20.573]  You were the only man, the only journalist, really, in the arena.
[00:10:21.837 --> 00:10:27.259]  They did not want to talk about it, and I also looked at them, and I didn't know what to say.
[00:10:27.279 --> 00:10:29.440]  I said, guys, you ought to be ashamed of yourselves.
[00:10:29.740 --> 00:10:35.262]  It was a truly historical situation for Veritas, and I'm just so proud of my team.
[00:10:35.302 --> 00:10:41.784]  It took us a year of transcripts, and filming, and a year of investigative work.
[00:10:42.084 --> 00:10:43.645]  But to see these guys resign,
[00:10:44.105 --> 00:10:46.326]  The heart and soul of the Democratic Party.
[00:10:46.346 --> 00:10:48.628]  That guy, Bob Cramer, was not some low-level guy.
[00:10:48.668 --> 00:10:50.809]  He met with the President 47 times.
[00:10:51.129 --> 00:10:53.130]  He went to the White House 340 times.
[00:10:53.491 --> 00:10:54.551]  He has now resigned.
[00:10:54.811 --> 00:10:57.213]  Hillary Clinton is being asked about it.
[00:10:57.373 --> 00:11:00.535]  And the second video was about how they were busting up people across state lines.
[00:11:00.895 --> 00:11:03.676]  How they wanted to commit illegal voter fraud with non-citizens.
[00:11:04.077 --> 00:11:08.719]  A guy named Cesar Vargas caught on videotape describing how they bust people.
[00:11:09.080 --> 00:11:11.041]  The quotes, you can't write them.
[00:11:11.261 --> 00:11:13.062]  They look like they're from the usual suspects.
[00:11:13.382 --> 00:11:15.823]  The guy in the video says, we don't care about the law.
[00:11:16.063 --> 00:11:17.444]  We want to win this mother effer.
[00:11:17.744 --> 00:11:21.125]  Quote, we've been busting people across state lines for 50 years.
[00:11:21.525 --> 00:11:23.006]  You can't make this stuff up.
[00:11:23.506 --> 00:11:27.247]  And social media has forced the mainstream media to cover this.
[00:11:27.748 --> 00:11:28.468]  It's unbelievable.
[00:11:28.968 --> 00:11:30.428]  I've never seen anything like it.
[00:11:30.828 --> 00:11:32.349]  It's the number one hottest thing.
[00:11:32.769 --> 00:11:35.350]  It's become a global video phenomenon.
[00:11:35.630 --> 00:11:37.050]  And Twitter tried to ban me.
[00:11:37.110 --> 00:11:38.450]  Jack Dorsey tried to ban me.
[00:11:38.890 --> 00:11:40.791]  And another thing, Alex, this is unbelievable.
[00:11:41.551 --> 00:11:47.973]  We had television exclusives lined up with the biggest media television stations, and they all spiked the story.
[00:11:48.453 --> 00:11:52.854]  My sources are telling me because they faced retaliation and retribution from a future Clinton administration.
[00:11:53.726 --> 00:11:57.407]  And they now are forced to cover it because its groundswell has risen and up.
[00:11:57.907 --> 00:12:03.629]  So, I have nothing, I don't know what else to say except that this is historical and I could not have done it without all of you.
[00:12:04.029 --> 00:12:06.470]  It is something that I've never seen before, Alex.
[00:12:06.510 --> 00:12:09.611]  The media is losing control over the people.
[00:12:10.011 --> 00:12:12.291]  When the media loses control over the people, they panic.
[00:12:12.332 --> 00:12:13.152]  They get irrational.
[00:12:13.572 --> 00:12:14.692]  They viciously attack.
[00:12:14.732 --> 00:12:15.913]  They assault my reputation.
[00:12:16.233 --> 00:12:18.073]  They have to do damage control.
[00:12:18.413 --> 00:12:20.234]  And what you saw with citizen journalism,
[00:12:21.807 --> 00:12:32.974]  Ground swell up to the top and force people to talk about it in the presidential debate, which in turn forced the media corporations, which don't want to talk about it, because they face retribution from the Justice Department.
[00:12:33.455 --> 00:12:41.240]  And I had, by the way, Alex, I'm not going to say who they were because I promised them I wouldn't, but I had people who you perceived to be friendly to us.
[00:12:41.880 --> 00:12:44.442]  In the big leagues, the big TV stations.
[00:12:44.782 --> 00:12:47.344]  Come up to me and say, James, I went to war for you.
[00:12:47.744 --> 00:12:50.286]  I went to war for you with my corporation.
[00:12:50.907 --> 00:12:52.848]  And I wanted to get you on TV.
[00:12:53.008 --> 00:12:54.629]  They won't let me put you on TV.
[00:12:55.350 --> 00:12:56.631]  That is how bad it is.
[00:12:58.212 --> 00:12:59.213]  Exactly, let's remember that.
[00:12:59.313 --> 00:13:02.115]  As bad as dinosaur media is, there's actually a lot of good people in there.
[00:13:02.295 --> 00:13:03.295]  There are some good people.
[00:13:03.335 --> 00:13:05.076]  There are some one or two decent people.
[00:13:05.396 --> 00:13:10.238]  But they pulled me aside, they huddled me on the red carpet last night, and they said, James, I went to war for you.
[00:13:10.578 --> 00:13:12.479]  They will not let me put you on television.
[00:13:12.859 --> 00:13:16.740]  Because, Alex, the way it works is these are publicly traded media companies.
[00:13:16.820 --> 00:13:18.641]  These are publicly traded corporations.
[00:13:19.081 --> 00:13:23.163]  And if they air this stuff, that people in the White House... It's over!
[00:13:23.223 --> 00:13:24.323]  Hillary will have to step down!
[00:13:25.243 --> 00:13:27.004]  If they air this stuff, the election's over.
[00:13:36.206 --> 00:13:44.929]  It's a very easy thing for a Republican to say, well, they're busting people in.
[00:13:45.069 --> 00:13:46.829]  Well, you know what?
[00:13:47.109 --> 00:13:52.911]  We've been busting people in for 50 years and we're not going to stop now.
[00:13:53.531 --> 00:13:59.753]  I think backwards from how they would prosecute if they could and then try to build out the method to avoid that.
[00:14:03.214 --> 00:14:07.283]  Okay, let's just say, in theory, if a major investigation came up, major vote frauds outweigh.
[00:14:12.162 --> 00:14:14.303]  How would they prove it, and who would they charge?
[00:14:14.324 --> 00:14:21.328]  Then it's much harder to prove that these people drove in from out of state.
[00:14:21.368 --> 00:14:25.211]  There's no bus involved, so you can't prove conspiracy.
[00:14:25.271 --> 00:14:28.693]  The canvassers don't have to know why they just need to be told to do that.
[00:14:28.793 --> 00:14:28.933]  No!
[00:14:28.973 --> 00:14:30.314]  In fact, you don't want them to.
[00:14:30.414 --> 00:14:30.814]  Right.
