[00:00:20.509 --> 00:00:22.672]  Welcome to the InfoWars Nightly News.
[00:00:22.772 --> 00:00:24.114]  I'm your host, Jakari Jackson.
[00:00:24.514 --> 00:00:26.157]  It is May 11, 2016, and here's a look at our top stories.
[00:00:32.150 --> 00:00:34.651]  Tonight, it's not just the economy, stupid.
[00:00:34.711 --> 00:00:36.992]  It's the deliberate sabotage of the economy.
[00:00:37.112 --> 00:00:41.615]  Hillary gets only a third of the votes she did eight years ago, as she loses badly to Bernie Sanders.
[00:00:41.815 --> 00:00:45.336]  And half of Sanders voters say they would vote for Trump over Hillary.
[00:00:45.737 --> 00:00:48.918]  And, we look at one example of human trafficking and slavery.
[00:00:49.378 --> 00:00:54.341]  Vietnamese girls as young as 13 kidnapped and sold to Chinese men as brides.
[00:00:55.001 --> 00:00:58.443]  I was propagandized as a kid to believe that everything America did was great.
[00:00:58.763 --> 00:01:03.626]  And like a lot of people, as I got into the world in the 70s and 80s, I realized that wasn't true.
[00:01:04.146 --> 00:01:09.309]  But I do believe America is better than any other political and social system that's ever been created in the world.
[00:01:09.729 --> 00:01:13.531]  So, I don't care what your trendy argument, I don't care what your hashtag argument is.
[00:01:13.691 --> 00:01:16.893]  If you do not stand for free speech, you do not stand for America.
[00:01:17.493 --> 00:01:20.135]  All that and more on tonight's InfoWars Nightly News.
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:00.387 --> 00:03:01.955]  Yeah.
[00:03:03.649 --> 00:03:04.429]  And welcome back.
[00:03:04.649 --> 00:03:15.492]  West Virginia is feeling the burn, and we see that Mr. Sanders has toppled Mrs. Clinton in a state that she won back in 2008, notching another victory to keep him on the path to the nomination.
[00:03:15.952 --> 00:03:22.114]  With 61% of precincts reporting Tuesday evening, Sanders led Clinton 51% to 36%.
[00:03:23.514 --> 00:03:30.416]  And also, with Sanders' projected victory, he's slated to win the majority of the 29 pledged delegates at stake.
[00:03:30.996 --> 00:03:35.581]  Now it's going to be a very narrow window, but Bernie is still in this thing.
[00:03:35.941 --> 00:03:42.167]  And for all you Sanders supporters out there, you are doing somewhat of a good job trying to get Bernie out there in the limelight.
[00:03:42.227 --> 00:03:47.332]  He lost a lot of esteem just due to the superdelegate process.
[00:03:47.352 --> 00:03:50.536]  And I'm not a Sanders supporter, but I do want him to have a fair shake.
[00:03:50.976 --> 00:03:55.457]  In this election cycle, so good job to you guys keeping him out there and not letting Ms.
[00:03:55.497 --> 00:03:59.238]  Clinton just come in and take all the delegates with the superdelegate process.
[00:03:59.298 --> 00:04:08.679]  I mean, before even Sanders gets to the states and the voters get to the polls, the delegates are already sucked up during the superdelegate process, so we'll see how much longer he can hold on.
[00:04:09.059 --> 00:04:16.061]  Now, in other political news, we see that Obama's speechwriters are actually laughing about the American people believing Obama's lies.
[00:04:16.101 --> 00:04:17.581]  They sit around here and they talk about
[00:04:17.961 --> 00:04:25.703]  Hey, Bob, you know, it's great when you wrote that line about this or that, and here's a clip of this, of these guys talking about all the lies they put into Obama's speeches.
[00:04:26.924 --> 00:04:32.966]  The point is that you have equal impact on serious speeches because it's about style, use of language, etc.
[00:04:33.946 --> 00:04:41.688]  I really like... I was very... The joke speech is the most fun part of this, but the things I'm the most proud of were the more serious speeches, I think.
[00:04:42.068 --> 00:04:47.190]  Healthcare, economic speeches, and I think... Love it wrote the line about...
[00:04:48.391 --> 00:04:55.558]  If you like your insurance, you can keep it.
[00:04:56.359 --> 00:05:06.448]  And now, while they may be laughing it up and having a good time, we have a story here that is no laughing matter, and that is Vietnamese girls being smuggled into China and sold as child brides.
[00:05:07.029 --> 00:05:12.274]  The villages along the Vietnamese-Chinese border are a hunting ground for human traffickers.
[00:05:13.114 --> 00:05:30.586]  And this is for all the people who say that overpopulation is a big issue.
[00:05:30.626 --> 00:05:40.653]  Now, I do understand that you do have some cities where that's an issue, like New York, Mumbai, or other places where, you know, we go down the street the wrong part of the day or the right part of the day, where it may be, you can't even walk down the street.
[00:05:40.673 --> 00:05:42.334]  It's like being at Disneyland or something.
[00:05:42.554 --> 00:05:43.076]  We're good to go.
[00:05:46.698 --> 00:05:46.898]  I think?
[00:06:17.198 --> 00:06:17.659]  We're good to go.
[00:06:39.693 --> 00:07:07.477]  Societal means to help people take care of the children that they do have so it doesn't become a burden on Anybody else now as we're talking about the serious news it continues with a blast from Isis they've come out and attacked an Iraqi city Baghdad and we see that Isis says it's behind a series of attacks in Iraqis capital Wednesday that targeted Shiites and left more than 90 people dead at least 64 people were killed when a car bomb went off in a market at Baghdad according to
[00:07:08.217 --> 00:07:22.380]  And this is the old adage, you guys probably heard it, you take a drug dealer off the street and next week there's another drug dealer to replace them.
[00:07:22.461 --> 00:07:32.303]  It's the same thing when you take these dictators, as bad as they may be, out of these places where you talk about Gaddafi or Saddam or what they're trying to do in Syria with Assad.
[00:07:33.143 --> 00:07:44.270]  When you remove these guys from power, just like we've seen in Libya, all you do is create a breeding ground, a battleground, and the group that eventually takes over, it just becomes an ISIS training camp, or a terrorist training camp.
