[00:00:25.848 --> 00:00:28.554]  Waging war on corruption.
[00:00:28.554 --> 00:00:33.684]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:35.725 --> 00:00:51.671]  Even though the FBI a month and a half ago gave immunity to everybody that had covered up for Hillary Clinton with her criminal activities, selling US secrets, selling out US sovereignty, selling out favors, everybody from the Saudi Arabians, the communist Chinese, to the Russians.
[00:00:51.671 --> 00:00:58.814]  And so what does Hillary do is she has a massive problem selling out for $35 million, one-fifth of US weapons-grade plutonium.
[00:00:58.814 --> 00:01:01.715]  That's admitted, that's in the Wall Street Journal, that's even in the New York Times.
[00:01:03.618 --> 00:01:06.501]  Donald Trump of being a Russian agent.
[00:01:06.501 --> 00:01:07.321]  They've accused me of that.
[00:01:07.321 --> 00:01:08.522]  I mean, this is really getting crazy.
[00:01:08.522 --> 00:01:13.126]  It's like accusing me of being Santa Claus or a keyboard elf.
[00:01:13.126 --> 00:01:28.520]  Well, what do you do when you've got the same FBI a couple years ago with Jeffrey Epstein, who had the Lolita Express with Bill Clinton on at least 16 round-trip flights to the pedophile island he got convicted of running?
[00:01:30.660 --> 00:01:36.804]  And then you've got Clinton flying out to hang out with sultans that have admitted harems of little boys and little girls.
[00:01:36.804 --> 00:01:38.425]  This is mainstream news.
[00:01:38.425 --> 00:01:40.847]  Well, the FBI, quote, gave them all immunity.
[00:01:40.847 --> 00:01:42.768]  Magic wand, you're above the law.
[00:01:42.768 --> 00:01:45.389]  But they know Trump is holding this back.
[00:01:45.389 --> 00:01:50.993]  I've known this has been a Trump-October surprise for six months.
[00:01:50.993 --> 00:01:53.254]  And so what happens?
[00:01:53.254 --> 00:01:55.736]  They hit Trump with it.
[00:01:55.736 --> 00:02:00.019]  Now, in 30 minutes, I'm going to break down an internal Democratic Party dossier.
[00:02:01.988 --> 00:02:10.434]  And we have the actual next 29 days till the election, the actual data dump on their battle plans and how they're going to hit Trump.
[00:02:10.434 --> 00:02:20.101]  We even know what she and Anderson Cooper are going to be hitting them first with in the debate at 8 o'clock Central, 9 o'clock Eastern tonight.
[00:02:20.101 --> 00:02:24.504]  So that is all coming up today.
[00:02:24.504 --> 00:02:27.687]  At the bottom of the hour, I will break all of this down.
[00:02:29.517 --> 00:02:31.278]  This is so surreal.
[00:02:31.278 --> 00:02:39.421]  Now, obviously, they've released an 11-year-old tape of him on a TV show, and they were deceptively recording him on a bus.
[00:02:39.421 --> 00:02:40.282]  It's highly edited.
[00:02:40.282 --> 00:02:45.624]  You hear him kind of end with, well, she was married, so I, you know, backed off.
[00:02:45.624 --> 00:02:47.225]  Locker room talk.
[00:02:47.225 --> 00:02:49.886]  I guarantee you, most Republican Democrats do far worse.
[00:02:49.886 --> 00:02:52.807]  But my issue is Trump never acted like he was some perfect angel.
[00:02:52.807 --> 00:02:53.768]  He never held that out.
[00:02:56.169 --> 00:02:57.570]  He's got the same sin as King David.
[00:02:57.570 --> 00:02:59.531]  He likes women or King Solomon.
[00:02:59.531 --> 00:03:00.832]  The point is he's a nationalist.
[00:03:00.832 --> 00:03:07.657]  He's got the globalists that have occupied and captured this country absolutely hating his guts and throwing everything they've got at him.
[00:03:07.657 --> 00:03:11.480]  It's not like he was some televangelist that said if you kiss your girlfriend out of wedlock you're going to hell.
[00:03:11.480 --> 00:03:14.662]  And then he got caught, you know, with a prostitute.
[00:03:14.662 --> 00:03:16.323]  The guy's never been a hypocrite.
[00:03:16.323 --> 00:03:17.264]  We knew this was all coming up.
[00:03:17.264 --> 00:03:19.065]  Those Howard Stern interviews are old.
[00:03:19.065 --> 00:03:20.326]  They hit him with those a year ago.
[00:03:23.143 --> 00:03:28.447]  So, this is all about manipulating his evangelical support base.
[00:03:28.447 --> 00:03:31.950]  What you need to know is, Pence is anti-abortion, so is Trump.
[00:03:31.950 --> 00:03:33.051]  That's all you need to know.
[00:03:33.051 --> 00:03:33.832]  Is the guy a hypocrite?
[00:03:33.832 --> 00:03:34.772]  Absolutely not.
[00:03:34.772 --> 00:03:45.101]  If he was a goody two-shoe, and said that he was the cleanest whistle around, and then he got caught shooting his mouth off like this, I'd say this guy's a hypocrite, I don't like him.
[00:03:45.101 --> 00:03:47.262]  Quite frankly, I like Trump more because of this.
[00:03:47.262 --> 00:03:51.406]  And it's not that I'm some gruff guy that shoots my mouth off like this.
[00:03:52.645 --> 00:03:56.732]  It's that it's so real, that's why they're so scared of him.
[00:03:56.732 --> 00:03:58.174]  And they cannot stand him.
[00:03:58.174 --> 00:04:02.881]  And they've got more of this stuff coming out, but man, the Clintons literally fund radical jihadis.
[00:04:03.660 --> 00:04:05.921]  That mutilate women's genitals.
[00:04:05.921 --> 00:04:11.222]  Hillary stays in the same bedroom with Uma Abedin, whose mother is the top genital mutilation maven that pushes it.
