[00:00:20.151 --> 00:00:22.071]  Welcome to the InfoWars Nightly News.
[00:00:22.111 --> 00:00:26.072]  It is Thursday, April 14, 2016, and I'm Leigh Ann McAdoo.
[00:00:26.192 --> 00:00:27.293]  Here's what's coming up tonight.
[00:00:31.413 --> 00:00:36.474]  Tonight, could this report explain the holes in U.S.
[00:00:36.514 --> 00:00:37.435]  cybersecurity?
[00:00:38.375 --> 00:00:43.536]  Then, you'll be shocked how some students are being treated on college campuses.
[00:00:44.722 --> 00:00:49.024]  After that, what news topic are Americans sick of hearing about?
[00:00:50.104 --> 00:00:57.207]  And with all the negative talk about walls, is it okay for the police to place one around Trump demonstrators?
[00:00:57.848 --> 00:00:58.508]  That's next!
[00:01:05.911 --> 00:01:11.692]  I don't know, basically about six blocks in either direction, because they are expecting a large number of protesters here tonight.
[00:01:12.733 --> 00:01:19.834]  There's a Facebook page out, one Jews against Trump, 1,400 protesters, definitely saying they're going to come.
[00:01:19.914 --> 00:01:22.235]  Another 3,000 said they're interested in coming.
[00:01:22.275 --> 00:01:26.236]  But last night, there was a rally in Pittsburgh, Pennsylvania, and I'm going to bring Joe Biggs.
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:03.168 --> 00:03:12.011]  Well, according to some in the tech community, a ludicrous, dangerous, and technically illiterate proposal is making its way through the Senate Intelligence Committee.
[00:03:12.472 --> 00:03:18.314]  Now, this bit of legislation is called the Compliance with Court Orders Act, and it would require...
[00:03:18.894 --> 00:03:25.918]  Technology companies to design and manufacture smartphones, computers, and software that's accessible to government.
[00:03:26.338 --> 00:03:34.822]  Apple, Microsoft, Google, and other corporations would be required to provide backdoor keys and encryption workarounds if this bill becomes the law.
[00:03:35.262 --> 00:03:44.407]  Now, according to the Act, it requires the provision of data in an intelligible format to a government pursuant to a court order and for other purposes.
[00:03:44.867 --> 00:03:48.048]  And of course, the bill does not define what those other purposes are.
[00:03:48.488 --> 00:03:54.710]  Now, committee chairman Richard Burr says, consumers have a right to seek solutions that protect their information.
[00:03:54.730 --> 00:03:58.411]  I do not believe, however, that those solutions should be above the law.
[00:03:58.931 --> 00:04:05.673]  And the vice chairman Dianne Feinstein says, no entity or individual is above the law.
[00:04:06.853 --> 00:04:14.638]  Well, now you'll recall that James Comey came out a few weeks ago and said that American people needed to demand to know how the government is using their information.
[00:04:15.239 --> 00:04:17.860]  Obviously, you know, they're kind of backtracking here on that.
[00:04:18.361 --> 00:04:22.464]  But here's someone that is above the law, apparently the Department of Justice.
[00:04:22.864 --> 00:04:31.530]  Now, Microsoft is actually suing them over gag laws that they say are blocking customers from knowing that the government is getting their data.
[00:04:31.970 --> 00:04:34.131]  Now, they filed this lawsuit today.
[00:04:34.672 --> 00:04:35.712]  This is against the U.S.
[00:04:35.772 --> 00:04:36.573]  Justice Department.
[00:04:37.333 --> 00:04:45.518]  They claim the government's authority to block the technology companies from notifying customers when their personal data has been accessed is unconstitutional.
