[00:00:20.165 --> 00:00:20.985]  Good evening, everyone.
[00:00:21.025 --> 00:00:23.206]  Welcome to the InfoWars Nightly News.
[00:00:23.366 --> 00:00:24.327]  I'm Darren McBreen.
[00:00:24.447 --> 00:00:25.848]  It is Thursday, July 7th, 2016.
[00:00:25.928 --> 00:00:28.088]  Here's a quick look at what's coming up.
[00:00:36.638 --> 00:00:46.584]  Following FBI Director James Comey's announcement that Hillary will not be prosecuted, House and Senate Republicans shut down a Clinton investigation.
[00:00:47.565 --> 00:00:53.448]  After that, Governor Jerry Brown attacks the Second Amendment by coming after magazines.
[00:00:54.309 --> 00:01:02.974]  And while boatloads of migrants illegally enter the United States, wildlife patrolmen disarm and detain American reporters.
[00:01:03.674 --> 00:01:04.355]  That's next!
[00:01:05.046 --> 00:01:07.709]  Yeah, we've been told we can't go back down around the border.
[00:01:07.850 --> 00:01:11.474]  Anything that's considered a wildlife refuge.
[00:01:11.775 --> 00:01:13.877]  Yeah, they gave us criminal trespass and we had to pay.
[00:01:13.917 --> 00:01:14.638]  We were extorted.
[00:01:14.879 --> 00:01:18.824]  Had to pay $690 to get our firearms back.
[00:01:18.964 --> 00:01:19.665]  We were extorted.
[00:01:19.685 --> 00:01:21.106]  I mean, that's plain and clear.
[00:02:01.098 --> 00:02:06.701]  Last week we pointed out the globalists have declared open season on free individuals and nations worldwide.
[00:02:07.401 --> 00:02:11.023]  When the British left the Euro, the globalists decided to go into high gear.
[00:02:11.343 --> 00:02:15.125]  They've now announced that Hillary won't be indicted no matter how many crimes she commits.
[00:02:15.345 --> 00:02:17.346]  It's time for us to take our matters into our own hands.
[00:02:17.586 --> 00:02:19.828]  The globalist warfare model is siege.
[00:02:20.208 --> 00:02:21.388]  It wants to make us dependent.
[00:02:21.549 --> 00:02:22.789]  It wants to cut off our economies.
[00:02:23.109 --> 00:02:25.831]  It wants to be able to set up a worldwide financial crisis.
[00:02:26.491 --> 00:02:33.053]  Where there are food shortages that are already happening in most parts of the world, where they basically bring us to our knees and where we capitulate to their demands.
[00:02:33.393 --> 00:02:40.915]  That's why we're extending the July 4th sale right through next week, because it's all about declaring your independence from the globalists.
[00:02:41.155 --> 00:02:47.217]  You don't just declare independence when you buy high-quality, storable foods or water filters or shortwave radios at InfoWareStore.com.
[00:02:47.881 --> 00:02:54.185]  You declare your independence when you share links of articles and videos and information from the broadcast because there's a war on for your mind.
[00:02:54.626 --> 00:02:58.028]  It's a total 360 win at InfoWarsTore.com.
[00:03:02.366 --> 00:03:08.030]  How many times have you heard liberals say, nobody's going to take your guns, right?
[00:03:08.711 --> 00:03:15.516]  In fact, they're always quick to point out that Obama's eight-year tenure in the White House is almost over.
[00:03:16.077 --> 00:03:21.461]  So far, nobody's kicked down your doors and confiscated your firearms.
[00:03:21.981 --> 00:03:29.047]  In fact, it was Obama himself who has told us several times, we got nothing to worry about.
[00:03:29.847 --> 00:03:33.990]  When y'all go home and you're talking to your buddies and they say, ah, he wants to take my gun away.
[00:03:35.911 --> 00:03:36.611]  You've heard it here.
[00:03:36.671 --> 00:03:38.332]  I'm on television, so everybody knows it.
[00:03:40.053 --> 00:03:41.254]  I believe in the Second Amendment.
[00:03:42.815 --> 00:03:45.897]  I believe in people's lawful right to bear arms.
[00:03:46.877 --> 00:03:48.658]  I will not take your shotgun away.
[00:03:48.678 --> 00:03:50.940]  I will not take your rifle away.
[00:03:50.960 --> 00:03:54.121]  I won't take your handgun away.
[00:03:54.181 --> 00:03:58.224]  The notion that I
[00:03:59.634 --> 00:04:07.859]  or Hillary or Democrats or whoever you want to choose are hell-bent on taking away folks' guns.
[00:04:10.601 --> 00:04:11.441]  It's just not true.
[00:04:12.302 --> 00:04:23.949]  Contrary to claims of some presidential candidates apparently before this meeting, this is not a plot to take away everybody's guns.
[00:04:26.170 --> 00:04:27.291]  You pass a background check,
[00:04:28.749 --> 00:04:30.130]  You purchase a firearm.
[00:04:30.930 --> 00:04:31.711]  Well, there you go.
[00:04:31.771 --> 00:04:32.832]  You heard the president.
[00:04:32.932 --> 00:04:34.973]  Nobody wants to take your guns.
[00:04:35.993 --> 00:04:41.017]  They just want to make you register them and restrict transfers.
[00:04:41.977 --> 00:04:50.963]  And they only want to ban certain kinds of guns, not all of them, just certain kinds, like what they call assault weapons, for example.
[00:04:51.023 --> 00:04:52.164]  They don't want you to have those.
[00:04:52.504 --> 00:04:55.866]  And they don't want you to have magazines with more than 10 rounds.
[00:04:56.046 --> 00:04:57.067]  They want to limit that.
[00:04:57.947 --> 00:05:02.931]  And come to think of it, they're trying real hard to prevent you from carrying a gun.
[00:05:02.991 --> 00:05:06.074]  They don't want you to have a gun on you personally.
[00:05:06.534 --> 00:05:11.158]  They want gun-free zones, where you are basically left defenseless.
[00:05:11.638 --> 00:05:15.361]  And they want to ban or limit certain types of ammo.
[00:05:15.922 --> 00:05:23.288]  And they want all ammunition purchases registered and catalogued by the Department of Justice.
[00:05:23.928 --> 00:05:30.412]  They also want mandatory psychological evaluations before you are allowed to purchase a gun.
[00:05:30.432 --> 00:05:38.698]  And if they catch you violating any of these made-up rules, they want to throw you in prison.
[00:05:39.338 --> 00:05:42.180]  At which point, they will come and take your guns.
[00:05:43.174 --> 00:05:52.280]  If you can't see the irony in having a gun ban enforced by men with guns, well then you fail to understand why the Second Amendment was written in the first place.
[00:05:52.620 --> 00:05:55.501]  Throughout history, only slaves are disarmed.
[00:05:55.802 --> 00:06:00.404]  A well-regulated militia being necessary to the security of a free state.
[00:06:00.705 --> 00:06:04.407]  The right of the people to keep and bear arms shall not be infringed.
[00:06:04.787 --> 00:06:13.692]  For all of you actors out there who go to your red carpet events, surrounded by full battle rattle SWAT teams, while you accept your awards for your latest violent movie.
[00:06:14.032 --> 00:06:25.678]  For all you politicians who spend your 9-5 days scheming up ways to take away my Second Amendment rights, meanwhile you have first responders on site there to protect you, I say this, come and take it.
[00:06:31.291 --> 00:06:41.601]  There is one distinction in history above all others that marks free individuals, free populations, free nations from that of captive slaves.
[00:06:42.321 --> 00:06:47.686]  And it's also important to note that throughout history, most nations have been enslaved to an elite.
[00:06:48.207 --> 00:06:51.170]  But if you go back to the ancient Greeks, the cradle of democracy,
[00:06:52.606 --> 00:07:05.293]  480 B.C., we see the Battle of Thermopylae at the Hot Gates that's been popularized in many Hollywood movies, where 300 Spartans stood against hundreds of thousands of Persians.
[00:07:06.134 --> 00:07:10.696]  Now, if you went back to Persia, none of their general population or their empire were allowed to be armed.
[00:07:10.917 --> 00:07:11.557]  They were slaves.
[00:07:12.117 --> 00:07:14.839]  Only the king and his military were allowed to be armed.
[00:07:15.379 --> 00:07:19.303]  And those 300 that stood against that will live on forever.
[00:07:19.803 --> 00:07:34.077]  Then if you accelerate to 1775 in Lexington and Concord and the attempts by the British Crown to disarm the colonists, we see a repeat of what happened with the 300 back in ancient Greece at the hot gates fighting the Persians.
[00:07:34.858 --> 00:07:45.965]  If we move forward to 1835 in Gonzales, Texas, Santa Ana came to disarm the Mexican citizens of their firearms, and the people again fought back.
[00:07:46.646 --> 00:07:59.674]  If we look at what the Soviets did in Russia, or the Maoist communists in China, or what Fidel Castro did, or what Hitler did, they always seek, be they communists, fascists, it doesn't matter, to disarm the people before they enslave them.
[00:08:00.154 --> 00:08:09.981]  And that's why it's important to reflect, as the greatest assault on the right to keep and bear arms in our history takes place, that this historic battle isn't just an American battle.
[00:08:10.301 --> 00:08:13.464]  It's a battle fought by all peoples around the world.
[00:08:14.324 --> 00:08:20.169]  Only Switzerland and a few other countries still have some form of right to self-defense.
[00:08:20.189 --> 00:08:27.534]  And it's important to note, as we see the right to self-defense being taken away, we also see the right of free speech being taken away.
[00:08:28.018 --> 00:08:30.139]  The other mark of a free individual.
[00:08:30.620 --> 00:08:35.343]  So I thought today we'd look back on some of the famous historic quotes dealing with the Second Amendment.
[00:08:35.823 --> 00:08:53.015]  First, I want to give you a quote from Senator Dianne Feinstein, who famously said that if she could get the votes for an outright ban, picking up every one of them, Mr. and Mrs. America, Mr. and Mrs. America, Mr. and Mrs. America, turn them all in, I would have done it.
