[00:00:20.222 --> 00:00:22.322]  Welcome to the InfoWars Nightly News.
[00:00:22.442 --> 00:00:23.703]  I'm your host, Jakari Jackson.
[00:00:23.863 --> 00:00:28.083]  It is April 29th, 2016, and here's a look at our top stories.
[00:00:31.364 --> 00:00:43.626]  Tonight, anti-Trump agitators are triggered into a riot in Southern California as InfoWars captures the chaos from the land of idiocracy.
[00:00:51.852 --> 00:00:54.483]  I just saw, he just got triggered by us.
[00:01:00.148 --> 00:01:12.035]  Then the surveillance state comes out in the open and there is now a Supreme Court ruling that officially allows the FBI to hack and surveil your computer.
[00:01:12.315 --> 00:01:18.859]  And a bong hit just cost a top NFL prospect a whopping eight million dollars.
[00:01:19.340 --> 00:01:24.703]  All that plus much more up next on the InfoWars Nightly News.
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:02.369 --> 00:03:06.151]  Now coming up later in our show, we'll have footage of our crew out in California.
[00:03:06.492 --> 00:03:12.876]  They went to a Trump demonstration or anti-Trump demonstration last night, and they caught a lot of violence on camera.
[00:03:12.936 --> 00:03:14.557]  Like I said, we'll show you those videos later on.
[00:03:14.597 --> 00:03:18.819]  But if you go to the top of Drudge, that's all the rays, that's all they're talking about right now.
[00:03:18.919 --> 00:03:25.343]  Trump is actually at a different event as we speak, meeting with various people, and there were protesters out there to greet him.
[00:03:27.284 --> 00:03:33.671]  The issue I have with these protests or protesters more accurately is the way that they're going about it.
[00:03:34.011 --> 00:03:44.783]  I talked about this last time with the self-righteous social justice warrior, this person who is so angry at Trump or any political contender for that matter, that they feel it is
[00:03:46.204 --> 00:03:55.208]  Perfectly acceptable to go out to a protest and spin people's faces, to pepper spray little girls, to do donuts in the street and endanger other people.
[00:03:55.268 --> 00:03:57.829]  This is the mindset that these people have.
[00:03:58.309 --> 00:04:01.170]  You know, I'm not a Trump demonstrator, you guys know that.
[00:04:01.230 --> 00:04:02.851]  I'm not a Hillary supporter.
[00:04:02.891 --> 00:04:03.892]  I'm not a Bernie supporter.
[00:04:03.912 --> 00:04:06.713]  With all that said, I would not go to a Hillary Clinton event
[00:04:07.293 --> 00:04:11.195]  And pepper spray little girls in the face or pepper spray somebody who is around little girls.
[00:04:11.256 --> 00:04:16.139]  I wouldn't go to a Bernie demonstration to do donuts in the street and endanger the people out there.
[00:04:16.199 --> 00:04:18.980]  I wouldn't go to a Trump demonstration and punch somebody in the face.
[00:04:19.060 --> 00:04:20.581]  It's how these people are acting.
[00:04:20.962 --> 00:04:27.746]  Meanwhile, they want to call him a racist, fascist, sexist, bigot, whatever, you know, they want to call him this week.
[00:04:28.206 --> 00:04:34.150]  And a lot of times when they talk to these guys, if you watch the videos that are coming up, they ask them, what is your issue with Donald Trump?
[00:04:34.790 --> 00:04:45.438]  And no, for many, as many things that you could say legitimately about the guy, you could talk about the torture aspect, or the wall, or the lack of domestic privacy.
[00:04:45.458 --> 00:04:49.341]  He wants to, you know, have all these measures to get into your devices and all that.
[00:04:49.582 --> 00:04:55.246]  Legitimate criticism of the guy, but people say he's violent against Mexicans.
[00:04:55.326 --> 00:04:57.428]  I'm like, when did he say he's violent against Mexicans?
[00:04:57.828 --> 00:05:01.069]  I'm as skeptical about the guy as many of the people at that demonstration.
[00:05:01.389 --> 00:05:02.390]  I've never heard him say that.
[00:05:02.450 --> 00:05:06.871]  Similar things when he talks, when people talk about he's violent against Muslims.
[00:05:07.651 --> 00:05:10.252]  I've never heard him say he wants to be violent towards Muslims.
[00:05:10.292 --> 00:05:16.554]  Now, he did say he wants to torture the families or is up to torture the families of terrorism suspects.
[00:05:16.854 --> 00:05:24.717]  Those people aren't always necessarily Muslim, but that's really the only violence I've heard come out of the guy's mouth or, you know, condoning of violence.
[00:05:25.237 --> 00:05:29.523]  Other than that, these people don't even want to criticize him for the things that he actually said and believes.
[00:05:29.763 --> 00:05:34.989]  They just want to go out there and endanger other people for their own means, but we'll have all those videos coming up here shortly.
[00:05:35.410 --> 00:05:43.480]  And as I was talking about the surveillance apparatus with Trump, we now see this article, Supreme Court ruling allows FBI to hack and surveil computers.
[00:05:44.201 --> 00:05:53.383]  Prior to the decision, Rule 41 of the Federal Rules of Criminal Procedure authorized search and seizure by law enforcement only within their own jurisdiction.
[00:05:53.843 --> 00:06:04.566]  Approved amendments to the code now permit the FBI and others to hack into computers and seize data, even if that computer's actual location has been concealed through technical means such as TOR.
[00:06:05.166 --> 00:06:12.348]  As it stands, the proposed amendments allow the FBI to use a wide array of invasive and potentially destructive hacking techniques
[00:06:12.808 --> 00:06:13.289]  We're good to go.
[00:06:35.564 --> 00:06:36.124]  Mindset.
[00:06:36.184 --> 00:06:43.528]  If you think about the situation now, a lot of law enforcement agencies around the country are starting to do this thing where you get pulled over and they want to look in your phone.
[00:06:43.949 --> 00:06:50.252]  You know, for really no reason, you know, you get pulled over for a busted taillight, they could potentially say, I want to look at your phone, see if you were texting.
[00:06:50.272 --> 00:06:51.213]  He's like, I wasn't texting.
[00:06:51.253 --> 00:06:53.874]  My phone was in my pocket or it's in my purse or whatever else.
[00:06:54.014 --> 00:06:56.916]  But they just use this as an excuse to check your data.
[00:06:57.276 --> 00:07:01.098]  A similar thing when you look at the Apple phone and the whole recent controversy with that.
[00:07:01.458 --> 00:07:07.461]  They said that they wanted Apple to build a backdoor for them to use anytime they felt like it, but it's only a one-time deal.
[00:07:07.601 --> 00:07:08.461]  People didn't buy that.
[00:07:09.061 --> 00:07:17.305]  So, eventually they hacked the phone, spent millions of dollars or at least a million dollars to do so, and they're not any better for it in my personal opinion.
[00:07:17.345 --> 00:07:21.247]  John McAfee told them how to hack the phone without using all this expensive equipment, but
[00:07:21.627 --> 00:07:23.368]  Bureaucracy wouldn't allow that to happen.
[00:07:23.388 --> 00:07:27.631]  They had to spend money and make a big deal out of it just to get into Apple's face about it.
[00:07:28.091 --> 00:07:33.734]  It seems like every day they find a new way to take our privacy away from us when it comes to our electronic devices.
[00:07:33.755 --> 00:07:36.856]  Now I want to talk about a story that's going on overseas.
[00:07:36.876 --> 00:07:41.099]  Not so much the lack of privacy, but the lack of life that's going on in Syria.
[00:07:41.639 --> 00:07:43.921]  The Syrian conflict has been going on for some time.
[00:07:44.481 --> 00:07:48.664]  It's been heating, escalating, and now this is the latest in a string of attacks.
[00:07:49.344 --> 00:07:52.925]  Syrian airstrikes hit hospital, kill at least 20 in Aleppo.
[00:07:53.565 --> 00:08:05.669]  Several airstrikes hit a well-known hospital in a rebel-held area of Aleppo, killing at least 20 people, including three children, a dentist, and one of the last pediatricians left in the divided city.
[00:08:06.229 --> 00:08:10.834]  The Syrian Observatory for Human Rights monitoring group said on Thursday.
[00:08:11.294 --> 00:08:16.199]  Doctors Without Borders said 14 patients at the hospital at Bax were among the dead.
[00:08:16.680 --> 00:08:19.643]  Opposition leaders blamed the government of Assad.
[00:08:20.083 --> 00:08:23.567]  Now, I was trying to do some research and make sure that this was Assad.
[00:08:23.747 --> 00:08:29.293]  Multiple news agencies are saying that it is Assad, but I'm always skeptical when I hear things of that.
[00:08:29.913 --> 00:08:35.058]  Not that Asada is a good guy, but we've seen multiple times they try to blame him for stuff that he didn't do.
[00:08:35.338 --> 00:08:41.905]  Case in point, the chemical weapons attacks, I believe of 2013, if I remember correctly.
[00:08:42.325 --> 00:08:46.349]  Basically, if you guys remember those attacks, it was all over the news on
[00:08:47.150 --> 00:08:54.452]  Mainstream media here in the States that Assad was running around tear gassing people or chemical weaponing, using chemical weapons to kill people.
[00:08:54.832 --> 00:09:04.055]  And the issue about that was, if you look at those videos, in the corner they had a watermark that was an Al-Qaeda watermark or, you know, these extremist group watermarks.
[00:09:04.075 --> 00:09:08.516]  I'm like, well, why would Assad film these things, put them up on the internet with the watermark?
[00:09:08.596 --> 00:09:09.496]  It was a complete bull.
[00:09:09.556 --> 00:09:11.137]  So I'm always skeptical, but
[00:09:11.437 --> 00:09:19.804]  For right now I'll take their word for it that it was Assad and hopefully we'll get some cooler heads to prevail out there and get some answers as to why this hospital was destroyed.
[00:09:20.265 --> 00:09:26.750]  But now we have new answers or the answers that they want us to hear as far as why the hospital was destroyed last year.
[00:09:27.091 --> 00:09:29.313]  If you guys recall the attack in Afghanistan.
[00:09:29.873 --> 00:09:35.015]  Where the Doctors Without Borders facility in Afghanistan was hit by U.S.
[00:09:35.515 --> 00:09:35.956]  artillery.
[00:09:35.976 --> 00:09:36.796]  And we see this.
[00:09:37.096 --> 00:09:40.277]  Pentagon announces punishments in deadly hospital attack.
[00:09:40.317 --> 00:09:42.698]  And this is back in October of 2015.
[00:09:43.299 --> 00:09:43.699]  A U.S.
[00:09:43.859 --> 00:09:53.443]  aerial gunship attack on a hospital in Afghanistan that killed at least 42 people occurred because of human errors, process mistakes, and equipment failures.
[00:09:53.943 --> 00:09:55.585]  And none of the aircrew or U.S.
[00:09:55.605 --> 00:09:59.048]  ground troops knew the target was a hospital atop U.S.
[00:09:59.108 --> 00:10:00.230]  General said Friday.
[00:10:00.590 --> 00:10:06.336]  Now, once again, this somewhat conflicts with what we've heard from Doctors Without Borders.
[00:10:06.696 --> 00:10:11.901]  They've been saying that they knew that it was, in fact, a hospital they've been operating out of there for some time.
[00:10:13.142 --> 00:10:20.004]  The rationale at the time, back in October 2015, was that militants were using this facility for some reason.
[00:10:20.024 --> 00:10:21.365]  I don't know if that's true.
[00:10:21.445 --> 00:10:27.087]  Maybe they went in at some point to get patched up, but it wasn't an official base of operations.
[00:10:27.207 --> 00:10:29.447]  That's what Doctors Without Borders is saying.
[00:10:29.807 --> 00:10:34.229]  And now they're saying that 16 military members from this incident have been
[00:10:35.109 --> 00:10:35.629]  Discipline
[00:10:51.194 --> 00:10:53.515]  It was an equipment failure, mistakes were made.
[00:10:53.815 --> 00:10:56.116]  There's no reason to investigate this any further.
[00:10:56.396 --> 00:11:02.938]  The guys retired when this attack happened and they've been disciplined but nobody's actually going to go to jail or face any charges.
