[00:00:20.168 --> 00:00:22.031]  Welcome to the Info Wars Nightly News.
[00:00:22.071 --> 00:00:26.038]  It is Monday, April 18th, 2016, and I'm Leanne McAdoo.
[00:00:26.198 --> 00:00:27.260]  Here's what's coming up tonight.
[00:00:31.387 --> 00:00:31.828]  Tonight...
[00:00:33.186 --> 00:00:40.732]  Saudi Arabia says it will sell off billions of American assets if questions surrounding 9-11 continue.
[00:00:41.633 --> 00:00:47.778]  Then, a veteran loses child custody over his marijuana PTSD treatment.
[00:00:48.819 --> 00:00:51.701]  After that, the latest from the campaign trail.
[00:00:52.922 --> 00:00:57.746]  And the media chimes in on why Hillary has such bad poll numbers.
[00:00:58.206 --> 00:01:01.608]  What does that mean here and moving forward?
[00:01:01.829 --> 00:01:04.650]  Well, I think it means she's got something she's got to overcome.
[00:01:04.991 --> 00:01:12.035]  Let me suggest to you, because some of her strategists have said this kind of quietly, it's not really sort of a big thing on the campaign trail, is that a lot of this is sexism.
[00:01:12.055 --> 00:01:15.658]  You know, everybody raises money from all kinds of sources.
[00:01:15.698 --> 00:01:18.079]  She's the one they throw dollar bills at.
[00:01:18.159 --> 00:01:19.680]  I think there's an element of that.
[00:01:20.001 --> 00:01:23.483]  It doesn't necessarily play itself out, I think, in the vote.
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:02.873 --> 00:03:03.333]  Governor Bush.
[00:03:03.474 --> 00:03:03.774]  How we doing?
[00:03:03.794 --> 00:03:04.274]  Good to see you, man.
[00:03:04.294 --> 00:03:04.854]  Alright, good, how you doing?
[00:03:05.615 --> 00:03:10.397]  I was wondering, would you be in favor of seeing the 28 pages that have been redacted from the 9-11 Commission report?
[00:03:10.417 --> 00:03:11.678]  Would you be willing to see those released?
