[00:00:20.148 --> 00:00:20.949]  Good evening, everyone.
[00:00:20.989 --> 00:00:22.751]  Welcome to the InfoWars Nightly News.
[00:00:22.851 --> 00:00:23.632]  I'm Darren McBreen.
[00:00:23.672 --> 00:00:25.053]  It is Thursday, December 22nd, 2016.
[00:00:25.114 --> 00:00:26.735]  Here's a quick look at what's coming up.
[00:00:34.369 --> 00:00:40.032]  Mike Dulo, lead investigator for Sheriff Arpaio's Cold Case Posse, looks at the Obama birth certificate.
[00:00:40.392 --> 00:00:44.675]  This is the video that puts to rest doubts about the birther issue.
[00:00:45.015 --> 00:00:50.298]  We document how the forensic evidence shows the birth certificate is a forgery.
[00:00:50.838 --> 00:00:55.261]  Then, it was a bad week for fake news as Huckster's hoaxes were exposed.
[00:00:55.601 --> 00:01:02.145]  An internet prankster fails to create fake news, and MTV is embarrassed to the point of removing their racist video.
[00:01:02.766 --> 00:01:04.827]  And, desperation and hubris.
[00:01:04.907 --> 00:01:09.350]  It's all the Democrats have left after being shown the door by the American people.
[00:01:09.710 --> 00:01:15.453]  It wasn't the Russians, it wasn't a majority of racist, angry, white male voters, and it wasn't fake news.
[00:01:15.734 --> 00:01:17.735]  Democrats did it to themselves.
[00:01:18.335 --> 00:01:20.659]  Now they're paralyzed by their own avarice.
[00:01:22.281 --> 00:01:25.065]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.330 --> 00:01:36.954]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.055 --> 00:01:44.720]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.040 --> 00:01:55.727]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
