[00:00:20.165 --> 00:00:22.030]  Welcome to the Info Wars Nightly News.
[00:00:22.090 --> 00:00:25.940]  It is Wednesday, August 17, 2016 and I'm Leanne McAdoo.
[00:00:26.101 --> 00:00:27.043]  Here's what's coming up tonight.
[00:00:30.576 --> 00:00:43.968]  Tonight, the pursuit for justice against Hillary continues as members of the House Oversight Committee and Judiciary Committee pursue perjury charges against crooked Hillary.
[00:00:44.428 --> 00:00:55.858]  Meanwhile, a recent study by Stanford University proves that Hillary Clinton's campaign rigged the system to steal the nomination from Bernie Sanders.
[00:00:57.159 --> 00:01:10.952]  If the Clintons would steal the election from Bernie Sanders, the nomination, as the DNC WikiLeaks proved they did, why would they not steal the election from Donald Trump, if they can?
[00:01:11.933 --> 00:01:15.696]  Plus, child cruelty and the Olympics.
[00:01:15.716 --> 00:01:17.378]  Has China gone too far?
[00:01:17.898 --> 00:01:21.882]  All that plus much more, up next on the InfoWars Nightly News.
[00:01:30.158 --> 00:01:36.304]  Let's talk about Amerigeddon which is available at Infowarsstore.com exclusively right now for the next week or so.
[00:01:36.604 --> 00:01:39.086]  You get two copies and you get two free films with it.
[00:01:39.166 --> 00:01:41.728]  Yeah, this is an important movie because it's fact-based.
[00:01:42.609 --> 00:01:48.994]  We tell a story about an EMP attack, an electromagnetic pulse attack on America, that shuts down the grid.
[00:01:49.535 --> 00:01:55.920]  And our Congress has warned that if this were to happen, 90% of the American population would die in 12 months.
[00:01:57.389 --> 00:02:03.754]  People are getting the director's cut that is even bigger than what you see in theaters, and so this is the first look director's cut.
[00:02:03.854 --> 00:02:13.361]  You know, Hollywood has tried to diminish the final edit on this thing, but what Alex has available here at his website this week is everything.
[00:02:13.501 --> 00:02:14.782]  The most hardcore version.
[00:02:14.822 --> 00:02:26.611]  Two copies for $39.90 and get my first film, America Destroyed by Design, and then one of my latest, most powerful films, Fall of the Republic, that breaks down everything currently happening.
[00:02:27.155 --> 00:02:27.360]  Free!
[00:03:02.270 --> 00:03:10.634]  House Republicans are set to pursue perjury charges against Hillary Clinton and now these are members of the House Oversight Committee and Judiciary Committee.
[00:03:10.694 --> 00:03:30.285]  They are pressing the DOJ to act on evidence showing that Hillary willfully lied during her sworn testimony during an October 22, 2015 interrogation regarding the Benghazi debacle in which she also answered some questions concerning her illegal private email server.
[00:03:30.865 --> 00:03:38.811]  A video uploaded to the Committee on Oversight and Government Reform YouTube channel asks, were Hillary Clinton's statements false?
[00:03:39.591 --> 00:03:41.253]  And so there's only one server, is that what you're telling me?
[00:03:41.633 --> 00:03:43.154]  And it's the one server that the FBI has?
[00:03:43.174 --> 00:03:48.938]  The FBI has the server that was used during the tenure of my State Department service.
[00:03:49.419 --> 00:03:56.324]  Secretary Clinton used several different servers and administrators of those servers during her four years at the State Department.
[00:03:56.986 --> 00:04:01.309]  I provided all of my work-related emails, all that I had.
[00:04:01.329 --> 00:04:09.374]  The FBI also discovered several thousand work-related emails that were not among the group of 30,000 emails.
[00:04:09.814 --> 00:04:11.335]  So that's a three-minute video.
[00:04:11.355 --> 00:04:13.096]  We could only show you 30 seconds of it.
[00:04:13.136 --> 00:04:14.116]  So it goes on and on.
[00:04:14.176 --> 00:04:16.798]  It's pretty much an open-shut case, the perjury deal there.
[00:04:16.838 --> 00:04:26.064]  Now, speaking to Fox News, retired assistant FBI director Stephen Pomerantz said a decision to pursue perjury charges, given the weight of the evidence,
[00:04:26.764 --> 00:04:28.485]  Could, you know, take a mere weeks.
[00:04:28.986 --> 00:04:31.968]  He said a violation of 18 U.S.C.
[00:04:32.148 --> 00:04:35.871]  1621 can lead to a fine, imprisonment of up to five years or both.
[00:04:36.251 --> 00:04:40.574]  Though legal experts said the crux of the case will rely on showing intent.
[00:04:41.114 --> 00:04:44.297]  And we know how she's gotten off in the past on showing intent.
[00:04:45.037 --> 00:04:51.782]  But it speaks volumes when a top surrogate for Hillary Clinton cannot even confirm the candidate's honesty.
[00:04:52.122 --> 00:04:54.544]  Now, this was New Hampshire Governor Maggie Hassan.
[00:04:55.264 --> 00:04:59.708]  She dodged the question three times in an interview with CNN's Manu Raju.
[00:05:00.348 --> 00:05:02.109]  Do you think that she's honest and trustworthy?
[00:05:02.590 --> 00:05:10.215]  I support Hillary Clinton for the presidency because her experience and her record demonstrate that she's qualified to hold the job.
[00:05:10.315 --> 00:05:11.056]  You think she's honest?
[00:05:11.256 --> 00:05:13.557]  She has a critical
[00:05:14.798 --> 00:05:17.541]  What do you think that she's trustworthy?
[00:05:29.403 --> 00:05:41.489]  And Clinton's supporters are going to have to dodge this question of her honesty even further because now she's come out repeatedly against the Trans-Pacific Partnership, even though just last year she called it the gold standard.
[00:05:41.950 --> 00:05:51.635]  Well, also now they're going to have to deal with the fact that Hillary Clinton appointed Tuesday former Senator and Interior Secretary Ken Salazar to head her transition team.
[00:05:52.813 --> 00:05:58.655]  But Salazar was a paid lobbyist for the TPP and he remains an outspoken supporter of the deal.
[00:05:59.215 --> 00:06:07.498]  In an op-ed in USA Today, Salazar called the TPP the greenest trade deal ever and claimed that it would help middle-class families get ahead.
[00:06:08.038 --> 00:06:18.383]  Salazar's law firm also lobbied on behalf of the global corporations to give Obama extra constitutional fast-track power to push TPP through Congress.
[00:06:18.803 --> 00:06:21.425]  So she picks a pro-TPP globalist.
[00:06:21.625 --> 00:06:31.770]  Of course, now the TPP has become a central issue for this presidential election, and this is going to be another one of those flip-flops here after, or if, she gets elected.
[00:06:32.170 --> 00:06:42.540]  Now speaking of intent, WikiLeaks is now trying to use the Clinton precedent requiring the DOJ to drop the case against Assange.
[00:06:43.020 --> 00:06:44.502]  Now this was in a letter to the U.S.
[00:06:44.562 --> 00:06:46.523]  Attorney General Loretta Lynch on Tuesday.
[00:06:46.924 --> 00:06:53.170]  Lawyers representing WikiLeaks argued that the case against their client should be dropped in light of the Clinton precedent.
[00:06:53.650 --> 00:07:07.700]  They argued that the ongoing investigation into Assange and WikiLeaks, which was first announced by the DOJ in 2010, not only violates rules designed to protect news organizations, but should be outright dropped in light of Clinton's email case.
[00:07:08.261 --> 00:07:14.465]  The department publicly announced that it was closing its criminal investigation of the handling of classified information by Hillary Clinton.
[00:07:15.306 --> 00:07:21.050]  James Comey made it clear that his conclusion was based on the necessity of proving criminal intent.
[00:07:22.062 --> 00:07:33.187]  Now, Julian Assange, who's been in the Ecuadorian embassy for exactly four years, has not demonstrated criminal intent during news gathering and reporting activities.
[00:07:33.768 --> 00:07:42.112]  They argued that criminal prosecution is appropriate only when a person was knowingly violating the law and was intending to aid enemies of the U.S.
[00:07:42.212 --> 00:07:43.953]  or was attempting to obstruct justice.
[00:07:44.753 --> 00:07:57.241]  Wikileaks has continually said that their intentions have been rooted in the belief that its content is newsworthy, and that's proven by widespread and extensive third-party media coverage.
[00:07:57.261 --> 00:08:02.905]  Hmm, what a tangled web they have woven over at the Department of Justice.
[00:08:03.225 --> 00:08:08.908]  So now people are calling them out on that, saying, hey, if you're gonna let Hillary walk, you gotta let a lot of other people walk as well.
[00:08:09.068 --> 00:08:11.050]  So this is interesting, holding their feet to the fire.
[00:08:11.710 --> 00:08:15.331]  Well, now we have another blow to one of Obama's legacies.
[00:08:16.671 --> 00:08:27.294]  One of the largest health insurers, Aetna, has announced that it is dropping Obamacare insurance in 69% of the counties and 11 of 15 states where it currently offers plans.
[00:08:27.614 --> 00:08:34.556]  So they're the third largest health insurance company and they're just the latest to pull back from the plans that are being offered under the Affordable Care Act.
[00:08:35.316 --> 00:08:39.659]  So this cut is going to affect 20% of Aetna's Obamacare participants.
[00:08:40.259 --> 00:08:51.186]  And for those of you who are paying this monthly premium, experts are forecasting that the premium for an average plan is expected to rise by 9% in 2017 to a monthly payment of $281.
[00:08:51.626 --> 00:08:53.047]  So that's just $281 for the average plan.
[00:09:00.486 --> 00:09:00.846]  I don't know.
[00:09:19.161 --> 00:09:20.742]  Talk about convenient timing.
[00:09:20.882 --> 00:09:26.884]  The Obama administration is dead set on handing over American control of the Internet in just under two months.
[00:09:27.325 --> 00:09:31.226]  The Department of Commerce will finalize the transition effective October 1st.
[00:09:31.586 --> 00:09:37.709]  The move means that the Internet Assigned Numbers Authority, which is responsible for assigning IP addresses, will move from U.S.
[00:09:37.749 --> 00:09:40.931]  control to the Internet Corporation for Assigned Names and Numbers.
[00:09:41.191 --> 00:09:46.353]  This is a multi-stakeholder body based in Los Angeles that includes countries such as China and Russia.
[00:09:46.573 --> 00:09:52.854]  Critics of the move have pointed out that the agency could be used by totalitarian governments to shut down the web around the globe.
[00:09:53.014 --> 00:10:02.097]  Washington Examiner reports that opponents have made the case that Congress has passed legislation to prohibit the federal government from using tax dollars to allow this transition.
[00:10:02.357 --> 00:10:08.378]  They point out that the feds are constitutionally prohibited from transferring federal property without approval from Congress.
[00:10:08.678 --> 00:10:16.142]  A coalition of 25 advocacy groups have issued a separate statement calling for Congress to sue in the event the transfer moves forward.
[00:10:16.583 --> 00:10:26.248]  Well, we sure are learning a lot from those some 2,500 stolen memos from George Soros' nonprofit network, the Open Society Foundation.
[00:10:26.648 --> 00:10:37.114]  There was a huge hack attack that took place this weekend and one of the memos revealed that Soros' investments led to the Senate passage Gang of Eight immigration bill.
[00:10:37.175 --> 00:10:37.775]  This is, of course,
[00:10:38.235 --> 00:10:39.596]  According to the group.
[00:10:53.647 --> 00:10:56.690]  For the passage of that comprehensive immigration reform bill.
[00:10:57.110 --> 00:11:09.140]  This measure was quashed by House Republicans, but Soros' group believes that these pro-immigration groups were made stronger because of the investment in activists, alliances, infrastructure, and media outreach.
[00:11:09.580 --> 00:11:11.781]  So this, for them, is not about the battle.
[00:11:11.862 --> 00:11:12.842]  It's about the war.
[00:11:12.942 --> 00:11:14.463]  They're in this for the long game.
[00:11:14.843 --> 00:11:24.390]  So this was, you know, a few years ago, and they're expecting that because of that investment that they made, we can expect massive immigration reform campaigns in the future.
[00:11:25.190 --> 00:11:29.033]  And to achieve this, Soros' network
[00:11:31.134 --> 00:11:38.098]  He's committed $15 million over the course of three years to fund this initiative.
[00:11:38.578 --> 00:11:43.741]  So he also spotted an opportunity in the wake of President Obama's first amnesty executive action.
[00:11:44.021 --> 00:11:46.083]  This was the DACA that was going on in June 2012.
[00:11:46.143 --> 00:11:54.808]  The OSF mobilized to form a coalition of activist group and labor unions operating under the name Alliance for Citizenship.
[00:11:54.928 --> 00:11:56.689]  There was $4.7 million given to the group through
[00:11:58.650 --> 00:12:05.594]  April 2014 and that spending is integral to getting immigration reform passed in the Senate.
[00:12:05.654 --> 00:12:09.476]  So here we have George Soros with his fingers in everything there.
[00:12:09.996 --> 00:12:15.419]  The hackers have also revealed that Soros has been funding research of critics of Islam.
[00:12:16.279 --> 00:12:24.204]  So this is him using his nonprofits funding opposition research, critics of radical Islam and they also wanted to discredit the Israeli government.
[00:12:25.064 --> 00:12:28.109]  Um, this was, once again, the Open Society Foundation.
[00:12:28.129 --> 00:12:32.094]  They gave $200,000 to the Center for American Progress.
[00:12:32.134 --> 00:12:33.516]  Of course, a liberal think tank.
[00:12:33.897 --> 00:12:40.085]  They gave that money to them to conduct high quality opposition research to fight against anti-Muslim xenophobia.
[00:12:40.666 --> 00:12:42.546]  And to promote tolerance.
[00:12:43.007 --> 00:12:43.207]  Right.
[00:12:43.287 --> 00:12:50.848]  Much like the tolerance that we see, which is silencing critics, kicking conservatives off of Twitter, rejecting you off of Facebook.
[00:12:50.868 --> 00:12:59.750]  Of course, we have that recording of Angela Merkel talking there with Zuckerberg of Facebook, threatening arrest and anyone making any disparaging comments.
[00:12:59.770 --> 00:13:03.651]  So that's their idea of tolerance, funding opposition research.
[00:13:03.991 --> 00:13:04.591]  And of course,
[00:13:05.151 --> 00:13:14.894]  We also knew that he was funding the Black Lives Matter movement, but these memos reveal it was $650,000 given to Black Lives Matter.
[00:13:15.234 --> 00:13:30.799]  Open Society Institute viewed the 2015 Baltimore unrest following the death of Freddie Gray as an opening, a unique opportunity to create accountability for the Baltimore police while aiding activists in reforming the city.
[00:13:31.299 --> 00:13:34.520]  So that's what they say that it's under the guise of
[00:13:35.180 --> 00:13:37.863]  You know, helping out the people and police reform.
[00:13:37.883 --> 00:13:51.577]  So that's why they've really got to push this narrative that cops are just killing people and it's so dangerous because this is part of the UN agenda to get the police under federal control so that they can then be put under a global police force.
[00:13:51.917 --> 00:13:53.178]  That is the whole initiative here.
[00:13:53.198 --> 00:13:56.762]  And so that's why we're seeing him with his fingers and everything with this civil unrest.
[00:13:57.122 --> 00:13:58.943]  My guest today is Colin Flaherty.
[00:13:58.983 --> 00:14:08.527]  Now, he is the award-winning reporter and author of the number one best-selling book, Don't Make the Black Kids Angry, The Hoax of Black Victimization and Those Who Enable It.
[00:14:08.887 --> 00:14:15.090]  He's also the author of White Girl Bleed a Lot, The Return of Racial Violence to America, and How the Media Ignore It.
[00:14:15.430 --> 00:14:25.155]  Now, both these books are about black mob violence, black-on-white crime, and how public officials, reporters, and activists deny, excuse, condone, and encourage them.
[00:14:25.515 --> 00:14:27.560]  Colin, thank you so much for joining us here today.
[00:14:27.580 --> 00:14:29.004]  Oh, great to be back.
[00:14:29.639 --> 00:14:31.580]  So what do you think about what's happening here?
[00:14:31.620 --> 00:14:39.782]  We're learning with these leaks with George Soros and these other globalist groups kind of getting their tentacles in, supporting these groups that are causing unrest around the country.
[00:14:40.282 --> 00:14:46.364]  And then we are witnessing on our own end how the media isn't really talking about what's actually going on.
[00:14:46.384 --> 00:14:53.606]  And in fact, they're pushing out this narrative that cops are just willy nilly killing black people for no reason at all.
[00:14:54.006 --> 00:14:58.067]  And of course, this is going to enable this reform of policing.
[00:14:59.264 --> 00:15:01.785]  Yeah, I think you're 100% correct on that.
[00:15:02.225 --> 00:15:05.966]  You know, I follow Black Lives Matter as closely as anybody.
[00:15:06.026 --> 00:15:11.608]  When they kind of burst on the scene, the first thing that was immediately apparent is they were spending a lot of money.
[00:15:11.808 --> 00:15:14.148]  I mean, there were lots and lots of plane rides.
[00:15:14.168 --> 00:15:16.509]  There's lots and lots of trips to the White House.
[00:15:17.209 --> 00:15:19.830]  There's lots of media consulting going on.
[00:15:19.850 --> 00:15:23.771]  I never saw, until I saw that report that you were talking
[00:15:23.831 --> 00:15:24.351]  Thanks for having me.
[00:15:45.615 --> 00:15:46.376]  Right, exactly.
[00:15:46.496 --> 00:15:53.080]  I mean, even Milwaukee, for instance, we had five people shot the night before Sybil Smith was shot.
[00:15:53.120 --> 00:15:54.181]  There were no riots there.
[00:15:54.301 --> 00:15:58.764]  Of course, 52 people killed in Chicago alone that same weekend.
[00:15:58.904 --> 00:15:59.565]  No riots there.
[00:15:59.585 --> 00:16:01.006]  But we don't want to talk about that.
[00:16:01.046 --> 00:16:13.855]  We can't talk about this crime that is now sort of crossing the boundaries and leaking out into the suburbs, as we saw the sister there of this man who was shot and killed saying, take that to the suburbs.
[00:16:14.696 --> 00:16:21.442]  So, do you think this is smart for the media and politicians to ignore this festering boil?
[00:16:22.984 --> 00:16:24.425]  You know, I don't know why they ignore it.
[00:16:24.485 --> 00:16:27.168]  I just document over and over and over how they ignore it.
[00:16:27.388 --> 00:16:31.972]  Like you mentioned the story about the sisters saying, take it out to the suburbs.
[00:16:32.533 --> 00:16:37.357]  Well, in the single greatest act of media deceit I have ever seen,
