[00:00:09.927 --> 00:00:12.549]  Waging war on corruption.
[00:00:12.549 --> 00:00:14.611]  It's Alex Jones.
[00:00:14.611 --> 00:00:17.052]  Here we are my friends.
[00:00:17.052 --> 00:00:24.978]  It is already the 20th day of March 2016 as we race towards the RNC and DNC
[00:00:39.122 --> 00:00:46.103]  Events as we witness unprecedented geopolitical and economic developments.
[00:00:46.103 --> 00:00:57.446]  It is truly a very interesting time, a riveting time, an exhilarating time, a frightening time, a nail-biting time to be alive.
[00:00:57.446 --> 00:01:07.848]  I look at so much of the public tied into mainstream media and entertainment who are blissfully unaware of what is unfolding on this planet right now.
[00:01:11.877 --> 00:01:37.363]  I want to be very careful about how I lay this out today because we talk about so many serious issues here that a lot of the really important information gets lost in the melee or the melee in the giant drift of news.
[00:01:37.363 --> 00:01:41.304]  But it's more clear than ever and we've been proven correct and accurate.
[00:01:42.639 --> 00:02:03.834]  That George Soros, the globalist, the foreign interest that has seized this country, the Davos Group, basically, are engaged in massive balkanization and an attempt to bring in national crises all over the Western world along religious and ethnic lines.
[00:02:03.834 --> 00:02:10.559]  And then out of that crisis, they'll have the synthesis of the total implementation of a police state.
[00:02:13.183 --> 00:02:19.328]  And there's different variants of this, but it's 100% clear what's going on now.
[00:02:19.328 --> 00:02:39.924]  And it's undoubted that what our sources told us four years ago is absolutely accurate that Obama in his last year in office would try to start basically a synthetic communist slash Black Lives Matter
[00:02:41.977 --> 00:02:47.001]  Class warfare slash race war.
[00:02:47.001 --> 00:02:49.963]  It's more than just a race war.
[00:02:49.963 --> 00:02:54.306]  That's just the icing on top.
[00:02:54.306 --> 00:03:05.274]  And it just shows you how incredibly ruthless the establishment is because this is an extremely dangerous gamble for them.
[00:03:05.274 --> 00:03:06.374]  They're already in control.
[00:03:06.374 --> 00:03:08.436]  Why do they want to do this?
[00:03:08.436 --> 00:03:09.877]  Because they want this country broken.
[00:03:11.616 --> 00:03:13.957]  So we can fully be rolled into the world government.
[00:03:13.957 --> 00:03:16.678]  And to do that, they've got to absolutely turn everyone against each other.
[00:03:16.678 --> 00:03:20.579]  Because all of us are having our basic freedoms, our economic future, taken!
[00:03:20.579 --> 00:03:23.561]  That's the fact!
[00:03:23.561 --> 00:03:26.722]  But nevertheless, when they energize huge hordes...
