[00:00:00.109 --> 00:00:11.954]  We've got it.
[00:00:12.114 --> 00:00:17.896]  This transmission is coming to you.
[00:00:17.956 --> 00:00:22.057]  Waging war on corruption.
[00:00:22.338 --> 00:00:28.000]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:34.212 --> 00:00:35.853]  Welcome to the Alex Jones Show!
[00:00:35.873 --> 00:00:37.594]  It's Sunday, January 3rd, 2016.
[00:00:37.954 --> 00:00:43.758]  We're only a couple of days into the new year and things are really exploding quickly.
[00:00:43.778 --> 00:00:49.042]  Of course, we have the situation with the developing standoff in Oregon.
[00:00:49.482 --> 00:00:52.124]  Some of the Bundy brothers as well as some militia members.
[00:00:52.144 --> 00:00:54.265]  We're going to talk about that specifically.
[00:00:54.345 --> 00:01:00.489]  Alex Jones is going to join us with a report that he put up on the web earlier today.
[00:01:00.509 --> 00:01:02.851]  We're going to play that for you in the next section.
[00:01:03.511 --> 00:01:06.575]  And then I'm also going to break down really what the background is of this.
[00:01:06.615 --> 00:01:08.157]  And I'm not talking about just the case.
[00:01:08.178 --> 00:01:13.144]  We're going to talk about that particular case because this is something that affects a lot of people.
[00:01:13.324 --> 00:01:20.073]  This isn't just something that is about that particular family in Oregon or even ranchers and people who are struggling with the BLM.
[00:01:20.794 --> 00:01:25.219]  This tells us where the government is going to be going with bogus charges of terrorism.
[00:01:25.279 --> 00:01:36.411]  This is an outrageous case of what they have done to the Hammonds, but it's also very sad to see the people in that area essentially develop a mentality that they don't want to stand up and do something about it.
[00:01:36.631 --> 00:01:41.996]  It's also disturbing to see that I think some of the people there at the area, I think,
[00:01:42.617 --> 00:01:49.759]  Are making a very important tactical and strategic blunder in taking over this facility that's out there.
[00:01:49.799 --> 00:01:53.260]  So, we're going to talk about what's happened about this particular family.
[00:01:53.280 --> 00:01:56.421]  If you don't know about the Hammonds, you're going to be seeing a lot more about them.
[00:01:56.441 --> 00:01:59.042]  Of course, it's been at the top of the Drudge Report.
[00:01:59.062 --> 00:02:07.405]  Mainstream media is getting on this, and we want to give you the real background of what's going on with this, what's really going on with our out-of-control federal agencies.
[00:02:07.525 --> 00:02:08.445]  It's not just the BLM.
[00:02:09.125 --> 00:02:10.726]  I wish it was, just one agency.
[00:02:11.347 --> 00:02:13.028]  It's also the EPA and many others.
[00:02:13.108 --> 00:02:14.589]  It has to do with Agenda 21.
[00:02:14.649 --> 00:02:16.951]  It has to do with the Agenda 2030.
[00:02:17.251 --> 00:02:22.656]  They've now taken Agenda 21 and they've made it much more specific, giving it a time deadline.
[00:02:22.676 --> 00:02:24.037]  So we're going to talk about that as well.
[00:02:24.557 --> 00:02:30.203]  And I want to talk about something that could have been done to defuse this in the early parts of this.
[00:02:30.263 --> 00:02:38.672]  I think that what is happening to this family, having been convicted on arson and terrorism charges, is just absolutely amazing to me.
[00:02:38.712 --> 00:02:41.014]  There clearly was no terrorism intent.
[00:02:41.595 --> 00:02:45.199]  They were doing the sorts of things that ranchers do to manage the land.
[00:02:45.219 --> 00:02:46.921]  Of course, the BLM doesn't manage.
[00:02:47.681 --> 00:02:51.544]  They are just in the business, evidently lately, of just stealing land.
[00:02:51.584 --> 00:02:55.767]  And so that's what we really need to talk about, is the background, constitutionally, of what's going on with it.
[00:02:55.807 --> 00:03:04.033]  We're also going to talk, after the report, about what we saw with this New Year, of course, just looking at Times Square.
[00:03:04.474 --> 00:03:14.901]  Think about the fact, there were 6,000 cops, there were checkpoints, snipers, canines, all so people could get into their little cages and watch a ball drop in Times Square.
[00:03:14.921 --> 00:03:17.163]  That's how deeply in trouble we are.
[00:03:17.726 --> 00:03:18.190]  We look at...
[00:03:19.488 --> 00:03:20.648]  Report breaking that down.
[00:03:20.748 --> 00:03:38.313]  Also, the new FAA rules went into effect and as people got their little half-pound drones, their toy drones, they rushed to register these with the government because they demanded that you register this online or be submitted to a fine of $27,500 just for not registering it.
[00:03:38.873 --> 00:03:40.134]  Not that you had to do anything with it.
[00:03:40.174 --> 00:03:44.295]  Not that you had to fly it in an airplane or fly it too close to an airport.
[00:03:44.795 --> 00:03:46.575]  No, you didn't have to have criminal intent.
[00:03:46.595 --> 00:03:48.756]  They said it was going to be a civil fine.
[00:03:49.076 --> 00:03:51.398]  Or have you heard that lie before from the federal government?
[00:03:51.698 --> 00:03:53.020]  Civil asset forfeiture.
[00:03:53.400 --> 00:04:06.692]  We've allowed these types of things to come at us from the drug war especially, but now it's moving into all different aspects, all of these different federal bureaucracies which operate as little fiefdoms, as little empires.
[00:04:06.712 --> 00:04:08.333]  They operate with criminal immunity.
