[00:00:20.250 --> 00:00:22.172]  Welcome to the Info Wars Nightly News.
[00:00:22.313 --> 00:00:26.057]  It is Monday, August 15th, 2016 and I'm Leanne McAdoo.
[00:00:26.337 --> 00:00:27.319]  Here's what's coming up tonight.
[00:00:32.222 --> 00:00:45.014]  The city of Milwaukee prepares for more anti-white riots as angry mobs announce they are ready to burn down white suburbs and go to war with the police.
[00:00:45.494 --> 00:00:50.319]  Meanwhile, InfoWars reporters have boots on the ground in Milwaukee.
[00:00:50.719 --> 00:00:57.726]  Then, Bill Clinton's sexual assault accuser Paula Jones takes a selfie with Donald Trump.
[00:01:00.405 --> 00:01:07.109]  And a Secret Service whistleblower says Hillary Clinton has major neurological problems.
[00:01:09.690 --> 00:01:10.811]  More ways than one.
[00:01:12.552 --> 00:01:16.814]  All that plus much more up next on the Info Wars Nightly News.
[00:01:17.014 --> 00:01:25.059]  Because if her health is deteriorating just like this, and there's probably a good chance she's not going to be able to stand up on her own soon, do we need to be looking to Cain more?
[00:01:30.171 --> 00:01:36.293]  Let's talk about Amerigeddon, which is available at Infowarsstore.com exclusively right now for the next week or so.
[00:01:36.593 --> 00:01:39.074]  You get two copies and you get two free films with it.
[00:01:39.174 --> 00:01:41.715]  Yeah, this is an important movie because it's fact-based.
[00:01:42.596 --> 00:01:48.978]  We tell a story about an EMP attack, an electromagnetic pulse attack on America, that shuts down the grid.
[00:01:49.518 --> 00:01:55.901]  And our Congress has warned that if this were to happen, 90% of the American population would die in 12 months.
[00:01:57.389 --> 00:02:03.754]  People are getting the director's cut that is even bigger than what you see in theaters, and so this is the first look director's cut.
[00:02:03.854 --> 00:02:13.361]  You know, Hollywood has tried to diminish the final edit on this thing, but what Alex has available here at his website this week is everything.
[00:02:13.501 --> 00:02:14.782]  The most hardcore version.
[00:02:14.822 --> 00:02:26.611]  Two copies for $39.90 and get my first film, America Destroyed by Design, and then one of my latest, most powerful films, Fall of the Republic, that breaks down everything currently happening.
[00:02:27.155 --> 00:02:27.360]  Free!
[00:03:02.281 --> 00:03:14.150]  The latest on the riots in Milwaukee, the police chief there says an 18-year-old man suffered a gunshot wound to the neck during unrest in the city's north side last night, but they say his life is not in danger.
[00:03:14.591 --> 00:03:20.735]  They also went on to point out that officers did come under fire Sunday night, but no officers returned fire.
[00:03:21.216 --> 00:03:29.762]  So this is, what we're seeing here in this city is kind of going on in other Democrat-run cities across the country, where we're seeing
[00:03:30.763 --> 00:03:37.988]  They're giving the police cause to police their communities, but the police are basically going to become too afraid to go in these areas.
[00:03:38.008 --> 00:03:40.549]  We're creating no-go zones in our own country.
[00:03:41.230 --> 00:03:49.575]  The police chief Ed Flynn says 11 men and three women were arrested Sunday for disorderly conduct and there is a strict 10 p.m.
[00:03:49.635 --> 00:03:52.337]  curfew that's going to be implemented this evening.
[00:03:52.997 --> 00:03:54.858]  Any teenagers in the area
[00:03:55.859 --> 00:03:59.200]  Doesn't really say what they're going to do with them, but they say it's going to be strictly enforced.
[00:03:59.580 --> 00:04:03.361]  Now, this clampdown follows two nights of violent unrest in the city.
[00:04:03.701 --> 00:04:05.342]  We're going to have our guys there on the ground.
[00:04:05.402 --> 00:04:08.363]  Joe Biggs, Jakari Jackson, and Rob Dew will be there.
[00:04:08.543 --> 00:04:11.744]  So be sure to check out the Alex Jones YouTube channel for some reports.
[00:04:11.764 --> 00:04:13.785]  I'm sure they'll get some uploaded this evening.
[00:04:14.305 --> 00:04:24.248]  But of course, all of this violence is coming in the wake of 23-year-old Seville Smith being shot and killed by a black police officer.
[00:04:24.608 --> 00:04:26.129]  Who was wearing a body camera.
[00:04:26.149 --> 00:04:29.092]  They say they want to get that footage out to everyone as soon as possible.
[00:04:29.752 --> 00:04:34.136]  But what we've seen, this shooting has triggered an anti-white riot.
