[00:00:20.165 --> 00:00:21.746]  Welcome to the Infowars Nightly News.
[00:00:22.107 --> 00:00:22.747]  I'm David Knight.
[00:00:22.927 --> 00:00:23.708]  It's Monday, June 27, 2016.
[00:00:23.988 --> 00:00:26.851]  Here are our top stories.
[00:00:31.075 --> 00:00:36.319]  Tonight, COINTELPRO is alive today in the USA.
[00:00:36.760 --> 00:00:43.746]  And they are hell-bent on starting a government-brewed race war to establish order out of chaos.
[00:00:50.931 --> 00:00:58.714]  Then, the establishment wants to sabotage Brexit by punishing the UK back into submission.
[00:00:59.514 --> 00:01:04.757]  Meanwhile, the United Nations is gaining control over the US-Mexico border.
[00:01:05.277 --> 00:01:17.347]  Plus, anti-globalist protesters fight back in California as six militant leftists were stabbed when they attacked members of the Traditionalist Worker Party in Sacramento.
[00:01:18.187 --> 00:01:22.271]  All that plus much more up next on the InfoWars Nightly News.
[00:01:51.730 --> 00:01:55.432]  Joe Biggs here with InfoWars.com with an extremely important message.
[00:01:55.933 --> 00:02:00.916]  You're probably asking yourself right now, what's the most important phrase in America right now?
[00:02:01.456 --> 00:02:03.658]  Well, it happens to be Hillary for prison.
[00:02:04.078 --> 00:02:07.420]  Get your Hillary for prison t-shirt today at the InfoWars store for $9.95.
[00:02:08.121 --> 00:02:10.482]  That's half of what it used to be at $19.95.
[00:02:12.083 --> 00:02:12.904]  Why do you want to get this?
[00:02:12.964 --> 00:02:15.485]  Why should you buy this for you and your friends and family?
[00:02:15.826 --> 00:02:18.968]  Because number one, it's a great conversation starter, and number two,
[00:02:19.648 --> 00:02:24.212]  Hell, you get to trigger a whole lot of crazy liberal commie bastards, and that's what I like to do.
[00:02:24.552 --> 00:02:31.778]  And maybe you're just at work right now, and it's casual shirt Friday, and one of your hipster buddies walks in with a Hillary Clinton shirt saying, I'm with her.
[00:02:32.219 --> 00:02:32.599]  Negative!
[00:02:32.619 --> 00:02:33.360]  This is what you're gonna do.
[00:02:33.520 --> 00:02:42.367]  You're gonna stand up and go, UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
[00:02:44.781 --> 00:02:50.447]  Go to Infowarsstore.com and get your Hillary for Prison shirt today for $9.95 and trigger more assholes like him.
[00:02:52.450 --> 00:02:53.270]  Come on, Hillary.
[00:02:53.471 --> 00:02:54.051]  Just a little.
[00:02:54.352 --> 00:02:55.132]  Just a little sip.
[00:02:55.693 --> 00:02:55.993]  Open up.
[00:02:56.314 --> 00:02:57.215]  Come on, take it!
[00:02:57.695 --> 00:02:58.076]  Take it!
[00:03:02.324 --> 00:03:08.548]  Everyone is talking about the international global crisis that is presented by Brexit and we're going to talk about that in a moment.
[00:03:09.069 --> 00:03:20.076]  But first I want to talk about a crisis that not too many people are talking about and that is the constitutional crisis represented by today's Supreme Court decision on Texas's abortion law.
[00:03:20.797 --> 00:03:21.277]  Now we had a
[00:03:22.808 --> 00:03:32.292]  Op-Ed on Slate via the Drudge Report, and this particular law professor is talking about what many people term a living constitution.
[00:03:32.433 --> 00:03:39.356]  Let me lay this out for you and then we'll review what the Supreme Court decision does and why a living constitution is so dangerous.
[00:03:39.696 --> 00:03:47.119]  He says, I see absolutely no value to a judge spending decades, years, months, weeks, days, hours, minutes, or even seconds.
[00:03:47.720 --> 00:03:48.220]  No seconds.
[00:03:48.740 --> 00:03:53.464]  Studying the Constitution, the history of its enactment, its amendments, its implementation across the centuries.
[00:03:54.124 --> 00:03:59.969]  He says it means that the original Constitution, the Bill of Rights, and the post-Civil War amendments do not speak to us today.
[00:04:00.049 --> 00:04:00.369]  Why?
[00:04:00.469 --> 00:04:09.937]  Because no matter how smart these guys were, these dead white men living in the 18th century, they don't know about our culture, our technology, things in the 21st century.
[00:04:11.238 --> 00:04:12.959]  The problem is human nature doesn't change.
[00:04:13.619 --> 00:04:16.541]  Human nature has stayed the same throughout all of history.
[00:04:17.141 --> 00:04:21.563]  The Constitution was written to control human nature, not to control technologies.
[00:04:22.243 --> 00:04:25.325]  It is bigger than the technologies that we have.
[00:04:25.365 --> 00:04:26.205]  It's about principles.
[00:04:26.305 --> 00:04:27.386]  It's about the rule of law.
[00:04:27.866 --> 00:04:35.210]  Because what he goes on to say is the Supreme Court should treat the Constitution like it's authorizing the court to create, create,
[00:04:36.070 --> 00:04:42.713]  A common law of constitutional law, based on current concerns, not on what those 18th century guys are worrying about.
[00:04:43.493 --> 00:04:44.214]  Understand this.
[00:04:44.854 --> 00:04:47.835]  What they are doing is creating a body of law.
[00:04:48.395 --> 00:04:52.137]  A body of law that is independent, not accountable to the written law.
[00:04:52.917 --> 00:05:05.243]  You see, we have a written law because we didn't want to let political appointees or a king or anyone else dictate to us what our laws would be without any kind of representation.
[00:05:06.294 --> 00:05:13.602]  We fought a war because we didn't want taxation without representation, yet we have not only taxation, but legislation without representation.
[00:05:13.702 --> 00:05:15.064]  This is what's so dangerous about this.
[00:05:15.544 --> 00:05:22.372]  It is an in-your-face dictatorship by the judges, by our executive branch, by Obama.
[00:05:22.872 --> 00:05:23.994]  That is what's happening now.
[00:05:24.434 --> 00:05:26.095]  We no longer have a rule of law.
[00:05:26.115 --> 00:05:29.536]  Now, these judges swear to uphold the Constitution, don't they?
[00:05:29.796 --> 00:05:37.058]  But they shouldn't spend any time, not even a second, not hours, minutes, or even seconds, studying what they swear to uphold.
[00:05:37.839 --> 00:05:39.659]  Because they are under the Constitution.
[00:05:39.679 --> 00:05:42.200]  They are merely temporary stewards of the Constitution.
[00:05:42.820 --> 00:05:43.541]  These are principles.
[00:05:43.581 --> 00:05:44.961]  We have a process for amending it.
[00:05:45.021 --> 00:05:46.822]  We have a process for writing laws.
[00:05:47.242 --> 00:05:49.523]  But they don't care about our elected legislature.
[00:05:50.143 --> 00:05:54.806]  We have people who want to rule by executive order, by fiat, and that's what these judges are doing today.
[00:05:55.266 --> 00:06:10.814]  You see, we also have a secret court, a FISA court, and they are also creating a body of law that they say has the same effect as the Constitution, and yet we're not even allowed to see what that secretive body of law is.
[00:06:10.874 --> 00:06:12.115]  That's what should concern us.
[00:06:12.375 --> 00:06:24.463]  We have a dictatorship, we have a secret dictatorship, except now they're publicly saying, we want a living constitution, one that actually has absolutely nothing to do with that written piece of paper that we all swear allegiance to.
[00:06:25.483 --> 00:06:41.134]  Now, this is what happened, and I pointed this out earlier today on the fourth hour of the radio show, we had five justices, we had a justice that was appointed by Ronald Reagan, joining with the Clinton justices, joining with the Obama justices to support abortion.
[00:06:42.014 --> 00:06:47.998]  Not to act as impartial referees of a law that is created by someone else, because we had a division of powers.
[00:06:48.338 --> 00:06:54.922]  These are principles, eternal principles, based upon human nature, and the understanding that power corrupts.
[00:06:55.703 --> 00:06:59.965]  Absolute power corrupts absolutely, and power wants to concentrate itself in Washington.
[00:07:00.005 --> 00:07:02.847]  That's why we have the Constitution that divides power.
[00:07:03.147 --> 00:07:04.148]  But look at what they did.
[00:07:04.568 --> 00:07:19.683]  This is a situation where these justices came in, and as Alito, Justice Alito pointed out in his dissent, and as the Wall Street Journal pointed out, he was visibly disturbed, visibly angry, rocking back and forth in his seat as he listened to this other decision.
[00:07:20.233 --> 00:07:26.715]  What they said in the decision was, they basically laid out the number of clinics that had been cut in half by these rules.
[00:07:27.215 --> 00:07:30.856]  They said, look at how far people have to go to get an abortion, for example.
[00:07:31.196 --> 00:07:35.697]  So it was a pragmatic examination of the consequences of this law.
[00:07:35.777 --> 00:07:38.838]  It had absolutely nothing to do with the law itself.
[00:07:39.378 --> 00:07:48.601]  As a matter of fact, what this decision did was to shut down the Supreme Court's own decisions and the principle of law that has long been held that you don't get a do-over.
[00:07:49.381 --> 00:08:02.047]  As Justice Alito pointed out, they had already adjudicated this in a court, they had lost, they had failed to appeal, and now they came back with exactly the same case, the same law, and took it to the Supreme Court.
[00:08:02.187 --> 00:08:03.867]  He said it should never have been heard.
[00:08:04.328 --> 00:08:09.150]  Furthermore, he said they violated the second fundamental principle of law, and that is severability.
[00:08:09.570 --> 00:08:13.572]  It was made abundantly clear throughout the Texas law that all of these different
[00:08:14.377 --> 00:08:15.678]  There were regulations that were put on.
[00:08:15.738 --> 00:08:22.820]  Some of them said that you had to have someone who was admitted to a nearby hospital to be present there as part of the abortion clinic.
[00:08:23.201 --> 00:08:27.202]  You could strike down something like that, but they even struck down fire regulations.
[00:08:27.482 --> 00:08:32.244]  And he said all of these regulations were independent of each other, but they took out everything.
[00:08:32.584 --> 00:08:35.005]  And it was made clear in the law that they were all severable.
