[00:00:20.342 --> 00:00:22.485]  Welcome to the InfoWars Nightly News.
[00:00:22.686 --> 00:00:24.208]  I'm your host, Margaret Howell.
[00:00:24.268 --> 00:00:26.811]  It's Wednesday, December 7th, 2016.
[00:00:26.872 --> 00:00:28.474]  Here's what's coming up tonight.
[00:00:33.183 --> 00:00:35.604]  It's the ultimate fake news list!
[00:00:36.025 --> 00:00:47.791]  Isn't it ironic how the mainstream media has the nerve to lecture us about fake news when they're the ones who publish the most harmful, inaccurate news of all?
[00:00:47.991 --> 00:00:56.516]  InfoWars has put together a hit list of the real fake news outlets and the establishment media is going down!
[00:00:57.156 --> 00:00:57.377]  Then...
[00:00:58.504 --> 00:01:02.626]  Look who just made Time Magazine's Person of the Year.
[00:01:03.026 --> 00:01:06.707]  The President of the Divided States of America?
[00:01:07.047 --> 00:01:20.092]  Plus, Donald Trump has invited tech industry leaders to a roundtable discussion next week in New York as the President-elect continues his plans to rebuild America.
[00:01:21.652 --> 00:01:25.394]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.333 --> 00:01:36.957]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.057 --> 00:01:44.721]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.021 --> 00:01:55.727]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:01.755 --> 00:03:06.399]  It's the 75th anniversary of Pearl Harbor, December 7th, 1941.
[00:03:06.479 --> 00:03:12.685]  I just want to take this time before we get started to say thank you so much to all of our veterans and veteran InfoWarriors out there.
[00:03:12.725 --> 00:03:13.386]  We love you.
[00:03:13.446 --> 00:03:14.687]  We thank you for your service.
[00:03:14.727 --> 00:03:18.230]  We want to honor you today, especially in light of what's happening.
[00:03:18.670 --> 00:03:21.233]  Our first story up, and when we read this,
[00:03:21.773 --> 00:03:31.501]  Our producer Rob Jacobson actually ran it into Alex's show because it's of such critical importance and the absurdity of it all frankly is remarkable.
[00:03:31.561 --> 00:03:35.504]  Brexit referendum not legally binding, UK Supreme Court told.
[00:03:35.544 --> 00:03:39.467]  Now this aggregated from Reuters and it eventually made its way.
[00:03:39.487 --> 00:03:47.394]  It's up on Infowars written by Michael Holden and this referendum in which the people spoke directly to their government and said we've had enough
[00:03:47.834 --> 00:03:49.015]  We're not taking it anymore.
[00:03:49.076 --> 00:03:49.997]  We're out of the EU.
[00:03:50.037 --> 00:03:51.018]  We're sick of being taxed.
[00:03:51.038 --> 00:03:55.182]  We're sick of being told how many people we have to take and what they're doing to our communities.
[00:03:55.422 --> 00:04:04.853]  And the Supreme Court, they're trying to use this Article 50 by the end of March, and it's part of the Lisbon Treaty, the EU Lisbon Treaty.
[00:04:05.653 --> 00:04:14.195]  It's the first formal step in the process of leaving the bloc, but they're trying to invoke this article that says that Parliament, the UK Parliament, actually has to give its approval.
[00:04:14.655 --> 00:04:16.676]  It's, quote, explicit approval.
[00:04:17.496 --> 00:04:26.718]  If the Supreme Court upholds the ruling, the risk for government is that the proceedings in Parliament could delay the Prime Minister, Theresa May, her plan to trigger this article.
[00:04:26.778 --> 00:04:29.999]  So it looks like they're trying to jeopardize that already.
[00:04:30.439 --> 00:04:33.000]  Hasn't even happened yet, but there you go folks.
[00:04:33.120 --> 00:04:39.742]  I mean the globalists, they of course cannot handle the fact that people don't want them running their government anymore.
[00:04:39.762 --> 00:04:42.103]  There's a wave of nationalism sweeping the globe.
[00:04:42.443 --> 00:04:44.004]  It looks like it's about to hit Germany next.
[00:04:44.064 --> 00:04:52.246]  Now, here in the US there's a battle underway and our boss Alex Jones hit the hammer on the head beautifully today talking about the ultimate fake news list.
[00:04:52.867 --> 00:04:56.408]  Of course, we have an article up written by Paul Joseph Watson and Alex Jones.
[00:04:57.228 --> 00:05:00.730]  It talks about who the real fake news purveyors are in this country.
[00:05:00.750 --> 00:05:05.093]  They just can't handle the fact that we tell you the truth and we're winning, by the way.
[00:05:05.113 --> 00:05:07.755]  We have a list of fake news outlets.
[00:05:07.795 --> 00:05:08.856]  I'm going to run through them quickly.
[00:05:08.896 --> 00:05:09.636]  The New York Times.
[00:05:10.037 --> 00:05:21.624]  Liz Spade, by the way, was on Tucker Carlson's show apologizing with her tail between her legs for all of the nasty little tweets that her reporters over there at the New York Times had to say about Donald Trump.
[00:05:21.644 --> 00:05:22.425]  They're backpedaling now.
[00:05:22.925 --> 00:05:32.970]  Of course the Washington Post, CNN, NBC, MSNBC, CBS, ABC, Salon, Huffington Post, Rolling Stone, BBC News, Sky News, Financial Times, Politico.
[00:05:33.290 --> 00:05:34.590]  We have this laundry list.
[00:05:34.991 --> 00:05:37.212]  Here's Alex Jones explaining more.
[00:05:38.732 --> 00:05:50.538]  The current attack on free speech worldwide is so intense, so classically totalitarian, that quite frankly I'm having trouble even believing it's this bad.
[00:05:51.271 --> 00:05:57.015]  They have been incrementally trying to erode free speech and a free press for a long time in Europe and the United States.
[00:05:57.635 --> 00:06:05.701]  In the last few years we've seen Zuckerberg meet with the communist Chinese censors and pledge to them and Merkel that they would bring censorship here to the United States.
[00:06:06.141 --> 00:06:13.606]  Matt Drudge came here a year ago and warned us that he talked to a Supreme Court justice and others and they were told censorship was coming in 2016.
[00:06:14.747 --> 00:06:20.831]  We've seen the internet handed over October 1st of this year to a international consortium headed up
[00:06:21.671 --> 00:06:27.856]  By the United Nations, with countries like Saudi Arabia on the board deciding what can be on the web and what can't.
[00:06:28.696 --> 00:06:41.225]  Now, the European Union Commission, unelected, came out and gave Google, Facebook, Twitter, and other tech giants 24 hours to censor a list of, quote, fake news that they've issued.
[00:06:41.505 --> 00:06:46.568]  That Infowars.com is on, that DrugsReport.com is on, that Breitbart.com is on.
[00:06:46.588 --> 00:06:48.470]  And they mix it with stuff like The Onion.
[00:06:49.170 --> 00:06:50.191]  This is outrageous.
[00:06:50.251 --> 00:06:54.653]  You have to sue someone to prove something's a fraud and then shut them down via damages.
[00:06:55.274 --> 00:07:02.818]  You can't, in a free society like the Communist Chinese do, say something's fake news because it criticizes the Central Committee and just arrests people.
[00:07:03.238 --> 00:07:04.139]  But I'm here to tell you
[00:07:04.679 --> 00:07:06.980]  They've bitten off more than they can chew, in my view.
[00:07:07.560 --> 00:07:12.641]  We saw mainstream media further discredit itself with fake polls, lying.
[00:07:13.162 --> 00:07:16.823]  They got caught coordinating themselves with the White House, with Hillary.
[00:07:17.263 --> 00:07:18.883]  It's truly disgusting.
[00:07:19.623 --> 00:07:27.866]  And now, we've seen the Washington Post, New York Times, you name it, come out, Politico, and say, time to censor Donald Trump, the President of the United States.
[00:07:29.224 --> 00:07:33.910]  For his Twitter saying it's bullying that he calls people liars and scumbags.
[00:07:34.091 --> 00:07:41.461]  This is how they plan to bring in the political correctness where only nationalists and patriots and conservatives and veterans are censored.
[00:07:42.694 --> 00:07:44.575]  No, we know the fake news in this media.
[00:07:44.696 --> 00:07:50.300]  CNN, namely, is the primary culprit for me as a reporter because they spout lie after lie after lie.
[00:07:50.440 --> 00:07:52.321]  I don't know who watches them anyway.
[00:07:52.421 --> 00:07:55.744]  Who the heck turns it on other than airports and hospitals?
[00:07:56.124 --> 00:07:58.326]  Those are the only two places I've ever really seen CNN.
[00:07:58.426 --> 00:08:00.908]  I never turn it on myself, willingly.
[00:08:00.968 --> 00:08:02.169]  Sometimes you just can't help it.
[00:08:02.529 --> 00:08:08.574]  But if you recall, they were trying to spout the narrative that Donald Trump, he was like the second coming of Hitler, basically.
[00:08:08.594 --> 00:08:11.416]  You've got Van Jones talking about white lash, which is why he won.
[00:08:11.736 --> 00:08:12.897]  Hey, guess what, Van Jones?
[00:08:12.937 --> 00:08:14.238]  That's not why Donald Trump won.
[00:08:14.258 --> 00:08:25.085]  Donald Trump won overwhelmingly because tens of millions of people voted for him, including Hispanics, including black Americans, including Latinos, including Muslims, including whites.
[00:08:25.485 --> 00:08:28.067]  It has nothing to do with race, you idiots over there.
[00:08:28.587 --> 00:08:32.950]  And spouting lie after lie after lie, I just want to take you through a couple of these lies really quickly.
[00:08:34.071 --> 00:08:35.292]  Weapons of mass destruction.
[00:08:35.432 --> 00:08:36.973]  How many of you out there remember that?
[00:08:37.133 --> 00:08:40.435]  Weapons of mass destruction, which is why we went into war with Iraq.
[00:08:40.755 --> 00:08:41.216]  Turns out,
[00:08:41.836 --> 00:08:44.098]  Nothing to do with weapons of mass destruction.
[00:08:45.579 --> 00:08:51.123]  We'll get into that discussion another day, but mainstream media lie, of course, has been debunked.
[00:08:52.444 --> 00:08:56.907]  Another one talking about the Syrian rebels and how it's a humanitarian cause.
[00:08:56.947 --> 00:09:06.334]  Turns out most of them are aligned with al-Qaeda, al-Nusra, and ISIS, and we've had a hand in supporting them because the overall
[00:09:07.655 --> 00:09:07.856]  Yeah.
[00:09:25.572 --> 00:09:28.715]  I nearly fell out of my chair, frankly, folks, because who does he think he is?
[00:09:29.096 --> 00:09:34.200]  This man, we have covered some of the things that he has said on InfoWars in the past couple of months.
[00:09:34.220 --> 00:09:37.464]  Of course, he was a higher up in the Clinton campaign.
[00:09:37.504 --> 00:09:40.206]  He's a Democratic Party insider, if you will.
[00:09:41.227 --> 00:09:45.688]  And he actually said that he wants his own version of Breitbart.
[00:09:46.508 --> 00:09:47.569]  I cannot make this up.
[00:09:47.629 --> 00:09:54.711]  He says a lot of garbage came spewing out of Facebook during the election and these companies need to adopt new standards and clean their own house.
[00:09:55.151 --> 00:09:58.672]  He then goes on to add we'll be involved in a campaign to push them to do that.
[00:09:59.192 --> 00:10:03.733]  He talks about having a media startup that is similar to Breitbart.
[00:10:04.173 --> 00:10:06.295]  And you know, I honestly, I'm sorry.
[00:10:06.315 --> 00:10:20.750]  This is so funny to me because they were, all of the millions and millions of dollars that they spent on crafting a narrative in the media, all of those lies, all of the money that went into this, and now he's jealous of Breitbart News.
[00:10:21.611 --> 00:10:22.952]  That's insane, folks, right there.
[00:10:22.992 --> 00:10:34.916]  He wants his own Breitbart News, except for the left, which also echoes President Obama, because he's recently been saying that he's going to get into media when he leaves office, because he realizes the power of real media.
[00:10:35.036 --> 00:10:36.216]  And it comes down to you.
[00:10:36.636 --> 00:10:37.797]  You're who matter out there.
[00:10:37.877 --> 00:10:38.877]  You're the real media.
[00:10:39.417 --> 00:10:47.540]  And, you know, being in the business that we're in, wanting to give people the truth and the hard facts, you guys are the reason this works, frankly.
[00:10:48.320 --> 00:10:48.500]  Yeah.
[00:11:06.701 --> 00:11:07.162]  I think so.
[00:11:26.002 --> 00:11:30.906]  And they're pledging $50 billion in investments, creating 50,000 U.S.
[00:11:31.527 --> 00:11:31.907]  jobs.
[00:11:32.308 --> 00:11:34.169]  The man isn't even president yet.
[00:11:34.229 --> 00:11:38.993]  He's already creating what some estimate as 50,000 jobs coming out of this.
[00:11:39.033 --> 00:11:47.701]  Of course, Mr. Sun and President-elect Trump were in Trump Tower at the bottom yesterday, around those famous elevators, talking about this.
[00:11:47.901 --> 00:11:49.803]  And here's Alex with more of the story.
[00:11:51.291 --> 00:11:59.399]  That's right, ladies and gentlemen, $50 billion is now being announced to be invested in high-tech in the United States by the Japanese.
