[00:00:23.929 --> 00:00:26.431]  Waging war on corruption.
[00:00:26.511 --> 00:00:32.214]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:32.934 --> 00:00:37.277]  I was saying that the book was being overnighted.
[00:00:37.357 --> 00:00:38.618]  It just arrived in the mail.
[00:00:38.638 --> 00:00:40.519]  It just arrived via FedEx.
[00:00:40.819 --> 00:00:41.359]  Boom!
[00:00:41.860 --> 00:00:49.744]  During the break, and I just had two minutes to read, because I love history, I can't wait to read this new book, Scorched Earth, Restoring the Country After Obama.
[00:00:50.225 --> 00:00:51.826]  I opened to a page about Edmund Burke,
[00:00:52.866 --> 00:00:58.711]  Supporting the British Empire, but not supporting the empire erasing countries' cultures, which globalism is doing.
[00:00:59.312 --> 00:01:00.613]  And he's so sophisticated.
[00:01:01.053 --> 00:01:05.977]  He's probably the smartest talk show host out there when it comes to wide-ranging knowledge.
[00:01:06.738 --> 00:01:07.959]  George Norrie is really smart as well.
[00:01:09.640 --> 00:01:17.107]  When it comes to passion and taking the globalist on and being well-read, I mean, I'm right up there with Savage, but Savage really is a smart guy.
[00:01:17.127 --> 00:01:20.530]  Put it to you this way, I don't learn a lot of stuff from other people on radio.
[00:01:21.150 --> 00:01:24.172]  They just take a couple topics, repeat it over and over again, take phone calls.
[00:01:24.632 --> 00:01:25.532]  They don't even want to be there.
[00:01:25.572 --> 00:01:26.533]  They don't even want to be on air.
[00:01:26.873 --> 00:01:27.373]  They don't care.
[00:01:27.413 --> 00:01:28.014]  They just want money.
[00:01:28.534 --> 00:01:29.754]  Savage doesn't even need to be on air.
[00:01:29.794 --> 00:01:30.995]  He's a very successful person.
[00:01:31.355 --> 00:01:33.636]  And that's why I admire what he's doing and his plan.
[00:01:33.656 --> 00:01:34.917]  I've been listening to the show.
[00:01:34.957 --> 00:01:35.998]  He's been talking about Scorched Earth.
[00:01:36.018 --> 00:01:36.638]  I haven't read it yet.
[00:01:36.918 --> 00:01:39.139]  He's an excellent one to take back this country and this world.
[00:01:39.419 --> 00:01:42.501]  So Michael Savage joining us at the start of the next segment.
[00:01:43.021 --> 00:01:43.502]  There he is.
[00:01:43.522 --> 00:01:44.663]  He just came and sat down there.
[00:01:44.683 --> 00:01:48.346]  So we're going to come back right after this break and go to Michael Savage.
[00:01:48.947 --> 00:01:51.189]  First off, let's jam another phone call in here.
[00:01:51.249 --> 00:01:52.250]  Who is up next?
[00:01:53.311 --> 00:01:57.475]  Let's go ahead and take a call here from Crescent, Virginia.
[00:01:57.495 --> 00:01:58.035]  You're on the air.
[00:01:58.075 --> 00:01:58.396]  Go ahead.
[00:02:00.217 --> 00:02:00.438]  All right.
[00:02:00.458 --> 00:02:08.906]  With Hillary falling and coughing and stumbling all over the place, I can't help but think to what Larry Nichols was saying about
[00:02:13.565 --> 00:02:19.734]  You know, a lot of people said months ago, look out, Hillary could be trying to get sympathy, she could play on this, poor little her.
[00:02:20.034 --> 00:02:23.979]  The problem is the media lied about it, she lied about it, she's clearly really sick.
[00:02:24.520 --> 00:02:26.161]  Okay, I mean, this is not fake.
[00:02:26.401 --> 00:02:29.242]  She could try to spin that now and use that crisis.
[00:02:29.962 --> 00:02:32.143]  But I think, I don't think Hillary's long for this world.
[00:02:32.603 --> 00:02:35.924]  The word we've got from insiders is brain tumor was cut out in 2012.
[00:02:36.565 --> 00:02:38.425]  Brain tumor is back and is growing.
[00:02:38.926 --> 00:02:41.867]  But regardless, the media only shows her being a little bit dizzy.
[00:02:42.147 --> 00:02:43.648]  They don't show her falling on her face.
[00:02:43.748 --> 00:02:46.709]  So, what this is really about is discrediting the media.
[00:02:46.749 --> 00:02:47.189]  What do you think?
[00:02:48.752 --> 00:02:53.857]  I think it is about discrediting the media and also I think that they're trying to put it out there with the pneumonia thing.
[00:02:53.958 --> 00:03:04.569]  Even though it's a fake and it's a lie, if they put it out there now before the debate, it gives them some kind of credibility going in there saying that, oh, she had pneumonia or, oh, she was sick.
[00:03:05.203 --> 00:03:08.445]  Well, I totally agree with you that this whole thing about pneumonia is bull.
[00:03:08.525 --> 00:03:11.166]  I mean, she hasn't had coughing fits for years from pneumonia.
[00:03:11.466 --> 00:03:14.607]  She hasn't been fainting and falling down, having blood clots from pneumonia.
[00:03:14.968 --> 00:03:17.949]  First, she said on Sunday that it was just hot out there.
[00:03:17.989 --> 00:03:19.910]  And then she said, oh, I was diagnosed with pneumonia.
[00:03:20.310 --> 00:03:21.291]  She didn't go to the hospital.
[00:03:21.311 --> 00:03:23.434]  She went to Chelsea's $10 million pad.
[00:03:23.815 --> 00:03:26.298]  She gets $6 million a year from the Clinton Foundation swindle.
[00:03:26.979 --> 00:03:32.706]  So she can, quote, then walk out and hug the little girl behind the police line, the Secret Service line.
[00:03:32.746 --> 00:03:36.330]  It doesn't get more staged in Pyongyang, North Korea.
[00:03:36.591 --> 00:03:37.632]  Thanks for the call, Chris.
[00:03:38.633 --> 00:03:41.956]  Now, we're going to go to John and Mike and Jennifer and Andrew and a lot of other folks.
[00:03:42.717 --> 00:03:43.978]  If you want to hold, if not, you can hang up.
[00:03:44.038 --> 00:03:45.519]  I'll give the numbers out again later.
[00:03:45.959 --> 00:03:56.729]  After Michael Savage leaves us at the bottom of the hour, we're going to go to break and come back with Michael Savage to talk about currently what's happening, the dirty tricks he thinks they're going to play, and how we counter them.
[00:03:56.849 --> 00:04:01.433]  And then, how we would restore this country if a Donald J. Trump gets in.
[00:04:02.373 --> 00:04:04.916]  So, you talk about deplorables.
[00:04:05.990 --> 00:04:07.031]  I've been attacked by name.
[00:04:08.212 --> 00:04:12.576]  I know that the vice presidential candidate attacked me again and said I'm one of the top deplorables.
[00:04:12.896 --> 00:04:22.745]  But I tell you, we're talking to maybe the king deplorable when we come back, according to the globalists, the leftists, the scum, the communists, the socialists, the New World Order people.
[00:04:23.145 --> 00:04:27.108]  Because Michael Savage has been one of the chief thorns in their side for decades.
[00:04:27.569 --> 00:04:29.451]  So we're going to ask one of the top deplorables.
[00:04:30.330 --> 00:04:33.454]  Where he thinks this is going and how we defeat them straight ahead.
[00:04:33.734 --> 00:04:38.941]  The book that's just now coming out is Scorched Earth, Restoring the Country After Obama.
[00:04:39.261 --> 00:04:42.205]  Michael Savage, number one New York Times bestseller.
[00:04:42.626 --> 00:04:46.851]  And you can go to michaelsavage.wnd.com.
[00:04:46.891 --> 00:04:48.693]  We'll also give you his website.
[00:04:49.714 --> 00:04:55.699]  On the other side, MichaelSavage.com, the home of the Savage Nation, borders, language, culture.
[00:04:56.239 --> 00:04:57.360]  All this and more.
[00:04:57.680 --> 00:04:58.901]  Scorched Earth, now available.
[00:04:59.502 --> 00:05:00.282]  I'm Alex Jones.
[00:05:00.483 --> 00:05:01.804]  This is the InfoWars.
[00:05:02.104 --> 00:05:03.985]  You can find us at InfoWars.com.
[00:05:10.503 --> 00:05:29.250]  But there was an article last Friday in Hollywood Reporter that is so important where Steve Bannon, the chief strategist for President-elect Trump, lays it out that globalism was designed to make us poor and set up this elite system for rich families to control everything and that America is going to absolutely now lead the world out of this
[00:05:29.730 --> 00:05:39.174]  With incredible prosperity and they have the actuaries and the numbers with cutting taxes on working class people that will bring back Americana under the Republican Party.
[00:05:39.714 --> 00:05:47.457]  But he says we've got to purge the Republicans of the establishment people and we've got to deliver to the people and we will get a majority vote from
[00:05:48.237 --> 00:05:50.879]  Whites, Hispanics, Blacks, you name it.
[00:05:51.199 --> 00:06:05.211]  Because it'll be based on having a sovereign, prosperous nation, not one where the government takes the wealth from the middle class and then redistributes it to a growing, dumbed-down, giant underpopulation made up of every race of human.
[00:06:06.067 --> 00:06:20.727]  If you want human liberty, if you want freedom, if you want self-determination, if you want to be able to control at least a small part of your own destiny, we are brothers, we are sisters, in arms, together, in the great quest for free association, free will,
[00:06:21.528 --> 00:06:23.009]  And the right for self-determination.
[00:06:23.670 --> 00:06:33.596]  I salute you and again thank you for taking the info war, which you are the heart of, to the next level and to encourage you to continue right through this Thanksgiving.
[00:06:34.337 --> 00:06:45.604]  To share the information with your friends and family, to share the articles, the videos, the URLs, the podcast, and to support the broadcast by getting the amazing Pro-Second Amendment apparel.
[00:06:46.645 --> 00:07:05.541]  The pro-Trump apparel, the pro-nationalism apparel, the non-GMO heirloom seeds, the high-quality water filtration systems, the amazing supplements and nutraceuticals, which are running 30 to 50% off right through this week with every day having a Loss Leader Special at InfoWarsTore.com.
[00:07:05.961 --> 00:07:09.905]  Check it out today and please continue to support this operation.
[00:07:19.992 --> 00:07:27.900]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[00:07:27.960 --> 00:07:31.063]  They're true game changers, they're organic, they're proven as safe.
[00:07:31.874 --> 00:07:33.735]  And they're also very affordable.
[00:07:55.862 --> 00:08:02.606]  Went on what Mother Nature gave us, and it's changed my life, and it's also helped the Infowar change the country and the world.
[00:08:03.006 --> 00:08:03.747]  It's a win-win.
[00:08:04.247 --> 00:08:05.247]  Infowarslife.com.
[00:08:11.471 --> 00:08:14.233]  They took my saddle in Houston.
[00:08:14.373 --> 00:08:17.294]  Broke my leg in Santa Fe.
[00:08:19.456 --> 00:08:21.797]  Lost my wife and a girlfriend.
[00:08:25.359 --> 00:08:28.881]  In defense of human liberty, Alex Jones.
[00:08:28.981 --> 00:08:40.388]  Well, I gotta tell you, there's probably three people in the last few decades that have been on the front lines of fighting globalism and getting made fun of it.
[00:08:40.669 --> 00:08:43.090]  That's Michael Savage, Alex Jones, and Matt Drudge.
[00:08:43.130 --> 00:08:46.692]  And I guess we're all here today because I'm told he just talked to Drudge, and Drudge is tuned in right now.
[00:08:47.313 --> 00:08:51.215]  Scorched Earth, Restoring the Country After Obama, Michael Savage.
[00:08:51.435 --> 00:08:52.316]  Very powerful book.
[00:08:52.656 --> 00:08:54.157]  Just got it today, been thumbing through it.
[00:08:54.637 --> 00:08:56.719]  I'm a big history buff, cannot wait to read this book.
[00:08:56.959 --> 00:09:00.802]  We need to make this number one on the New York Times bestseller list.
[00:09:01.203 --> 00:09:06.767]  It is a manifesto against the globalists that have literally taken this country and Europe over.
[00:09:07.088 --> 00:09:08.269]  Brexit is only the beginning.
[00:09:08.649 --> 00:09:11.451]  The globalists are panicking in every major publication they run.
[00:09:12.272 --> 00:09:14.014]  The Economist, the New York Times.
[00:09:14.774 --> 00:09:21.396]  The Washington Post saying that if Trump defeats Hillary, the new world order is basically broke back.
[00:09:21.456 --> 00:09:24.417]  So we are in the title match of history.
[00:09:24.878 --> 00:09:28.039]  Everyone should go to bookstores to make this the number one book.
[00:09:28.079 --> 00:09:31.560]  Biden bookstores everywhere today scorched earth.
[00:09:31.920 --> 00:09:34.421]  This is the front lines of the info war.
[00:09:34.801 --> 00:09:43.652]  Joining us for the next 20 minutes or so is Michael Savage of the Savage Nation, one of the top radio shows in the country, New York Times best-selling author.
[00:09:44.273 --> 00:09:45.575]  You've got the floor, my friend.
[00:09:45.615 --> 00:09:49.620]  Let's talk about where we are, what we're facing, two minutes to midnight.
[00:09:51.084 --> 00:09:54.866]  Well, number one, you are really the field marshal of it all, Alex.
[00:09:54.906 --> 00:10:00.790]  Come on, we know that they're more afraid of you and Infowars than almost anyone else in the media.
[00:10:00.810 --> 00:10:03.091]  I mean, you, Matt Trudge, there aren't too many left.
[00:10:03.151 --> 00:10:05.553]  That's what's worrisome, isn't it, Alex?
[00:10:05.833 --> 00:10:09.815]  And you were named by this evil machine, specifically.
[00:10:10.716 --> 00:10:14.538]  And I would say that, you know, you say hyperbole and this and that.
[00:10:15.118 --> 00:10:19.361]  We all won bad election away from losing everything, which is on the back of my book cover.
[00:10:20.180 --> 00:10:23.462]  And I don't know that we can recover from Obama's scorched earth policies.
[00:10:24.282 --> 00:10:26.043]  We know he's trampled the Constitution.
[00:10:26.063 --> 00:10:32.727]  And I don't know how any of your listeners, you know, whatever side they're on, you know, you know and I know you get all the opposition listening.
[00:10:33.367 --> 00:10:37.530]  And I'd like all of the good progressives who listen to Alex to see if they can nail him to a cross.
[00:10:38.530 --> 00:10:43.315]  Tell me that one of these things has not magnified under this cretin in the White House.
[00:10:44.296 --> 00:10:47.800]  Is this not becoming a third world nation of terror?
[00:10:48.080 --> 00:10:48.681]  Check yes.
[00:10:49.521 --> 00:10:49.902]  Riots?
[00:10:49.982 --> 00:10:50.222]  Check.
[00:10:50.242 --> 00:10:51.183]  Black lives matter.
[00:10:51.584 --> 00:10:51.944]  Mobs?
[00:10:52.004 --> 00:10:52.264]  Check.
[00:10:52.504 --> 00:10:53.425]  Black lives matter.
[00:10:53.726 --> 00:10:54.126]  Chaos?
[00:10:54.206 --> 00:10:54.446]  Check.
[00:10:54.466 --> 00:10:55.207]  Barack Obama.
[00:10:55.648 --> 00:10:57.169]  Terror, riots, mobs and chaos.
[00:10:57.550 --> 00:10:59.632]  This is a novelty in American history.
[00:10:59.992 --> 00:11:05.654]  I haven't seen anything like this historically since the 60s, and before that, when was the last time you've seen America like this?
[00:11:06.014 --> 00:11:11.456]  And the beauty of all of this, Alex, is how he's gotten away with it, because you've got to give him credit.
[00:11:12.376 --> 00:11:16.818]  Barry Obama is the slickest salesman of communism the world has ever, ever discovered.
[00:11:17.518 --> 00:11:30.984]  No screaming, no yelling, no threats, just a silk-smooth, good-looking, nice guy with a lovely wife and children selling the most evil poison the world has ever, ever been asked to ingest.
[00:11:32.625 --> 00:11:33.766]  And look how far he's gotten.
[00:11:34.006 --> 00:11:39.989]  And every time he gets away with another outrage against this nation, he raises the stakes like a junkie.
[00:11:40.349 --> 00:11:43.770]  He needs a higher dose of insult in order to maintain the high.
[00:11:43.810 --> 00:11:44.551]  Am I wrong, Alex?
[00:11:45.543 --> 00:11:46.824]  You're dead on, Mr. Savage.
[00:11:46.864 --> 00:11:48.265]  Dr. Savage, please continue.
[00:11:49.886 --> 00:11:52.828]  So, the question is, okay, I'm complaining about him.
[00:11:52.888 --> 00:11:55.750]  I'm saying she's worse, which is true, which is ludicrous.
[00:11:56.370 --> 00:11:58.452]  She says America wants change.
[00:11:58.912 --> 00:11:59.352]  From what?
[00:11:59.492 --> 00:12:01.834]  From the same policies she's going to continue?
[00:12:02.354 --> 00:12:04.195]  She's suddenly not a progressive lunatic?
[00:12:04.976 --> 00:12:05.576]  Wait a minute.
[00:12:05.817 --> 00:12:08.318]  She's going to change Obama's policies in which way?
[00:12:08.718 --> 00:12:09.379]  Make them worse?
[00:12:10.580 --> 00:12:11.640]  She can't go the other way.
[00:12:11.961 --> 00:12:12.981]  Then she'd be Donald Trump.
[00:12:13.522 --> 00:12:15.223]  So it means she's going to make it even worse than him.
[00:12:16.636 --> 00:12:22.141]  That's if she remembers what she's supposed to do, and that's doubtful as you well know, because she doesn't know how many times she fainted.
[00:12:23.763 --> 00:12:26.905]  So the point is, how do we uncouple this insanity?
[00:12:27.706 --> 00:12:29.027]  It is going to be really hard.
[00:12:29.848 --> 00:12:37.976]  You know and I know there was a UAC in the 1950s, and it's a dirty word of the most dirty of words, the House of Un-American Activities Committee.
[00:12:38.737 --> 00:12:42.320]  Which was run by one of the great American patriots, Senator McCarthy.
[00:12:42.621 --> 00:12:45.423]  He has been completely decimated by the left.
[00:12:46.244 --> 00:12:51.869]  McCarthy was a tail gunner in World War II, one of the most dangerous positions you could ever have in an airplane.
[00:12:52.429 --> 00:12:52.650]  Right?
[00:12:52.770 --> 00:12:53.510]  Belly gunner, B-24.
[00:12:53.650 --> 00:12:57.214]  Easiest target was the tail, that's what they attacked.
[00:12:58.342 --> 00:12:59.583]  Listen what the left did to him.
[00:12:59.623 --> 00:13:02.025]  They called him, they mocked him and called him Tail Gunner Joe.
[00:13:02.065 --> 00:13:05.148]  In other words, they took his heroism and tried to turn it into a mockery.
[00:13:05.188 --> 00:13:06.629]  That was in the 50s, Alex!
[00:13:07.050 --> 00:13:09.212]  To show you who they were already, the communists.
[00:13:09.912 --> 00:13:11.534]  So what was McCarthy saying?
[00:13:12.174 --> 00:13:13.195]  This great war hero.
[00:13:13.876 --> 00:13:17.059]  He was saying that Hollywood had been infiltrated by communists.
[00:13:18.500 --> 00:13:20.662]  The journalists had been infiltrated by communists.
[00:13:20.962 --> 00:13:22.884]  Academia had been infiltrated by communists.
[00:13:23.164 --> 00:13:24.105]  And the government itself.
[00:13:25.182 --> 00:13:27.564]  Well, what happened was they had the hearings.
[00:13:28.004 --> 00:13:28.885]  They ruined him.
[00:13:28.925 --> 00:13:29.946]  They destroyed the man.
[00:13:30.987 --> 00:13:36.292]  And then what happened in the 1990s, I'm sure you remember the book, the Venona Papers came out.
[00:13:37.172 --> 00:13:39.755]  It was a Soviet Russian publication.
[00:13:39.815 --> 00:13:41.036]  Turned out it was all true.
[00:13:41.056 --> 00:13:42.197]  The Russian documents came out.
[00:13:42.237 --> 00:13:43.778]  It was worse than what McCarthy was saying.
[00:13:44.459 --> 00:13:44.759]  Worse?
[00:13:45.219 --> 00:13:52.525]  It confirmed who in Hollywood, who in academia, who in government was in fact an operative of the Soviet Union.
[00:13:53.516 --> 00:13:55.216]  So, there were subversives.
[00:13:55.496 --> 00:13:57.317]  UAC was exactly on target.
[00:13:58.317 --> 00:14:05.539]  I say the only way we can save this nation is not talking about it, but by rooting out the subversives in the United States of America.
[00:14:05.579 --> 00:14:09.740]  And I know many libertarians are afraid of this, for fear that it will turn on them.
[00:14:09.860 --> 00:14:11.820]  Well, let's put that fear aside for the moment.
[00:14:11.840 --> 00:14:14.441]  In fact, let me just add this since you're saying this, because this is a point I want to make.
[00:14:16.227 --> 00:14:21.429]  If you look at the globalists, if you look at their leftists, they're saying the alt-right can't be tolerated.
[00:14:21.449 --> 00:14:23.490]  They're saying we need to be shut down and arrested.
[00:14:23.730 --> 00:14:25.691]  Hillary says she's going to shut down Breitbart.
[00:14:25.731 --> 00:14:26.792]  That means drudge you.
[00:14:27.092 --> 00:14:28.833]  They say they're bringing back Fairness Doctrine.
[00:14:29.173 --> 00:14:30.754]  They say they're coming after us.
[00:14:31.034 --> 00:14:33.855]  They're run by this foreign globalist Soros.
[00:14:34.195 --> 00:14:35.616]  Russia's already kicked him out.
[00:14:35.936 --> 00:14:39.718]  These are foreign globalists here overthrowing our country.
[00:14:40.578 --> 00:14:43.261]  So under the Constitution, these aren't even citizens.
[00:14:43.542 --> 00:14:44.623]  They don't have the rights.
[00:14:44.823 --> 00:14:46.245]  They're here overthrowing the system.
[00:14:46.525 --> 00:14:49.568]  To survive, we must go on the offensive.
[00:14:49.769 --> 00:14:50.990]  We must root them out.
[00:14:51.190 --> 00:14:52.312]  It's the only way to ever beat them.
[00:14:52.512 --> 00:14:53.293]  They are criminals.
[00:14:53.333 --> 00:14:54.214]  They are subversives.
[00:14:54.454 --> 00:14:56.797]  They are Saul Alinsky pledging to Lucifer.
[00:14:56.837 --> 00:14:57.477]  Please continue.
[00:14:58.171 --> 00:15:01.835]  Yeah, they want to lynch all of us, if not electronically, then physically.
[00:15:02.275 --> 00:15:04.097]  And the fact of the matter is, they have names.
[00:15:04.637 --> 00:15:06.959]  These are not nameless, faceless organizations.
[00:15:07.440 --> 00:15:11.344]  The number one, and the worst of them all, in my humble opinion, is the ACLU.
[00:15:11.864 --> 00:15:14.447]  The Anti-Christian Liberties Union is the number one.
[00:15:14.767 --> 00:15:15.728]  They're the head of the snake.
[00:15:15.868 --> 00:15:21.210]  Now, the man behind all of it is George Soros, the most evil man on the planet, in my estimation.
[00:15:21.250 --> 00:15:25.031]  The absolutely most evil person the world has seen in modern times.
[00:15:25.271 --> 00:15:28.112]  You know, you don't have to hang people, electrocute them, put them in cages.
[00:15:28.572 --> 00:15:30.973]  You don't have to do the things that ISIS is doing to be evil.
[00:15:31.013 --> 00:15:36.395]  He's evil on a larger scale than the ISIS executioners are, because he's gutting the United States of America.
[00:15:36.735 --> 00:15:38.276]  He's trampling on our Constitution.
[00:15:38.296 --> 00:15:39.756]  He helped fund the Arab Spring.
[00:15:39.856 --> 00:15:40.797]  He helped fund the Arab Spring.
[00:15:40.837 --> 00:15:41.557]  Hillary, all of them.
[00:15:42.549 --> 00:15:42.909]  Amen.
[00:15:43.049 --> 00:15:44.470]  And I keep saying she owns it.
[00:15:44.850 --> 00:15:49.933]  He was the one who, by the way, he funded it, but you know who was the architect the best I can put together?
[00:15:50.813 --> 00:15:54.595]  Was the big new Brzezinski, Jimmy Carter's National Security Advisor.
[00:15:54.935 --> 00:15:56.376]  Brzezinski was the architect.
[00:15:56.736 --> 00:15:58.337]  Soros was the financier.
[00:15:59.297 --> 00:16:03.059]  Hillary Clinton was the publicist and an actor, along with John Kerry.
[00:16:03.159 --> 00:16:05.240]  I'd say she was the quarterback with Kerry and Obama.
[00:16:06.175 --> 00:16:07.276]  She destroyed the Middle East.
[00:16:07.516 --> 00:16:08.216]  She owns that.
[00:16:08.256 --> 00:16:10.017]  How does the media... Forget the media.
[00:16:10.037 --> 00:16:12.298]  Why doesn't Trump put her on a cross with that one?
[00:16:12.358 --> 00:16:14.720]  And by the way, Mr. Savage, Dr. Savage, that's not hyperbole!
[00:16:15.000 --> 00:16:19.963]  She literally destabilized 20-something countries that Al-Qaeda and ISIS are running around.
[00:16:20.243 --> 00:16:21.844]  Hundreds of thousands of dead Christians.
[00:16:22.084 --> 00:16:23.865]  They won't even let Christians out of the region.
[00:16:24.885 --> 00:16:28.027]  These people are demons, just like the true liberal Assange said.
[00:16:28.067 --> 00:16:29.308]  Look, I've got the documents.
[00:16:29.548 --> 00:16:31.249]  The press is dead if she gets in.
[00:16:31.549 --> 00:16:32.630]  Our necks are in nooses.
[00:16:32.850 --> 00:16:33.510]  She's a demon.
[00:16:33.610 --> 00:16:34.711]  You must stop her!
[00:16:35.842 --> 00:16:36.463]  I hear you.
[00:16:36.983 --> 00:16:45.389]  And I also saw who wrote the other day that Obama, the nice, slick, smooth, nice family man, has created the greatest surveillance state in the history of the world.
[00:16:46.269 --> 00:16:52.394]  And suddenly liberals are afraid of it because they understand what happens when the guillotine stops, starts falling.
[00:16:52.734 --> 00:16:54.315]  First it takes out your opposition.
[00:16:54.735 --> 00:16:59.659]  But as the world learned during the French Revolution, the guillotine has an unlimited taste for blood.
[00:17:00.259 --> 00:17:03.120]  And it doesn't stop with the enemies of the revolution.
[00:17:03.540 --> 00:17:08.142]  Then they turn on their own kind and start executing their own so-called counter-revolutionaries.
[00:17:08.542 --> 00:17:10.203]  As was done in the Soviet Union.
[00:17:10.283 --> 00:17:11.363]  Always happens.
[00:17:11.563 --> 00:17:12.404]  As was done in Cuba.
[00:17:12.724 --> 00:17:13.984]  As was done in Hitler's Germany.
[00:17:14.004 --> 00:17:14.904]  They killed their own.
[00:17:14.964 --> 00:17:15.605]  The brown shirts.
[00:17:15.665 --> 00:17:17.966]  And the guillotine keeps falling and cuts heads.
[00:17:18.226 --> 00:17:19.966]  It is the most thirsty instrument on earth.
[00:17:20.346 --> 00:17:25.508]  And that's why the left ought to step up and shut their fat mouths when we stand up to these monsters.
[00:17:25.548 --> 00:17:28.229]  These monsters need to be stopped or we're all finished.
[00:17:28.450 --> 00:17:29.390]  Left, right and center.
[00:17:29.994 --> 00:17:30.335]  That's right.
[00:17:30.375 --> 00:17:31.096]  So how do we stop them?
[00:17:31.136 --> 00:17:33.900]  Your book, I just got it, incredible, gets into a blueprint, sir.
[00:17:34.160 --> 00:17:37.525]  With your incredible historical understanding, how do we beat these bastards?
[00:17:37.545 --> 00:17:40.890]  Because they know we've got them in a corner now, but what tricks are they going to play?
[00:17:40.910 --> 00:17:43.433]  And then if we get Trump in, the battle just begins.
[00:17:43.473 --> 00:17:43.894]  What do we do?
[00:17:44.395 --> 00:17:46.257]  Oh, you said the magic words.
[00:17:47.498 --> 00:17:49.379]  If Trump wins, the battle begins.
[00:17:49.820 --> 00:17:52.662]  Because we know he is surrounded by neocons, we see that.
[00:17:53.262 --> 00:17:55.864]  I was shocked to read yesterday, he hired Woolsey?
[00:17:56.224 --> 00:17:56.424]  Yeah.
[00:17:56.885 --> 00:17:57.285]  Woolsey?
[00:17:57.545 --> 00:18:01.388]  The former head of the CIA under Bill Clinton is now going to be his CIA director?
[00:18:01.968 --> 00:18:04.730]  So I laid in bed last night, I said, wait a minute, what is this about?
[00:18:05.390 --> 00:18:08.152]  And I said, well, you know, the CIA is a complicated organization.
[00:18:09.213 --> 00:18:11.275]  I mean, you need someone who knows how to run it, right?
[00:18:11.935 --> 00:18:13.517]  But look at Woolsey's track record.
[00:18:13.557 --> 00:18:15.999]  How could he have joined it as a senior advisor?
[00:18:16.419 --> 00:18:16.980]  Why him?
[00:18:17.380 --> 00:18:22.264]  Isn't there a returning combat veteran who worked in military intelligence who would have been a better choice?
[00:18:23.065 --> 00:18:25.567]  Some higher-up American citizen, patriot?
[00:18:25.847 --> 00:18:26.547]  Somebody like General Flynn?
[00:18:26.567 --> 00:18:27.748]  Head up the CIA under Trump?
[00:18:28.089 --> 00:18:28.829]  Why Woolsey?
[00:18:29.570 --> 00:18:31.331]  Why Foggy Bottom all over again?
[00:18:32.612 --> 00:18:34.474]  Okay, but Alex, I don't want to waste your time.
[00:18:34.494 --> 00:18:35.154]  No, please, take over.
[00:18:37.435 --> 00:18:39.456]  The way to defeat the enemy is to know your enemy.
[00:18:39.496 --> 00:18:40.957]  The way to know your enemy is to name the enemy.
[00:18:40.977 --> 00:18:47.402]  So who are the subversive organizations who have destroyed and are destroying our civil liberties?
[00:18:47.922 --> 00:18:49.023]  We know the ACLU.
[00:18:49.563 --> 00:18:51.705]  We know the Southern Poverty Law Center.
[00:18:51.985 --> 00:18:52.665]  We don't care.
[00:18:53.025 --> 00:18:54.807]  In my opinion, those are the three top of them.
[00:18:55.147 --> 00:18:57.308]  But I want to read to you all the others.
[00:18:57.368 --> 00:18:57.909]  Can I do that?
[00:18:57.929 --> 00:18:58.329]  Please.
[00:18:58.349 --> 00:19:00.470]  Because I made a whole list in scorched earth.
[00:19:00.871 --> 00:19:02.031]  I studied the cockroaches.
[00:19:02.552 --> 00:19:04.833]  And I said, let's bring them into the light and expose them.
[00:19:04.853 --> 00:19:07.155]  Make them scatter like cockroaches when you turn on the light.
[00:19:08.075 --> 00:19:11.458]  The request I am making, Alex Jones, and to all you listeners, is this.
[00:19:12.118 --> 00:19:13.919]  Name subversive organizations.
[00:19:14.860 --> 00:19:21.104]  As organizations you consider to be so far off the ideal of the American way, that they are in fact subversive.
[00:19:21.385 --> 00:19:22.125]  And what does that mean?
[00:19:22.666 --> 00:19:28.249]  That means they spend all of their resources going against the wishes of the Constitution and the taxpayer.
[00:19:28.930 --> 00:19:29.690]  So who are they?
[00:19:30.891 --> 00:19:31.532]  I have a list.
[00:19:31.832 --> 00:19:32.492]  They're right here.
[00:19:32.973 --> 00:19:33.793]  Who are these organizations?
[00:19:33.813 --> 00:19:34.654]  They're trying to conquer us.
[00:19:36.357 --> 00:19:38.038]  They've done a pretty good job so far.
[00:19:38.158 --> 00:19:40.919]  They see us as deplorable because we just want to be free.
[00:19:42.499 --> 00:19:43.639]  National Lawyers Guild?
[00:19:44.420 --> 00:19:44.820]  Who are they?
[00:19:45.020 --> 00:19:47.201]  One of the most dangerous activist groups in the nation.
