[00:00:20.165 --> 00:00:22.030]  Welcome to the Info Wars Nightly News.
[00:00:22.090 --> 00:00:25.860]  It is Thursday, March 24th, 2016 and I'm Leanne McAdoo.
[00:00:26.161 --> 00:00:27.083]  Here's what's coming up tonight.
[00:00:30.356 --> 00:00:47.790]  Tonight, the pussification of American colleges and universities have become an epidemic, as students at Emory University in Atlanta are frightened, threatened, and intimidated over chalked messages throughout campus that say Trump 2016.
[00:00:48.891 --> 00:00:58.339]  Meanwhile, almost 60 professors at American University's Washington College of Law have signed an open letter to the law school community.
[00:00:58.499 --> 00:01:05.824]  Charging that the words all lives matter is racist and constitutes white supremacy.
[00:01:06.224 --> 00:01:16.451]  And a student at Columbia University has authored an editorial saying that the Belgians deserve to be blamed for the terrorist attacks in Brussels.
[00:01:16.692 --> 00:01:17.052]  Why?
[00:01:17.252 --> 00:01:20.554]  Well, because their society is Islamophobic.
[00:01:20.754 --> 00:01:23.556]  All that plus much more up next on the Info Wars 1980.
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.578]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.898 --> 00:02:55.022]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.163 --> 00:02:57.164]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.072 --> 00:03:14.075]  Well, it's almost tax time, so for those of us who failed to sign up for Obamacare, we're going to be feeling the burn of the hefty penalty for not going out and getting that really affordable care.
[00:03:14.535 --> 00:03:25.217]  But you might also be feeling the burn in another place in your wallet, because health insurance premiums have increased faster than wages in recent years, rising an average of 28% from 2009 to 2014.
[00:03:29.378 --> 00:03:33.419]  Now, the Obama administration expressed concern about this in 2009.
[00:03:33.819 --> 00:03:39.861]  They were concerned about, it was a report called, The Burden of Health Insurance Premium Increases on American Families.
[00:03:40.281 --> 00:03:43.302]  And they were concerned that premiums had increased by 5.5% from 2008 to 2009.
[00:03:43.442 --> 00:03:46.723]  But in just a year after Obamacare was first enacted, premiums increased by 9.4%.
[00:03:55.425 --> 00:03:58.593]  And now, since 2014, they've gone up an average of 28%.
[00:04:01.024 --> 00:04:02.925]  Wages have only increased by 12.2%.
[00:04:04.606 --> 00:04:09.009]  So some of you out there might be really upset about these crushing costs.
[00:04:09.389 --> 00:04:18.054]  I know we have a lot of people, some people even saying that they're now getting hit from their auto insurance, saying that they have to cover the rising premiums with Obamacare.
[00:04:18.094 --> 00:04:18.995]  So that'll be interesting.
[00:04:19.035 --> 00:04:23.578]  Please send in any of your stories if that is indeed happening to you as well.
[00:04:24.058 --> 00:04:27.260]  Well, now we have Chelsea Clinton out shilling for her mom.
[00:04:27.800 --> 00:04:35.949]  So there's a new video of her coming out and blasting these crushing costs of President Barack Obama's signature legislation.
[00:04:35.969 --> 00:04:42.676]  And she also tells the crowd that her mom, Hillary Clinton, is open to using executive action.
[00:04:43.297 --> 00:04:45.460]  To reduce these crushing costs of Obamacare.
[00:04:45.500 --> 00:04:46.141]  So isn't that great?
[00:04:46.161 --> 00:04:59.579]  We had one dictator who used executive action to mandate his Obamacare, and now we have another one who's going in there saying that she's going to be using her dictatorial powers to reduce the cost, make it more affordable.
[00:05:00.620 --> 00:05:07.464]  You'll remember that in December, Hillary Clinton admitted that Obamacare does indeed turn full-time jobs into part-time jobs.
[00:05:07.904 --> 00:05:12.107]  She encouraged a woman who was complaining about how expensive her health insurance was.
[00:05:12.487 --> 00:05:15.369]  She said, you know what, go back to the exchange and just check it again.
[00:05:15.409 --> 00:05:16.690]  Maybe the costs have gone down.
[00:05:17.130 --> 00:05:22.113]  And of course, she regularly emphasizes this fact in February.
