[00:00:20.202 --> 00:00:21.923]  Welcome to the Infowars Nightly News.
[00:00:22.043 --> 00:00:22.684]  I'm David Knight.
[00:00:22.724 --> 00:00:23.865]  It's Monday, November 28, 2016.
[00:00:25.506 --> 00:00:26.807]  Here are our top stories.
[00:00:30.450 --> 00:00:38.576]  Tonight, who is really behind Jill Stein's election recount to overthrow President-elect Donald Trump?
[00:00:38.896 --> 00:00:42.919]  Right on cue, in walks the usual suspects.
[00:00:43.340 --> 00:00:48.964]  And while you're at it, why don't you audit California and find out how many illegal aliens voted for Hillary?
[00:00:49.164 --> 00:00:57.045]  Then, will Donald Trump betray us by appointing General Petraeus, who will be the next Secretary of State?
[00:00:57.585 --> 00:01:17.069]  Plus, Ohio State University is a gun-free zone and victims are left defenseless as a madman brutally attacks students with a machete, highlighting yet again the insanity of preventing responsible people from having access to firearms when their lives are in danger.
[00:01:18.928 --> 00:01:23.320]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.776 --> 00:01:33.159]  I want to thank the listeners and viewers of InfoWars.
[00:01:33.219 --> 00:01:34.440]  We've changed the world.
[00:01:34.940 --> 00:01:41.347]  Even MainStreetMedia admits that we're bigger than CNN, we're as big as Fox, we're bigger than the BBC, on Quantcast, you name it.
[00:01:42.328 --> 00:01:52.299]  I want to thank you all for your support, and on this Thanksgiving and this Black Friday that's coming up, we're going to extend free shipping, store-wide, to people specifically that have the promo code FREE.
[00:01:52.759 --> 00:01:59.103]  Some of the specials are as high as 50% on incredibly high quality products like Silver Bullet Colloidal Silver.
[00:01:59.123 --> 00:02:01.525]  That's 50% off and free shipping.
[00:02:01.545 --> 00:02:04.467]  That is a lost leader at InfoWarsStore.com.
[00:02:04.747 --> 00:02:07.029]  Trump Is My President shirt is about to sell out.
[00:02:07.049 --> 00:02:07.729]  It's limited edition.
[00:02:08.169 --> 00:02:12.012]  It is for sale at cost $9.95, shipping included.
[00:02:12.452 --> 00:02:18.356]  All you have to do is put in promo code FREEATCHECKOUT to get free shipping on top of discounts up to 50% off.
[00:02:19.477 --> 00:02:22.059]  Storewide at InfoWarsStore.com.
[00:02:22.259 --> 00:02:26.282]  You can also call toll-free, 888-253-3139.
[00:02:26.482 --> 00:02:32.127]  But from myself, the InfoWars family, and everybody else in this fight, I want to salute and thank all of you for your support.
[00:02:32.167 --> 00:02:35.769]  Whatever you do, keep spreading the articles, the videos, to everybody you know.
[00:02:36.170 --> 00:02:41.514]  It is absolutely devastating to the globalists because we're on the march and the frickin' empire is on the run.
[00:03:01.633 --> 00:03:12.716]  Well, it looks today as if Jill Stein's quixotic quest for money and for fame may be over, but even if it is, in all reality, we'll still see the mainstream media promoting it, won't we?
[00:03:13.476 --> 00:03:25.939]  You know, we're going to take a look tonight at her tactic, which is basically to deny Trump a victory in the Electoral College, but we're also going to look at the long-term strategy of Soros and those who are trying to shut down the Electoral College.
[00:03:26.359 --> 00:03:27.119]  What does that mean?
[00:03:27.779 --> 00:03:37.223]  And of course we had good things to say about Jill Stein back in June when she was pointing out that Hillary Clinton was a criminal with the email scandal that was happening at the same time.
[00:03:38.204 --> 00:03:43.466]  At that time we had the Libertarian Party ticket still heaping praise on Hillary Clinton.
[00:03:43.926 --> 00:03:47.409]  But Jill Stein back in the middle of June had this to say.
[00:03:47.449 --> 00:03:51.572]  She said the investigation of Hillary Clinton's email scandal should go forward.
[00:03:51.992 --> 00:03:59.138]  She said this is a sort of typical Hillary Clinton to do things that are not legal, to say that they are, and then try to cover them up.
[00:03:59.798 --> 00:04:06.405]  Yeah, and so now this criminal is the one that Jill Stein is trying to get into office.
[00:04:07.025 --> 00:04:08.427]  But of course there's much more behind that.
[00:04:08.487 --> 00:04:10.309]  It's really more about Jill Stein.
[00:04:10.829 --> 00:04:12.931]  It's about her raising money for the recounts.
[00:04:12.992 --> 00:04:14.113]  It's about the attention she's getting.
[00:04:14.173 --> 00:04:19.758]  As the Washington Examiner pointed out, Stein has raised more money for the recounts than she did for her own campaign.
[00:04:20.379 --> 00:04:29.063]  They said that she raised $3.5 million to campaign for the White House, but she has raised $6.5 million to try to pay for recounts in three states.
[00:04:29.483 --> 00:04:31.724]  Wisconsin, Michigan, and Pennsylvania.
[00:04:32.425 --> 00:04:35.926]  Now, the interesting thing about this is she's also getting a lot of press coverage.
[00:04:35.966 --> 00:04:43.830]  They said the networks are giving her 12 times the amount of coverage of her entire campaign, as well as the amount of money that she's getting.
[00:04:44.530 --> 00:04:48.693]  Newsbusters via Drudge reported when Jill Stein was a Green Party candidate for U.S.
[00:04:48.733 --> 00:04:57.959]  President, the networks only gave her 36 seconds of coverage, but now she's gotten 7 minutes and 26 seconds of coverage in just four days from NBC.
[00:04:59.557 --> 00:05:04.101]  Meanwhile, she's run into some big bumps on the road to getting this done.
[00:05:04.522 --> 00:05:13.971]  She had a major setback today, earlier in the day, when Wisconsin, the first state that she moved to have this recount done, rejected the idea that they were going to do hand counts.
[00:05:13.991 --> 00:05:14.972]  And of course, hand counts
[00:05:15.492 --> 00:05:23.177]  Would be the way that she would delay this to keep Wisconsin and these other three states from sending electors to the Electoral College.
[00:05:23.677 --> 00:05:36.245]  The Wisconsin Elections Commission set a timetable today, Monday, for a recount of the presidential election, but they rejected her request to require a count by hand made by Green Party candidate Jill Stein, who quickly responded that she would sue.
[00:05:36.865 --> 00:05:39.087]  As a matter of fact, I have her complaint here in front of me.
[00:05:40.063 --> 00:05:48.388]  And if you look at it, it's based on essentially a couple of articles by mainstream media, by Wired, New York Times.
[00:05:49.008 --> 00:05:58.194]  These were articles that were in August of 2016, but then she did not put in any of the articles by the same sources that said, no, don't worry, we're not really concerned about hacking.
[00:05:58.934 --> 00:06:02.735]  She said that hackers infiltrated the email system of the Democrat National Committee.
[00:06:02.795 --> 00:06:07.276]  Therefore, according to Jill Stein, they would be hacking the machines as well.
[00:06:07.396 --> 00:06:09.217]  And of course, that is a clear and present danger.
[00:06:09.237 --> 00:06:10.817]  And we've warned people about that.
