[00:00:19.628 --> 00:00:21.593]  Welcome to the Info Wars Nightly News.
[00:00:21.733 --> 00:00:22.977]  I'm your host, Jakari Jackson.
[00:00:23.418 --> 00:00:25.222]  It is February 15th, 2016, and here's a look at our top stories.
[00:00:31.397 --> 00:00:34.259]  We are interrupting regular programming to bring you breaking news.
[00:00:34.679 --> 00:00:35.440]  Reports from U.S.
[00:00:35.500 --> 00:00:40.323]  Marshals and the Governor of Texas that Supreme Court Justice Antonin Scalia has passed away.
[00:00:40.403 --> 00:00:49.828]  The mainstream news media was quick to report that the death of Justice Scalia was ruled a heart attack by natural causes in his sleep.
[00:00:50.048 --> 00:00:52.290]  So an autopsy isn't necessary.
[00:00:52.470 --> 00:00:58.553]  But the bizarre circumstances surrounding Scalia's death are growing more suspicious by the minute.
[00:00:59.554 --> 00:01:04.318]  This guy lied about Ben Carson when he took votes away from Ben Carson in Iowa.
[00:01:04.879 --> 00:01:05.740]  And he just continued.
[00:01:06.200 --> 00:01:10.624]  Who are all those people booing Donald Trump during the debate on Saturday?
[00:01:10.644 --> 00:01:16.129]  Well it looks like tickets were given to an establishment audience full of lobbyists.
[00:01:16.649 --> 00:01:21.674]  And a preacher in Texas gets a citation for offending people.
[00:01:21.954 --> 00:01:25.697]  All that plus much more up next on the Info Wars Nightly News.
[00:02:00.503 --> 00:02:01.624]  Clean, pure drinking water.
[00:02:01.925 --> 00:02:03.206]  You can't survive without it.
[00:02:03.406 --> 00:02:04.308]  But where do you get it?
[00:02:04.608 --> 00:02:10.375]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:02:10.595 --> 00:02:16.302]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:02:16.502 --> 00:02:33.360]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:33.760 --> 00:02:35.881]  Filter capacity up to 5,000 gallons.
[00:02:36.241 --> 00:02:37.442]  Stainless steel construction.
[00:02:37.722 --> 00:02:38.503]  Easy assembly.
[00:02:38.743 --> 00:02:39.363]  Low maintenance.
