[00:00:00.089 --> 00:00:01.252]  We're good to go.
[00:00:14.537 --> 00:00:15.177]  Big Brother.
[00:00:15.858 --> 00:00:16.878]  Mainstream media.
[00:00:17.618 --> 00:00:18.719]  Government cover-ups.
[00:00:19.379 --> 00:00:20.180]  You want answers?
[00:00:20.960 --> 00:00:21.840]  Well, so does he.
[00:00:22.501 --> 00:00:26.142]  He's Alex Jones on the GCN Radio Network.
[00:00:26.703 --> 00:00:30.764]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.397 --> 00:00:50.099]  Former head of his campaign and his confidant, Roger Stone, is going to be joining us from South Carolina, coming up in two minus thirty-three minutes from now.
[00:00:50.860 --> 00:00:58.182]  And the article that we wrote about his latest comments is at DrudgeReport.com right now, via Infowars.com.
[00:00:58.282 --> 00:01:01.803]  Confidant Trump is always wearing a bulletproof vest.
[00:01:02.623 --> 00:01:06.107]  Now, he said that on this show, you know, five, six months ago.
[00:01:06.808 --> 00:01:10.312]  And he talked about how Trump carries a firearm pretty much all the time.
[00:01:10.912 --> 00:01:12.114]  And the press made a big deal of that.
[00:01:12.154 --> 00:01:18.000]  My gosh, a presidential frontrunner with all these death threats, and El Chapo saying he wants him dead, and ISIS saying they want him dead.
[00:01:18.501 --> 00:01:21.123]  And he has a bulletproof vest.
[00:01:21.991 --> 00:01:26.714]  That's almost as crazy as a cop wearing a bulletproof vest or an army soldier wearing a helmet.
[00:01:26.794 --> 00:01:29.857]  I mean, can you imagine how extreme and horrible he is?
[00:01:29.877 --> 00:01:33.079]  That's why the New York Daily News has labeled him the Antichrist.
[00:01:34.320 --> 00:01:40.264]  The Washington Post labeled yours truly the Universal Vector of Conspiracy Theories.
[00:01:40.824 --> 00:01:42.926]  Yesterday, I'm very, very honored to have that title.
[00:01:42.946 --> 00:01:45.248]  You mean the Universal Vector of Questioning?
[00:01:46.462 --> 00:01:49.283]  We have a giant broadcast lined up today, so jam-packed with guests.
[00:01:49.303 --> 00:01:52.263]  I'll tell you all about it when we come into the main launch of the transmission.
[00:01:52.424 --> 00:02:03.066]  This is just that little kickoff portion, but the big exclusive article for Breitbart, Pat Buchanan says Donald Trump's rise is rejection of a quarter century of Bush Republicanism.
[00:02:03.626 --> 00:02:12.389]  And that's what we're seeing is the Rockefeller, Blue Blood, Democratic Party coup of the Democrats in deep, deep water right now.
[00:02:12.509 --> 00:02:13.669]  Deep boiling water.
[00:02:14.329 --> 00:02:22.369]  And so it is bye-bye to that political dynasty of open borders, taking our guns, signing on to UN treaties, and more.
[00:02:23.294 --> 00:02:28.618]  The Pope has come out as a big fat hypocrite and said, open up your borders, let anybody come in that wants to.
[00:02:28.698 --> 00:02:30.919]  But he doesn't say that Italy should have to do that.
[00:02:30.939 --> 00:02:35.643]  And he's got 200 foot walls around the Vatican, the biggest in the world, the thickest in the world.
[00:02:35.663 --> 00:02:40.786]  And I've been saying this for six months about the Pope, since I was in Italy, pointing it out.
[00:02:41.186 --> 00:02:42.167]  He'd already been to the U.S.
[00:02:42.187 --> 00:02:44.088]  calling for open borders, and to Mexico.
[00:02:44.128 --> 00:02:45.089]  He's coming here all the time.
[00:02:45.129 --> 00:02:48.772]  He's so political, like no other Pope we've ever seen, and extremely globalist.
[00:02:49.832 --> 00:02:55.734]  And finally, Donald Trump picked up on it, sort of tweeting photos of the giant walls yesterday.
[00:02:56.034 --> 00:03:01.936]  So I thought we'd play a clip of myself yesterday talking about this, and then of course, Trump echoing that.
[00:03:01.956 --> 00:03:02.316]  Here it is.
[00:03:03.476 --> 00:03:06.237]  The Vatican has 200 plus foot walls.
[00:03:06.257 --> 00:03:07.897]  Can we put a photo up of that for TV viewers?
[00:03:08.237 --> 00:03:09.538]  Or just Google Vatican walls.
[00:03:09.918 --> 00:03:10.918]  Biggest, thickest in the world.
[00:03:11.958 --> 00:03:12.899]  You go in there, they shoot you.
[00:03:12.919 --> 00:03:14.439]  He hasn't taken one refugee in there.
[00:03:14.959 --> 00:03:16.119]  We are being flooded.
[00:03:16.159 --> 00:03:17.120]  We are being shot up.
[00:03:17.140 --> 00:03:17.960]  We are being attacked.
[00:03:18.971 --> 00:03:20.432]  We're a joke, the whole world.
[00:03:20.452 --> 00:03:21.932]  We have to pay for everybody's health care.
[00:03:22.092 --> 00:03:23.032]  We're going bankrupt.
[00:03:23.573 --> 00:03:27.434]  They're taking old ladies' houses for back IRS taxes they can't pay.
[00:03:27.854 --> 00:03:30.335]  Whether they be black, white, Hispanic, who cries for them?
[00:03:31.556 --> 00:03:37.018]  And you sit there and you say we're racist because we have the most open immigration system in the world?
[00:03:37.898 --> 00:03:43.660]  What a creepy old evil looking man, creeping around socialist dirt bag.
[00:03:44.560 --> 00:03:47.061]  Him and Bernie Sanders ought to marry each other.
[00:03:47.121 --> 00:03:48.622]  I mean, I am just sick of it.
[00:03:49.594 --> 00:03:51.435]  So Trump responded just moments ago.
[00:03:51.855 --> 00:03:54.937]  You know, honestly, the Vatican has massive walls around.
[00:03:54.957 --> 00:03:56.678]  We should build some walls like the Vatican.
[00:03:56.718 --> 00:03:59.199]  So perhaps he wants to move out of the Vatican.
[00:03:59.219 --> 00:04:01.321]  But if you look at the walls around the Vatican, I've been there.
[00:04:01.721 --> 00:04:03.362]  And those are walls.
[00:04:04.517 --> 00:04:07.939]  Yeah, in fact, he's tweeting a whole bunch of pictures of those walls right now.
[00:04:07.959 --> 00:04:21.847]  Mr. Trump also saying, quote, it's disgraceful for the Pope to question his faith and warning the pontiff that, quote, if and when the Vatican is attacked by ISIS, everyone knows that ISIS's ultimate trophy is probably the Vatican.
[00:04:21.887 --> 00:04:27.590]  I can promise you that the Pope would have only wished and prayed that Donald Trump were the president.
[00:04:29.150 --> 00:04:30.051]  So, there you go.
[00:04:30.351 --> 00:04:32.792]  And look, I got mad at the Pope yesterday and called him a dirtbag.
[00:04:32.832 --> 00:04:36.314]  And I should be respectful, not of him, but of people that are Catholics who are great people.
[00:04:36.794 --> 00:04:37.875]  Some of the best folks I've met.
[00:04:39.176 --> 00:04:40.476]  But he's not a Catholic.
[00:04:40.556 --> 00:04:41.737]  He's not a Christian in my view.
[00:04:41.757 --> 00:04:43.938]  And he's fair game for saying Donald Trump isn't a Christian.
[00:04:44.338 --> 00:04:45.979]  In his religious role, that's a big deal.
[00:04:47.000 --> 00:04:48.381]  And it's very insulting.
[00:04:48.821 --> 00:04:49.741]  It's very hypocritical.
[00:04:50.081 --> 00:04:53.343]  And he's gotten right in the political arena of our internal politics.
[00:04:53.743 --> 00:04:54.424]  And he's fair game.
[00:04:56.089 --> 00:04:56.670]  I'll just say this.
[00:04:56.710 --> 00:04:57.691]  I won't call him a dirtbag.
[00:04:57.732 --> 00:04:59.995]  I'll call him an America destroyer.
[00:05:00.976 --> 00:05:02.599]  He wants to kill this country.
[00:05:02.879 --> 00:05:04.001]  He wants world government.
[00:05:04.241 --> 00:05:05.784]  The Pope is an enemy of humanity.
[00:05:08.476 --> 00:05:12.961]  North Korea is planning a terrorist attack on South Korea.
[00:05:13.241 --> 00:05:21.729]  This according to the National Intelligence Service that says North Korea's leader, Kim Jong-un, gave the order to begin preparations.
[00:05:22.090 --> 00:05:30.458]  The NIS warning covered a large number of possible targets, including subways, shopping malls, and even a nuclear power plant.
[00:05:30.818 --> 00:05:35.702]  All key lines of communication between North and South Korea have been cut off.
[00:05:35.922 --> 00:05:48.331]  I've long predicted in my world affairs briefs that the North Korean attack on South Korea will be a trigger event for World War III and you'll probably have a nuclear EMP and nuclear strike on America within a week after that's started.
[00:05:48.391 --> 00:05:57.297]  Now, as political scientist and author of Strategic Relocation, Joel Skousen, who says that a fight between North and South Korea might be a trigger event,
[00:05:57.597 --> 00:05:58.777]  To World War 3.
[00:05:59.038 --> 00:05:59.558]  Meanwhile, U.S.
[00:06:00.018 --> 00:06:03.039]  forces in the region are making their presence known.
[00:06:03.319 --> 00:06:06.580]  You can learn more right now at InfoWars.com.
[00:06:08.361 --> 00:06:14.723]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:06:15.194 --> 00:06:18.296]  I basically had my gallbladder out within the last nine months.
[00:06:18.316 --> 00:06:22.138]  I needed to get my digestive system working correctly again.
[00:06:22.238 --> 00:06:24.039]  So I stumbled on the X2.
[00:06:24.079 --> 00:06:24.779]  I needed a detox basically.
[00:06:38.948 --> 00:06:42.412]  I want to challenge the listeners who have not tried X2 for yourselves.
[00:06:42.612 --> 00:06:43.653]  What do you have to lose?
[00:06:43.933 --> 00:06:52.502]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[00:06:52.962 --> 00:06:56.448]  I noticed significant change in my digestive flow.
[00:06:56.568 --> 00:06:58.310]  I was like really more natural.
[00:06:58.591 --> 00:07:03.618]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:07:08.314 --> 00:07:11.536]  Infowarslife.com, oil of oregano formulation.
[00:07:11.816 --> 00:07:17.100]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:07:17.400 --> 00:07:25.306]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:07:25.766 --> 00:07:31.449]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[00:07:31.890 --> 00:07:36.912]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:07:36.972 --> 00:07:40.614]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:07:40.995 --> 00:07:43.416]  Used since before the days of the Roman Empire.
[00:07:43.656 --> 00:07:44.117]  We're good.
[00:08:19.819 --> 00:08:22.800]  Crashing through the lies and disinformation.
[00:08:23.380 --> 00:08:27.601]  It's Alex Jones on the GCN Radio Network.
[00:08:29.502 --> 00:08:31.962]  Pope Francis has come out yesterday.
[00:08:31.982 --> 00:08:35.703]  It's a big deal, obviously, and said that Donald Trump is not a Christian.
[00:08:37.744 --> 00:08:42.645]  And I guess if Trump was a Catholic, like some of his family is, he could be excommunicated.
[00:08:44.465 --> 00:08:46.286]  I guess that means sent to hell.
[00:08:47.389 --> 00:08:56.953]  By the socialist, fake populist Pope, who has more in kin with Joseph Stalin and Bernie Sanders than with his predecessors.
[00:08:58.393 --> 00:09:04.235]  There's a very powerful report I'm about to premiere here and then we're going to post it on Infowars.com and Facebook and Twitter.
[00:09:04.696 --> 00:09:06.716]  I hope people will get this video out to everybody.
[00:09:06.916 --> 00:09:10.498]  It's titled, Pope vs. Trump.
[00:09:10.578 --> 00:09:12.599]  We're going to play it in a moment.
[00:09:12.999 --> 00:09:15.700]  And then we have Trump confidant and former campaign head,
[00:09:16.929 --> 00:09:18.630]  Roger Stone joining us.
[00:09:18.670 --> 00:09:21.271]  His story is at the top of DrudgeReport.com right now.
[00:09:22.412 --> 00:09:27.855]  Confidant, Trump is always wearing a bulletproof vest and the media makes a big deal out of that.
[00:09:29.716 --> 00:09:37.220]  Kind of like when Stone talked about how Trump carries a firearm and Trump was asked about it and said, yeah, I do sometimes.
[00:09:37.620 --> 00:09:38.420]  Not going to tell you when.
[00:09:38.860 --> 00:09:39.621]  Well, it's all the time.
[00:09:43.086 --> 00:09:47.550]  And they made a controversy in saying it's incredible he carries a gun, see how radical he is.
