[00:00:05.051 --> 00:00:06.353]  Big Brother.
[00:00:06.353 --> 00:00:08.134]  Mainstream media.
[00:00:08.134 --> 00:00:09.896]  Government cover-ups.
[00:00:09.896 --> 00:00:11.478]  You want answers?
[00:00:11.478 --> 00:00:13.020]  Well, so does he.
[00:00:13.020 --> 00:00:17.224]  He's Alex Jones on the GCN Radio Network.
[00:00:17.224 --> 00:00:21.269]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.903 --> 00:00:38.704]  Roger Stone, some of the brains behind the Trump victory march.
[00:00:39.915 --> 00:00:52.698]  He's going to be joining us for a full hour, ladies and gentlemen, coming up today on this Monday, worldwide broadcast, the 11th day of January 2016.
[00:00:52.698 --> 00:01:07.141]  Paul Joseph Watson will be joining us, dealing with the latest InfoWars.com article about the public development
[00:01:08.693 --> 00:01:14.044]  Of what radical Muslim culture calls conquest by rape.
[00:01:15.259 --> 00:01:22.943]  Or the terrorism of rape that is being directed at Europe and the United States and other areas by design.
[00:01:22.943 --> 00:01:29.966]  Shocking footage of the radical jihadist in the Middle East raping and torturing women.
[00:01:29.966 --> 00:01:39.111]  And of course famously they've grabbed female reporters off the streets while they're reporting how great they are and how wonderful it is they overthrew the Egyptian government.
[00:01:39.111 --> 00:01:39.431]  Remember that?
[00:01:39.431 --> 00:01:42.833]  And then they take a woman and a hundred plus people gang raper.
[00:01:43.959 --> 00:01:49.643]  And then the feminists all make excuses about it because it doesn't fit into the proper narrative.
[00:01:49.643 --> 00:01:51.625]  That's all coming up today.
[00:01:51.625 --> 00:01:53.926]  And now Merkel says, you know what?
[00:01:53.926 --> 00:01:56.368]  It's 10 million more migrants.
[00:01:56.368 --> 00:02:04.134]  See, first it's 100,000, then 300,000, then a million, then 3 million, then, oh, I'm afraid it's total invasion.
[00:02:04.134 --> 00:02:06.136]  And after 10 million, it'll be 50 million.
[00:02:06.136 --> 00:02:07.196]  And after 50 million, it'll be 100 million.
[00:02:08.473 --> 00:02:10.674]  And after 100 million, it'll be 300 million.
[00:02:10.674 --> 00:02:18.198]  Because there are a billion, 200-plus million Muslims, and about half of them are total sympathizers with jihadists.
[00:02:18.198 --> 00:02:29.243]  You know that woman that, quote, silently protested, wearing her hajib, standing up at the Trump rally, who was escorted out for standing up behind Trump, obviously trying to disrupt things?
[00:02:29.243 --> 00:02:30.984]  Turns out she's hosted parties
[00:02:31.946 --> 00:02:40.611]  For the convicted mastermind of the 1993 World Trade Center bombing.
[00:02:40.611 --> 00:02:50.977]  Muslim woman 56 kicked out of Donald Trump event and booed by audience after standing silent protests when he suggests Syrian refugees are affiliated with ISIS.
[00:02:50.977 --> 00:02:52.078]  Affiliated?
[00:02:52.078 --> 00:02:54.079]  Most of them are invaders that got kicked out.
[00:02:54.997 --> 00:03:04.106]  Well, now there's a new article detailing exactly what she's been connected to, supporting Sharia Law and Jihad.
[00:03:04.106 --> 00:03:09.190]  She supports wearing a full beekeeper suit.
[00:03:09.190 --> 00:03:11.793]  A full burqa.
[00:03:11.793 --> 00:03:16.537]  But to get in the event, obviously she's had her head and stuff covered up.
[00:03:16.537 --> 00:03:17.919]  And I'm just sorry!
[00:03:17.919 --> 00:03:20.141]  My daughters aren't gonna put the hood on their head.
[00:03:21.345 --> 00:03:26.109]  And I'm not going to throw them into public schools so they can get intimidated by some kind of jihad gang into doing it.
[00:03:26.109 --> 00:03:27.110]  That's happening more and more.
