[00:00:19.568 --> 00:00:21.489]  Welcome to the Info Wars Nightly News.
[00:00:21.549 --> 00:00:24.990]  It is Thursday, March 10, 2016, and I'm Leigh Ann McAdoo.
[00:00:25.110 --> 00:00:26.151]  Here's what's coming up tonight.
[00:00:30.232 --> 00:00:39.256]  Tonight, high school students skeptical of big government could soon find themselves on a watch list courtesy of their peers.
[00:00:40.136 --> 00:00:44.818]  Then, tasking computers with finding crimes that have not been committed.
[00:00:45.882 --> 00:00:50.809]  After that, a report states that half of Californians are pre-diabetic.
[00:00:51.850 --> 00:00:53.873]  And the latest on politics.
[00:00:54.534 --> 00:00:55.175]  That's next.
[00:00:55.675 --> 00:00:56.937]  Yeah, of course that's not going to happen.
[00:00:56.957 --> 00:00:57.978]  They're not going to dye her.
[00:00:58.799 --> 00:00:59.440]  No, not at all.
[00:00:59.460 --> 00:01:00.221]  There's Joe Biggs.
[00:01:01.122 --> 00:01:04.886]  Look, it's taken how long for her to actually come out and admit that she's done something wrong?
[00:01:05.166 --> 00:01:06.888]  We all know that she's done something wrong.
[00:01:06.928 --> 00:01:07.949]  There's nothing new here.
[00:01:08.249 --> 00:01:09.250]  This woman's a snake.
[00:01:09.670 --> 00:01:16.056]  I don't understand how anybody in America can vote for this disgusting, vile human being.
[00:01:16.156 --> 00:01:19.619]  They just asked Hillary Clinton, you know, straight up, you know Donald Trump.
[00:01:19.980 --> 00:01:21.001]  Is he a racist?
[00:01:21.121 --> 00:01:24.224]  And so she... Oh, I have plenty of time to answer that.
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on Auto Ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.581]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.901 --> 00:02:55.030]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.170 --> 00:02:57.173]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.936 --> 00:03:16.884]  Well earlier today Ted Cruz came out and said that a lot of the popularity we're seeing surrounding Donald Trump is due to the fact that he has a lot of low information voters who also are not very politically engaged.
[00:03:17.265 --> 00:03:28.332]  Now coming up later in the segment we're going to be watching a video of one of these seemingly low information voters who assaulted someone at a Trump rally which is of course feeding right into the establishment media frenzy
[00:03:28.912 --> 00:03:30.514]  Of all of these race politics.
[00:03:30.894 --> 00:03:33.697]  Now that gentleman has been charged with assault.
[00:03:34.238 --> 00:03:35.820]  But joining me now is David Knight.
[00:03:35.900 --> 00:03:43.888]  And David, let's talk about what Ted Cruz has to say about Donald Trump's voters being relatively low information, not very engaged.
[00:03:44.269 --> 00:03:48.093]  What do those supporting Ted Cruz need to know about him?
