[00:00:20.202 --> 00:00:22.125]  Welcome to the Info Wars Nightly News.
[00:00:22.185 --> 00:00:26.212]  It is Friday, October 14th, 2016 and I'm Leanne McAdoo.
[00:00:26.553 --> 00:00:27.534]  Here's what's coming up tonight.
[00:00:32.378 --> 00:00:42.047]  The battle lines have been drawn in Syria, and Barack Obama could take a major step towards an all-out war with Russia.
[00:00:42.287 --> 00:00:53.677]  Meanwhile, Putin tells the Russian people to urgently prepare for a devastating radioactive conflict, and he tells them to find out where the closest bunkers are.
[00:00:54.057 --> 00:00:54.257]  Then,
[00:00:55.290 --> 00:01:00.833]  The Clinton News Network shuts down comments on Bill Clinton's illegitimate son.
[00:01:01.133 --> 00:01:07.157]  And look how much money the Republican establishment is spending on TV ads for Donald Trump.
[00:01:07.617 --> 00:01:09.478]  A whopping zero!
[00:01:10.099 --> 00:01:20.205]  That's right, not one single political ad from the GOP who spent $42 million on Mitt Romney ads before the last election.
[00:01:21.522 --> 00:01:25.451]  All that plus much more up next on the Info Wars Nightly Reviews!
[00:01:30.382 --> 00:01:33.024]  Look, I'm not going to sit here and say, see, I told you so.
[00:01:33.284 --> 00:01:36.306]  That communist Chinese style net censorship is coming to the web.
[00:01:36.326 --> 00:01:37.427]  Because it's already here.
[00:01:37.827 --> 00:01:38.467]  It's being announced.
[00:01:38.828 --> 00:01:42.290]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.770 --> 00:01:44.051]  You don't let them break your will.
[00:01:44.692 --> 00:01:56.760]  Go to infowars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.040 --> 00:01:59.982]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.502 --> 00:02:04.444]  Take action!
[00:02:04.824 --> 00:02:06.705]  I train two, three times a day.
[00:02:07.506 --> 00:02:11.808]  They're brutal, agonizing, painful training sessions.
[00:02:16.730 --> 00:02:18.191]  I have to have the edge over my opponents.
[00:02:19.031 --> 00:02:24.094]  I believe that in Forest Products, Super Male Vitality, you know, that gives me the edge.
[00:02:26.035 --> 00:02:27.056]  Well, you have to know where you break.
[00:02:27.416 --> 00:02:30.740]  You know, ultimately, like, you don't push yourself to know where that breaking point is.
[00:02:30.960 --> 00:02:33.422]  You're always going to be falling short of what your potential is.
[00:02:33.923 --> 00:02:39.609]  So it's really just about finding how far you can go.
[00:02:56.613 --> 00:02:57.894]  There's a lot of different things out there.
[00:02:58.975 --> 00:02:59.915]  I only use the best.
[00:03:01.596 --> 00:03:13.264]  Well, because the establishment media is focusing all of their attention on Donald Trump versus Hillary Clinton, you might not have realized that President Obama is bringing us perilously close to war with Russia.
[00:03:13.685 --> 00:03:19.589]  Now, Obama was set to meet with his foreign policy team today to discuss military options in Syria.
[00:03:20.129 --> 00:03:25.355]  Now these options under consideration include direct strikes on Syrian military bases.
[00:03:25.696 --> 00:03:35.607]  So Russia has already made it very clear they've pledged to respond militarily to any direct strikes on Syrian forces and so if the decisions that Barack Obama makes regarding Syria
[00:03:36.408 --> 00:03:39.929]  They could literally spark off World War III.
[00:03:40.470 --> 00:03:47.052]  So obviously this is far more important than the Trump tapes and all of these victims who are coming out of the woodwork all of a sudden.
[00:03:47.072 --> 00:03:52.254]  But of course everybody likes those scandalous newspapers on the side of the grocery store aisle.
[00:03:52.775 --> 00:03:54.295]  You know, loves a good scandal.
[00:03:54.715 --> 00:04:00.138]  Russia's even telling its citizens to find out where their closest nuclear bunkers are.
[00:04:00.178 --> 00:04:00.578]  They had a
[00:04:01.278 --> 00:04:04.601]  Two hour long broadcast saying, you know, nuclear war is imminent.
[00:04:04.981 --> 00:04:15.310]  This was a super apocalyptic broadcast telling viewers there in Moscow, if one should, if it should happen one day, every one of you should know where the nearest bomb shelter is.
[00:04:15.691 --> 00:04:17.292]  It's best to find out now.
[00:04:18.553 --> 00:04:21.998]  Who knows why Russia is pumping out this propaganda to its own citizens.
[00:04:22.058 --> 00:04:26.264]  I don't trust their government any more than I trust my own government when it comes to these type of things.
[00:04:26.885 --> 00:04:31.471]  But it's abundantly clear they are gearing up for some military action.
[00:04:31.491 --> 00:04:33.554]  And as we know, a lot of these countries,
[00:04:34.355 --> 00:04:37.477]  Trade heavily in arms and war is where the money is at.
[00:04:37.577 --> 00:04:41.500]  So we don't know really what they're doing behind the scenes, but war is on the horizon.
[00:04:41.900 --> 00:04:58.431]  But you would never know that because everyone's focusing on these stories that do not matter, which is why I think it's hilarious that President Obama, in his speeches where he's stumping for Hillary Clinton, is decrying America's wild, wild West on the media landscape.
[00:04:59.112 --> 00:05:00.733]  Okay, this is Thursday.
[00:05:01.013 --> 00:05:03.795]  He calls America's wild, wild West media environment
[00:05:04.675 --> 00:05:09.997]  For allowing conspiracy theorists a broad platform and destroying a common basis for debate.
[00:05:10.837 --> 00:05:19.640]  He recalled past days when just three television channels delivered fact-based news that most people trusted, also known as propaganda straight from the White House.
[00:05:20.120 --> 00:05:25.302]  Obama said democracy requires citizens to be able to sift through lies and distortions.
[00:05:25.922 --> 00:05:26.383]  Hmm.
[00:05:26.883 --> 00:05:35.275]  He says we are going to have to rebuild within this wild, wild west of information flow some sort of curating function that people agree to.
[00:05:35.576 --> 00:05:36.978]  So they want to control your thoughts.
[00:05:36.998 --> 00:05:39.862]  They want to curate what you are able to access.
[00:05:40.182 --> 00:05:41.845]  They're not satisfied with the fact that they're
[00:05:42.205 --> 00:05:46.767]  Three main propaganda arms aren't really doing a very good job because no one trusts the media.
[00:05:46.827 --> 00:05:49.408]  They all know that they're pumping through this propaganda.
[00:05:49.728 --> 00:06:04.935]  So then he says, there has to be, I think, some sort of way in which we can sort through information that passes some basic truthiness tests and those that we have to discard because they just don't have any basis in anything that's actually happening in the world.
[00:06:05.675 --> 00:06:10.477]  So we already know, based on these WikiLeaks, that they want a dumbed-down population.
[00:06:10.537 --> 00:06:12.358]  They don't want people who can think for themselves.
[00:06:12.398 --> 00:06:14.258]  They want a compliant citizenry.
[00:06:14.559 --> 00:06:19.000]  So they don't like the fact that you have the ability to access alternate information.
[00:06:19.440 --> 00:06:22.782]  Obama is pushing for a ministry of truthiness!
[00:06:23.702 --> 00:06:34.107]  And lo and behold, Google is right there doing his beck and call, and they've just announced today they've launched a Fact Check label.
[00:06:34.668 --> 00:06:36.589]  So this is a new feature, Fact Check.
[00:06:36.649 --> 00:06:40.110]  It'll be added a label next to any news stories and search results.
[00:06:40.451 --> 00:06:44.453]  They say it's going to shine a light on its efforts to divide fact from fiction.
[00:06:45.413 --> 00:06:45.933]  We're good to go.
[00:07:04.264 --> 00:07:12.247]  So, I mean, just like Hillary Clinton says, oh, if you need to fact check anything on me, just go to my website and I'll lay it all out for you there.
[00:07:12.307 --> 00:07:14.988]  That's what this fact check tool is going to look like.
[00:07:15.268 --> 00:07:21.251]  Because let's not forget, Google was already accused of manipulating search results in favor for Hillary Clinton.
[00:07:21.691 --> 00:07:29.194]  As we know, Google's chairman, Eric Schmidt, quietly funds a data company that provides services to the Clinton campaign.
[00:07:29.654 --> 00:07:31.355]  I mean, it just doesn't get any more clear than that.
[00:07:31.775 --> 00:07:39.817]  We also know by this WikiLeaks that it was actually John Podesta who linked up Google's executive chairman with the Hillary Clinton campaign.
[00:07:40.238 --> 00:07:42.238]  So just collusion at every level.
[00:07:42.778 --> 00:07:46.260]  We know, of course, the government gives major tax breaks to these companies.
[00:07:46.640 --> 00:07:48.380]  So it's, you know, a little pay to play.
[00:07:49.161 --> 00:07:51.201]  You do us favors, we'll do you favors.
[00:07:51.381 --> 00:07:53.062]  You won't pay anything in taxes.
[00:07:53.562 --> 00:07:56.183]  While you screw over the American people.
[00:07:56.244 --> 00:07:57.444]  They're all helping each other.
[00:07:57.864 --> 00:07:59.905]  It literally is like the movie They Live.
[00:08:00.006 --> 00:08:03.547]  Every day I watch the news and I'm just like, man, put on the glasses!
[00:08:04.308 --> 00:08:13.513]  And even though Google Trends is showing that internet users are wide awake and frankly they're far more interested in the WikiLeaks
[00:08:14.153 --> 00:08:14.533]  I think so.
[00:08:29.969 --> 00:08:36.312]  And they're really upset about that because you're only going to find the information about the WikiLeaks in the wild, wild west of the internet.
[00:08:36.432 --> 00:08:40.614]  The mainstream media is refusing to cover the WikiLeaks, or they'll cover it just a tiny bit.
[00:08:41.014 --> 00:08:43.656]  Just enough to say, well, there's no smoke here.
[00:08:43.796 --> 00:08:44.876]  There's nothing untoward.
[00:08:44.896 --> 00:08:50.139]  In fact, it kind of makes Hillary Clinton look like she's a sensible, just a good lady.
[00:08:50.879 --> 00:08:57.724]  And even with these latest Trump allegations, a former Miss Teen came out slamming the media witch hunt against Trump.
[00:08:57.784 --> 00:08:59.385]  She says he was an absolute gentleman.
[00:08:59.845 --> 00:09:04.088]  She went out to say, you know, they're contacting all of her fellow contestants from 1997.
[00:09:04.428 --> 00:09:05.529]  They want to do this hit piece.
[00:09:05.569 --> 00:09:07.610]  This was a producer at ABC News in New York.
[00:09:08.130 --> 00:09:08.551]  And she said,
[00:09:09.011 --> 00:09:14.158]  I'm going to be very truthful and let ABC know that Donald Trump was an absolute gentleman.
[00:09:14.438 --> 00:09:18.063]  I never witnessed any inappropriate behavior whatsoever the entire time I was there.
[00:09:18.503 --> 00:09:25.833]  So I'm sure that her story is not going to make the news because it doesn't fit the narrative.
[00:09:27.094 --> 00:09:29.177]  Anything that doesn't fit the narrative isn't going to make it.
[00:09:29.337 --> 00:09:32.080]  Even things, you know, they got a fact check with Hillary Clinton.
[00:09:32.460 --> 00:09:39.068]  We know that a new WikiLeaks email reveals yet even more collusion between the Clinton campaign and the New York Times.
[00:09:39.529 --> 00:09:44.374]  They're talking about their good relationships with Maggie Haberman of Politico.
[00:09:45.115 --> 00:09:45.556]  I don't
[00:10:00.894 --> 00:10:11.486]  We know they did a total media blackout on Bill Clinton's alleged son, Danny Williams, and their CNN anchor abruptly shut down a guest commentator Thursday.
[00:10:11.506 --> 00:10:16.271]  This was Utah Republican Party Chairman James Evans, and he said,
[00:10:17.833 --> 00:10:19.595]  You know, we're the party of family values.
[00:10:19.735 --> 00:10:23.319]  I'm looking forward to the interview you have with Bill Clinton's illegitimate son.
[00:10:23.659 --> 00:10:24.821]  And she immediately shuts him down.
[00:10:24.901 --> 00:10:25.842]  Come on, please.
[00:10:25.882 --> 00:10:26.623]  That's rubbish.
[00:10:27.163 --> 00:10:28.565]  He doesn't have an illegitimate son.
[00:10:28.625 --> 00:10:29.886]  You have no proof of that.
[00:10:29.906 --> 00:10:31.568]  Oh, and just totally shuts him down.
[00:10:32.048 --> 00:10:34.050]  And that is where the double standard comes in.
[00:10:34.411 --> 00:10:34.951]  Because here.
[00:10:35.532 --> 00:10:48.907]  They're just going to shut it down, no proof, conspiracy theory, but then roll out these Trump's accusers who go by Jane Doe and just came out of the woodwork making these allegations at a very convenient time against Donald Trump.
[00:10:49.667 --> 00:10:52.350]  Those, you know, we just have to take those as fact.
[00:10:52.611 --> 00:10:56.415]  So it's total hypocrisy here and we know Donald Trump is the real deal.
[00:10:57.239 --> 00:11:11.169]  Anonymous has announced that a video secretly recorded by Israeli intelligence showing former President Bill Clinton raping a 13-year-old girl on billionaire pedophile Jeffrey Epstein's Orgy Island will be released.
[00:11:11.630 --> 00:11:21.817]  An island that Bill Clinton visited at least 26 times according to flight logs and had left his Secret Service detail behind on at least five occasions.
[00:11:21.997 --> 00:11:25.522]  The propaganda machine is doubling down on its brainwashing.
[00:11:25.622 --> 00:11:33.373]  As Clifford Cunningham reports, an upcoming episode of Law & Order SVU will feature a Donald Trump-like character accused of rape.
[00:11:33.653 --> 00:11:39.081]  Actor Gary Cole will portray a wealthy and boorish man who makes a run for the White House.
[00:11:39.241 --> 00:11:44.103]  On an upcoming SVU episode entitled Unstoppable, according to Variety.
[00:11:44.264 --> 00:11:57.510]  The plot of the episode will be based on a dubious civil lawsuit filed against Donald Trump by a woman, referred to as Jane Doe in court documents, who alleges Trump raped her when she was 13 years old in the mid-1990s.
[00:11:57.690 --> 00:12:05.014]  The lawsuit, presided over by a judge appointed by Obama, is scheduled for a hearing in December after the presidential election.
[00:12:05.194 --> 00:12:20.243]  The decision to depict a character identical to Donald Trump accused of raping women is a concerted ploy to manipulate the people who watch the episode into conflating a fictitious story with reality and conclude Trump is actually a rapist.
[00:12:20.603 --> 00:12:24.445]  Meanwhile, the mainstream media continues to portray Trump as a rapist.
[00:12:24.726 --> 00:12:28.888]  They continually cover up any mention of the true abuser of women, Bill Clinton.
[00:12:29.148 --> 00:12:31.209]  Is America really this stupid?
[00:12:31.430 --> 00:12:32.790]  Maybe 10 years ago.
[00:12:33.050 --> 00:12:33.631]  But today?
[00:12:34.307 --> 00:12:41.012]  Well, Major, I want to start with a short video clip from 1992 from Entertainment Tonight, which is owned by CBS Television.
[00:12:41.473 --> 00:12:45.776]  In it, Donald Trump is heard making questionable comments about a young girl.
[00:12:45.836 --> 00:12:46.617]  Let's listen to that.
[00:12:56.024 --> 00:12:57.585]  And the breaking news at this hour.
[00:12:57.725 --> 00:13:04.109]  Right now, just breaking, a damning report from the New York Times that claims Donald Trump inappropriately touched two women.
[00:13:04.249 --> 00:13:06.491]  The first nearly three decades ago, the second in 2005.
[00:13:06.711 --> 00:13:08.732]  He was like an octopus.
[00:13:08.792 --> 00:13:10.093]  It was like he had six arms.
[00:13:10.273 --> 00:13:11.714]  He was all over the place.
[00:13:12.035 --> 00:13:22.161]  If he had stuck with the upper part of the body, I might not have gotten... I might not have gotten that upset.
[00:13:22.381 --> 00:13:24.643]  But it's when he started putting his hand up my skirt.
[00:13:25.250 --> 00:13:27.933]  They're going to start making charges about Bill Clinton.
[00:13:28.033 --> 00:13:29.875]  One would presume also Hillary Clinton.
[00:13:30.215 --> 00:13:34.919]  I presume he's going to talk about WikiLeaks and John Podesta's emails.
[00:13:36.070 --> 00:13:41.974]  You know it, they know it, I know it, and pretty much the whole world knows it.
[00:13:42.674 --> 00:13:52.101]  The establishment and their media enablers wield control over this nation through means that are very well known.
[00:13:53.061 --> 00:14:01.227]  Anyone who challenges their control is deemed a sexist, a racist, a xenophobe, and morally deformed.
[00:14:02.608 --> 00:14:05.349]  They will do whatever is necessary.
[00:14:05.709 --> 00:14:07.610]  The Clintons are criminals.
[00:14:07.670 --> 00:14:08.290]  Remember that.
[00:14:08.370 --> 00:14:09.070]  They're criminals.
[00:14:12.271 --> 00:14:13.832]  This is well documented.
[00:14:14.512 --> 00:14:30.018]  And the establishment that protects them has engaged in a massive cover-up of widespread criminal activity at the State Department and the Clinton Foundation in order to keep the Clintons in power.
[00:14:34.341 --> 00:14:39.506]  Never in history have we seen such a cover-up as this.
[00:14:40.127 --> 00:14:48.555]  Mainstream media as we know it with a democratic operative agenda so foolish they don't even realize they no longer control the narrative.
[00:14:49.986 --> 00:14:54.508]  Would it surprise you to know that Hillary Clinton says one thing in public and a different thing in private?
[00:14:54.568 --> 00:14:55.328]  Not at all, right?
[00:14:55.348 --> 00:15:01.470]  We're learning more and more about her emails, through her emails, through the WikiLeaks, revelations that are continuing to unfold.
[00:15:01.510 --> 00:15:06.552]  We're covering them here on InfoWars every single day this week, letting you know about the latest dump.
[00:15:06.772 --> 00:15:12.755]  And what we've learned today, Hillary Clinton supports the TPP in private while she denounces it publicly.
[00:15:12.795 --> 00:15:13.735]  That's not a shocker there.
[00:15:13.755 --> 00:15:15.936]  This article, it's up on our website, written by Kit Daniels.
[00:15:16.636 --> 00:15:23.300]  A new email reveals divide between Clinton's public and private positions regarding the Trans-Pacific Partnership.
[00:15:23.800 --> 00:15:26.982]  Now, Clinton was privately in support of the TPP, as you recall.
[00:15:27.582 --> 00:15:28.983]  We've covered this here on InfoWars.
[00:15:29.003 --> 00:15:36.287]  She wanted the wiggle room to publicly criticize it, according to a leaked email from the Clinton speechwriter, Dan Sherwin.
[00:15:36.807 --> 00:15:52.924]  And in 2015, this is when this email was written, Sherwin was writing a speech that assumes, quote, she ultimately is going to support both the Trade Promotion Authority and the TPP, but gives herself an out to publicly backtrack from the corporate trade deals.
[00:15:53.104 --> 00:15:55.206]  So it sounds like she's talking out of both side of her mouth.
[00:15:55.626 --> 00:15:59.791]  He goes on to say this draft assumes she ultimately is going to support both of them.
[00:16:00.311 --> 00:16:00.531]  I don't
[00:16:30.254 --> 00:16:30.655]  We're good to go.
[00:16:51.956 --> 00:16:52.716]  We're good to go.
[00:17:13.283 --> 00:17:20.807]  Oh, by the way, Clinton, according to her speechwriter, she wants to be seen as publicly against it while she privately ensures its passage.
[00:17:20.887 --> 00:17:21.828]  What does that sound like?
[00:17:21.868 --> 00:17:24.489]  It sounds like everything that she's done prior to this.
[00:17:25.089 --> 00:17:31.493]  Typical Clinton here, and we know that from last Sunday night's debate, that's exactly how she does things.
[00:17:31.533 --> 00:17:39.277]  She wants a personal persona, which is public, and a private persona, which is just hers, which is how she really feels.
[00:17:39.997 --> 00:17:41.318]  And this is no exception.
[00:17:41.358 --> 00:17:45.239]  Now, Kit goes on to write, please take a look at this article when you have a moment in its entirety.
[00:17:45.279 --> 00:17:46.400]  It's up on our website.
[00:17:46.820 --> 00:17:55.904]  He goes on to talk about heroin and this email and how the TPP, Clinton has called the TPP the gold standard trade deal.
[00:17:56.624 --> 00:17:56.764]  I think?
[00:18:17.145 --> 00:18:17.305]  I don't
[00:18:33.917 --> 00:18:35.758]  Sandra, he had some good points about him.
[00:18:35.798 --> 00:18:40.239]  He was in support of the little guy, if you will, which made him very anti-TPP.
[00:18:40.279 --> 00:18:44.461]  We know that Clinton, she's for anybody that gives her the most money, basically.
[00:18:44.521 --> 00:18:45.161]  We've seen that.
[00:18:45.221 --> 00:18:47.662]  History has shown us that time and again.
[00:18:47.682 --> 00:18:56.005]  And it looks like she is propping up the Trans-Pacific Partnership in support of it, although she doesn't want you to believe so.
[00:18:56.425 --> 00:18:58.726]  I'm Margaret Halve reporting for InfoWars.com.
[00:19:01.377 --> 00:19:06.801]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[00:19:07.121 --> 00:19:21.572]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[00:19:21.872 --> 00:19:22.152]  I think so.
[00:19:43.988 --> 00:19:47.071]  You need to consult your physician before you do the full detox.
[00:19:47.391 --> 00:19:51.374]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[00:19:51.535 --> 00:19:56.519]  Secure your Liver Shield today exclusively at Infowarslife.com for the lowest price available.
[00:19:56.599 --> 00:19:59.922]  That's Infowarslife.com or call 888-253-3139.
[00:20:00.262 --> 00:20:04.005]  A clean, toxic-free body is the foundation of true health.
[00:20:04.306 --> 00:20:06.588]  Introducing Deep Cleanse by Infowarslife.com.
[00:20:07.228 --> 00:20:13.932]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:20:14.232 --> 00:20:19.455]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
