[00:00:19.636 --> 00:00:20.457]  Good evening, everyone.
[00:00:20.497 --> 00:00:22.380]  Welcome to the InfoWars Nightly News.
[00:00:22.520 --> 00:00:23.401]  I'm Darren McBreen.
[00:00:23.481 --> 00:00:28.147]  It is Thursday, January 21st, and here's a quick look at what's coming up.
[00:00:31.993 --> 00:00:32.353]  Tonight...
[00:00:34.278 --> 00:00:40.741]  The good people of Flint, Michigan find out the hard way that there truly is poison in their water.
[00:00:41.782 --> 00:00:44.823]  And, breaking down a pro-Obama meme.
[00:00:45.524 --> 00:00:46.144]  That's next!
[00:00:56.149 --> 00:00:58.031]  And you don't live under Sharia law.
[00:00:58.431 --> 00:01:01.253]  There's still no such thing as a death panel.
[00:01:01.634 --> 00:01:03.855]  Gay marriage hasn't ruined the country.
[00:01:04.216 --> 00:01:06.357]  You've seen the birth certificate.
[00:01:06.798 --> 00:01:09.780]  And he still hasn't risen as the Antichrist.
[00:01:10.201 --> 00:01:12.743]  Do you feel like a dumbass yet?
[00:01:13.916 --> 00:01:15.458]  But that's called the death panel.
[00:01:16.259 --> 00:01:18.061]  And you're not supposed to have that discussion.
[00:01:18.462 --> 00:01:28.215]  If I could have gotten 51 votes in the Senate of the United States for an outright ban, picking up every one of them.
[00:01:30.231 --> 00:01:31.593]  Clean, pure drinking water.
[00:01:31.873 --> 00:01:33.174]  You can't survive without it.
[00:01:33.354 --> 00:01:34.275]  But where do you get it?
[00:01:34.556 --> 00:01:40.322]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.562 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.390 --> 00:02:48.223]  Well, I don't know about you, but I'm pretty much getting sick and tired of the Obama administration and liberals in general, for that matter, always telling us to relax and calm down because nobody's taking our guns, right?
[00:02:48.243 --> 00:02:52.447]  In fact, I ran across a meme the other day on Facebook.
[00:02:52.907 --> 00:02:57.891]  Only in the land of idiocracy would somebody post something like this, but here you go.
[00:02:57.932 --> 00:02:58.992]  I'll read it to you right now.
[00:02:59.693 --> 00:03:01.416]  They walk among us, ladies and gentlemen.
[00:03:01.456 --> 00:03:06.222]  This is a Facebook post that's being passed around by zombies on social media.
[00:03:06.523 --> 00:03:10.228]  They're talking about Barack Obama after seven years in the White House.
[00:03:10.849 --> 00:03:13.392]  Seven years later and you still have your guns.
