[00:00:20.168 --> 00:00:22.151]  Welcome to the Info Wars Nightly News.
[00:00:22.191 --> 00:00:26.237]  It is Tuesday, October 18th, 2016 and I'm Leanne McAdoo.
[00:00:26.377 --> 00:00:27.258]  Here's what's coming up tonight.
[00:00:32.113 --> 00:00:43.301]  Bombshell documents released from the investigation of Hillary Clinton's private email server, where the FBI says the shadow government is in charge.
[00:00:43.802 --> 00:00:53.869]  Meanwhile, FBI agents are now claiming that director James Comey stood in the way and sabotaged the investigation into Hillary's emails.
[00:00:54.309 --> 00:00:57.592]  This was also confirmed by WikiLeaks.
[00:00:57.972 --> 00:01:00.334]  But the mainstream media marches on.
[00:01:00.794 --> 00:01:06.297]  And they've become fully weaponized in their mission to take down Donald Trump.
[00:01:06.317 --> 00:01:14.842]  But I am 100% convinced, and these media organizations have actually put out, if you support Trump, your career is done here.
[00:01:15.623 --> 00:01:16.743]  And that's how intense it is.
[00:01:16.944 --> 00:01:24.308]  Are you talking about... I'm talking about... All that plus much, much more, up next on the InfoWars Nightly News.
[00:01:30.399 --> 00:01:33.041]  Look, I'm not going to sit here and say, see, I told you so.
[00:01:33.281 --> 00:01:36.303]  That communist Chinese style net censorship is coming to the web.
[00:01:36.323 --> 00:01:37.424]  Because it's already here.
[00:01:37.824 --> 00:01:38.464]  It's being announced.
[00:01:38.825 --> 00:01:42.307]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.767 --> 00:01:44.048]  You don't let them break your will.
[00:01:44.689 --> 00:01:56.757]  Go to infowars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.037 --> 00:01:59.979]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.519 --> 00:02:01.120]  Take action!
[00:02:04.822 --> 00:02:06.723]  I train two, three times a day.
[00:02:07.503 --> 00:02:11.806]  They're brutal, agonizing, painful training sessions.
[00:02:16.729 --> 00:02:18.190]  I have to have the edge over my opponents.
[00:02:19.031 --> 00:02:24.094]  I believe that InfoWars products, Super Male Vitality, you know, that gives me the edge.
[00:02:26.035 --> 00:02:27.056]  Well, you have to know where you break.
