[00:00:01.198 --> 00:00:01.818]  We've got it.
[00:00:01.818 --> 00:00:08.340]  This transmission is coming to you.
[00:00:08.340 --> 00:00:12.702]  Waging war on corruption.
[00:00:12.702 --> 00:00:18.344]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.618 --> 00:00:28.065]  Ladies and gentlemen, here we are broadcasting worldwide on this Friday, pre-Christmas transmission, December 23rd, 2016.
[00:00:28.065 --> 00:00:32.069]  In just a couple days, it's going to be 2017, the beginning of the Trump presidency.
[00:00:32.069 --> 00:00:32.469]  What are we, like 20?
[00:00:39.845 --> 00:00:41.585]  44 days out or so until the inauguration.
[00:00:41.585 --> 00:00:44.686]  We've seen all the incredible moves to keep Trump from getting in.
[00:00:44.686 --> 00:00:47.727]  That tells you the globalists do not like what they're seeing.
[00:00:47.727 --> 00:00:48.667]  I'm not saying Trump's perfect.
[00:00:48.667 --> 00:00:49.187]  Nobody is.
[00:00:49.187 --> 00:00:53.008]  But certainly this is real fear, real concern.
[00:00:53.008 --> 00:00:59.349]  They have thrown the kitchen sink at the American people, at the people of the UK and many others, trying to keep globalism in place.
[00:00:59.349 --> 00:01:00.049]  And it's not working.
[00:01:00.049 --> 00:01:04.290]  So this is major, major cause for celebration.
[00:01:05.836 --> 00:01:07.437]  And I'm not celebrated enough.
[00:01:07.437 --> 00:01:13.341]  Last week, whenever they tried to overthrow the electors and intimidate anybody on the death threats, it backfired.
[00:01:13.341 --> 00:01:22.607]  Hillary lost more electors from the Electoral College, what was it, last Monday, on the 19th of December, than Trump did.
[00:01:22.607 --> 00:01:24.849]  A major rebuff
[00:01:26.098 --> 00:01:34.623]  A rejection of the entire power of the corporate establishment sewage stream media in their dirty little faces.
[00:01:34.623 --> 00:01:37.144]  So certainly an exciting situation.
[00:01:37.144 --> 00:01:44.329]  Now as we speak on this Friday, if all has gone well, I'm going to be listening to the broadcast with you.
[00:01:45.256 --> 00:01:55.179]  Because if you go to the Times Space Continuum, I am recording this on Wednesday evening as an intro to a very special retransmission.
[00:01:55.179 --> 00:02:02.502]  Now, when I'm on the holidays, Christmas time off with the family, I should be Friday hunting with my son, spending some really special time with him.
[00:02:02.502 --> 00:02:04.222]  I'll be listening in the deer stand.
[00:02:04.222 --> 00:02:05.663]  I haven't really got enough to do that yet.
[00:02:06.303 --> 00:02:07.903]  I haven't done as much hunting as I'd like to this year.
[00:02:07.903 --> 00:02:10.564]  I've done some bird hunting, a little bit of deer hunting.
[00:02:10.564 --> 00:02:21.047]  So I'll be spending some time around the campfire probably with my son after getting off the deer stand this Friday as we all together listen to Jordan Maxwell.
[00:02:21.047 --> 00:02:26.008]  We had a very powerful, very informative interview with him last week.
[00:02:26.008 --> 00:02:27.949]  He's going to be retransmitted.
[00:02:28.689 --> 00:02:34.394]  Then we've got Gerald Cilente, very powerful interview, Roger Stone and Matt Bracken, and then Jesse James.
[00:02:34.394 --> 00:02:40.159]  And that's something that aired the night before the election, on November 7th.
[00:02:40.159 --> 00:02:43.802]  Jesse James doesn't do a lot of interviews, he's turned on a lot of big, you know, obviously TV shows.
[00:02:43.802 --> 00:02:47.426]  He's been demonized by the media and people really don't know who Jesse James is.
[00:02:47.426 --> 00:02:48.326]  I've known Jesse for...
[00:02:49.551 --> 00:02:51.753]  About five years now, or six years.
[00:02:51.753 --> 00:02:58.237]  Gotta be pretty good friends with him, mainly because I lived out in the country, and about a year after I moved out in the country, he moved in next door.
[00:02:58.237 --> 00:03:03.301]  So my daughter is the same age as one of his daughters, and so we got to know each other that way.
[00:03:03.301 --> 00:03:10.466]  And he predicted Trump would win with certainty on that night before broadcast, and it was a pretty cool interview.
[00:03:10.466 --> 00:03:11.968]  It was about an hour and a half live interview.
[00:03:11.968 --> 00:03:14.529]  We've edited it down to 45 minutes to fit into the hour.
[00:03:15.663 --> 00:03:19.364]  So that's coming up in the fourth hour today.
[00:03:19.364 --> 00:03:27.966]  And then the Sunday rebroadcast is going to be the Sunday after the election, a few days after when I made my predictions about what was going to happen, how they'd try to stop Trump and more.
[00:03:27.966 --> 00:03:31.847]  A lot of it obviously has come true, unfortunately, but they have failed.
[00:03:31.847 --> 00:03:39.149]  And then on Monday, we've got a big rebroadcast coming up with Max Keiser, where he was in one day and then in the next day with Adam Curry.
[00:03:39.149 --> 00:03:41.310]  Then Anthony Cumia and Gavin McGinnis.
[00:03:41.310 --> 00:03:42.330]  That is on Monday.
[00:03:43.374 --> 00:03:49.918]  Obviously, if big events take place over the weekend and so much is happening, I'll be on the air whether it's Christmas Day or not.
[00:03:49.918 --> 00:03:54.460]  And I'll be doing live transmissions as well on Facebook mentions and on YouTube.
[00:03:54.460 --> 00:03:58.642]  It'll be posted, once I've gone live, archived at InfoWars.com.
[00:03:58.642 --> 00:04:11.249]  So if something big happens, from hell or high water, if the good Lord is shining on us, I will be on air responding over this holiday weekend because the globalist model is trying to sneak stuff through
[00:04:12.657 --> 00:04:28.164]  Over holidays and over holiday weekends, look for big pardons to be signed, look for more bizarre executive orders to be rammed through as Obama tries to cement his deep-sexing of our republic, his attempt to bankrupt the free market system because the globalists have to compete with that.
[00:04:28.164 --> 00:04:32.986]  So all this and more coming up on this Friday, this Sunday, this Monday, and then I'll be back.
[00:04:32.986 --> 00:04:33.446]  Lord willing.
[00:04:35.546 --> 00:04:39.051]  The Tuesday after, that'll be the 27th.
[00:04:39.051 --> 00:04:43.297]  All right, we're gonna go to break and come back with this mighty retransmission.
[00:04:43.297 --> 00:04:49.467]  I want to thank you, the listeners, everybody else, and thank the great crew, and wish you a great Christmas and holiday coming up this weekend.
[00:05:01.323 --> 00:05:15.230]  All the perplexities, the confusion and distress in America arise not from objects in their constitution or confederation, not from want of honor or virtue, so much as from the downright ignorance of the nature of coin, credit and circulation.
[00:05:15.230 --> 00:05:19.512]  Those are the words of John Adams, the second president of the United States.
[00:05:19.512 --> 00:05:22.073]  Are you ignorant of the private Federal Reserve?
[00:05:22.073 --> 00:05:24.214]  Do you understand the nature of our fiat currency?
[00:05:24.214 --> 00:05:29.757]  Do you understand how a private corporation has the ability to create boom and bust cycles?
[00:05:30.177 --> 00:05:31.378]  And to profit from it.
[00:05:31.378 --> 00:05:36.142]  What kind of leverage do these people in the Federal Reserve have over the American people?
[00:05:36.142 --> 00:05:40.465]  Or for that matter, what kind of leverage do the Saudis have over our money?
[00:05:40.465 --> 00:05:42.927]  Will you be a slave or will you be free?
[00:05:42.927 --> 00:05:47.931]  Adams also said, liberty cannot be preserved without general knowledge among the people.
[00:05:47.931 --> 00:05:49.272]  Join the InfoWars.
[00:05:49.272 --> 00:05:50.573]  Spread the information.
[00:05:50.573 --> 00:05:52.494]  Educate yourself and others.
[00:05:52.494 --> 00:05:54.215]  The truth shall set you free.
