[00:00:20.168 --> 00:00:22.049]  Welcome to the Info Wars Nightly News.
[00:00:22.089 --> 00:00:26.052]  It is Thursday, June 16th, 2016, and I'm Leanne McAdoo.
[00:00:26.092 --> 00:00:27.093]  Here's what's coming up tonight.
[00:00:30.815 --> 00:00:37.680]  Tonight, the Craigslist advertisement that suggests a new domestic terror plot.
[00:00:38.341 --> 00:00:46.607]  Then, Hillary condemns other countries for how they spend their money, but she has no issue accepting the funds for herself.
[00:00:47.677 --> 00:00:58.308]  After that, the CIA admits that loose immigration policy aids the plot of extremists and the epic debate between facts and talking points.
[00:00:59.048 --> 00:00:59.709]  That's next.
[00:01:00.310 --> 00:01:01.951]  That's sad.
[00:01:04.974 --> 00:01:05.975]  That's real sad.
[00:01:06.476 --> 00:01:07.237]  He's against you.
[00:01:09.025 --> 00:01:11.566]  Why would you support a racist?
[00:01:11.626 --> 00:01:14.787]  He's going to send you back to Africa.
[00:01:14.827 --> 00:01:15.688]  That's what he said.
[00:01:15.888 --> 00:01:20.190]  He said send Mexicans back to Mexico.
[00:01:20.370 --> 00:01:25.572]  You are a disgrace to America for being a young black man supporting a racist.
[00:01:30.196 --> 00:01:37.701]  Buckley, tell us about Alexa Pure Breeze, discounted over 25% off as an introductory promotion.
[00:01:37.901 --> 00:01:39.042]  It's the Alexa Pure Breeze.
[00:01:39.182 --> 00:01:42.984]  It's an energy-efficient HEPA ion cluster air purification system.
[00:01:43.364 --> 00:01:45.806]  It has a four-stage purification process.
[00:01:45.946 --> 00:01:49.228]  It has a HEPA filter, pre-filters, and a carbon-activated filters.
[00:01:49.488 --> 00:01:58.971]  And the most amazing thing about it is that it has this patented ion cluster technology that kills airborne microbes with a final byproduct of clean water, not ozone.
[00:01:58.991 --> 00:02:10.674]  Because there's a lot of units out there that do that, that will sterilize the air, that will take out toxins and microbes, but you always come back into the room and you have that ozone smell, and as a matter of fact, if you leave a room sealed and you have one of those running... Toxin!
[00:02:10.854 --> 00:02:12.435]  It is toxic and it's kind of dangerous.
[00:02:12.675 --> 00:02:14.336]  So this is non-toxic.
[00:02:14.496 --> 00:02:15.577]  It's a beautiful unit.
[00:02:15.877 --> 00:02:16.717]  It really looks good.
[00:02:16.757 --> 00:02:18.679]  I mean, it will look beautiful in your house in a corner.
[00:02:18.919 --> 00:02:22.521]  The Alexa Pure Breeze, which operates as a fan.
[00:02:22.621 --> 00:02:23.501]  It's super quiet.
[00:02:23.641 --> 00:02:24.462]  It cleans the air.
[00:02:24.982 --> 00:02:27.624]  Every major room in your house really should have one of these.
[00:02:28.004 --> 00:02:41.113]  The cheapest equivalent unit costs $259.95 and there are other units that are up to $899 to $1,000 to do exactly what this unit does but they're not as quiet because this one has a silent mode which runs at 16 decibels.
[00:02:41.533 --> 00:02:46.636]  One thing that I encourage everybody to do is go and just look up online the toxicity of being inside all the time.
[00:02:46.876 --> 00:02:50.039]  In this current age, we're inside the vast majority of the time.
[00:02:50.279 --> 00:02:52.020]  Hardly do we ever get outside in the sun.
[00:02:52.040 --> 00:02:55.282]  We're usually out inside doing something in our office or at home.
[00:03:02.345 --> 00:03:20.073]  Well, fresh off of President Obama's epic takedown of Donald Trump, whereby he just proved that he's more upset about Republican rhetoric than he is about actual terrorism, now we have John McCain coming out and saying, you know what, Obama is directly responsible for the Orlando attack.
[00:03:20.113 --> 00:03:22.214]  So he took it even a step further than Donald Trump.
[00:03:22.954 --> 00:03:34.866]  So, Senator John McCain was talking to a group of reporters and he did say President Obama was directly responsible for the terror attack in Orlando due to his failure to combat the rise of the Islamic State terror group.
[00:03:35.587 --> 00:03:41.253]  He said Barack Obama was told, you know, before he pulled everybody out of Iraq, Al Qaeda went to Syria.
[00:03:41.653 --> 00:03:42.033]  Thank you.
[00:03:57.259 --> 00:03:58.119]  Ooh, indeed.
[00:03:58.200 --> 00:04:13.307]  And giving a little bit more weight to that argument, now Breitbart is reporting on a memo that was received by then Secretary of State Hillary Clinton shows that the Obama administration aided the group that became ISIS to control the area where ISIS formed the caliphate.
[00:04:13.727 --> 00:04:16.850]  Now, this is a secret classified intelligence report.
[00:04:16.870 --> 00:04:19.352]  It was sent to Hillary Clinton and other top U.S.
[00:04:19.372 --> 00:04:21.434]  officials in August of 2012.
[00:04:21.714 --> 00:04:31.623]  The report confirmed that Western and Gulf states were joining with Turkey to support the Syrian opposition to dictator Bashar al-Assad.
[00:04:32.023 --> 00:04:39.250]  Now, the report confirmed that the Syrian opposition was being led by three groups, including al-Qaeda in Iraq, which later became ISIS.
[00:04:39.830 --> 00:04:48.795]  Now the report confirmed that Al Qaeda in Iraq was communicating through spokesman Al Adnani, who is now the chief spokesman for ISIS.
[00:04:49.275 --> 00:05:00.061]  So Western and Gulf states helped the Syrian opposition groups to control the Syria-Iraq border, and this is of course where ISIS leader violently formed its caliphate.
[00:05:00.661 --> 00:05:04.785]  And the report noted the potential for safe havens under international sheltering.
[00:05:04.945 --> 00:05:07.447]  This is similar to what happened in Libya.
[00:05:07.987 --> 00:05:14.392]  And all of the areas that are cited in this memo have now become the sites of ongoing ISIS terror occupation.
[00:05:14.793 --> 00:05:20.938]  So this is a memo that was received by Hillary Clinton about a month before the attacks in Benghazi.
[00:05:21.558 --> 00:05:29.925]  And Eric Prince, who was the founder of the global security firm Blackwater, told Breitbart News about the fact that the Obama administration was using
[00:05:30.525 --> 00:05:36.648]  It's Benghazi consulate in relation to sending weapons to the Syrian opposition groups.
[00:05:37.568 --> 00:05:39.049]  And I know we've reported on that as well.
[00:05:39.149 --> 00:05:44.812]  And so of course, one month later, that consulate was attacked after Hillary Clinton received the documents.
[00:05:46.252 --> 00:05:47.673]  And that's not all.
[00:05:47.993 --> 00:05:57.699]  So now we know that the nations that Clinton came out earlier this week, she was bashing several nations for terrorism funding and she said, you know, we've got to take these out.
[00:05:57.739 --> 00:06:05.163]  Well, it turns out they were directly funding another person who wants to hurt this country, Clinton herself.
[00:06:05.963 --> 00:06:14.289]  And the trio of nations that were named by Hillary Clinton contributed between 16 and 40 million dollars to the Clinton Foundation.
[00:06:14.789 --> 00:06:25.417]  So during her speech she said, for starters, it's long past time for the Saudis, the Qataris and the Kuwaitis and others to stop their citizens from funding extremist organizations.
[00:06:25.877 --> 00:06:29.520]  They should stop supporting radical schools and mosques around the world.
[00:06:29.980 --> 00:06:30.220]  I don't know.
[00:06:55.928 --> 00:06:57.469]  Why should we criticize them?
[00:06:57.709 --> 00:07:06.734]  Shouldn't we be criticizing you for, you know, once again, she doesn't also speak out about the fact that they're chopping off women's heads and treat women worse than they would a parakeet.
[00:07:06.914 --> 00:07:16.759]  So, and just to give you a little bit more stories to show you that they know exactly what they're doing when they're creating order out of chaos.
[00:07:17.140 --> 00:07:24.383]  Now the CIA chief has come out to say the Islamic State is working to send operatives to the West and they might be exploiting the
[00:07:25.644 --> 00:07:26.525]  Immigration issue.
[00:07:26.825 --> 00:07:27.085]  Hmm.
[00:07:27.345 --> 00:07:27.686]  Duh.
[00:07:27.886 --> 00:07:29.807]  We've been telling you that for quite some time.
[00:07:30.267 --> 00:07:32.069]  So this is CIA Director John Brennan.
[00:07:32.569 --> 00:07:38.713]  He told Congress that state militants are training and attempting to deploy operatives for further attacks on the West.
[00:07:39.093 --> 00:07:44.057]  They'll rely more on guerrilla style tactics to compensate for their territorial losses.
[00:07:44.517 --> 00:07:54.204]  He said Islamic State is probably working to smuggle them into countries, perhaps among refugee flows or through legitimate means of travel.
[00:07:54.924 --> 00:08:10.567]  So, of course, that means they're going to be tightening security, looking for these so-called lone wolves and things to be springing up in the West, knowing that they're being shipped in, knowing that they're already coming across the border, knowing that they're going to be exploiting the refugee crisis.
[00:08:10.887 --> 00:08:12.047]  But are they doing anything about that?
[00:08:12.488 --> 00:08:13.728]  No.
[00:08:13.748 --> 00:08:16.628]  441 Syrian refugees have been admitted to the U.S.
[00:08:17.028 --> 00:08:18.689]  since the Orlando attacks.
[00:08:18.729 --> 00:08:19.749]  It hasn't even been a week.
[00:08:20.189 --> 00:08:21.693]  So that's nearly 500 people.
[00:08:22.054 --> 00:08:25.042]  Imagine how many people have been coming in the weeks prior to this.
[00:08:25.423 --> 00:08:28.270]  Dozens of those Syrian refugees have been sent to Florida.
[00:08:29.528 --> 00:08:49.118]  And according to a new polling data from Reuters, it shows that support for a temporary ban on any Muslim entering the United States is that there's a surge in the amount of likely voters who are actually beginning to support this temporary ban because people can see, no, this is not racist and it's not political incorrectness.
[00:08:49.618 --> 00:08:55.381]  We need to start taking care of our own country and considering what we're doing when we are
[00:08:56.541 --> 00:09:03.522]  Well, bombing up all of these other countries out there that are turning against the West and then bringing these people in who hate us.
[00:09:03.942 --> 00:09:04.643]  It's ridiculous.
[00:09:05.223 --> 00:09:08.763]  And you would think that they would do that, but that's really not the plan.
[00:09:08.843 --> 00:09:12.264]  The plan is to turn this country into a police state.
[00:09:12.584 --> 00:09:19.085]  It's to allow them to bring all of these people into our country and terrorize us so that we all ask to be protected.
[00:09:19.445 --> 00:09:22.726]  Because as we're going to see, they're going to be ramping up the amount of
[00:09:23.106 --> 00:09:35.280]  TSA presence as well as security that you're going to be seeing all throughout the summer after these attacks at concerts, football games, baseball games, any kind of sports games that you're heading to, travelers.
[00:09:35.520 --> 00:09:40.005]  You're going to be seeing a ramp up in security screening as well because
[00:09:40.966 --> 00:09:51.110]  They're really concerned about homegrown violent extremists and that was a narrative they really pushed out with this most recent attack that this guy was a US citizen.
[00:09:51.150 --> 00:09:52.231]  He was born in New York.
[00:09:52.591 --> 00:09:54.131]  So this is homegrown terrorism.
[00:09:54.191 --> 00:09:54.992]  He's a lone wolf.
[00:09:55.292 --> 00:10:02.715]  We already well documented how his ideologies were imported by his father and by getting radicalized online.
[00:10:03.615 --> 00:10:06.176]  As well, he traveled to Saudi Arabia several times.
[00:10:06.276 --> 00:10:11.517]  So this was an imported ideology, but we're going to be seeing a lot more of that happening in the future.
[00:10:12.057 --> 00:10:15.718]  But they're going to police all of us because of political correctness.
[00:10:16.298 --> 00:10:22.240]  And they're really talking about the fact that this environment, even with
[00:10:22.660 --> 00:10:24.582]  Where we can clearly see what's happening.
[00:10:24.922 --> 00:10:33.048]  They're particularly concerned about home homegrown violent extremists, including and really concerning right wing extremists.
[00:10:33.809 --> 00:10:35.130]  So what do they want to do?
[00:10:35.710 --> 00:10:38.472]  Tell us to give up our guns.
[00:10:38.532 --> 00:10:39.793]  This is Jay Johnson.
