[00:00:05.154 --> 00:00:09.999]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.999 --> 00:00:11.580]  You want answers?
[00:00:11.580 --> 00:00:13.122]  Well, so does he.
[00:00:13.122 --> 00:00:17.326]  He's Alex Jones on the GCN Radio Network.
[00:00:17.326 --> 00:00:21.369]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.092 --> 00:00:28.354]  We are live on this Tuesday, February 9th.
[00:00:28.354 --> 00:00:29.754]  This is the Alex Jones Show.
[00:00:29.754 --> 00:00:31.255]  I'll be filling in for Alex.
[00:00:31.255 --> 00:00:32.996]  I'm Paul Joseph Watson.
[00:00:32.996 --> 00:00:40.240]  In the third hour, we've got an exclusive interview with anti-Islamist activist and author Tommy Robinson.
[00:00:40.240 --> 00:00:41.441]  He's been on the show before.
[00:00:42.142 --> 00:00:52.471]  He, of course, took part in the Pegida UK demonstrations on Saturday, which happened in several different UK cities, as well as others across Europe.
[00:00:52.471 --> 00:00:54.513]  So that's going to be a really interesting discussion.
[00:00:54.513 --> 00:01:00.578]  I'm going to try and take your calls during that interview and, if possible, in the second hour.
[00:01:00.578 --> 00:01:06.603]  Alex Jones might be popping in in the second hour, but we'll try and get to your calls at some point.
[00:01:07.699 --> 00:01:15.686]  But Fox News has kind of jumped the gun on the New Hampshire primaries by publishing the results in advance.
[00:01:15.686 --> 00:01:19.289]  This broke a couple of hours ago on Infowars.com.
[00:01:19.289 --> 00:01:31.119]  Fox News is reporting the final results of tonight's Republican and Democratic primaries in advance with a mock-up page showing establishment favorite Marco Rubio finishing in second place.
[00:01:32.290 --> 00:01:43.281]  Now, what obviously happened here was they had some kind of beta test for their website script, which would count the votes as they were coming in during tonight's primary.
[00:01:43.281 --> 00:01:50.728]  But somebody at Fox News obviously released that page and published it live to the internet a little too early.
[00:01:51.345 --> 00:02:11.932]  Now, as you will note in the article, I'm not saying that this is some dark, shadowy conspiracy on behalf of Fox News, but it's interesting nonetheless, because about 30 minutes after this article was published on Infowars.com, which shows the full results of the New Hampshire primary, despite the fact that basically no votes have taken place yet,
[00:02:12.833 --> 00:02:18.036]  Fox News then reset all the totals back to 0%.
[00:02:18.036 --> 00:02:21.037]  So they had Trump as the winner on 28%.
[00:02:21.037 --> 00:02:23.919]  They had Rubio in second on 15%.
[00:02:23.919 --> 00:02:26.460]  Cruz in third on 12%.
[00:02:26.460 --> 00:02:30.282]  And again, this was live on the foxnews.com website.
[00:02:30.282 --> 00:02:33.364]  And it has been since at least yesterday.
[00:02:33.364 --> 00:02:35.125]  People started to pick up on it today.
[00:02:35.902 --> 00:02:38.787]  They also had the result of the Democratic primary.
[00:02:38.787 --> 00:02:43.094]  They had Bernie Sanders 10% in front of Hillary Clinton.
