[00:00:20.148 --> 00:00:20.949]  Good evening, everyone.
[00:00:20.989 --> 00:00:23.031]  Welcome to the InfoWars Nightly News.
[00:00:23.171 --> 00:00:24.052]  I'm Darren McBreen.
[00:00:24.072 --> 00:00:29.097]  Today is Thursday, September 8th, 2016, and here's a quick look at what's coming up.
[00:00:32.847 --> 00:00:43.069]  Tonight, while Obama scoffs at the idea of voter fraud, dismissing it as a conspiracy theory, the administration pushes its own conspiracy theory that Russia will tamper with our elections.
[00:00:43.449 --> 00:00:51.410]  The Secretary of Defense has threatened Russia to stay out of our elections, saying Putin has a clear ambition to erode the international order.
[00:00:52.050 --> 00:00:58.951]  And of course, Homeland Security's Jay Johnson has threatened to usurp control of our elections due to cyber vulnerability.
[00:01:01.792 --> 00:01:01.952]  Then,
[00:01:02.907 --> 00:01:06.208]  Was someone whispering sweet nothings in Hillary's ear last night?
[00:01:08.849 --> 00:01:16.853]  Actor James Woods has a viral tweet showing what looks like an inductive earpiece being worn by Hillary at last night's Commander-in-Chief forum.
[00:01:17.213 --> 00:01:24.556]  And True Pundit says New York Police Department sources involved with the forum's security detail confirmed she was wearing an inductive earpiece.
[00:01:24.936 --> 00:01:27.697]  All that and more on tonight's Enterhorse Nightly News.
[00:01:30.188 --> 00:01:34.592]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:01:34.672 --> 00:01:45.622]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[00:01:45.782 --> 00:01:50.705]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:01:50.825 --> 00:01:53.327]  It helps balance the thyroid gland.
[00:01:53.407 --> 00:01:54.888]  It helps detoxify.
[00:01:55.088 --> 00:01:57.930]  Selenium is another one of those absolute must-haves.
[00:01:57.990 --> 00:02:02.753]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:02:02.773 --> 00:02:06.916]  As a matter of fact, there's 25 genes in the body that are directly
[00:02:07.316 --> 00:02:14.341]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[00:02:14.441 --> 00:02:15.882]  I'm taking it now, every day.
[00:02:16.062 --> 00:02:16.802]  This is so key.
[00:02:17.042 --> 00:02:21.345]  BioTrue Selenium is the product, the best selenium that we could bring you.
[00:02:21.385 --> 00:02:23.487]  We believe it's the best out there at a very, very low price.
[00:02:23.607 --> 00:02:27.069]  Exclusively available at m4warslife.com or by calling toll-free 888-253-3139.
[00:02:30.251 --> 00:02:39.879]  Now we are introducing a new t-shirt, which I think folks need to get, telling the real truth about Bill Clinton, who is a serial rapist and a abuser of women.
[00:02:40.000 --> 00:02:43.763]  In another case, it's about groping and fondling and touching against a woman's will.
[00:02:43.943 --> 00:02:44.323]  And rape.
[00:02:44.483 --> 00:02:44.864]  And rape.
[00:02:44.924 --> 00:02:49.107]  Bill rapes them physically, and then Hillary rapes them psychologically.
[00:02:49.147 --> 00:02:49.808]  He's a rapist.
[00:02:50.348 --> 00:02:50.749]  Absolutely.
[00:02:50.769 --> 00:02:52.070]  He's a public figure, he'd go straight to hell.
[00:02:52.230 --> 00:02:57.376]  Get your Bill Clinton rape shirt today at infowarstore.com or call 1-888-253-3139.
[00:03:02.284 --> 00:03:11.351]  The Department of Homeland Security is threatening to take over the upcoming presidential election in the name of national security.
[00:03:11.811 --> 00:03:24.100]  Recently, DHS Secretary Jay Johnson told reporters that they are considering monitoring the election to ensure the integrity of the election.
[00:03:24.540 --> 00:03:38.784]  And this, of course, comes just weeks after Barack Hussein Obama criticized and even ridiculed Donald Trump for daring to cast his doubt on our nation's electoral process.
[00:03:39.304 --> 00:03:45.166]  And remember what Obama said, the federal government doesn't run the election process.
[00:03:45.486 --> 00:03:48.847]  I mean, you'd have to be a conspiracy theorist to believe that.
[00:03:50.248 --> 00:03:53.749]  The federal government doesn't run the election process.
[00:03:54.929 --> 00:03:57.451]  And I'm afraid the election's gonna be rigged, I have to be honest.
[00:03:58.412 --> 00:04:00.593]  Of course the elections will not be rigged.
[00:04:00.674 --> 00:04:01.434]  What does that mean?
[00:04:02.175 --> 00:04:03.716]  What is election fraud?
[00:04:04.196 --> 00:04:06.378]  Ha ha, like it doesn't even exist.
[00:04:06.578 --> 00:04:08.900]  This is the complete arrogance of these people.
[00:04:09.560 --> 00:04:20.229]  If Mr. Trump is suggesting that there is a conspiracy theory that is being propagated across the country,
[00:04:22.014 --> 00:04:24.356]  Including in places like Texas.
[00:04:26.298 --> 00:04:26.939]  That's ridiculous.
[00:04:27.039 --> 00:04:28.020]  That doesn't make any sense.
[00:04:28.120 --> 00:04:29.962]  And I don't think anybody would take that seriously.
[00:04:31.246 --> 00:04:46.690]  So, while Obama says that voter fraud is a conspiracy theory, the White House is pushing their own conspiracy theory, claiming that the Russians might get involved and steal the election for Donald Trump.
[00:04:46.990 --> 00:04:52.131]  And that, my friends, that is a perfect excuse to get the DHS involved.
[00:04:52.891 --> 00:04:55.513]  And seize oversight of our elections.
[00:04:55.933 --> 00:05:08.542]  Meanwhile, Hillary Clinton is taking all this nonsense even a step further, suggesting that the United States respond to any Russian cyber attacks with military force.
[00:05:09.682 --> 00:05:10.783]  You've seen reports.
[00:05:12.004 --> 00:05:13.725]  Russia's hacked into a lot of things.
[00:05:13.865 --> 00:05:15.386]  China's hacked into a lot of things.
[00:05:15.426 --> 00:05:17.988]  Russia even hacked into the Democratic National Committee.
[00:05:19.264 --> 00:05:22.228]  Maybe even some state election systems.
[00:05:23.189 --> 00:05:30.900]  As President, I will make it clear that the United States will treat cyber attacks just like any other attack.
[00:05:31.480 --> 00:05:36.768]  We will be ready with serious political, economic, and military responses.
[00:05:37.895 --> 00:05:51.787]  And I told you earlier that Jay Johnson, the DHS Secretary, he says that there is a plan to assume direct control of the presidential election by declaring it critical infrastructure.
[00:05:52.267 --> 00:06:00.614]  By the way, this is the same guy who appeared on MSNBC and said that he believes Donald Trump's policies are irresponsible and
[00:06:00.774 --> 00:06:03.576]  Unconstitutional and even un-American.
[00:06:03.936 --> 00:06:06.337]  So talk about a conflict of interest.
[00:06:06.637 --> 00:06:08.719]  He's already picking sides.
[00:06:09.159 --> 00:06:15.563]  That's the guy they want as the gatekeeper of election integrity in America.
[00:06:15.943 --> 00:06:17.124]  Give me a break.
[00:06:17.924 --> 00:06:24.130]  Meanwhile, the New York Times is reporting, just yesterday in fact, at Oxford University, U.S.
[00:06:24.150 --> 00:06:33.859]  Defense Secretary Ashton Carter accused Russian President Vladimir Putin of demonstrating a clear ambition to erode international order.
[00:06:34.320 --> 00:06:39.145]  And he warned Russia to stay out of American elections.
[00:06:40.299 --> 00:06:53.963]  In one of the most blatant pieces of propaganda in US history, the Washington Post wants to sell America on the idea that the upcoming rigged elections by Obama and the DHS will be blamed solely on Vladimir Putin.
[00:06:54.103 --> 00:06:56.283]  Of course the elections will not be rigged.
[00:06:56.323 --> 00:06:57.104]  What does that mean?
[00:06:57.564 --> 00:07:02.325]  This is a kind of fundamental attack on the country itself, the underpinning of it, that
[00:07:02.945 --> 00:07:05.466]  The Washington Post writes, U.S.
[00:07:05.606 --> 00:07:10.327]  intelligence and law enforcement agencies are probing what they see as a broad, covert Russian operation.
[00:07:24.611 --> 00:07:30.633]  In the United States, to sow public distrust in the upcoming presidential election and in U.S.
[00:07:30.653 --> 00:07:43.618]  political institutions, the aim is to understand the scope and intent of the Russian campaign, which incorporates cyber tools to hack systems used in the political process, enhancing Russia's ability to spread disinformation.
